%GEOUNIT	LATITUDE	LONGITUDE
5900797	39.875	29.525
5900798	39.925	29.525
5900799	39.975	29.525
5900800	40.025	29.525
5900801	40.075	29.525
5900802	40.125	29.525
5900803	40.175	29.525
5900804	40.225	29.525
5900805	40.275	29.525
5900806	40.325	29.525
5900807	40.375	29.525
5900809	40.475	29.525
5900810	40.525	29.525
5900811	40.575	29.525
5900812	40.625	29.525
5900813	40.675	29.525
5900814	40.725	29.525
5900815	40.775	29.525
5900816	40.825	29.525
5900817	40.875	29.525
5900818	40.925	29.525
5900819	40.975	29.525
5900820	41.025	29.525
5900821	41.075	29.525
5900822	41.125	29.525
5900823	41.175	29.525
5910796	39.825	29.575
5910797	39.875	29.575
5910798	39.925	29.575
5910799	39.975	29.575
5910800	40.025	29.575
5910801	40.075	29.575
5910802	40.125	29.575
5910803	40.175	29.575
5910804	40.225	29.575
5910805	40.275	29.575
5910806	40.325	29.575
5910807	40.375	29.575
5910809	40.475	29.575
5910810	40.525	29.575
5910811	40.575	29.575
5910812	40.625	29.575
5910813	40.675	29.575
5910815	40.775	29.575
5910816	40.825	29.575
5910817	40.875	29.575
5910818	40.925	29.575
5910819	40.975	29.575
5910820	41.025	29.575
5910821	41.075	29.575
5910822	41.125	29.575
5910823	41.175	29.575
5920796	39.825	29.625
5920797	39.875	29.625
5920798	39.925	29.625
5920799	39.975	29.625
5920800	40.025	29.625
5920801	40.075	29.625
5920802	40.125	29.625
5920803	40.175	29.625
5920804	40.225	29.625
5920805	40.275	29.625
5920806	40.325	29.625
5920807	40.375	29.625
5920809	40.475	29.625
5920810	40.525	29.625
5920811	40.575	29.625
5920812	40.625	29.625
5920813	40.675	29.625
5920815	40.775	29.625
5920816	40.825	29.625
5920817	40.875	29.625
5920818	40.925	29.625
5920819	40.975	29.625
5920820	41.025	29.625
5920821	41.075	29.625
5920822	41.125	29.625
5920823	41.175	29.625
5930796	39.825	29.675
5930797	39.875	29.675
5930798	39.925	29.675
5930799	39.975	29.675
5930800	40.025	29.675
5930801	40.075	29.675
5930802	40.125	29.675
5930803	40.175	29.675
5930804	40.225	29.675
5930805	40.275	29.675
5930806	40.325	29.675
5930807	40.375	29.675
5930808	40.425	29.675
5930809	40.475	29.675
5930810	40.525	29.675
5930811	40.575	29.675
5930812	40.625	29.675
5930813	40.675	29.675
5930814	40.725	29.675
5930815	40.775	29.675
5930816	40.825	29.675
5930817	40.875	29.675
5930818	40.925	29.675
5930819	40.975	29.675
5930820	41.025	29.675
5930821	41.075	29.675
5930822	41.125	29.675
5930823	41.175	29.675
5940796	39.825	29.725
5940797	39.875	29.725
5940798	39.925	29.725
5940799	39.975	29.725
5940800	40.025	29.725
5940801	40.075	29.725
5940802	40.125	29.725
5940803	40.175	29.725
5940804	40.225	29.725
5940805	40.275	29.725
5940806	40.325	29.725
5940807	40.375	29.725
5940808	40.425	29.725
5940809	40.475	29.725
5940810	40.525	29.725
5940811	40.575	29.725
5940812	40.625	29.725
5940813	40.675	29.725
5940814	40.725	29.725
5940815	40.775	29.725
5940816	40.825	29.725
5940817	40.875	29.725
5940818	40.925	29.725
5940819	40.975	29.725
5940820	41.025	29.725
5940821	41.075	29.725
5940822	41.125	29.725
5940823	41.175	29.725
5950796	39.825	29.775
5950797	39.875	29.775
5950798	39.925	29.775
5950799	39.975	29.775
5950800	40.025	29.775
5950801	40.075	29.775
5950802	40.125	29.775
5950803	40.175	29.775
5950804	40.225	29.775
5950805	40.275	29.775
5950806	40.325	29.775
5950807	40.375	29.775
5950808	40.425	29.775
5950809	40.475	29.775
5950810	40.525	29.775
5950811	40.575	29.775
5950812	40.625	29.775
5950813	40.675	29.775
5950814	40.725	29.775
5950815	40.775	29.775
5950816	40.825	29.775
5950817	40.875	29.775
5950818	40.925	29.775
5950819	40.975	29.775
5950820	41.025	29.775
5950821	41.075	29.775
5950822	41.125	29.775
5950823	41.175	29.775
5960796	39.825	29.825
5960797	39.875	29.825
5960798	39.925	29.825
5960799	39.975	29.825
5960800	40.025	29.825
5960801	40.075	29.825
5960802	40.125	29.825
5960803	40.175	29.825
5960804	40.225	29.825
5960805	40.275	29.825
5960806	40.325	29.825
5960807	40.375	29.825
5960808	40.425	29.825
5960809	40.475	29.825
5960810	40.525	29.825
5960811	40.575	29.825
5960812	40.625	29.825
5960813	40.675	29.825
5960814	40.725	29.825
5960815	40.775	29.825
5960816	40.825	29.825
5960817	40.875	29.825
5960818	40.925	29.825
5960819	40.975	29.825
5960820	41.025	29.825
5960821	41.075	29.825
5960822	41.125	29.825
5970796	39.825	29.875
5970797	39.875	29.875
5970798	39.925	29.875
5970799	39.975	29.875
5970800	40.025	29.875
5970801	40.075	29.875
5970802	40.125	29.875
5970803	40.175	29.875
5970804	40.225	29.875
5970805	40.275	29.875
5970806	40.325	29.875
5970807	40.375	29.875
5970808	40.425	29.875
5970809	40.475	29.875
5970810	40.525	29.875
5970811	40.575	29.875
5970812	40.625	29.875
5970813	40.675	29.875
5970814	40.725	29.875
5970815	40.775	29.875
5970816	40.825	29.875
5970817	40.875	29.875
5970818	40.925	29.875
5970819	40.975	29.875
5970820	41.025	29.875
5970821	41.075	29.875
5970822	41.125	29.875
5980796	39.825	29.925
5980797	39.875	29.925
5980798	39.925	29.925
5980799	39.975	29.925
5980800	40.025	29.925
5980801	40.075	29.925
5980802	40.125	29.925
5980803	40.175	29.925
5980804	40.225	29.925
5980805	40.275	29.925
5980806	40.325	29.925
5980807	40.375	29.925
5980808	40.425	29.925
5980809	40.475	29.925
5980810	40.525	29.925
5980811	40.575	29.925
5980812	40.625	29.925
5980813	40.675	29.925
5980814	40.725	29.925
5980815	40.775	29.925
5980816	40.825	29.925
5980817	40.875	29.925
5980818	40.925	29.925
5980819	40.975	29.925
5980820	41.025	29.925
5980821	41.075	29.925
5980822	41.125	29.925
5990796	39.825	29.975
5990797	39.875	29.975
5990798	39.925	29.975
5990799	39.975	29.975
5990800	40.025	29.975
5990801	40.075	29.975
5990802	40.125	29.975
5990803	40.175	29.975
5990804	40.225	29.975
5990805	40.275	29.975
5990806	40.325	29.975
5990807	40.375	29.975
5990808	40.425	29.975
5990809	40.475	29.975
5990810	40.525	29.975
5990811	40.575	29.975
5990812	40.625	29.975
5990813	40.675	29.975
5990814	40.725	29.975
5990815	40.775	29.975
5990816	40.825	29.975
5990817	40.875	29.975
5990818	40.925	29.975
5990819	40.975	29.975
5990820	41.025	29.975
5990821	41.075	29.975
5990822	41.125	29.975
6000796	39.825	30.025
6000797	39.875	30.025
6000798	39.925	30.025
6000799	39.975	30.025
6000800	40.025	30.025
6000801	40.075	30.025
6000802	40.125	30.025
6000803	40.175	30.025
6000804	40.225	30.025
6000805	40.275	30.025
6000806	40.325	30.025
6000807	40.375	30.025
6000808	40.425	30.025
6000809	40.475	30.025
6000810	40.525	30.025
6000811	40.575	30.025
6000812	40.625	30.025
6000813	40.675	30.025
6000814	40.725	30.025
6000815	40.775	30.025
6000816	40.825	30.025
6000817	40.875	30.025
6000818	40.925	30.025
6000819	40.975	30.025
6000820	41.025	30.025
6000821	41.075	30.025
6000822	41.125	30.025
6010796	39.825	30.075
6010797	39.875	30.075
6010798	39.925	30.075
6010799	39.975	30.075
6010800	40.025	30.075
6010801	40.075	30.075
6010802	40.125	30.075
6010803	40.175	30.075
6010804	40.225	30.075
6010805	40.275	30.075
6010806	40.325	30.075
6010807	40.375	30.075
6010808	40.425	30.075
6010809	40.475	30.075
6010810	40.525	30.075
6010811	40.575	30.075
6010812	40.625	30.075
6010813	40.675	30.075
6010814	40.725	30.075
6010815	40.775	30.075
6010816	40.825	30.075
6010817	40.875	30.075
6010818	40.925	30.075
6010819	40.975	30.075
6010820	41.025	30.075
6010821	41.075	30.075
6010822	41.125	30.075
6020796	39.825	30.125
6020797	39.875	30.125
6020798	39.925	30.125
6020799	39.975	30.125
6020800	40.025	30.125
6020801	40.075	30.125
6020802	40.125	30.125
6020803	40.175	30.125
6020804	40.225	30.125
6020805	40.275	30.125
6020806	40.325	30.125
6020807	40.375	30.125
6020808	40.425	30.125
6020809	40.475	30.125
6020810	40.525	30.125
6020811	40.575	30.125
6020812	40.625	30.125
6020813	40.675	30.125
6020814	40.725	30.125
6020815	40.775	30.125
6020816	40.825	30.125
6020817	40.875	30.125
6020818	40.925	30.125
6020819	40.975	30.125
6020820	41.025	30.125
6020821	41.075	30.125
6020822	41.125	30.125
6030796	39.825	30.175
6030797	39.875	30.175
6030798	39.925	30.175
6030799	39.975	30.175
6030800	40.025	30.175
6030801	40.075	30.175
6030802	40.125	30.175
6030803	40.175	30.175
6030804	40.225	30.175
6030805	40.275	30.175
6030806	40.325	30.175
6030807	40.375	30.175
6030808	40.425	30.175
6030809	40.475	30.175
6030810	40.525	30.175
6030811	40.575	30.175
6030812	40.625	30.175
6030813	40.675	30.175
6030814	40.725	30.175
6030815	40.775	30.175
6030816	40.825	30.175
6030817	40.875	30.175
6030818	40.925	30.175
6030819	40.975	30.175
6030820	41.025	30.175
6030821	41.075	30.175
6030822	41.125	30.175
6030823	41.175	30.175
6040796	39.825	30.225
6040797	39.875	30.225
6040798	39.925	30.225
6040799	39.975	30.225
6040800	40.025	30.225
6040801	40.075	30.225
6040802	40.125	30.225
6040803	40.175	30.225
6040804	40.225	30.225
6040805	40.275	30.225
6040806	40.325	30.225
6040807	40.375	30.225
6040808	40.425	30.225
6040809	40.475	30.225
6040810	40.525	30.225
6040811	40.575	30.225
6040812	40.625	30.225
6040813	40.675	30.225
6040814	40.725	30.225
6040815	40.775	30.225
6040816	40.825	30.225
6040817	40.875	30.225
6040818	40.925	30.225
6040819	40.975	30.225
6040820	41.025	30.225
6040821	41.075	30.225
6040822	41.125	30.225
6040823	41.175	30.225
6050796	39.825	30.275
6050797	39.875	30.275
6050798	39.925	30.275
6050799	39.975	30.275
6050800	40.025	30.275
6050801	40.075	30.275
6050802	40.125	30.275
6050803	40.175	30.275
6050804	40.225	30.275
6050805	40.275	30.275
6050806	40.325	30.275
6050807	40.375	30.275
6050808	40.425	30.275
6050809	40.475	30.275
6050810	40.525	30.275
6050811	40.575	30.275
6050812	40.625	30.275
6050813	40.675	30.275
6050814	40.725	30.275
6050815	40.775	30.275
6050816	40.825	30.275
6050817	40.875	30.275
6050818	40.925	30.275
6050819	40.975	30.275
6050820	41.025	30.275
6050821	41.075	30.275
6050822	41.125	30.275
6050823	41.175	30.275
6050824	41.225	30.275
6060796	39.825	30.325
6060797	39.875	30.325
6060798	39.925	30.325
6060799	39.975	30.325
6060800	40.025	30.325
6060801	40.075	30.325
6060802	40.125	30.325
6060803	40.175	30.325
6060804	40.225	30.325
6060805	40.275	30.325
6060806	40.325	30.325
6060807	40.375	30.325
6060808	40.425	30.325
6060809	40.475	30.325
6060810	40.525	30.325
6060811	40.575	30.325
6060812	40.625	30.325
6060813	40.675	30.325
6060814	40.725	30.325
6060815	40.775	30.325
6060816	40.825	30.325
6060817	40.875	30.325
6060818	40.925	30.325
6060819	40.975	30.325
6060820	41.025	30.325
6060821	41.075	30.325
6060822	41.125	30.325
6060823	41.175	30.325
6070796	39.825	30.375
6070797	39.875	30.375
6070798	39.925	30.375
6070799	39.975	30.375
6070800	40.025	30.375
6070801	40.075	30.375
6070802	40.125	30.375
6070803	40.175	30.375
6070804	40.225	30.375
6070805	40.275	30.375
6070806	40.325	30.375
6070807	40.375	30.375
6070808	40.425	30.375
6070809	40.475	30.375
6070810	40.525	30.375
6070811	40.575	30.375
6070812	40.625	30.375
6070813	40.675	30.375
6070814	40.725	30.375
6070815	40.775	30.375
6070816	40.825	30.375
6070817	40.875	30.375
6070818	40.925	30.375
6070819	40.975	30.375
6070820	41.025	30.375
6070821	41.075	30.375
6070822	41.125	30.375
6070823	41.175	30.375
6080796	39.825	30.425
6080797	39.875	30.425
6080798	39.925	30.425
6080799	39.975	30.425
6080800	40.025	30.425
6080801	40.075	30.425
6080802	40.125	30.425
6080803	40.175	30.425
6080804	40.225	30.425
6080805	40.275	30.425
6080806	40.325	30.425
6080807	40.375	30.425
6080808	40.425	30.425
6080809	40.475	30.425
6080810	40.525	30.425
6080811	40.575	30.425
6080812	40.625	30.425
6080813	40.675	30.425
6080814	40.725	30.425
6080815	40.775	30.425
6080816	40.825	30.425
6080817	40.875	30.425
6080818	40.925	30.425
6080819	40.975	30.425
6080820	41.025	30.425
6080821	41.075	30.425
6080822	41.125	30.425
6080823	41.175	30.425
6090796	39.825	30.475
6090797	39.875	30.475
6090798	39.925	30.475
6090799	39.975	30.475
6090800	40.025	30.475
6090801	40.075	30.475
6090802	40.125	30.475
6090803	40.175	30.475
6090804	40.225	30.475
6090805	40.275	30.475
6090806	40.325	30.475
6090807	40.375	30.475
6090808	40.425	30.475
6090809	40.475	30.475
6090810	40.525	30.475
6090811	40.575	30.475
6090812	40.625	30.475
6090813	40.675	30.475
6090814	40.725	30.475
6090815	40.775	30.475
6090816	40.825	30.475
6090817	40.875	30.475
6090818	40.925	30.475
6090819	40.975	30.475
6090820	41.025	30.475
6090821	41.075	30.475
6090822	41.125	30.475
6090823	41.175	30.475
6100796	39.825	30.525
6100797	39.875	30.525
6100798	39.925	30.525
6100799	39.975	30.525
6100800	40.025	30.525
6100801	40.075	30.525
6100802	40.125	30.525
6100803	40.175	30.525
6100804	40.225	30.525
6100805	40.275	30.525
6100806	40.325	30.525
6100807	40.375	30.525
6100808	40.425	30.525
6100809	40.475	30.525
6100810	40.525	30.525
6100811	40.575	30.525
6100812	40.625	30.525
6100813	40.675	30.525
6100814	40.725	30.525
6100815	40.775	30.525
6100816	40.825	30.525
6100817	40.875	30.525
6100818	40.925	30.525
6100819	40.975	30.525
6100820	41.025	30.525
6100821	41.075	30.525
6100822	41.125	30.525
6110796	39.825	30.575
6110797	39.875	30.575
6110798	39.925	30.575
6110799	39.975	30.575
6110800	40.025	30.575
6110801	40.075	30.575
6110802	40.125	30.575
6110803	40.175	30.575
6110804	40.225	30.575
6110805	40.275	30.575
6110806	40.325	30.575
6110807	40.375	30.575
6110808	40.425	30.575
6110809	40.475	30.575
6110810	40.525	30.575
6110811	40.575	30.575
6110812	40.625	30.575
6110813	40.675	30.575
6110814	40.725	30.575
6110815	40.775	30.575
6110816	40.825	30.575
6110817	40.875	30.575
6110818	40.925	30.575
6110819	40.975	30.575
6110820	41.025	30.575
6110821	41.075	30.575
6110822	41.125	30.575
6120796	39.825	30.625
6120797	39.875	30.625
6120798	39.925	30.625
6120799	39.975	30.625
6120800	40.025	30.625
6120801	40.075	30.625
6120802	40.125	30.625
6120803	40.175	30.625
6120804	40.225	30.625
6120805	40.275	30.625
6120806	40.325	30.625
6120807	40.375	30.625
6120808	40.425	30.625
6120809	40.475	30.625
6120810	40.525	30.625
6120811	40.575	30.625
6120812	40.625	30.625
6120813	40.675	30.625
6120814	40.725	30.625
6120815	40.775	30.625
6120816	40.825	30.625
6120817	40.875	30.625
6120818	40.925	30.625
6120819	40.975	30.625
6120820	41.025	30.625
6120821	41.075	30.625
6120822	41.125	30.625
6130796	39.825	30.675
6130797	39.875	30.675
6130798	39.925	30.675
6130799	39.975	30.675
6130800	40.025	30.675
6130801	40.075	30.675
6130802	40.125	30.675
6130803	40.175	30.675
6130804	40.225	30.675
6130805	40.275	30.675
6130806	40.325	30.675
6130807	40.375	30.675
6130808	40.425	30.675
6130809	40.475	30.675
6130810	40.525	30.675
6130811	40.575	30.675
6130812	40.625	30.675
6130813	40.675	30.675
6130814	40.725	30.675
6130815	40.775	30.675
6130816	40.825	30.675
6130817	40.875	30.675
6130818	40.925	30.675
6130819	40.975	30.675
6130820	41.025	30.675
6130821	41.075	30.675
6130822	41.125	30.675
6140796	39.825	30.725
6140797	39.875	30.725
6140798	39.925	30.725
6140799	39.975	30.725
6140800	40.025	30.725
6140801	40.075	30.725
6140802	40.125	30.725
6140803	40.175	30.725
6140804	40.225	30.725
6140805	40.275	30.725
6140806	40.325	30.725
6140807	40.375	30.725
6140808	40.425	30.725
6140809	40.475	30.725
6140810	40.525	30.725
6140811	40.575	30.725
6140812	40.625	30.725
6140813	40.675	30.725
6140814	40.725	30.725
6140815	40.775	30.725
6140816	40.825	30.725
6140817	40.875	30.725
6140818	40.925	30.725
6140819	40.975	30.725
6140820	41.025	30.725
6140821	41.075	30.725
6140822	41.125	30.725
6150796	39.825	30.775
6150797	39.875	30.775
6150798	39.925	30.775
6150799	39.975	30.775
6150800	40.025	30.775
6150801	40.075	30.775
6150802	40.125	30.775
6150803	40.175	30.775
6150804	40.225	30.775
6150805	40.275	30.775
6150806	40.325	30.775
6150807	40.375	30.775
6150808	40.425	30.775
6150809	40.475	30.775
6150810	40.525	30.775
6150811	40.575	30.775
6150812	40.625	30.775
6150813	40.675	30.775
6150814	40.725	30.775
6150815	40.775	30.775
6150816	40.825	30.775
6150817	40.875	30.775
6150818	40.925	30.775
6150819	40.975	30.775
6150820	41.025	30.775
6150821	41.075	30.775
6160796	39.825	30.825
6160797	39.875	30.825
6160798	39.925	30.825
6160799	39.975	30.825
6160800	40.025	30.825
6160801	40.075	30.825
6160802	40.125	30.825
6160803	40.175	30.825
6160804	40.225	30.825
6160805	40.275	30.825
6160806	40.325	30.825
6160807	40.375	30.825
6160808	40.425	30.825
6160809	40.475	30.825
6160810	40.525	30.825
6160811	40.575	30.825
6160812	40.625	30.825
6160813	40.675	30.825
6160814	40.725	30.825
6160815	40.775	30.825
6160816	40.825	30.825
6160817	40.875	30.825
6160818	40.925	30.825
6160819	40.975	30.825
6160820	41.025	30.825
6160821	41.075	30.825
6170796	39.825	30.875
6170797	39.875	30.875
6170798	39.925	30.875
6170799	39.975	30.875
6170800	40.025	30.875
6170801	40.075	30.875
6170802	40.125	30.875
6170803	40.175	30.875
6170804	40.225	30.875
6170805	40.275	30.875
6170806	40.325	30.875
6170807	40.375	30.875
6170808	40.425	30.875
6170809	40.475	30.875
6170810	40.525	30.875
6170811	40.575	30.875
6170812	40.625	30.875
6170813	40.675	30.875
6170814	40.725	30.875
6170815	40.775	30.875
6170816	40.825	30.875
6170817	40.875	30.875
6170818	40.925	30.875
6170819	40.975	30.875
6170820	41.025	30.875
6170821	41.075	30.875
6180796	39.825	30.925
6180797	39.875	30.925
6180798	39.925	30.925
6180799	39.975	30.925
6180800	40.025	30.925
6180801	40.075	30.925
6180802	40.125	30.925
6180803	40.175	30.925
6180804	40.225	30.925
6180805	40.275	30.925
6180806	40.325	30.925
6180807	40.375	30.925
6180808	40.425	30.925
6180809	40.475	30.925
6180810	40.525	30.925
6180811	40.575	30.925
6180812	40.625	30.925
6180813	40.675	30.925
6180814	40.725	30.925
6180815	40.775	30.925
6180816	40.825	30.925
6180817	40.875	30.925
6180818	40.925	30.925
6180819	40.975	30.925
6180820	41.025	30.925
6180821	41.075	30.925
6190796	39.825	30.975
6190797	39.875	30.975
6190798	39.925	30.975
6190799	39.975	30.975
6190800	40.025	30.975
6190801	40.075	30.975
6190802	40.125	30.975
6190803	40.175	30.975
6190804	40.225	30.975
6190805	40.275	30.975
6190806	40.325	30.975
6190807	40.375	30.975
6190808	40.425	30.975
6190809	40.475	30.975
6190810	40.525	30.975
6190811	40.575	30.975
6190812	40.625	30.975
6190813	40.675	30.975
6190814	40.725	30.975
6190815	40.775	30.975
6190816	40.825	30.975
6190817	40.875	30.975
6190818	40.925	30.975
6190819	40.975	30.975
6190820	41.025	30.975
6190821	41.075	30.975
6200796	39.825	31.025
6200797	39.875	31.025
6200798	39.925	31.025
6200799	39.975	31.025
6200800	40.025	31.025
6200801	40.075	31.025
6200802	40.125	31.025
6200803	40.175	31.025
6200804	40.225	31.025
6200805	40.275	31.025
6200806	40.325	31.025
6200807	40.375	31.025
6200808	40.425	31.025
6200809	40.475	31.025
6200810	40.525	31.025
6200811	40.575	31.025
6200812	40.625	31.025
6200813	40.675	31.025
6200814	40.725	31.025
6200815	40.775	31.025
6200816	40.825	31.025
6200817	40.875	31.025
6200818	40.925	31.025
6200819	40.975	31.025
6200820	41.025	31.025
6200821	41.075	31.025
6210796	39.825	31.075
6210797	39.875	31.075
6210798	39.925	31.075
6210799	39.975	31.075
6210800	40.025	31.075
6210801	40.075	31.075
6210802	40.125	31.075
6210803	40.175	31.075
6210804	40.225	31.075
6210805	40.275	31.075
6210806	40.325	31.075
6210807	40.375	31.075
6210808	40.425	31.075
6210809	40.475	31.075
6210810	40.525	31.075
6210811	40.575	31.075
6210812	40.625	31.075
6210813	40.675	31.075
6210814	40.725	31.075
6210815	40.775	31.075
6210816	40.825	31.075
6210817	40.875	31.075
6210818	40.925	31.075
6210819	40.975	31.075
6210820	41.025	31.075
6210821	41.075	31.075
