segment Fiji
-16.848 177.444
segment Fiji
-16.767 178.439
-16.761 178.434
-16.759 178.437
-16.763 178.439
-16.765 178.444
-16.767 178.446
-16.769 178.444
-16.767 178.439
segment Fiji
-16.836 178.323
-16.833 178.312
-16.834 178.308
-16.827 178.3
-16.826 178.294
-16.823 178.292
-16.823 178.289
-16.828 178.285
-16.825 178.282
-16.821 178.283
-16.82 178.29
-16.814 178.292
-16.812 178.292
-16.811 178.285
-16.805 178.283
-16.801 178.278
-16.796 178.282
-16.806 178.295
-16.802 178.297
-16.798 178.302
-16.802 178.303
-16.803 178.302
-16.804 178.303
-16.806 178.304
-16.804 178.31
-16.806 178.315
-16.804 178.317
-16.807 178.32
-16.801 178.326
-16.801 178.329
-16.811 178.33
-16.815 178.325
-16.817 178.324
-16.823 178.334
-16.827 178.335
-16.835 178.331
-16.835 178.33
-16.831 178.327
-16.831 178.324
-16.836 178.323
segment Fiji
-16.837 179.064
-16.834 179.063
-16.83 179.065
-16.823 179.062
-16.82 179.064
-16.819 179.067
-16.821 179.071
-16.821 179.078
-16.827 179.087
-16.829 179.086
-16.83 179.079
-16.835 179.077
-16.835 179.074
-16.83 179.07
-16.836 179.067
-16.837 179.064
segment Fiji
-16.86 177.469
-16.855 177.469
-16.85 177.472
-16.854 177.482
-16.856 177.48
-16.86 177.469
segment Fiji
-16.857 177.444
-16.87 177.44
-16.87 177.443
-16.878 177.449
-16.879 177.448
-16.88 177.448
-16.882 177.44
-16.884 177.438
-16.886 177.439
-16.887 177.448
-16.89 177.45
-16.895 177.444
-16.902 177.44
-16.903 177.438
-16.9 177.435
-16.911 177.427
-16.911 177.424
-16.907 177.421
-16.909 177.418
-16.907 177.415
-16.909 177.412
-16.913 177.411
-16.912 177.408
-16.922 177.409
-16.918 177.415
-16.921 177.418
-16.928 177.411
-16.934 177.408
-16.932 177.406
-16.927 177.401
-16.924 177.394
-16.925 177.388
-16.923 177.387
-16.915 177.392
-16.9 177.393
-16.899 177.395
-16.894 177.398
-16.895 177.418
-16.892 177.419
-16.885 177.418
-16.878 177.422
-16.867 177.425
-16.863 177.43
-16.862 177.435
-16.856 177.441
-16.857 177.444
segment Fiji
-16.936 177.364
-16.934 177.359
-16.929 177.358
-16.921 177.366
-16.92 177.37
-16.923 177.371
-16.928 177.37
-16.936 177.364
segment Fiji
-16.936 179.019
-16.932 179.002
-16.929 179.004
-16.928 179.009
-16.924 179.012
-16.925 179.016
-16.926 179.019
-16.934 179.023
-16.936 179.019
segment Fiji
-16.981 177.348
-16.979 177.345
-16.978 177.34
-16.98 177.329
-16.976 177.328
-16.972 177.333
-16.967 177.329
-16.963 177.33
-16.958 177.333
-16.953 177.338
-16.951 177.337
-16.941 177.341
-16.94 177.347
-16.946 177.353
-16.942 177.358
-16.948 177.363
-16.954 177.364
-16.963 177.361
-16.959 177.358
-16.958 177.349
-16.961 177.346
-16.967 177.351
-16.971 177.348
-16.976 177.349
-16.979 177.353
-16.981 177.348
segment Fiji
-16.974 177.37
-16.972 177.373
-16.958 177.38
-16.957 177.384
-16.969 177.383
-16.974 177.376
-16.974 177.37
segment Fiji
-17 177.331
-16.998 177.336
-16.995 177.335
-16.989 177.34
-16.988 177.343
-16.992 177.347
-16.992 177.352
-16.996 177.353
-17.004 177.349
-17.004 177.342
-17.006 177.34
-17.013 177.337
-17.012 177.331
-17.017 177.331
-17.024 177.333
-17.026 177.333
-17.027 177.325
-17.036 177.315
-17.03 177.311
-17.024 177.316
-17.017 177.312
-17.015 177.313
-17.015 177.314
-17.015 177.317
-17.011 177.32
-17.011 177.325
-17 177.331
segment Fiji
-17.097 177.294
-17.115 177.275
-17.114 177.268
-17.123 177.262
-17.126 177.254
-17.132 177.247
-17.142 177.241
-17.151 177.239
-17.15 177.236
-17.13 177.232
-17.129 177.229
-17.129 177.226
-17.142 177.219
-17.143 177.219
-17.147 177.22
-17.154 177.217
-17.164 177.219
-17.163 177.212
-17.158 177.212
-17.16 177.199
-17.162 177.196
-17.152 177.196
-17.141 177.206
-17.139 177.211
-17.133 177.211
-17.131 177.213
-17.127 177.211
-17.124 177.212
-17.122 177.219
-17.115 177.223
-17.112 177.23
-17.107 177.234
-17.105 177.231
-17.104 177.23
-17.104 177.227
-17.102 177.226
-17.097 177.236
-17.093 177.237
-17.089 177.235
-17.079 177.24
-17.072 177.25
-17.066 177.255
-17.069 177.259
-17.08 177.261
-17.083 177.258
-17.084 177.25
-17.088 177.248
-17.093 177.255
-17.091 177.264
-17.094 177.265
-17.101 177.263
-17.105 177.268
-17.105 177.273
-17.101 177.276
-17.087 177.281
-17.084 177.28
-17.086 177.284
-17.085 177.287
-17.083 177.289
-17.074 177.292
-17.068 177.291
-17.065 177.298
-17.065 177.301
-17.078 177.301
-17.097 177.294
segment Fiji
-17.104 179.112
-17.108 179.113
-17.113 179.104
-17.112 179.099
-17.108 179.101
-17.104 179.112
segment Fiji
-17.165 176.903
-17.162 176.9
-17.162 176.891
-17.159 176.888
-17.142 176.879
-17.139 176.88
-17.137 176.883
-17.139 176.889
-17.134 176.893
-17.134 176.897
-17.145 176.903
-17.149 176.908
-17.153 176.91
-17.165 176.903
segment Fiji
-17.175 177.189
-17.182 177.188
-17.193 177.191
-17.197 177.188
-17.192 177.184
-17.175 177.187
-17.175 177.189
segment Fiji
-17.25 179.389
-17.244 179.423
-17.245 179.429
-17.25 179.436
-17.255 179.439
-17.262 179.44
-17.283 179.438
-17.301 179.445
-17.308 179.443
-17.315 179.445
-17.32 179.447
-17.325 179.441
-17.336 179.438
-17.359 179.426
-17.362 179.423
-17.371 179.422
-17.372 179.421
-17.381 179.417
-17.386 179.407
-17.385 179.401
-17.391 179.394
-17.398 179.389
-17.401 179.373
-17.372 179.383
-17.352 179.38
-17.338 179.374
-17.334 179.373
-17.319 179.374
-17.306 179.367
-17.284 179.366
-17.278 179.368
-17.275 179.367
-17.274 179.359
-17.27 179.359
-17.262 179.352
-17.26 179.354
-17.262 179.358
-17.261 179.365
-17.253 179.373
-17.254 179.378
-17.25 179.389
segment Fiji
-17.318 177.114
-17.308 177.109
-17.293 177.114
-17.286 177.111
-17.272 177.116
-17.268 177.115
-17.269 177.11
-17.267 177.107
-17.265 177.108
-17.262 177.112
-17.256 177.114
-17.268 177.119
-17.272 177.126
-17.268 177.135
-17.267 177.141
-17.266 177.142
-17.257 177.149
-17.256 177.152
-17.259 177.156
-17.263 177.158
-17.272 177.158
-17.285 177.162
-17.29 177.157
-17.294 177.156
-17.297 177.151
-17.304 177.149
-17.309 177.154
-17.316 177.145
-17.317 177.141
-17.311 177.137
-17.306 177.13
-17.308 177.126
-17.318 177.114
segment Fiji
-17.296 178.227
-17.3 178.228
-17.304 178.223
-17.297 178.223
-17.297 178.221
-17.291 178.221
-17.288 178.219
-17.287 178.214
-17.282 178.209
-17.281 178.206
-17.278 178.205
-17.277 178.21
-17.28 178.215
-17.28 178.221
-17.277 178.227
-17.284 178.229
-17.292 178.224
-17.296 178.227
segment Fiji
-17.305 178.232
-17.303 178.232
-17.306 178.237
-17.31 178.243
-17.314 178.243
-17.318 178.24
-17.325 178.239
-17.326 178.235
-17.324 178.233
-17.327 178.23
-17.327 178.226
-17.326 178.225
-17.31 178.235
-17.305 178.232
segment Fiji
-17.313 178.135
-17.312 178.142
-17.315 178.147
-17.308 178.154
-17.307 178.159
-17.31 178.162
-17.317 178.16
-17.32 178.157
-17.327 178.156
-17.329 178.154
-17.33 178.147
-17.325 178.137
-17.321 178.132
-17.316 178.131
-17.313 178.135
segment Fiji
-17.366 178.116
-17.364 178.119
-17.354 178.125
-17.352 178.148
-17.35 178.155
-17.353 178.166
-17.349 178.169
-17.345 178.169
-17.341 178.172
-17.341 178.175
-17.341 178.177
-17.338 178.183
-17.335 178.184
-17.33 178.184
-17.322 178.186
-17.313 178.182
-17.311 178.183
-17.31 178.186
-17.311 178.189
-17.316 178.19
-17.322 178.193
-17.321 178.197
-17.324 178.2
-17.325 178.203
-17.319 178.207
-17.32 178.211
-17.323 178.214
-17.329 178.211
-17.332 178.212
-17.33 178.215
-17.333 178.219
-17.335 178.217
-17.338 178.21
-17.34 178.207
-17.345 178.207
-17.346 178.211
-17.345 178.215
-17.343 178.217
-17.339 178.221
-17.338 178.226
-17.341 178.229
-17.35 178.232
-17.353 178.241
-17.357 178.247
-17.371 178.251
-17.38 178.257
-17.384 178.262
-17.388 178.262
-17.391 178.266
-17.393 178.263
-17.398 178.265
-17.41 178.258
-17.408 178.254
-17.414 178.245
-17.41 178.237
-17.411 178.237
-17.416 178.231
-17.422 178.234
-17.428 178.232
-17.437 178.235
-17.441 178.232
-17.445 178.235
-17.454 178.236
-17.459 178.232
-17.47 178.239
-17.467 178.244
-17.477 178.248
-17.484 178.247
-17.486 178.242
-17.488 178.243
-17.488 178.246
-17.486 178.251
-17.478 178.255
-17.47 178.254
-17.468 178.253
-17.458 178.247
-17.456 178.249
-17.457 178.253
-17.461 178.257
-17.46 178.261
-17.454 178.264
-17.437 178.278
-17.435 178.283
-17.435 178.289
-17.444 178.319
-17.449 178.326
-17.452 178.335
-17.454 178.337
-17.458 178.333
-17.461 178.336
-17.462 178.337
-17.466 178.338
-17.47 178.334
-17.474 178.338
-17.48 178.338
-17.479 178.346
-17.48 178.346
-17.487 178.344
-17.49 178.341
-17.495 178.344
-17.497 178.341
-17.499 178.342
-17.497 178.349
-17.49 178.357
-17.491 178.359
-17.495 178.361
-17.502 178.354
-17.507 178.354
-17.508 178.348
-17.511 178.345
-17.513 178.347
-17.51 178.351
-17.51 178.359
-17.512 178.368
-17.513 178.369
-17.516 178.373
-17.527 178.365
-17.528 178.368
-17.523 178.375
-17.524 178.38
-17.527 178.384
-17.531 178.383
-17.539 178.374
-17.549 178.377
-17.544 178.384
-17.539 178.387
-17.54 178.39
-17.545 178.392
-17.542 178.396
-17.542 178.403
-17.544 178.405
-17.547 178.403
-17.551 178.416
-17.557 178.417
-17.558 178.418
-17.56 178.42
-17.559 178.424
-17.564 178.425
-17.565 178.427
-17.563 178.431
-17.564 178.437
-17.566 178.443
-17.566 178.449
-17.562 178.455
-17.563 178.461
-17.568 178.466
-17.57 178.473
-17.574 178.479
-17.576 178.488
-17.583 178.492
-17.587 178.49
-17.591 178.491
-17.596 178.496
-17.603 178.498
-17.605 178.503
-17.61 178.501
-17.614 178.505
-17.615 178.506
-17.62 178.516
-17.619 178.518
-17.619 178.522
-17.62 178.526
-17.618 178.531
-17.624 178.543
-17.632 178.553
-17.643 178.58
-17.645 178.582
-17.65 178.582
-17.656 178.579
-17.662 178.585
-17.673 178.584
-17.678 178.58
-17.688 178.58
-17.698 178.572
-17.7 178.572
-17.708 178.571
-17.718 178.565
-17.719 178.562
-17.722 178.561
-17.733 178.563
-17.737 178.561
-17.738 178.557
-17.74 178.555
-17.745 178.56
-17.748 178.558
-17.747 178.553
-17.752 178.552
-17.753 178.549
-17.756 178.548
-17.762 178.549
-17.762 178.544
-17.774 178.543
-17.775 178.541
-17.773 178.539
-17.776 178.533
-17.782 178.54
-17.777 178.543
-17.777 178.545
-17.776 178.55
-17.771 178.551
-17.772 178.555
-17.778 178.554
-17.784 178.557
-17.789 178.553
-17.791 178.546
-17.793 178.545
-17.795 178.55
-17.792 178.555
-17.792 178.559
-17.782 178.563
-17.781 178.566
-17.789 178.574
-17.788 178.58
-17.79 178.586
-17.794 178.587
-17.801 178.584
-17.806 178.586
-17.808 178.588
-17.815 178.582
-17.817 178.579
-17.821 178.574
-17.825 178.571
-17.826 178.565
-17.822 178.563
-17.823 178.56
-17.827 178.556
-17.84 178.554
-17.839 178.556
-17.835 178.56
-17.831 178.56
-17.829 178.564
-17.829 178.576
-17.832 178.581
-17.839 178.584
-17.839 178.586
-17.833 178.591
-17.833 178.596
-17.836 178.599
-17.829 178.608
-17.833 178.611
-17.837 178.607
-17.838 178.61
-17.84 178.611
-17.844 178.608
-17.848 178.608
-17.851 178.602
-17.851 178.597
-17.854 178.595
-17.856 178.588
-17.858 178.589
-17.857 178.593
-17.858 178.596
-17.856 178.599
-17.856 178.6
-17.857 178.605
-17.853 178.608
-17.855 178.611
-17.849 178.624
-17.852 178.625
-17.856 178.62
-17.866 178.618
-17.873 178.619
-17.873 178.617
-17.871 178.614
-17.873 178.605
-17.871 178.603
-17.881 178.591
-17.882 178.594
-17.879 178.602
-17.881 178.604
-17.89 178.6
-17.9 178.607
-17.902 178.606
-17.901 178.604
-17.89 178.589
-17.893 178.582
-17.896 178.573
-17.896 178.567
-17.897 178.565
-17.899 178.566
-17.899 178.571
-17.901 178.579
-17.904 178.58
-17.91 178.577
-17.91 178.574
-17.911 178.569
-17.92 178.573
-17.92 178.576
-17.917 178.581
-17.919 178.582
-17.924 178.582
-17.928 178.573
-17.932 178.57
-17.933 178.567
-17.93 178.564
-17.932 178.561
-17.939 178.569
-17.936 178.575
-17.931 178.577
-17.929 178.583
-17.929 178.586
-17.931 178.587
-17.934 178.584
-17.935 178.588
-17.941 178.588
-17.942 178.592
-17.944 178.593
-17.949 178.589
-17.95 178.594
-17.956 178.597
-17.96 178.601
-17.96 178.607
-17.963 178.609
-17.967 178.608
-17.968 178.605
-17.967 178.601
-17.98 178.596
-17.98 178.59
-17.977 178.584
-17.974 178.584
-17.971 178.587
-17.969 178.586
-17.972 178.58
-17.972 178.576
-17.966 178.573
-17.97 178.568
-17.971 178.572
-17.975 178.574
-17.977 178.578
-17.98 178.58
-17.983 178.578
-17.991 178.581
-17.994 178.584
-17.991 178.589
-17.994 178.591
-17.989 178.595
-17.993 178.599
-17.989 178.601
-17.984 178.6
-17.978 178.603
-17.978 178.604
-17.978 178.619
-17.985 178.631
-17.984 178.633
-17.983 178.636
-17.989 178.635
-17.991 178.64
-18.006 178.644
-18.013 178.649
-18.02 178.65
-18.02 178.66
-18.032 178.658
-18.033 178.651
-18.028 178.641
-18.031 178.64
-18.035 178.644
-18.038 178.655
-18.031 178.666
-18.027 178.665
-18.023 178.671
-18.022 178.673
-18.003 178.69
-18.003 178.693
-18.006 178.694
-18.019 178.686
-18.02 178.682
-18.039 178.671
-18.044 178.672
-18.047 178.671
-18.049 178.673
-18.05 178.677
-18.047 178.681
-18.052 178.684
-18.055 178.681
-18.055 178.676
-18.061 178.669
-18.07 178.664
-18.072 178.663
-18.078 178.662
-18.083 178.653
-18.088 178.65
-18.096 178.642
-18.101 178.631
-18.098 178.626
-18.098 178.62
-18.1 178.612
-18.102 178.61
-18.103 178.611
-18.107 178.614
-18.116 178.61
-18.116 178.608
-18.11 178.604
-18.111 178.602
-18.116 178.603
-18.121 178.596
-18.127 178.592
-18.129 178.588
-18.13 178.582
-18.129 178.582
-18.122 178.578
-18.108 178.575
-18.097 178.563
-18.095 178.559
-18.084 178.563
-18.08 178.568
-18.068 178.577
-18.063 178.573
-18.057 178.574
-18.044 178.56
-18.036 178.547
-18.034 178.542
-18.034 178.541
-18.024 178.53
-18.017 178.526
-17.993 178.521
-18 178.519
-18.012 178.522
-18.022 178.525
-18.033 178.533
-18.039 178.543
-18.041 178.546
-18.054 178.563
-18.062 178.568
-18.068 178.569
-18.08 178.561
-18.09 178.558
-18.101 178.547
-18.096 178.541
-18.097 178.537
-18.096 178.531
-18.099 178.525
-18.1 178.521
-18.097 178.519
-18.09 178.518
-18.092 178.513
-18.088 178.51
-18.092 178.507
-18.093 178.504
-18.098 178.511
-18.099 178.51
-18.102 178.506
-18.101 178.5
-18.103 178.496
-18.103 178.491
-18.106 178.49
-18.106 178.487
-18.115 178.475
-18.114 178.472
-18.113 178.469
-18.114 178.467
-18.119 178.468
-18.12 178.473
-18.127 178.471
-18.133 178.464
-18.147 178.456
-18.149 178.45
-18.156 178.447
-18.158 178.442
-18.16 178.435
-18.153 178.424
-18.148 178.425
-18.14 178.424
-18.13 178.427
-18.126 178.43
-18.115 178.43
-18.112 178.426
-18.112 178.423
-18.114 178.413
-18.112 178.404
-18.107 178.398
-18.104 178.393
-18.104 178.391
-18.108 178.387
-18.107 178.383
-18.11 178.379
-18.11 178.376
-18.114 178.369
-18.117 178.368
-18.119 178.369
-18.113 178.377
-18.114 178.382
-18.113 178.386
-18.116 178.387
-18.119 178.383
-18.124 178.383
-18.127 178.38
-18.137 178.364
-18.137 178.362
-18.13 178.357
-18.127 178.351
-18.12 178.348
-18.117 178.343
-18.119 178.338
-18.12 178.335
-18.119 178.329
-18.128 178.319
-18.132 178.318
-18.136 178.31
-18.143 178.308
-18.142 178.299
-18.146 178.294
-18.151 178.292
-18.156 178.297
-18.156 178.299
-18.16 178.298
-18.164 178.296
-18.164 178.294
-18.163 178.291
-18.157 178.291
-18.155 178.289
-18.151 178.277
-18.158 178.276
-18.156 178.271
-18.153 178.267
-18.156 178.263
-18.157 178.26
-18.161 178.26
-18.169 178.264
-18.17 178.261
-18.167 178.256
-18.17 178.25
-18.175 178.259
-18.177 178.259
-18.18 178.245
-18.184 178.247
-18.195 178.238
-18.192 178.236
-18.192 178.229
-18.194 178.216
-18.192 178.212
-18.186 178.21
-18.187 178.207
-18.178 178.208
-18.173 178.206
-18.183 178.204
-18.189 178.2
-18.194 178.2
-18.198 178.204
-18.201 178.2
-18.202 178.204
-18.199 178.21
-18.203 178.212
-18.205 178.208
-18.205 178.206
-18.211 178.203
-18.213 178.198
-18.217 178.193
-18.216 178.187
-18.22 178.187
-18.228 178.183
-18.255 178.158
-18.253 178.157
-18.248 178.155
-18.239 178.161
-18.232 178.162
-18.237 178.157
-18.236 178.152
-18.238 178.15
-18.242 178.152
-18.248 178.146
-18.252 178.152
-18.255 178.151
-18.259 178.154
-18.262 178.139
-18.268 178.129
-18.264 178.125
-18.262 178.126
-18.262 178.131
-18.258 178.135
-18.257 178.146
-18.253 178.144
-18.256 178.131
-18.254 178.132
-18.249 178.139
-18.246 178.138
-18.236 178.134
-18.238 178.129
-18.24 178.13
-18.244 178.129
-18.246 178.13
-18.252 178.129
-18.259 178.123
-18.252 178.114
-18.249 178.109
-18.246 178.113
-18.242 178.115
-18.236 178.113
-18.235 178.11
-18.237 178.109
-18.241 178.112
-18.243 178.11
-18.243 178.105
-18.248 178.096
-18.248 178.082
-18.254 178.071
-18.257 178.066
-18.257 178.063
-18.259 178.063
-18.257 178.057
-18.257 178.053
-18.26 178.049
-18.258 178.044
-18.262 178.035
-18.262 178.027
-18.258 178.012
-18.256 178
-18.255 177.99
-18.255 177.985
-18.254 177.984
-18.251 177.98
-18.252 177.974
-18.255 177.971
-18.262 177.954
-18.262 177.942
-18.264 177.932
-18.263 177.921
-18.264 177.915
-18.267 177.911
-18.267 177.908
-18.27 177.904
-18.272 177.898
-18.268 177.891
-18.264 177.887
-18.263 177.888
-18.262 177.893
-18.26 177.892
-18.258 177.888
-18.254 177.885
-18.248 177.885
-18.246 177.872
-18.247 177.869
-18.257 177.862
-18.257 177.859
-18.254 177.853
-18.251 177.851
-18.247 177.852
-18.243 177.851
-18.25 177.845
-18.246 177.834
-18.242 177.834
-18.237 177.838
-18.234 177.837
-18.232 177.832
-18.236 177.827
-18.237 177.82
-18.237 177.819
-18.234 177.81
-18.233 177.801
-18.226 177.79
-18.225 177.782
-18.221 177.777
-18.218 177.767
-18.219 177.761
-18.215 177.74
-18.209 177.734
-18.211 177.724
-18.205 177.715
-18.204 177.708
-18.198 177.705
-18.199 177.7
-18.2 177.697
-18.198 177.692
-18.2 177.678
-18.192 177.668
-18.193 177.652
-18.189 177.648
-18.186 177.635
-18.186 177.624
-18.184 177.619
-18.179 177.615
-18.182 177.609
-18.181 177.604
-18.176 177.601
-18.171 177.601
-18.172 177.597
-18.177 177.593
-18.179 177.588
-18.176 177.582
-18.175 177.577
-18.179 177.569
-18.174 177.55
-18.171 177.547
-18.167 177.546
-18.165 177.54
-18.167 177.533
-18.17 177.53
-18.166 177.528
-18.165 177.525
-18.158 177.524
-18.149 177.517
-18.149 177.514
-18.156 177.515
-18.159 177.518
-18.163 177.517
-18.17 177.522
-18.165 177.499
-18.166 177.491
-18.17 177.485
-18.165 177.483
-18.165 177.479
-18.167 177.475
-18.164 177.458
-18.153 177.451
-18.154 177.446
-18.145 177.436
-18.141 177.435
-18.138 177.435
-18.134 177.427
-18.129 177.423
-18.13 177.419
-18.134 177.418
-18.134 177.414
-18.129 177.415
-18.121 177.412
-18.122 177.41
-18.13 177.406
-18.132 177.403
-18.128 177.388
-18.122 177.384
-18.12 177.381
-18.123 177.377
-18.122 177.374
-18.123 177.366
-18.121 177.361
-18.122 177.349
-18.119 177.341
-18.118 177.338
-18.109 177.332
-18.107 177.329
-18.094 177.325
-18.09 177.315
-18.077 177.306
-18.061 177.312
-18.042 177.312
-18.038 177.311
-18.034 177.307
-18.03 177.294
-18.026 177.295
-18.019 177.296
-18.01 177.293
-17.992 177.267
-17.987 177.265
-17.986 177.262
-17.982 177.262
-17.981 177.265
-17.969 177.273
-17.967 177.272
-17.967 177.264
-17.965 177.257
-17.961 177.253
-17.957 177.253
-17.951 177.256
-17.939 177.268
-17.931 177.27
-17.926 177.272
-17.92 177.278
-17.919 177.28
-17.919 177.285
-17.927 177.288
-17.927 177.29
-17.926 177.292
-17.911 177.284
-17.906 177.277
-17.896 177.267
-17.89 177.265
-17.886 177.266
-17.88 177.272
-17.859 177.283
-17.856 177.292
-17.855 177.294
-17.853 177.3
-17.852 177.304
-17.854 177.307
-17.855 177.312
-17.86 177.316
-17.862 177.325
-17.86 177.327
-17.855 177.327
-17.857 177.332
-17.86 177.333
-17.868 177.33
-17.871 177.331
-17.87 177.334
-17.864 177.335
-17.861 177.341
-17.845 177.345
-17.838 177.363
-17.826 177.372
-17.823 177.375
-17.815 177.376
-17.812 177.372
-17.809 177.371
-17.806 177.371
-17.786 177.371
-17.783 177.371
-17.779 177.374
-17.773 177.374
-17.768 177.385
-17.774 177.389
-17.773 177.393
-17.765 177.403
-17.765 177.406
-17.768 177.414
-17.771 177.426
-17.762 177.437
-17.759 177.44
-17.754 177.442
-17.747 177.438
-17.742 177.437
-17.731 177.431
-17.726 177.431
-17.721 177.429
-17.71 177.432
-17.7 177.431
-17.694 177.427
-17.691 177.423
-17.69 177.417
-17.686 177.412
-17.683 177.399
-17.684 177.395
-17.669 177.392
-17.665 177.394
-17.662 177.399
-17.658 177.398
-17.656 177.393
-17.652 177.391
-17.647 177.393
-17.643 177.392
-17.64 177.395
-17.646 177.396
-17.647 177.403
-17.645 177.407
-17.646 177.413
-17.642 177.418
-17.641 177.424
-17.637 177.428
-17.636 177.429
-17.635 177.432
-17.632 177.431
-17.632 177.429
-17.629 177.428
-17.624 177.431
-17.625 177.435
-17.62 177.436
-17.608 177.448
-17.607 177.452
-17.603 177.463
-17.597 177.468
-17.592 177.476
-17.589 177.476
-17.586 177.482
-17.58 177.481
-17.578 177.472
-17.574 177.47
-17.571 177.47
-17.569 177.474
-17.565 177.474
-17.562 177.476
-17.565 177.482
-17.581 177.493
-17.578 177.506
-17.571 177.511
-17.568 177.511
-17.55 177.505
-17.547 177.512
-17.536 177.51
-17.528 177.511
-17.517 177.517
-17.51 177.523
-17.51 177.526
-17.517 177.527
-17.521 177.53
-17.526 177.531
-17.53 177.535
-17.53 177.538
-17.524 177.547
-17.518 177.551
-17.513 177.557
-17.507 177.572
-17.503 177.578
-17.497 177.584
-17.49 177.585
-17.49 177.59
-17.486 177.594
-17.487 177.616
-17.478 177.616
-17.477 177.617
-17.473 177.616
-17.469 177.622
-17.466 177.623
-17.457 177.621
-17.454 177.622
-17.452 177.641
-17.447 177.643
-17.447 177.646
-17.454 177.655
-17.474 177.656
-17.486 177.661
-17.49 177.664
-17.499 177.662
-17.5 177.662
-17.503 177.662
-17.507 177.663
-17.506 177.667
-17.512 177.671
-17.512 177.677
-17.508 177.675
-17.505 177.674
-17.504 177.672
-17.501 177.673
-17.499 177.671
-17.496 177.67
-17.488 177.671
-17.485 177.665
-17.476 177.661
-17.472 177.659
-17.455 177.659
-17.449 177.662
-17.447 177.667
-17.448 177.668
-17.458 177.667
-17.457 177.669
-17.45 177.674
-17.449 177.676
-17.454 177.682
-17.445 177.683
-17.438 177.694
-17.435 177.703
-17.435 177.706
-17.44 177.716
-17.437 177.72
-17.437 177.723
-17.443 177.73
-17.45 177.733
-17.449 177.735
-17.445 177.735
-17.444 177.737
-17.447 177.748
-17.448 177.751
-17.446 177.759
-17.444 177.758
-17.442 177.754
-17.439 177.753
-17.436 177.757
-17.442 177.763
-17.438 177.765
-17.434 177.765
-17.431 177.762
-17.426 177.765
-17.423 177.763
-17.427 177.759
-17.42 177.757
-17.417 177.758
-17.413 177.765
-17.406 177.764
-17.405 177.766
-17.41 177.771
-17.409 177.773
-17.406 177.771
-17.402 177.769
-17.399 177.77
-17.397 177.774
-17.399 177.785
-17.398 177.788
-17.401 177.79
-17.401 177.802
-17.4 177.804
-17.386 177.807
-17.376 177.819
-17.372 177.827
-17.379 177.826
-17.387 177.828
-17.39 177.826
-17.395 177.828
-17.4 177.826
-17.402 177.818
-17.405 177.817
-17.408 177.821
-17.41 177.825
-17.415 177.825
-17.413 177.816
-17.416 177.815
-17.419 177.817
-17.428 177.816
-17.43 177.821
-17.43 177.836
-17.428 177.844
-17.419 177.849
-17.416 177.854
-17.408 177.857
-17.404 177.857
-17.41 177.87
-17.414 177.884
-17.419 177.89
-17.427 177.898
-17.424 177.905
-17.425 177.914
-17.423 177.92
-17.426 177.922
-17.426 177.928
-17.426 177.943
-17.425 177.948
-17.422 177.954
-17.419 177.955
-17.409 177.971
-17.409 177.986
-17.403 178.009
-17.402 178.013
-17.397 178.018
-17.393 178.016
-17.389 178.018
-17.384 178.017
-17.377 178.021
-17.366 178.024
-17.365 178.026
-17.37 178.031
-17.371 178.039
-17.368 178.045
-17.369 178.05
-17.368 178.055
-17.371 178.057
-17.362 178.082
-17.363 178.085
-17.37 178.088
-17.372 178.093
-17.371 178.096
-17.371 178.097
-17.366 178.101
-17.367 178.111
-17.366 178.116
segment Fiji
-17.351 177.146
-17.349 177.142
-17.345 177.137
-17.337 177.133
-17.334 177.134
-17.328 177.14
-17.321 177.142
-17.322 177.155
-17.325 177.157
-17.327 177.155
-17.331 177.158
-17.339 177.159
-17.344 177.163
-17.346 177.162
-17.347 177.156
-17.35 177.151
-17.351 177.146
segment Fiji
-17.379 177.141
-17.373 177.138
-17.37 177.138
-17.362 177.144
-17.362 177.149
-17.372 177.154
-17.374 177.152
-17.374 177.148
-17.378 177.145
-17.379 177.141
segment Fiji
-17.379 178.783
-17.384 178.786
-17.39 178.786
-17.379 178.78
-17.379 178.783
segment Fiji
-17.434 178.952
-17.431 178.948
-17.427 178.951
-17.421 178.951
-17.42 178.954
-17.416 178.955
-17.422 178.959
-17.425 178.956
-17.434 178.952
segment Fiji
-17.432 178.98
-17.433 178.981
-17.441 178.985
-17.444 178.985
-17.446 178.982
-17.451 178.984
-17.452 178.982
-17.459 178.98
-17.459 178.978
-17.467 178.974
-17.468 178.972
-17.471 178.968
-17.47 178.965
-17.471 178.962
-17.47 178.96
-17.467 178.959
-17.458 178.955
-17.454 178.959
-17.452 178.958
-17.451 178.954
-17.449 178.953
-17.446 178.958
-17.435 178.96
-17.435 178.967
-17.438 178.969
-17.439 178.97
-17.436 178.973
-17.435 178.977
-17.432 178.98
segment Fiji
-17.498 177.278
-17.496 177.275
-17.489 177.271
-17.486 177.266
-17.483 177.269
-17.485 177.271
-17.487 177.276
-17.489 177.276
-17.496 177.28
-17.498 177.278
segment Fiji
-17.594 178.68
-17.592 178.678
-17.589 178.671
-17.586 178.669
-17.58 178.674
-17.577 178.686
-17.58 178.688
-17.582 178.687
-17.585 178.682
-17.588 178.681
-17.594 178.683
-17.594 178.68
segment Fiji
-17.599 177.072
-17.594 177.068
-17.592 177.065
-17.585 177.058
