segment Argentina
-26.482 -54.737
-26.477 -54.729
-26.472 -54.723
-26.466 -54.717
-26.459 -54.71
-26.453 -54.707
-26.446 -54.703
-26.44 -54.7
-26.428 -54.698
-26.42 -54.697
-26.411 -54.698
-26.405 -54.699
-26.397 -54.699
-26.39 -54.699
-26.385 -54.698
-26.38 -54.695
-26.373 -54.69
-26.364 -54.685
-26.356 -54.68
-26.351 -54.676
-26.346 -54.672
-26.345 -54.671
-26.339 -54.667
-26.336 -54.665
-26.332 -54.661
-26.327 -54.657
-26.322 -54.652
-26.318 -54.65
-26.313 -54.65
-26.307 -54.651
-26.302 -54.654
-26.298 -54.658
-26.292 -54.664
-26.288 -54.668
-26.285 -54.673
-26.28 -54.678
-26.277 -54.681
-26.274 -54.682
-26.269 -54.681
-26.266 -54.679
-26.261 -54.676
-26.258 -54.673
-26.256 -54.671
-26.253 -54.667
-26.25 -54.661
-26.244 -54.655
-26.24 -54.649
-26.236 -54.642
-26.234 -54.636
-26.232 -54.631
-26.228 -54.626
-26.224 -54.624
-26.22 -54.621
-26.218 -54.62
-26.216 -54.621
-26.211 -54.622
-26.205 -54.624
-26.202 -54.626
-26.199 -54.632
-26.196 -54.637
-26.192 -54.644
-26.189 -54.651
-26.185 -54.658
-26.181 -54.663
-26.179 -54.665
-26.176 -54.667
-26.172 -54.669
-26.166 -54.672
-26.162 -54.674
-26.156 -54.675
-26.153 -54.676
-26.149 -54.676
-26.146 -54.676
-26.142 -54.674
-26.139 -54.671
-26.135 -54.667
-26.131 -54.662
-26.127 -54.658
-26.122 -54.653
-26.118 -54.649
-26.113 -54.648
-26.108 -54.646
-26.101 -54.644
-26.095 -54.643
-26.09 -54.642
-26.086 -54.643
-26.081 -54.644
-26.075 -54.646
-26.071 -54.648
-26.067 -54.65
-26.062 -54.653
-26.057 -54.657
-26.047 -54.663
-26.035 -54.67
-26.03 -54.673
-26.028 -54.674
-26.021 -54.677
-26.014 -54.679
-26.005 -54.681
-26.001 -54.682
-25.998 -54.682
-25.994 -54.68
-25.989 -54.678
-25.985 -54.675
-25.984 -54.673
-25.983 -54.671
-25.982 -54.665
-25.982 -54.657
-25.982 -54.647
-25.983 -54.634
-25.983 -54.626
-25.981 -54.623
-25.979 -54.619
-25.977 -54.616
-25.975 -54.613
-25.971 -54.611
-25.969 -54.609
-25.965 -54.608
-25.962 -54.608
-25.959 -54.61
-25.954 -54.613
-25.952 -54.614
-25.946 -54.618
-25.939 -54.62
-25.932 -54.623
-25.927 -54.624
-25.921 -54.623
-25.916 -54.622
-25.91 -54.62
-25.904 -54.619
-25.899 -54.616
-25.89 -54.612
-25.888 -54.611
-25.881 -54.607
-25.873 -54.602
-25.869 -54.6
-25.864 -54.597
-25.858 -54.595
-25.852 -54.593
-25.847 -54.591
-25.844 -54.591
-25.838 -54.59
-25.834 -54.591
-25.83 -54.592
-25.827 -54.593
-25.824 -54.595
-25.821 -54.597
-25.816 -54.6
-25.808 -54.608
-25.803 -54.613
-25.795 -54.618
-25.788 -54.622
-25.779 -54.627
-25.772 -54.63
-25.766 -54.633
-25.761 -54.633
-25.753 -54.634
-25.746 -54.634
-25.741 -54.634
-25.737 -54.636
-25.731 -54.639
-25.726 -54.641
-25.72 -54.644
-25.713 -54.649
-25.707 -54.655
-25.703 -54.656
-25.697 -54.657
-25.691 -54.658
-25.689 -54.658
-25.686 -54.659
-25.682 -54.659
-25.679 -54.658
-25.674 -54.656
-25.67 -54.652
-25.668 -54.649
-25.666 -54.645
-25.666 -54.64
-25.666 -54.633
-25.666 -54.628
-25.669 -54.62
-25.671 -54.615
-25.67 -54.607
-25.669 -54.6
-25.668 -54.594
-25.666 -54.59
-25.663 -54.589
-25.659 -54.589
-25.655 -54.59
-25.646 -54.594
-25.639 -54.597
-25.634 -54.599
-25.628 -54.599
-25.623 -54.6
-25.618 -54.6
-25.613 -54.6
-25.609 -54.599
-25.602 -54.598
-25.595 -54.596
-25.594 -54.582
-25.594 -54.573
-25.593 -54.565
-25.594 -54.559
-25.596 -54.552
-25.601 -54.546
-25.605 -54.544
-25.611 -54.541
-25.628 -54.537
-25.632 -54.534
-25.636 -54.529
-25.637 -54.522
-25.627 -54.506
-25.626 -54.499
-25.63 -54.491
-25.637 -54.482
-25.666 -54.453
-25.672 -54.45
-25.677 -54.447
-25.696 -54.446
-25.699 -54.444
-25.702 -54.441
-25.705 -54.437
-25.706 -54.434
-25.706 -54.43
-25.705 -54.428
-25.701 -54.426
-25.698 -54.426
-25.692 -54.427
-25.688 -54.428
-25.683 -54.428
-25.675 -54.427
-25.671 -54.426
-25.667 -54.423
-25.663 -54.42
-25.66 -54.416
-25.659 -54.414
-25.656 -54.408
-25.656 -54.404
-25.653 -54.402
-25.644 -54.396
-25.638 -54.393
-25.628 -54.391
-25.62 -54.39
-25.615 -54.39
-25.61 -54.389
-25.608 -54.387
-25.605 -54.382
-25.605 -54.378
-25.606 -54.372
-25.608 -54.368
-25.609 -54.365
-25.612 -54.36
-25.613 -54.357
-25.613 -54.354
-25.612 -54.351
-25.61 -54.349
-25.607 -54.345
-25.604 -54.342
-25.6 -54.34
-25.594 -54.337
-25.589 -54.335
-25.584 -54.333
-25.579 -54.33
-25.577 -54.328
-25.575 -54.326
-25.574 -54.322
-25.572 -54.317
-25.57 -54.31
-25.568 -54.306
-25.565 -54.301
-25.564 -54.296
-25.563 -54.292
-25.562 -54.289
-25.564 -54.285
-25.567 -54.281
-25.571 -54.277
-25.575 -54.273
-25.58 -54.271
-25.587 -54.268
-25.593 -54.264
-25.598 -54.26
-25.6 -54.257
-25.602 -54.252
-25.602 -54.246
-25.601 -54.242
-25.6 -54.24
-25.597 -54.239
-25.593 -54.239
-25.586 -54.239
-25.582 -54.24
-25.578 -54.24
-25.574 -54.239
-25.572 -54.237
-25.571 -54.233
-25.57 -54.23
-25.571 -54.227
-25.573 -54.223
-25.575 -54.221
-25.578 -54.217
-25.582 -54.211
-25.585 -54.207
-25.588 -54.198
-25.59 -54.194
-25.591 -54.19
-25.591 -54.184
-25.59 -54.181
-25.587 -54.179
-25.585 -54.179
-25.582 -54.179
-25.58 -54.179
-25.578 -54.181
-25.575 -54.184
-25.574 -54.188
-25.573 -54.193
-25.571 -54.199
-25.568 -54.206
-25.565 -54.21
-25.562 -54.213
-25.558 -54.213
-25.555 -54.213
-25.552 -54.21
-25.55 -54.206
-25.548 -54.198
-25.548 -54.193
-25.548 -54.189
-25.55 -54.181
-25.549 -54.175
-25.549 -54.17
-25.547 -54.166
-25.544 -54.161
-25.539 -54.156
-25.53 -54.149
-25.522 -54.142
-25.516 -54.135
-25.511 -54.128
-25.507 -54.121
-25.505 -54.115
-25.504 -54.111
-25.506 -54.106
-25.509 -54.102
-25.512 -54.101
-25.516 -54.102
-25.521 -54.103
-25.526 -54.105
-25.536 -54.113
-25.537 -54.113
-25.544 -54.118
-25.55 -54.121
-25.556 -54.126
-25.559 -54.129
-25.563 -54.13
-25.569 -54.13
-25.582 -54.125
-25.596 -54.118
-25.611 -54.11
-25.618 -54.107
-25.623 -54.104
-25.625 -54.101
-25.626 -54.097
-25.626 -54.091
-25.625 -54.087
-25.623 -54.084
-25.619 -54.082
-25.614 -54.081
-25.607 -54.08
-25.601 -54.08
-25.596 -54.082
-25.591 -54.083
-25.59 -54.083
-25.584 -54.082
-25.579 -54.08
-25.577 -54.076
-25.576 -54.073
-25.577 -54.071
-25.58 -54.066
-25.585 -54.06
-25.588 -54.057
-25.589 -54.055
-25.59 -54.052
-25.589 -54.047
-25.588 -54.042
-25.585 -54.039
-25.581 -54.034
-25.574 -54.027
-25.571 -54.021
-25.569 -54.016
-25.569 -54.011
-25.571 -54.005
-25.576 -53.997
-25.581 -53.988
-25.589 -53.979
-25.591 -53.979
-25.6 -53.969
-25.609 -53.97
-25.616 -53.964
-25.635 -53.96
-25.641 -53.956
-25.644 -53.951
-25.643 -53.944
-25.637 -53.941
-25.633 -53.94
-25.632 -53.94
-25.624 -53.947
-25.614 -53.94
-25.615 -53.935
-25.623 -53.928
-25.623 -53.923
-25.62 -53.914
-25.622 -53.913
-25.635 -53.916
-25.636 -53.913
-25.634 -53.908
-25.637 -53.904
-25.636 -53.902
-25.626 -53.895
-25.625 -53.891
-25.631 -53.887
-25.637 -53.89
-25.642 -53.89
-25.645 -53.887
-25.644 -53.881
-25.643 -53.877
-25.645 -53.876
-25.65 -53.879
-25.652 -53.886
-25.66 -53.886
-25.662 -53.883
-25.66 -53.876
-25.66 -53.869
-25.663 -53.864
-25.673 -53.856
-25.685 -53.854
-25.686 -53.846
-25.689 -53.844
-25.692 -53.846
-25.695 -53.855
-25.699 -53.855
-25.703 -53.851
-25.706 -53.853
-25.705 -53.857
-25.694 -53.867
-25.694 -53.871
-25.698 -53.872
-25.704 -53.866
-25.707 -53.869
-25.707 -53.88
-25.709 -53.881
-25.713 -53.878
-25.715 -53.871
-25.722 -53.867
-25.72 -53.863
-25.722 -53.861
-25.732 -53.86
-25.743 -53.864
-25.746 -53.863
-25.746 -53.859
-25.744 -53.85
-25.753 -53.836
-25.757 -53.843
-25.762 -53.844
-25.762 -53.85
-25.769 -53.855
-25.773 -53.852
-25.774 -53.848
-25.779 -53.837
-25.781 -53.835
-25.787 -53.836
-25.792 -53.844
-25.793 -53.844
-25.795 -53.841
-25.795 -53.831
-25.793 -53.827
-25.793 -53.824
-25.798 -53.823
-25.809 -53.828
-25.814 -53.825
-25.819 -53.825
-25.818 -53.838
-25.82 -53.839
-25.826 -53.839
-25.829 -53.84
-25.831 -53.845
-25.835 -53.847
-25.84 -53.85
-25.844 -53.849
-25.843 -53.842
-25.853 -53.838
-25.857 -53.841
-25.859 -53.846
-25.861 -53.845
-25.862 -53.842
-25.862 -53.834
-25.865 -53.833
-25.872 -53.836
-25.873 -53.828
-25.876 -53.825
-25.879 -53.828
-25.879 -53.838
-25.882 -53.843
-25.883 -53.849
-25.886 -53.852
-25.89 -53.848
-25.892 -53.845
-25.89 -53.834
-25.892 -53.833
-25.896 -53.835
-25.899 -53.834
-25.898 -53.825
-25.9 -53.819
-25.904 -53.822
-25.91 -53.833
-25.912 -53.835
-25.915 -53.833
-25.916 -53.83
-25.911 -53.825
-25.912 -53.822
-25.931 -53.825
-25.93 -53.829
-25.924 -53.834
-25.924 -53.838
-25.934 -53.839
-25.937 -53.844
-25.956 -53.838
-25.962 -53.832
-25.963 -53.831
-25.964 -53.831
-25.965 -53.832
-25.966 -53.836
-25.969 -53.837
-25.973 -53.835
-25.977 -53.829
-25.978 -53.817
-25.981 -53.817
-25.985 -53.822
-25.99 -53.816
-25.991 -53.811
-25.986 -53.806
-25.986 -53.803
-25.99 -53.802
-25.998 -53.806
-26.004 -53.8
-26.004 -53.793
-26.011 -53.787
-26.012 -53.78
-26.018 -53.779
-26.021 -53.774
-26.027 -53.772
-26.029 -53.767
-26.035 -53.764
-26.036 -53.759
-26.034 -53.756
-26.035 -53.754
-26.042 -53.753
-26.04 -53.746
-26.045 -53.743
-26.046 -53.74
-26.043 -53.737
-26.047 -53.733
-26.059 -53.729
-26.073 -53.718
-26.079 -53.717
-26.092 -53.716
-26.116 -53.721
-26.12 -53.723
-26.127 -53.724
-26.13 -53.722
-26.135 -53.717
-26.147 -53.702
-26.155 -53.692
-26.162 -53.683
-26.167 -53.676
-26.171 -53.671
-26.175 -53.667
-26.179 -53.664
-26.184 -53.66
-26.188 -53.656
-26.193 -53.653
-26.198 -53.65
-26.203 -53.649
-26.208 -53.647
-26.212 -53.643
-26.216 -53.638
-26.221 -53.633
-26.226 -53.629
-26.237 -53.62
-26.245 -53.61
-26.253 -53.602
-26.258 -53.599
-26.264 -53.593
-26.265 -53.592
-26.276 -53.601
-26.28 -53.609
-26.285 -53.612
-26.306 -53.616
-26.319 -53.615
-26.326 -53.616
-26.332 -53.623
-26.343 -53.626
-26.343 -53.633
-26.353 -53.636
-26.357 -53.636
-26.358 -53.633
-26.359 -53.631
-26.361 -53.63
-26.365 -53.632
-26.367 -53.638
-26.382 -53.641
-26.385 -53.643
-26.388 -53.646
-26.396 -53.642
-26.398 -53.644
-26.399 -53.649
-26.402 -53.651
-26.411 -53.648
-26.409 -53.656
-26.417 -53.658
-26.415 -53.664
-26.415 -53.669
-26.427 -53.668
-26.427 -53.671
-26.423 -53.675
-26.422 -53.678
-26.431 -53.687
-26.444 -53.687
-26.449 -53.69
-26.442 -53.698
-26.441 -53.703
-26.445 -53.704
-26.463 -53.698
-26.468 -53.7
-26.467 -53.704
-26.466 -53.706
-26.466 -53.71
-26.469 -53.712
-26.474 -53.709
-26.479 -53.708
-26.479 -53.705
-26.475 -53.702
-26.476 -53.699
-26.489 -53.695
-26.497 -53.705
-26.505 -53.702
-26.507 -53.704
-26.507 -53.707
-26.503 -53.712
-26.506 -53.715
-26.502 -53.721
-26.502 -53.724
-26.513 -53.725
-26.523 -53.723
-26.538 -53.718
-26.54 -53.717
-26.543 -53.721
-26.544 -53.731
-26.545 -53.737
-26.548 -53.738
-26.551 -53.736
-26.554 -53.727
-26.558 -53.725
-26.561 -53.726
-26.564 -53.733
-26.569 -53.73
-26.569 -53.727
-26.56 -53.712
-26.56 -53.708
-26.563 -53.707
-26.565 -53.708
-26.569 -53.718
-26.572 -53.719
-26.578 -53.719
-26.589 -53.721
-26.59 -53.727
-26.592 -53.728
-26.594 -53.728
-26.602 -53.726
-26.604 -53.727
-26.606 -53.727
-26.609 -53.732
-26.613 -53.734
-26.626 -53.728
-26.631 -53.73
-26.637 -53.737
-26.643 -53.739
-26.645 -53.742
-26.643 -53.752
-26.646 -53.753
-26.652 -53.75
-26.654 -53.746
-26.655 -53.742
-26.654 -53.731
-26.661 -53.727
-26.662 -53.722
-26.655 -53.719
-26.658 -53.716
-26.665 -53.715
-26.666 -53.715
-26.676 -53.718
-26.686 -53.727
-26.689 -53.724
-26.69 -53.719
-26.696 -53.716
-26.7 -53.72
-26.7 -53.725
-26.691 -53.733
-26.691 -53.738
-26.695 -53.741
-26.707 -53.736
-26.716 -53.734
-26.724 -53.736
-26.726 -53.738
-26.726 -53.743
-26.717 -53.75
-26.716 -53.753
-26.72 -53.754
-26.722 -53.754
-26.728 -53.753
-26.738 -53.745
-26.742 -53.746
-26.745 -53.751
-26.748 -53.747
-26.75 -53.739
-26.749 -53.734
-26.738 -53.731
-26.739 -53.728
-26.742 -53.726
-26.752 -53.724
-26.761 -53.717
-26.768 -53.717
-26.771 -53.721
-26.772 -53.734
-26.775 -53.737
-26.78 -53.732
-26.783 -53.723
-26.783 -53.715
-26.776 -53.708
-26.776 -53.704
-26.78 -53.702
-26.783 -53.704
-26.787 -53.71
-26.791 -53.712
-26.799 -53.712
-26.806 -53.702
-26.814 -53.697
-26.818 -53.697
-26.819 -53.701
-26.822 -53.702
-26.843 -53.693
-26.851 -53.695
-26.852 -53.691
-26.85 -53.683
-26.852 -53.677
-26.856 -53.673
-26.869 -53.662
-26.871 -53.665
-26.868 -53.689
-26.87 -53.691
-26.878 -53.685
-26.89 -53.691
-26.895 -53.691
-26.898 -53.688
-26.899 -53.676
-26.903 -53.674
-26.912 -53.678
-26.919 -53.675
-26.924 -53.678
-26.931 -53.69
-26.932 -53.691
-26.938 -53.693
-26.941 -53.691
-26.948 -53.674
-26.95 -53.675
-26.952 -53.678
-26.949 -53.689
-26.944 -53.7
-26.943 -53.705
-26.946 -53.706
-26.96 -53.703
-26.967 -53.706
-26.969 -53.711
-26.967 -53.723
-26.968 -53.727
-26.976 -53.729
-26.98 -53.734
-26.984 -53.731
-26.986 -53.729
-26.991 -53.72
-26.994 -53.718
-26.998 -53.72
-27 -53.727
-26.997 -53.74
-27 -53.742
-27.003 -53.74
-27.007 -53.733
-27.011 -53.731
-27.015 -53.733
-27.018 -53.736
-27.018 -53.738
-27.019 -53.739
-27.013 -53.751
-27.014 -53.756
-27.019 -53.758
-27.027 -53.754
-27.032 -53.746
-27.037 -53.747
-27.039 -53.749
-27.041 -53.758
-27.046 -53.759
-27.048 -53.76
-27.049 -53.763
-27.048 -53.765
-27.034 -53.778
-27.04 -53.778
-27.06 -53.769
-27.063 -53.766
-27.064 -53.761
-27.068 -53.761
-27.07 -53.763
-27.071 -53.765
-27.07 -53.769
-27.049 -53.79
-27.048 -53.795
-27.052 -53.797
-27.066 -53.793
-27.067 -53.791
-27.075 -53.781
-27.076 -53.773
-27.08 -53.774
-27.082 -53.777
-27.082 -53.783
-27.075 -53.794
-27.074 -53.796
-27.083 -53.8
-27.09 -53.799
-27.094 -53.795
-27.105 -53.775
-27.109 -53.78
-27.113 -53.793
-27.112 -53.798
-27.104 -53.809
-27.104 -53.811
-27.104 -53.813
-27.107 -53.815
-27.11 -53.814
-27.117 -53.806
-27.122 -53.804
-27.131 -53.808
-27.131 -53.82
-27.135 -53.821
-27.138 -53.82
-27.141 -53.817
-27.142 -53.806
-27.14 -53.799
-27.144 -53.797
-27.147 -53.799
-27.149 -53.822
-27.154 -53.83
-27.159 -53.831
-27.172 -53.83
-27.169 -53.836
-27.163 -53.846
-27.158 -53.849
-27.148 -53.853
-27.139 -53.856
-27.136 -53.858
-27.134 -53.864
-27.134 -53.869
-27.134 -53.875
-27.136 -53.879
-27.14 -53.883
-27.149 -53.886
-27.157 -53.888
-27.169 -53.893
-27.174 -53.898
-27.177 -53.902
-27.178 -53.906
-27.177 -53.912
-27.174 -53.918
-27.169 -53.923
-27.163 -53.929
-27.158 -53.934
-27.156 -53.938
-27.157 -53.945
-27.158 -53.949
-27.161 -53.952
-27.165 -53.954
-27.169 -53.956
-27.175 -53.956
-27.191 -53.955
-27.195 -53.956
-27.199 -53.957
-27.202 -53.96
-27.203 -53.964
-27.203 -53.97
-27.2 -53.975
-27.199 -53.979
-27.198 -53.986
-27.199 -53.993
-27.201 -54.001
-27.205 -54.009
-27.207 -54.011
-27.208 -54.013
-27.216 -54.014
-27.223 -54.016
-27.234 -54.016
-27.244 -54.018
-27.249 -54.022
-27.253 -54.025
-27.255 -54.03
-27.258 -54.038
-27.261 -54.048
-27.263 -54.053
-27.266 -54.057
-27.272 -54.061
-27.28 -54.065
-27.291 -54.071
-27.295 -54.076
-27.3 -54.081
-27.301 -54.085
-27.303 -54.089
-27.304 -54.098
-27.305 -54.109
-27.305 -54.12
-27.303 -54.131
-27.302 -54.146
-27.3 -54.153
-27.297 -54.156
-27.293 -54.158
-27.287 -54.158
-27.28 -54.158
-27.273 -54.157
-27.269 -54.157
-27.265 -54.159
-27.261 -54.162
-27.259 -54.164
-27.258 -54.167
-27.259 -54.17
-27.261 -54.176
-27.264 -54.18
-27.269 -54.185
-27.274 -54.187
-27.281 -54.189
-27.291 -54.19
-27.296 -54.191
-27.302 -54.192
-27.303 -54.192
-27.311 -54.196
-27.321 -54.201
-27.329 -54.207
-27.336 -54.21
-27.345 -54.212
-27.355 -54.214
-27.365 -54.214
-27.375 -54.214
-27.382 -54.216
-27.385 -54.219
-27.388 -54.222
-27.391 -54.227
-27.391 -54.232
-27.393 -54.24
-27.394 -54.247
-27.396 -54.254
-27.398 -54.259
-27.401 -54.265
-27.406 -54.269
-27.411 -54.269
-27.417 -54.269
-27.423 -54.267
-27.425 -54.266
-27.429 -54.266
-27.432 -54.269
-27.44 -54.273
-27.445 -54.278
-27.447 -54.282
-27.446 -54.288
-27.441 -54.299
-27.436 -54.302
-27.43 -54.305
-27.427 -54.308
-27.423 -54.31
-27.418 -54.314
-27.414 -54.318
-27.411 -54.323
-27.407 -54.33
-27.405 -54.335
-27.406 -54.339
-27.408 -54.343
-27.412 -54.345
-27.422 -54.345
-27.43 -54.344
-27.438 -54.341
-27.446 -54.337
-27.454 -54.336
-27.461 -54.337
-27.466 -54.34
-27.468 -54.346
-27.468 -54.353
-27.466 -54.358
-27.464 -54.364
-27.459 -54.369
-27.453 -54.372
-27.439 -54.38
-27.431 -54.386
-27.422 -54.391
-27.418 -54.395
-27.414 -54.402
-27.413 -54.405
-27.412 -54.411
-27.412 -54.412
-27.412 -54.415
-27.414 -54.42
-27.416 -54.424
-27.418 -54.428
-27.421 -54.432
-27.424 -54.437
-27.426 -54.444
-27.426 -54.451
-27.426 -54.458
-27.427 -54.464
-27.428 -54.468
-27.429 -54.47
-27.432 -54.473
-27.435 -54.472
-27.438 -54.47
-27.44 -54.468
-27.444 -54.465
-27.448 -54.461
-27.451 -54.456
-27.454 -54.453
-27.457 -54.449
-27.46 -54.448
-27.463 -54.446
-27.467 -54.445
-27.469 -54.445
-27.473 -54.447
-27.476 -54.45
-27.479 -54.454
-27.48 -54.458
-27.48 -54.465
-27.48 -54.469
-27.48 -54.472
-27.48 -54.476
-27.48 -54.482
-27.481 -54.487
-27.483 -54.493
-27.483 -54.496
-27.485 -54.499
-27.488 -54.502
-27.49 -54.503
-27.492 -54.505
-27.495 -54.507
-27.496 -54.509
-27.498 -54.512
-27.501 -54.514
-27.503 -54.515
-27.505 -54.518
-27.506 -54.521
-27.507 -54.525
-27.507 -54.527
-27.505 -54.531
-27.5 -54.534
-27.486 -54.542
-27.482 -54.546
-27.476 -54.551
-27.472 -54.553
-27.466 -54.558
-27.462 -54.559
-27.459 -54.564
-27.458 -54.567
-27.458 -54.573
-27.458 -54.576
-27.46 -54.581
-27.463 -54.584
-27.469 -54.587
-27.478 -54.589
-27.489 -54.592
-27.494 -54.594
-27.5 -54.597
-27.503 -54.599
-27.504 -54.6
-27.507 -54.602
-27.516 -54.606
-27.523 -54.609
-27.532 -54.612
-27.538 -54.614
-27.544 -54.617
-27.548 -54.62
-27.55 -54.624
-27.551 -54.63
-27.55 -54.639
-27.547 -54.644
-27.541 -54.648
-27.531 -54.651
-27.52 -54.656
-27.516 -54.66
-27.512 -54.665
-27.511 -54.671
-27.511 -54.675
-27.514 -54.678
-27.522 -54.678
-27.533 -54.677
-27.541 -54.674
-27.555 -54.671
-27.563 -54.669
-27.565 -54.669
-27.568 -54.669
-27.571 -54.671
-27.573 -54.676
-27.576 -54.683
-27.576 -54.689
-27.574 -54.699
-27.569 -54.716
-27.567 -54.722
-27.566 -54.726
-27.565 -54.732
-27.565 -54.737
-27.567 -54.742
-27.57 -54.747
-27.573 -54.752
-27.58 -54.759
-27.585 -54.764
-27.586 -54.769
-27.588 -54.775
-27.586 -54.781
-27.584 -54.784
-27.581 -54.786
-27.579 -54.787
-27.578 -54.788
-27.574 -54.788
-27.572 -54.787
-27.569 -54.789
-27.564 -54.791
-27.557 -54.793
-27.553 -54.793
-27.547 -54.794
-27.543 -54.795
-27.541 -54.797
-27.538 -54.801
-27.536 -54.805
-27.536 -54.809
-27.538 -54.813
-27.543 -54.818
-27.546 -54.819
-27.558 -54.824
-27.563 -54.824
-27.569 -54.826
-27.581 -54.83
-27.602 -54.837
-27.613 -54.841
-27.619 -54.844
-27.623 -54.847
-27.627 -54.853
-27.629 -54.86
-27.63 -54.866
-27.63 -54.874
-27.631 -54.878
-27.632 -54.884
-27.636 -54.896
-27.641 -54.9
-27.648 -54.904
-27.656 -54.904
-27.666 -54.904
-27.687 -54.903
-27.7 -54.904
-27.711 -54.903
-27.722 -54.904
-27.731 -54.907
-27.737 -54.91
-27.744 -54.916
-27.75 -54.922
-27.753 -54.928
-27.757 -54.932
-27.761 -54.935
-27.768 -54.937
-27.775 -54.941
-27.78 -54.947
-27.78 -54.955
-27.779 -54.964
-27.778 -54.973
-27.777 -54.978
-27.777 -54.983
-27.779 -54.988
-27.783 -54.992
-27.79 -55
-27.792 -55.003
-27.796 -55.008
-27.797 -55.014
-27.797 -55.021
-27.792 -55.027
-27.783 -55.036
-27.778 -55.041
-27.775 -55.045
-27.773 -55.047
-27.772 -55.053
-27.773 -55.059
-27.774 -55.063
-27.779 -55.07
-27.786 -55.08
-27.789 -55.082
-27.793 -55.081
-27.798 -55.078
-27.803 -55.072
-27.806 -55.065
-27.81 -55.056
-27.812 -55.052
-27.816 -55.048
-27.819 -55.041
-27.821 -55.037
-27.827 -55.032
-27.834 -55.026
-27.838 -55.026
-27.845 -55.026
-27.85 -55.028
-27.854 -55.032
-27.855 -55.035
-27.856 -55.043
-27.855 -55.053
-27.854 -55.062
-27.85 -55.071
-27.848 -55.077
-27.847 -55.086
-27.846 -55.091
-27.848 -55.1
-27.85 -55.108
-27.852 -55.113
-27.853 -55.117
-27.857 -55.122
-27.862 -55.125
-27.869 -55.125
-27.877 -55.124
-27.885 -55.124
-27.89 -55.125
-27.894 -55.129
-27.895 -55.134
-27.893 -55.141
-27.89 -55.149
-27.885 -55.154
-27.877 -55.159
-27.871 -55.162
-27.866 -55.169
-27.862 -55.175
-27.861 -55.183
-27.862 -55.19
-27.863 -55.196
-27.867 -55.203
-27.874 -55.212
-27.881 -55.223
-27.889 -55.231
-27.897 -55.239
-27.907 -55.248
-27.914 -55.254
-27.918 -55.261
-27.919 -55.267
-27.921 -55.283
-27.923 -55.296
-27.924 -55.307
-27.926 -55.317
-27.928 -55.323
-27.932 -55.327
-27.938 -55.331
-27.944 -55.335
-27.957 -55.338
-27.965 -55.34
-27.969 -55.342
-27.972 -55.347
-27.975 -55.357
-27.98 -55.371
-27.982 -55.377
-27.987 -55.383
-27.991 -55.385
-27.993 -55.386
-27.996 -55.385
-27.998 -55.383
-28.002 -55.381
-28.006 -55.377
-28.012 -55.373
-28.02 -55.37
-28.024 -55.369
-28.029 -55.371
-28.034 -55.373
-28.04 -55.379
-28.044 -55.384
-28.049 -55.391
-28.053 -55.399
-28.054 -55.401
-28.061 -55.413
-28.065 -55.42
-28.07 -55.426
-28.079 -55.433
-28.085 -55.436
-28.089 -55.438
-28.094 -55.441
-28.097 -55.444
-28.099 -55.449
-28.099 -55.454
-28.098 -55.459
-28.093 -55.467
-28.087 -55.474
-28.085 -55.478
-28.083 -55.481
-28.08 -55.486
-28.08 -55.491
-28.081 -55.496
-28.084 -55.498
-28.088 -55.501
-28.095 -55.502
-28.101 -55.504
-28.106 -55.506
-28.11 -55.508
-28.115 -55.512
-28.117 -55.517
-28.118 -55.524
-28.12 -55.528
-28.122 -55.532
-28.128 -55.536
-28.131 -55.537
-28.137 -55.539
-28.145 -55.54
-28.152 -55.543
-28.157 -55.545
-28.16 -55.549
-28.164 -55.554
-28.164 -55.558
-28.163 -55.563
-28.161 -55.568
-28.154 -55.57
-28.149 -55.571
-28.141 -55.572
-28.136 -55.573
-28.13 -55.575
-28.124 -55.579
-28.121 -55.582
-28.12 -55.585
-28.119 -55.59
-28.121 -55.598
-28.123 -55.605
-28.125 -55.61
-28.129 -55.614
-28.134 -55.617
-28.139 -55.619
-28.144 -55.62
-28.148 -55.62
-28.152 -55.618
-28.156 -55.618
-28.162 -55.62
-28.167 -55.623
-28.173 -55.629
-28.18 -55.636
-28.181 -55.638
-28.185 -55.645
-28.189 -55.653
-28.191 -55.658
-28.194 -55.664
-28.197 -55.668
-28.202 -55.675
-28.206 -55.678
-28.21 -55.683
-28.214 -55.688
-28.218 -55.693
-28.222 -55.702
-28.224 -55.711
-28.226 -55.719
-28.228 -55.727
-28.23 -55.733
-28.23 -55.736
-28.232 -55.744
-28.234 -55.751
-28.236 -55.757
-28.24 -55.763
-28.244 -55.769
-28.247 -55.773
-28.251 -55.776
-28.255 -55.775
-28.264 -55.774
-28.269 -55.771
-28.275 -55.766
-28.277 -55.758
-28.28 -55.755
-28.283 -55.751
-28.286 -55.747
-28.29 -55.74
-28.296 -55.727
-28.302 -55.716
-28.308 -55.703
-28.315 -55.689
-28.32 -55.682
-28.324 -55.677
-28.327 -55.674
-28.333 -55.671
-28.34 -55.669
-28.351 -55.67
-28.359 -55.671
-28.365 -55.674
-28.368 -55.677
-28.376 -55.68
-28.386 -55.683
-28.395 -55.685
-28.402 -55.687
-28.411 -55.689
-28.418 -55.691
-28.422 -55.694
