segment Michigan
45.102 -87.622
45.103 -87.626
45.103 -87.627
45.103 -87.628
45.104 -87.629
45.105 -87.63
45.106 -87.631
45.106 -87.632
45.106 -87.636
45.106 -87.648
45.109 -87.653
45.108 -87.657
45.108 -87.66
45.108 -87.661
45.113 -87.661
45.116 -87.664
45.117 -87.666
45.118 -87.667
45.119 -87.669
45.12 -87.671
45.121 -87.672
45.13 -87.678
45.131 -87.679
45.134 -87.676
45.135 -87.676
45.144 -87.683
45.144 -87.684
45.147 -87.688
45.15 -87.692
45.151 -87.695
45.151 -87.701
45.152 -87.703
45.155 -87.707
45.156 -87.708
45.159 -87.711
45.161 -87.718
45.165 -87.723
45.167 -87.725
45.17 -87.728
45.171 -87.731
45.172 -87.735
45.172 -87.736
45.173 -87.737
45.178 -87.735
45.197 -87.742
45.198 -87.742
45.199 -87.741
45.202 -87.739
45.205 -87.736
45.208 -87.728
45.209 -87.726
45.213 -87.726
45.216 -87.727
45.219 -87.727
45.223 -87.722
45.227 -87.721
45.228 -87.722
45.23 -87.725
45.232 -87.725
45.233 -87.724
45.238 -87.718
45.239 -87.717
45.239 -87.713
45.239 -87.712
45.24 -87.711
45.245 -87.711
45.255 -87.709
45.258 -87.708
45.26 -87.709
45.267 -87.703
45.269 -87.699
45.272 -87.699
45.272 -87.698
45.274 -87.699
45.277 -87.699
45.282 -87.698
45.288 -87.693
45.29 -87.69
45.291 -87.69
45.296 -87.688
45.298 -87.688
45.306 -87.679
45.308 -87.675
45.316 -87.667
45.317 -87.665
45.318 -87.665
45.318 -87.664
45.319 -87.663
45.321 -87.662
45.321 -87.661
45.322 -87.662
45.326 -87.662
45.328 -87.662
45.329 -87.66
45.331 -87.656
45.331 -87.655
45.339 -87.648
45.345 -87.647
45.351 -87.648
45.352 -87.648
45.354 -87.651
45.354 -87.652
45.354 -87.654
45.359 -87.657
45.361 -87.656
45.362 -87.656
45.363 -87.656
45.367 -87.657
45.369 -87.657
45.377 -87.674
45.378 -87.674
45.382 -87.675
45.385 -87.683
45.389 -87.686
45.39 -87.69
45.39 -87.694
45.388 -87.699
45.388 -87.7
45.385 -87.704
45.385 -87.705
45.384 -87.707
45.381 -87.708
45.377 -87.719
45.364 -87.733
45.36 -87.738
45.358 -87.738
45.355 -87.751
45.354 -87.752
45.352 -87.751
45.349 -87.754
45.348 -87.762
45.351 -87.769
45.351 -87.771
45.351 -87.774
45.35 -87.783
45.353 -87.788
45.353 -87.79
45.354 -87.8
45.351 -87.81
45.353 -87.823
45.352 -87.824
45.351 -87.825
45.351 -87.827
45.352 -87.83
45.352 -87.833
45.351 -87.835
45.346 -87.837
45.345 -87.838
45.341 -87.848
45.34 -87.85
45.341 -87.851
45.342 -87.851
45.345 -87.85
45.347 -87.85
45.349 -87.853
45.35 -87.859
45.351 -87.861
45.353 -87.863
45.355 -87.865
45.356 -87.865
45.358 -87.866
45.36 -87.867
45.361 -87.869
45.361 -87.87
45.36 -87.871
45.359 -87.871
45.357 -87.871
45.356 -87.872
45.355 -87.872
45.354 -87.874
45.351 -87.88
45.351 -87.881
45.352 -87.885
45.353 -87.887
45.355 -87.888
45.357 -87.888
45.358 -87.888
45.359 -87.887
45.363 -87.885
45.369 -87.877
45.372 -87.871
45.374 -87.872
45.377 -87.876
45.379 -87.875
45.381 -87.874
45.383 -87.871
45.385 -87.865
45.388 -87.859
45.393 -87.857
45.396 -87.86
45.397 -87.86
45.399 -87.859
45.402 -87.851
45.404 -87.849
45.41 -87.85
45.412 -87.851
45.413 -87.852
45.414 -87.853
45.416 -87.856
45.424 -87.86
45.43 -87.86
45.433 -87.862
45.434 -87.862
45.441 -87.855
45.444 -87.847
45.448 -87.845
45.451 -87.836
45.454 -87.833
45.455 -87.832
45.458 -87.827
45.46 -87.821
45.464 -87.813
45.466 -87.813
45.468 -87.811
45.473 -87.806
45.474 -87.806
45.477 -87.807
45.479 -87.807
45.485 -87.799
45.487 -87.798
45.491 -87.798
45.495 -87.796
45.498 -87.793
45.5 -87.793
45.505 -87.793
45.506 -87.799
45.514 -87.802
45.525 -87.804
45.531 -87.805
45.534 -87.805
45.537 -87.803
45.538 -87.803
45.544 -87.807
45.549 -87.814
45.552 -87.819
45.556 -87.827
45.559 -87.832
45.559 -87.833
45.563 -87.834
45.568 -87.832
45.569 -87.829
45.565 -87.814
45.563 -87.806
45.562 -87.798
45.563 -87.792
45.564 -87.791
45.566 -87.789
45.568 -87.788
45.575 -87.787
45.579 -87.787
45.581 -87.788
45.583 -87.787
45.584 -87.786
45.586 -87.781
45.589 -87.777
45.594 -87.777
45.597 -87.776
45.598 -87.776
45.604 -87.777
45.609 -87.778
45.615 -87.781
45.617 -87.792
45.619 -87.796
45.622 -87.796
45.624 -87.797
45.629 -87.804
45.639 -87.81
45.644 -87.817
45.646 -87.822
45.647 -87.824
45.653 -87.825
45.656 -87.823
45.658 -87.822
45.66 -87.824
45.662 -87.824
45.663 -87.823
45.666 -87.803
45.67 -87.799
45.671 -87.796
45.671 -87.795
45.673 -87.782
45.674 -87.781
45.675 -87.781
45.68 -87.781
45.683 -87.782
45.687 -87.788
45.694 -87.802
45.696 -87.805
45.7 -87.809
45.704 -87.805
45.705 -87.805
45.707 -87.806
45.71 -87.81
45.711 -87.812
45.715 -87.831
45.715 -87.832
45.716 -87.834
45.717 -87.837
45.717 -87.838
45.719 -87.842
45.723 -87.848
45.726 -87.854
45.727 -87.855
45.737 -87.864
45.743 -87.864
45.743 -87.863
45.746 -87.864
45.749 -87.868
45.75 -87.87
45.75 -87.873
45.754 -87.876
45.755 -87.88
45.755 -87.882
45.754 -87.892
45.752 -87.896
45.753 -87.898
45.753 -87.9
45.757 -87.901
45.758 -87.903
45.759 -87.905
45.759 -87.906
45.759 -87.908
45.758 -87.909
45.757 -87.922
45.76 -87.927
45.76 -87.929
45.758 -87.935
45.758 -87.942
45.757 -87.944
45.758 -87.949
45.758 -87.954
45.757 -87.959
45.758 -87.963
45.759 -87.965
45.761 -87.964
45.764 -87.967
45.766 -87.972
45.767 -87.977
45.77 -87.986
45.772 -87.99
45.773 -87.99
45.775 -87.986
45.775 -87.985
45.775 -87.983
45.775 -87.982
45.777 -87.981
45.783 -87.983
45.79 -87.987
45.793 -87.988
45.794 -87.989
45.795 -87.99
45.795 -87.991
45.795 -87.996
45.795 -87.998
45.794 -88.001
45.794 -88.002
45.793 -88.006
45.792 -88.007
45.792 -88.008
45.792 -88.018
45.79 -88.024
45.789 -88.027
45.789 -88.031
45.79 -88.034
45.79 -88.04
45.789 -88.04
45.786 -88.041
45.784 -88.045
45.783 -88.049
45.781 -88.051
45.781 -88.058
45.781 -88.061
45.78 -88.069
45.78 -88.072
45.78 -88.073
45.782 -88.076
45.784 -88.078
45.785 -88.079
45.785 -88.08
45.785 -88.081
45.785 -88.083
45.785 -88.086
45.785 -88.087
45.785 -88.088
45.785 -88.089
45.786 -88.094
45.79 -88.1
45.791 -88.103
45.798 -88.106
45.799 -88.106
45.8 -88.105
45.803 -88.108
45.803 -88.109
45.804 -88.11
45.804 -88.113
45.804 -88.116
45.804 -88.117
45.809 -88.128
45.809 -88.129
45.81 -88.13
45.811 -88.132
45.819 -88.136
45.821 -88.135
45.822 -88.135
45.822 -88.134
45.823 -88.134
45.827 -88.128
45.828 -88.127
45.83 -88.123
45.833 -88.121
45.838 -88.114
45.839 -88.112
45.839 -88.109
45.841 -88.107
45.85 -88.098
45.856 -88.089
45.857 -88.087
45.862 -88.085
45.865 -88.083
45.865 -88.082
45.864 -88.078
45.865 -88.075
45.867 -88.075
45.872 -88.073
45.876 -88.074
45.881 -88.082
45.881 -88.084
45.88 -88.096
45.881 -88.1
45.883 -88.101
45.884 -88.102
45.897 -88.105
45.897 -88.106
45.901 -88.106
45.904 -88.106
45.907 -88.105
45.911 -88.102
45.912 -88.099
45.914 -88.095
45.915 -88.095
45.917 -88.096
45.922 -88.103
45.922 -88.105
45.922 -88.115
45.922 -88.117
45.921 -88.119
45.921 -88.122
45.921 -88.125
45.921 -88.126
45.922 -88.128
45.923 -88.127
45.924 -88.126
45.925 -88.126
45.926 -88.127
45.93 -88.14
45.931 -88.141
45.934 -88.146
45.935 -88.146
45.937 -88.152
45.939 -88.159
45.939 -88.163
45.938 -88.164
45.939 -88.17
45.941 -88.173
45.945 -88.176
45.947 -88.178
45.952 -88.19
45.953 -88.192
45.953 -88.196
45.953 -88.198
45.95 -88.202
45.945 -88.202
45.945 -88.207
45.944 -88.21
45.944 -88.211
45.945 -88.211
45.947 -88.215
45.949 -88.222
45.949 -88.224
45.948 -88.228
45.947 -88.233
45.949 -88.24
45.95 -88.243
45.952 -88.244
45.954 -88.246
45.957 -88.247
45.959 -88.246
45.963 -88.246
45.964 -88.249
45.964 -88.25
45.963 -88.25
45.964 -88.255
45.963 -88.256
45.959 -88.259
45.957 -88.268
45.955 -88.283
45.951 -88.292
45.951 -88.293
45.951 -88.295
45.954 -88.297
45.956 -88.301
45.959 -88.31
45.961 -88.316
45.961 -88.317
45.96 -88.32
45.96 -88.321
45.955 -88.326
45.955 -88.327
45.957 -88.33
45.959 -88.328
45.964 -88.328
45.966 -88.33
45.969 -88.335
45.979 -88.355
45.984 -88.365
45.987 -88.371
45.989 -88.375
45.989 -88.376
45.992 -88.38
45.99 -88.385
45.988 -88.384
45.983 -88.389
45.98 -88.395
45.98 -88.399
45.981 -88.403
45.98 -88.41
45.979 -88.411
45.975 -88.415
45.975 -88.416
45.975 -88.417
45.977 -88.42
45.979 -88.423
45.98 -88.422
45.982 -88.423
45.984 -88.426
45.986 -88.434
45.988 -88.436
45.99 -88.44
45.991 -88.443
45.99 -88.449
45.99 -88.45
45.993 -88.454
45.996 -88.454
45.998 -88.454
45.999 -88.459
46.001 -88.466
46.001 -88.471
45.999 -88.475
45.997 -88.475
45.995 -88.474
45.993 -88.476
45.993 -88.477
45.992 -88.479
45.991 -88.486
45.991 -88.487
45.992 -88.492
45.992 -88.493
45.995 -88.497
45.996 -88.498
45.998 -88.497
45.999 -88.497
46 -88.498
46 -88.499
46 -88.5
46.002 -88.501
46.005 -88.502
46.013 -88.506
46.017 -88.506
46.018 -88.507
46.019 -88.51
46.02 -88.515
46.02 -88.523
46.021 -88.527
46.021 -88.532
46.021 -88.533
46.021 -88.534
46.02 -88.534
46.018 -88.535
46.015 -88.539
46.014 -88.54
46.014 -88.541
46.014 -88.542
46.013 -88.551
46.015 -88.555
46.015 -88.557
46.016 -88.565
46.015 -88.566
46.014 -88.572
46.012 -88.573
46.007 -88.581
46.005 -88.589
46.006 -88.59
46.012 -88.593
46.014 -88.593
46.015 -88.594
46.018 -88.598
46.018 -88.601
46.016 -88.604
46.011 -88.607
46.003 -88.611
45.999 -88.612
45.991 -88.613
45.989 -88.614
45.988 -88.616
45.988 -88.617
45.989 -88.624
45.988 -88.634
45.988 -88.635
45.985 -88.636
45.985 -88.638
45.987 -88.648
45.988 -88.652
45.989 -88.658
45.989 -88.661
45.989 -88.663
45.989 -88.664
45.99 -88.665
45.991 -88.664
45.992 -88.664
45.993 -88.664
45.995 -88.667
45.999 -88.671
46 -88.671
46 -88.67
46.005 -88.671
46.011 -88.675
46.014 -88.679
46.015 -88.692
46.018 -88.699
46.018 -88.705
46.016 -88.71
46.013 -88.713
46.013 -88.718
46.019 -88.721
46.022 -88.721
46.025 -88.725
46.027 -88.731
46.027 -88.74
46.026 -88.746
46.024 -88.752
46.022 -88.754
46.02 -88.756
46.02 -88.759
46.02 -88.76
46.022 -88.764
46.022 -88.765
46.022 -88.766
46.022 -88.767
46.022 -88.768
46.021 -88.768
46.021 -88.769
46.019 -88.77
46.016 -88.776
46.015 -88.78
46.017 -88.782
46.021 -88.784
46.023 -88.784
46.024 -88.784
46.029 -88.779
46.031 -88.779
46.032 -88.779
46.033 -88.784
46.032 -88.792
46.034 -88.796
46.033 -88.797
46.03 -88.801
46.027 -88.796
46.025 -88.796
46.024 -88.796
46.024 -88.802
46.022 -88.812
46.022 -88.816
46.023 -88.815
46.024 -88.816
46.026 -88.821
46.03 -88.832
46.03 -88.835
46.03 -88.836
46.03 -88.838
46.031 -88.841
46.033 -88.844
46.037 -88.848
46.039 -88.848
46.04 -88.85
46.078 -88.943
46.08 -88.949
46.097 -88.991
46.139 -89.092
46.145 -89.125
46.152 -89.162
46.153 -89.167
46.158 -89.195
46.159 -89.201
46.16 -89.203
46.16 -89.206
46.163 -89.218
46.163 -89.22
46.174 -89.276
46.174 -89.277
46.215 -89.491
46.216 -89.496
46.224 -89.534
46.244 -89.638
46.248 -89.657
46.25 -89.668
46.263 -89.735
46.264 -89.741
46.264 -89.743
46.268 -89.765
46.296 -89.908
46.296 -89.91
46.298 -89.919
46.3 -89.929
46.3 -89.931
46.312 -89.991
46.337 -90.12
46.337 -90.121
46.338 -90.121
46.339 -90.121
46.34 -90.119
46.342 -90.119
46.344 -90.119
46.344 -90.12
46.345 -90.12
46.346 -90.121
46.349 -90.12
46.349 -90.117
46.351 -90.117
46.355 -90.117
46.359 -90.119
46.36 -90.12
46.36 -90.121
46.36 -90.122
46.361 -90.123
46.363 -90.123
46.364 -90.123
46.367 -90.127
46.369 -90.131
46.372 -90.134
46.375 -90.135
46.381 -90.132
46.382 -90.134
46.382 -90.135
46.385 -90.139
46.39 -90.144
46.397 -90.147
46.399 -90.148
46.401 -90.153
46.409 -90.158
46.414 -90.159
46.42 -90.158
46.423 -90.159
46.427 -90.16
46.435 -90.163
46.437 -90.166
46.438 -90.167
46.439 -90.167
46.44 -90.167
46.44 -90.175
46.441 -90.178
46.45 -90.179
46.451 -90.179
46.453 -90.179
46.457 -90.18
46.459 -90.189
46.46 -90.191
46.462 -90.193
46.463 -90.193
46.465 -90.192
46.466 -90.192
46.467 -90.189
46.468 -90.189
46.469 -90.189
46.472 -90.193
46.476 -90.202
46.478 -90.204
46.49 -90.212
46.498 -90.215
46.5 -90.215
46.502 -90.217
46.503 -90.221
46.503 -90.222
46.502 -90.229
46.502 -90.23
46.503 -90.231
46.505 -90.231
46.508 -90.229
46.51 -90.23
46.51 -90.232
46.507 -90.236
46.505 -90.243
46.505 -90.246
46.505 -90.248
46.505 -90.257
46.503 -90.259
46.503 -90.261
46.503 -90.263
46.504 -90.265
46.505 -90.265
46.506 -90.265
46.507 -90.267
46.507 -90.268
46.507 -90.269
46.507 -90.27
46.508 -90.271
46.51 -90.271
46.511 -90.27
46.512 -90.27
46.515 -90.275
46.52 -90.272
46.521 -90.273
46.524 -90.277
46.524 -90.278
46.522 -90.279
46.519 -90.283
46.519 -90.286
46.521 -90.293
46.52 -90.294
46.519 -90.294
46.518 -90.298
46.517 -90.304
46.518 -90.307
46.518 -90.308
46.517 -90.313
46.516 -90.314
46.517 -90.317
46.522 -90.318
46.524 -90.314
46.527 -90.313
46.529 -90.312
46.531 -90.312
46.533 -90.311
46.537 -90.31
46.539 -90.311
46.54 -90.311
46.54 -90.312
46.546 -90.32
46.546 -90.321
46.546 -90.324
46.546 -90.325
46.546 -90.326
46.546 -90.327
46.548 -90.328
46.55 -90.328
46.553 -90.332
46.554 -90.337
46.552 -90.344
46.547 -90.348
46.538 -90.349
46.538 -90.35
46.537 -90.35
46.537 -90.352
46.537 -90.353
46.538 -90.354
46.54 -90.356
46.541 -90.357
46.54 -90.358
46.541 -90.362
46.541 -90.37
46.539 -90.374
46.534 -90.387
46.533 -90.393
46.534 -90.395
46.536 -90.396
46.543 -90.399
46.544 -90.4
46.544 -90.402
46.548 -90.406
46.552 -90.408
46.557 -90.414
46.557 -90.415
46.563 -90.416
46.566 -90.418
segment Michigan
45.826 -84.589
45.823 -84.584
45.82 -84.578
45.808 -84.538
45.81 -84.514
45.805 -84.493
45.787 -84.432
45.788 -84.427
45.793 -84.421
45.8 -84.42
45.806 -84.422
45.807 -84.419
45.797 -84.411
45.784 -84.403
45.772 -84.356
45.769 -84.356
45.756 -84.37
45.746 -84.372
45.735 -84.394
45.733 -84.396
45.728 -84.394
45.722 -84.406
45.722 -84.419
45.726 -84.43
45.728 -84.451
45.732 -84.469
45.731 -84.484
45.737 -84.501
45.745 -84.507
45.754 -84.509
45.764 -84.525
45.79 -84.55
45.796 -84.562
45.803 -84.582
45.807 -84.588
45.813 -84.59
45.817 -84.593
45.818 -84.594
45.823 -84.597
45.833 -84.612
45.847 -84.624
45.85 -84.629
45.853 -84.64
45.859 -84.651
45.863 -84.651
45.885 -84.647
45.885 -84.642
45.883 -84.629
45.878 -84.623
45.862 -84.608
45.852 -84.603
45.826 -84.589
segment Michigan
44.778 -86.073
44.803 -86.072
44.805 -86.072
44.821 -86.066
44.822 -86.066
44.824 -86.066
44.835 -86.066
44.863 -86.071
44.865 -86.071
44.885 -86.072
44.896 -86.071
44.906 -86.067
44.911 -86.059
44.916 -86.038
44.907 -86.031
44.903 -86.022
44.899 -86.009
44.9 -85.993
44.906 -85.98
44.915 -85.973
44.929 -85.967
44.936 -85.962
44.941 -85.953
44.942 -85.952
44.954 -85.943
44.954 -85.942
44.964 -85.939
44.965 -85.939
44.965 -85.938
44.966 -85.936
44.969 -85.932
44.968 -85.916
44.962 -85.898
44.958 -85.892
44.943 -85.88
44.94 -85.873
44.939 -85.87
44.938 -85.854
44.94 -85.836
44.946 -85.815
44.947 -85.812
44.948 -85.812
44.95 -85.807
44.953 -85.805
44.978 -85.78
44.983 -85.778
45.001 -85.776
45.002 -85.776
45.015 -85.771
45.023 -85.762
45.051 -85.746
45.056 -85.741
45.066 -85.712
45.076 -85.696
45.081 -85.691
45.084 -85.689
45.093 -85.681
45.106 -85.676
45.116 -85.675
45.146 -85.656
45.17 -85.634
45.187 -85.619
45.185 -85.613
45.181 -85.612
45.178 -85.607
45.179 -85.593
45.18 -85.586
45.193 -85.565
45.201 -85.562
45.211 -85.551
45.21 -85.54
45.189 -85.527
45.177 -85.531
45.173 -85.537
45.167 -85.552
45.159 -85.562
45.157 -85.562
45.155 -85.563
45.154 -85.564
45.154 -85.565
45.154 -85.566
45.154 -85.568
45.155 -85.57
45.155 -85.574
45.153 -85.59
45.149 -85.6
45.145 -85.603
45.134 -85.61
45.128 -85.614
45.114 -85.609
45.113 -85.609
45.103 -85.602
45.071 -85.583
45.068 -85.573
45.059 -85.566
45.044 -85.566
45.041 -85.57
45.043 -85.574
45.041 -85.596
45.041 -85.597
45.025 -85.599
45.024 -85.599
45.023 -85.599
45.023 -85.6
45.022 -85.6
45.02 -85.602
45.019 -85.603
45.018 -85.603
45.018 -85.604
45.016 -85.606
45.015 -85.607
45.013 -85.609
45.005 -85.622
44.996 -85.612
44.991 -85.607
44.991 -85.604
44.974 -85.602
44.952 -85.602
44.927 -85.602
44.926 -85.605
44.923 -85.621
44.921 -85.625
44.89 -85.64
44.884 -85.645
44.882 -85.646
44.874 -85.649
44.863 -85.65
44.85 -85.652
44.849 -85.652
44.832 -85.651
44.819 -85.646
44.815 -85.644
44.811 -85.642
44.795 -85.638
44.79 -85.637
44.781 -85.639
44.78 -85.64
44.778 -85.64
44.776 -85.641
44.775 -85.641
44.775 -85.64
44.772 -85.637
44.771 -85.636
44.77 -85.632
44.768 -85.63
44.768 -85.628
44.767 -85.627
44.766 -85.619
44.766 -85.614
44.765 -85.612
44.765 -85.611
44.765 -85.608
44.766 -85.605
44.766 -85.602
44.766 -85.599
44.769 -85.594
44.769 -85.593
44.775 -85.593
44.779 -85.592
44.784 -85.591
44.808 -85.582
44.81 -85.58
44.821 -85.573
44.822 -85.572
44.845 -85.558
44.864 -85.546
44.869 -85.539
44.873 -85.533
44.874 -85.533
44.881 -85.532
44.882 -85.532
44.887 -85.531
44.889 -85.531
44.89 -85.531
44.891 -85.553
44.891 -85.554
44.888 -85.559
44.888 -85.56
44.895 -85.565
44.904 -85.555
44.907 -85.551
44.917 -85.54
44.926 -85.534
44.937 -85.529
44.96 -85.52
44.962 -85.521
44.967 -85.522
44.974 -85.52
44.99 -85.493
44.991 -85.475
44.981 -85.47
44.966 -85.466
44.961 -85.465
44.959 -85.467
44.959 -85.472
44.954 -85.486
44.953 -85.486
44.938 -85.489
44.928 -85.491
44.909 -85.492
44.908 -85.492
44.902 -85.489
44.865 -85.498
44.856 -85.502
44.848 -85.508
44.848 -85.509
44.845 -85.519
44.841 -85.528
44.838 -85.533
44.837 -85.535
44.834 -85.54
44.819 -85.556
44.818 -85.556
44.81 -85.56
44.797 -85.56
44.796 -85.56
44.79 -85.56
44.79 -85.561
44.775 -85.569
44.774 -85.569
44.771 -85.571
44.77 -85.571
44.764 -85.575
44.763 -85.575
44.76 -85.577
44.759 -85.576
44.759 -85.575
44.758 -85.575
44.756 -85.572
44.755 -85.571
44.755 -85.57
44.75 -85.557
44.749 -85.554
44.747 -85.538
44.747 -85.533
44.748 -85.53
44.748 -85.527
44.749 -85.526
44.765 -85.508
44.766 -85.508
44.768 -85.505
44.772 -85.504
44.773 -85.504
44.774 -85.504
44.782 -85.505
44.784 -85.507
44.785 -85.507
44.787 -85.509
44.804 -85.5
44.807 -85.493
44.812 -85.482
44.815 -85.475
44.815 -85.474
44.825 -85.463
44.835 -85.461
44.836 -85.46
44.847 -85.452
44.86 -85.442
44.864 -85.439
44.882 -85.426
44.886 -85.425
44.889 -85.424
44.895 -85.423
44.897 -85.421
44.9 -85.418
44.902 -85.416
44.905 -85.413
44.912 -85.406
44.931 -85.396
44.94 -85.393
44.946 -85.392
44.991 -85.38
44.999 -85.378
45.018 -85.382
45.019 -85.382
45.02 -85.382
45.021 -85.382
45.046 -85.381
45.047 -85.38
45.056 -85.378
45.069 -85.366
45.086 -85.367
45.117 -85.367
45.122 -85.37
45.126 -85.373
45.13 -85.374
45.143 -85.377
45.181 -85.38
45.189 -85.387
45.208 -85.387
45.235 -85.389
45.271 -85.372
45.283 -85.355
45.294 -85.336
45.294 -85.335
45.303 -85.324
45.308 -85.317
45.313 -85.308
45.316 -85.295
45.314 -85.29
45.315 -85.274
45.317 -85.271
45.318 -85.267
45.32 -85.263
45.325 -85.255
45.326 -85.255
45.331 -85.252
45.339 -85.236
45.351 -85.219
45.357 -85.21
45.361 -85.197
45.361 -85.182
45.364 -85.171
45.37 -85.144
45.367 -85.096
45.367 -85.095
45.364 -85.055
45.362 -85.043
45.361 -85.043
45.361 -85.042
45.361 -85.033
45.367 -85.022
45.37 -84.999
45.37 -84.998
45.372 -84.985
45.374 -84.976
45.375 -84.962
45.376 -84.961
45.376 -84.96
45.376 -84.959
45.383 -84.941
45.392 -84.918
45.393 -84.916
45.402 -84.913
45.403 -84.913
45.407 -84.913
45.41 -84.913
45.411 -84.913
45.414 -84.914
45.418 -84.916
45.422 -84.922
45.428 -84.971
45.429 -84.981
45.428 -84.99
45.426 -84.991
45.425 -84.991
45.421 -84.984
45.42 -84.978
45.42 -84.977
45.419 -84.979
45.423 -84.993
45.423 -84.994
45.423 -84.995
45.429 -85.013
45.435 -85.035
45.437 -85.041
45.44 -85.045
45.449 -85.056
45.459 -85.07
45.477 -85.088
45.479 -85.089
45.494 -85.097
45.51 -85.104
45.522 -85.109
45.523 -85.11
45.539 -85.115
45.551 -85.117
45.569 -85.12
45.575 -85.119
45.586 -85.112
45.6 -85.094
45.617 -85.08
45.623 -85.076
45.624 -85.076
45.629 -85.075
45.64 -85.061
45.644 -85.043
45.651 -85.017
45.652 -85.015
45.652 -85.014
45.656 -85.007
45.661 -85.001
45.67 -84.996
45.682 -84.977
45.684 -84.975
45.686 -84.971
45.709 -84.945
45.71 -84.944
45.711 -84.944
45.722 -84.941
45.728 -84.942
45.737 -84.951
45.74 -84.958
45.745 -84.968
45.752 -84.982
45.752 -84.987
45.753 -84.997
45.754 -85.002
45.754 -85.003
45.758 -85.011
45.76 -85.015
45.762 -85.009
45.763 -85.007
45.76 -84.995
45.76 -84.938
45.757 -84.925
45.75 -84.91
45.752 -84.867
45.751 -84.862
45.75 -84.858
45.748 -84.853
45.745 -84.841
45.746 -84.807
45.747 -84.8
45.752 -84.79
45.752 -84.789
45.753 -84.789
45.76 -84.782
45.761 -84.782
45.761 -84.781
45.77 -84.78
45.771 -84.782
45.775 -84.788
45.778 -84.792
45.779 -84.792
45.78 -84.793
45.781 -84.793
45.787 -84.781
45.787 -84.78
45.789 -84.774
45.789 -84.773
45.789 -84.772
45.783 -84.752
45.784 -84.742
45.788 -84.735
45.788 -84.734
45.788 -84.732
45.787 -84.726
45.783 -84.723
45.778 -84.719
45.766 -84.716
45.756 -84.682
45.753 -84.681
45.749 -84.68
45.744 -84.659
45.74 -84.645
45.727 -84.617
45.724 -84.609
45.722 -84.605
45.72 -84.601
45.719 -84.599
45.711 -84.574
45.71 -84.574
45.702 -84.555
45.699 -84.553
45.695 -84.547
45.69 -84.539
45.686 -84.53
45.68 -84.519
45.674 -84.505
45.67 -84.498
45.664 -84.485
45.661 -84.48
45.655 -84.466
45.654 -84.466
45.653 -84.463
45.652 -84.462
45.652 -84.461
45.654 -84.451
45.655 -84.442
45.664 -84.435
45.669 -84.427
45.669 -84.414
45.664 -84.402
45.663 -84.4
45.663 -84.398
45.661 -84.393
45.66 -84.39
45.657 -84.38
45.656 -84.376
45.661 -84.346
45.664 -84.33
45.658 -84.305
45.653 -84.29
45.653 -84.289
45.649 -84.281
45.645 -84.27
45.637 -84.229
45.635 -84.215
45.627 -84.204
45.621 -84.196
45.605 -84.181
45.603 -84.178
45.592 -84.165
45.585 -84.157
45.574 -84.139
45.569 -84.136
45.562 -84.129
45.557 -84.127
45.544 -84.127
45.542 -84.127
45.541 -84.127
45.54 -84.126
45.524 -84.122
45.513 -84.117
45.512 -84.116
45.506 -84.11
45.505 -84.109
45.504 -84.107
45.497 -84.096
45.491 -84.078
45.491 -84.076
45.49 -84.075
45.49 -84.074
45.489 -84.058
45.489 -84.056
45.49 -84.055
45.494 -84.04
45.496 -84.036
45.497 -84.029
45.497 -84.027
45.496 -84.018
45.495 -84.01
45.495 -84.009
45.491 -83.998
45.494 -83.981
45.494 -83.978
45.494 -83.966
45.494 -83.961
45.493 -83.939
45.49 -83.928
45.487 -83.915
45.486 -83.909
45.468 -83.882
45.447 -83.859
45.44 -83.849
45.438 -83.846
45.437 -83.844
45.436 -83.842
45.435 -83.842
45.432 -83.835
45.428 -83.825
45.426 -83.822
45.423 -83.815
45.419 -83.807
45.416 -83.789
45.417 -83.773
45.414 -83.763
45.411 -83.756
45.411 -83.744
45.411 -83.737
45.411 -83.734
45.413 -83.722
45.4 -83.702
45.397 -83.699
45.396 -83.697
45.395 -83.694
45.391 -83.684
45.389 -83.679
45.385 -83.668
45.374 -83.647
45.372 -83.645
45.372 -83.644
45.37 -83.64
45.37 -83.639
45.364 -83.627
45.353 -83.599
45.352 -83.596
45.348 -83.573
45.347 -83.57
45.35 -83.557
45.351 -83.55
45.353 -83.547
45.354 -83.546
45.358 -83.546
45.358 -83.545
45.358 -83.538
45.347 -83.52
45.346 -83.515
45.358 -83.497
45.356 -83.489
45.348 -83.483
45.342 -83.478
45.332 -83.468
45.315 -83.451
45.311 -83.446
45.304 -83.433
45.297 -83.425
45.291 -83.423
45.291 -83.422
45.29 -83.421
45.28 -83.401
45.279 -83.397
45.277 -83.388
45.274 -83.385
45.269 -83.382
45.255 -83.388
45.251 -83.399
45.246 -83.413
45.239 -83.412
45.23 -83.407
45.227 -83.406
45.218 -83.397
45.214 -83.394
45.211 -83.392
45.207 -83.388
45.205 -83.386
45.203 -83.384
45.203 -83.382
45.182 -83.369
45.172 -83.368
45.166 -83.364
45.163 -83.36
45.162 -83.349
45.16 -83.347
45.158 -83.346
45.147 -83.338
45.142 -83.316
45.14 -83.316
45.138 -83.319
45.129 -83.318
45.099 -83.308
45.09 -83.298
45.069 -83.291
45.063 -83.291
45.046 -83.28
45.045 -83.277
45.038 -83.271
45.027 -83.266
