segment Missouri
36.476 -90.148
36.48 -90.159
36.481 -90.159
36.484 -90.157
36.486 -90.159
36.488 -90.159
36.488 -90.156
36.49 -90.156
36.492 -90.159
36.493 -90.159
36.494 -90.159
36.494 -90.157
36.494 -90.155
36.495 -90.154
36.497 -90.154
36.498 -90.152
36.498 -90.194
36.498 -90.217
36.498 -90.221
36.498 -90.229
36.498 -90.34
36.498 -90.377
36.498 -90.432
36.498 -90.467
36.498 -90.495
36.498 -90.5
36.498 -90.514
36.498 -90.576
36.498 -90.585
36.498 -90.594
36.498 -90.605
36.499 -90.613
36.498 -90.648
36.498 -90.653
36.499 -90.693
36.498 -90.711
36.498 -90.766
36.499 -90.779
36.499 -90.782
36.499 -90.803
36.499 -90.85
36.498 -90.861
36.498 -90.864
36.498 -90.874
36.498 -90.877
36.498 -90.879
36.498 -90.924
36.498 -90.925
36.498 -90.94
36.498 -90.961
36.498 -90.963
36.498 -91.009
36.498 -91.017
36.498 -91.018
36.498 -91.096
36.498 -91.127
36.498 -91.172
36.498 -91.217
36.498 -91.219
36.498 -91.227
36.497 -91.303
36.497 -91.327
36.497 -91.405
36.497 -91.407
36.497 -91.433
36.497 -91.437
36.497 -91.446
36.498 -91.45
36.499 -91.495
36.499 -91.5
36.499 -91.53
36.499 -91.537
36.499 -91.539
36.499 -91.549
36.499 -91.552
36.499 -91.565
36.499 -91.596
36.499 -91.601
36.499 -91.631
36.499 -91.643
36.499 -91.672
36.499 -91.686
36.499 -91.688
36.499 -91.727
36.499 -91.766
36.499 -91.785
36.499 -91.799
36.499 -91.802
36.499 -91.806
36.499 -91.837
36.499 -91.846
36.499 -91.864
36.499 -91.866
36.499 -91.902
36.499 -91.931
36.499 -91.955
36.498 -91.986
36.498 -91.989
36.499 -92.019
36.499 -92.029
36.499 -92.056
36.499 -92.057
36.499 -92.075
36.499 -92.098
36.499 -92.12
36.499 -92.138
36.498 -92.199
36.498 -92.211
36.498 -92.214
36.498 -92.216
36.498 -92.259
36.498 -92.262
36.498 -92.309
36.498 -92.318
36.498 -92.35
36.497 -92.37
36.497 -92.371
36.497 -92.375
36.498 -92.385
36.498 -92.42
36.498 -92.426
36.498 -92.434
36.499 -92.444
36.499 -92.482
36.499 -92.483
36.499 -92.517
36.498 -92.543
36.498 -92.56
36.498 -92.564
36.498 -92.612
36.498 -92.617
36.498 -92.618
36.498 -92.772
36.498 -92.839
36.498 -92.894
36.498 -92.929
36.498 -92.935
36.498 -92.987
36.498 -93.014
36.498 -93.017
36.498 -93.068
36.498 -93.07
36.498 -93.088
36.498 -93.089
36.498 -93.126
36.498 -93.133
36.498 -93.151
36.498 -93.21
36.498 -93.251
36.498 -93.315
36.498 -93.343
36.499 -93.386
36.499 -93.395
36.499 -93.396
36.499 -93.407
36.499 -93.412
36.499 -93.419
36.499 -93.427
36.499 -93.461
36.499 -93.478
36.499 -93.489
36.499 -93.501
36.499 -93.507
36.499 -93.515
36.499 -93.584
36.499 -93.691
36.499 -93.7
36.499 -93.71
36.499 -93.719
36.499 -93.728
36.499 -93.747
36.499 -93.754
36.499 -93.834
36.499 -93.838
36.499 -93.906
36.499 -93.922
36.499 -93.959
36.499 -93.963
36.499 -93.964
36.499 -93.996
36.499 -94.077
36.499 -94.099
36.499 -94.1
36.499 -94.111
36.499 -94.184
36.499 -94.187
36.499 -94.194
36.499 -94.196
36.499 -94.217
36.499 -94.285
36.499 -94.329
36.5 -94.339
36.5 -94.361
36.5 -94.363
36.5 -94.384
36.499 -94.447
36.499 -94.476
36.499 -94.519
36.499 -94.555
36.499 -94.559
36.499 -94.618
36.515 -94.618
36.518 -94.618
36.534 -94.618
36.536 -94.618
36.537 -94.618
36.578 -94.618
36.599 -94.618
36.607 -94.618
36.613 -94.618
36.625 -94.618
36.656 -94.618
36.668 -94.618
36.669 -94.618
36.701 -94.618
36.709 -94.618
36.767 -94.618
36.825 -94.618
36.83 -94.618
36.834 -94.618
36.847 -94.618
36.85 -94.618
36.88 -94.619
36.897 -94.618
36.911 -94.618
36.926 -94.618
36.93 -94.618
36.938 -94.618
36.947 -94.618
36.95 -94.618
36.951 -94.618
36.995 -94.618
36.996 -94.618
36.998 -94.618
37.009 -94.618
37.013 -94.618
37.041 -94.618
37.057 -94.618
37.075 -94.618
37.079 -94.618
37.086 -94.618
37.093 -94.618
37.094 -94.618
37.097 -94.618
37.102 -94.618
37.104 -94.618
37.113 -94.618
37.13 -94.618
37.132 -94.618
37.152 -94.618
37.16 -94.618
37.175 -94.618
37.181 -94.619
37.189 -94.618
37.194 -94.618
37.207 -94.618
37.208 -94.618
37.228 -94.618
37.229 -94.618
37.238 -94.618
37.24 -94.618
37.262 -94.618
37.324 -94.618
37.337 -94.618
37.338 -94.618
37.364 -94.618
37.367 -94.618
37.368 -94.618
37.396 -94.618
37.411 -94.618
37.426 -94.617
37.44 -94.617
37.455 -94.617
37.46 -94.617
37.465 -94.617
37.47 -94.617
37.478 -94.617
37.484 -94.617
37.522 -94.617
37.528 -94.617
37.553 -94.617
37.554 -94.617
37.557 -94.617
37.559 -94.617
37.567 -94.617
37.571 -94.617
37.572 -94.617
37.61 -94.617
37.637 -94.617
37.654 -94.618
37.673 -94.618
37.682 -94.618
37.687 -94.618
37.688 -94.618
37.69 -94.618
37.722 -94.618
37.73 -94.618
37.772 -94.618
37.773 -94.618
37.819 -94.617
37.838 -94.616
37.845 -94.616
37.851 -94.616
37.858 -94.616
37.863 -94.616
37.873 -94.616
37.878 -94.616
37.887 -94.616
37.902 -94.615
37.906 -94.615
37.916 -94.615
37.934 -94.615
37.937 -94.615
37.941 -94.615
37.944 -94.615
37.95 -94.615
37.952 -94.615
37.971 -94.615
37.988 -94.614
37.992 -94.614
38.037 -94.614
38.06 -94.614
38.066 -94.614
38.067 -94.614
38.118 -94.614
38.15 -94.614
38.161 -94.614
38.168 -94.613
38.191 -94.613
38.201 -94.613
38.204 -94.613
38.218 -94.613
38.219 -94.613
38.227 -94.613
38.238 -94.613
38.27 -94.613
38.29 -94.613
38.291 -94.613
38.303 -94.613
38.313 -94.613
38.315 -94.613
38.32 -94.613
38.324 -94.613
38.336 -94.613
38.364 -94.613
38.37 -94.613
38.392 -94.613
38.4 -94.613
38.403 -94.613
38.407 -94.613
38.417 -94.613
38.475 -94.613
38.478 -94.613
38.483 -94.613
38.484 -94.613
38.492 -94.613
38.548 -94.612
38.55 -94.612
38.566 -94.612
38.577 -94.612
38.58 -94.612
38.609 -94.612
38.62 -94.612
38.625 -94.611
38.635 -94.612
38.673 -94.611
38.736 -94.61
38.738 -94.61
38.739 -94.609
38.741 -94.609
38.742 -94.609
38.76 -94.609
38.79 -94.608
38.811 -94.608
38.828 -94.608
38.832 -94.608
38.847 -94.608
38.855 -94.608
38.861 -94.608
38.867 -94.608
38.868 -94.608
38.869 -94.608
38.884 -94.608
38.891 -94.608
38.906 -94.608
38.913 -94.608
38.92 -94.608
38.929 -94.608
38.937 -94.608
38.94 -94.608
38.942 -94.608
38.949 -94.608
38.955 -94.608
38.957 -94.608
38.967 -94.608
38.971 -94.608
38.975 -94.608
38.982 -94.608
38.986 -94.608
38.988 -94.608
38.993 -94.608
39 -94.608
39.007 -94.608
39.013 -94.608
39.015 -94.608
39.018 -94.608
39.021 -94.608
39.028 -94.608
39.034 -94.608
39.043 -94.608
39.047 -94.607
39.05 -94.607
39.054 -94.607
39.055 -94.607
39.057 -94.607
39.061 -94.607
39.062 -94.607
39.066 -94.607
39.072 -94.607
39.082 -94.607
39.083 -94.607
39.09 -94.607
39.113 -94.607
39.119 -94.607
39.122 -94.606
39.129 -94.6
39.136 -94.593
39.14 -94.59
39.155 -94.592
39.158 -94.596
39.16 -94.602
39.161 -94.609
39.16 -94.616
39.157 -94.624
39.153 -94.64
39.154 -94.651
39.158 -94.662
39.168 -94.66
39.179 -94.664
39.182 -94.669
39.184 -94.68
39.184 -94.687
39.179 -94.696
39.174 -94.707
39.17 -94.714
39.169 -94.724
39.169 -94.737
39.17 -94.742
39.173 -94.752
39.18 -94.763
39.19 -94.77
39.191 -94.771
39.201 -94.776
39.204 -94.778
39.204 -94.779
39.205 -94.78
39.206 -94.782
39.207 -94.784
39.208 -94.787
39.208 -94.788
39.207 -94.794
39.206 -94.799
39.206 -94.8
39.207 -94.812
39.209 -94.821
39.21 -94.824
39.216 -94.832
39.218 -94.834
39.221 -94.835
39.224 -94.835
39.234 -94.828
39.238 -94.826
39.242 -94.826
39.249 -94.827
39.25 -94.827
39.251 -94.828
39.256 -94.831
39.262 -94.838
39.268 -94.846
39.274 -94.857
39.278 -94.868
39.28 -94.874
39.281 -94.878
39.282 -94.879
39.283 -94.881
39.283 -94.883
39.286 -94.887
39.294 -94.895
39.295 -94.896
39.299 -94.899
39.3 -94.9
39.301 -94.9
39.306 -94.903
39.312 -94.905
39.322 -94.908
39.324 -94.908
39.348 -94.911
39.353 -94.91
39.354 -94.909
39.357 -94.907
39.36 -94.902
39.362 -94.899
39.363 -94.897
39.364 -94.891
39.367 -94.885
39.37 -94.881
39.376 -94.879
39.38 -94.879
39.382 -94.88
39.384 -94.881
39.385 -94.881
39.39 -94.885
39.392 -94.889
39.393 -94.892
39.393 -94.893
39.394 -94.895
39.393 -94.896
39.393 -94.902
39.389 -94.91
39.386 -94.916
39.385 -94.919
39.384 -94.923
39.385 -94.933
39.386 -94.934
39.387 -94.937
39.388 -94.94
39.389 -94.942
39.394 -94.946
39.396 -94.946
39.4 -94.947
39.406 -94.946
39.409 -94.948
39.412 -94.951
39.414 -94.955
39.417 -94.965
39.417 -94.966
39.418 -94.967
39.422 -94.973
39.426 -94.976
39.427 -94.977
39.428 -94.977
39.436 -94.979
39.441 -94.982
39.446 -94.99
39.448 -94.996
39.449 -95
39.453 -95.016
39.458 -95.028
39.461 -95.033
39.464 -95.037
39.465 -95.039
39.466 -95.041
39.468 -95.042
39.472 -95.046
39.475 -95.047
39.48 -95.048
39.494 -95.05
39.498 -95.051
39.5 -95.052
39.504 -95.056
39.506 -95.059
39.514 -95.077
39.517 -95.083
39.524 -95.093
39.533 -95.103
39.538 -95.107
39.542 -95.109
39.543 -95.11
39.554 -95.114
39.559 -95.113
39.56 -95.113
39.574 -95.107
39.575 -95.106
39.576 -95.106
39.577 -95.104
39.578 -95.103
39.58 -95.099
39.581 -95.096
39.581 -95.09
39.577 -95.077
39.576 -95.072
39.576 -95.069
39.577 -95.065
39.579 -95.06
39.581 -95.057
39.582 -95.055
39.59 -95.049
39.595 -95.047
39.6 -95.046
39.602 -95.046
39.606 -95.048
39.614 -95.053
39.619 -95.054
39.62 -95.055
39.622 -95.055
39.625 -95.055
39.63 -95.053
39.638 -95.05
39.644 -95.045
39.65 -95.039
39.653 -95.037
39.665 -95.028
39.668 -95.025
39.673 -95.018
39.674 -95.015
39.676 -95.009
39.676 -95.001
39.676 -95
39.677 -94.994
39.677 -94.993
39.678 -94.985
39.678 -94.984
39.679 -94.982
39.681 -94.976
39.682 -94.976
39.686 -94.971
39.689 -94.97
39.693 -94.969
39.705 -94.969
39.707 -94.968
39.708 -94.969
39.723 -94.971
39.724 -94.971
39.727 -94.971
39.729 -94.971
39.731 -94.971
39.732 -94.97
39.733 -94.97
39.735 -94.968
39.739 -94.965
39.74 -94.965
39.743 -94.96
39.746 -94.955
39.746 -94.953
39.746 -94.951
39.746 -94.95
39.746 -94.949
39.744 -94.945
39.742 -94.939
39.741 -94.938
39.735 -94.93
39.734 -94.928
39.729 -94.918
39.726 -94.91
39.724 -94.903
39.724 -94.899
39.724 -94.898
39.725 -94.892
39.727 -94.884
39.728 -94.882
39.73 -94.876
39.735 -94.87
39.743 -94.863
39.75 -94.86
39.754 -94.859
39.763 -94.861
39.767 -94.863
39.77 -94.865
39.772 -94.867
39.773 -94.87
39.773 -94.871
39.771 -94.881
39.77 -94.884
39.764 -94.894
39.763 -94.895
39.762 -94.899
39.761 -94.899
39.761 -94.9
39.76 -94.905
39.759 -94.906
39.759 -94.908
39.759 -94.912
39.761 -94.917
39.762 -94.918
39.765 -94.923
39.766 -94.926
39.768 -94.928
39.769 -94.929
39.769 -94.93
39.774 -94.934
39.776 -94.935
39.779 -94.936
39.783 -94.935
39.786 -94.933
39.787 -94.931
39.788 -94.93
39.79 -94.926
39.79 -94.909
39.791 -94.896
39.791 -94.893
39.792 -94.89
39.794 -94.884
39.797 -94.881
39.798 -94.881
39.807 -94.876
39.813 -94.876
39.821 -94.877
39.824 -94.877
39.825 -94.878
39.827 -94.879
39.829 -94.881
39.832 -94.886
39.833 -94.887
39.834 -94.889
39.834 -94.893
39.834 -94.894
39.834 -94.903
39.834 -94.905
39.834 -94.907
39.834 -94.91
39.835 -94.91
39.836 -94.915
39.836 -94.917
39.841 -94.926
39.85 -94.938
39.852 -94.94
39.857 -94.943
39.861 -94.942
39.864 -94.941
39.867 -94.939
39.873 -94.931
39.876 -94.928
39.88 -94.927
39.884 -94.927
39.886 -94.928
39.889 -94.93
39.893 -94.934
39.894 -94.935
39.898 -94.944
39.901 -94.952
39.902 -94.958
39.902 -94.959
39.901 -94.963
39.897 -94.978
39.897 -94.979
39.897 -94.985
39.897 -94.987
39.897 -94.988
39.897 -94.99
39.898 -94.993
39.9 -95.003
39.9 -95.004
39.901 -95.008
39.9 -95.013
39.897 -95.019
39.892 -95.024
39.891 -95.024
39.89 -95.025
39.887 -95.026
39.886 -95.026
39.879 -95.025
39.878 -95.025
39.877 -95.025
39.876 -95.026
39.872 -95.028
39.868 -95.032
39.866 -95.038
39.865 -95.042
39.864 -95.053
39.862 -95.082
39.862 -95.085
39.863 -95.09
39.869 -95.106
39.874 -95.128
39.877 -95.135
39.878 -95.137
39.882 -95.141
39.886 -95.143
39.889 -95.143
39.895 -95.142
39.898 -95.143
39.902 -95.144
39.904 -95.146
39.906 -95.15
39.907 -95.155
39.907 -95.156
39.907 -95.157
39.907 -95.159
39.907 -95.16
39.907 -95.161
39.902 -95.172
39.902 -95.174
39.901 -95.178
39.9 -95.179
39.9 -95.181
39.9 -95.19
39.901 -95.194
39.901 -95.196
39.902 -95.197
39.903 -95.199
39.904 -95.202
39.908 -95.206
39.91 -95.206
39.911 -95.206
39.912 -95.206
39.913 -95.206
39.915 -95.206
39.922 -95.202
39.928 -95.201
39.934 -95.201
39.939 -95.204
39.943 -95.214
39.944 -95.216
39.944 -95.22
39.944 -95.231
39.944 -95.237
39.945 -95.241
39.949 -95.25
39.955 -95.258
39.961 -95.262
39.969 -95.27
39.972 -95.275
39.978 -95.29
39.984 -95.303
39.989 -95.307
39.991 -95.308
39.994 -95.308
39.999 -95.308
40 -95.308
40.002 -95.308
40.008 -95.311
40.009 -95.312
40.012 -95.315
40.013 -95.318
40.016 -95.329
40.019 -95.336
40.028 -95.347
40.029 -95.349
40.03 -95.35
40.032 -95.357
40.031 -95.364
40.027 -95.383
40.027 -95.387
40.027 -95.392
40.028 -95.396
40.031 -95.403
40.033 -95.407
40.037 -95.412
40.038 -95.414
40.04 -95.414
40.042 -95.416
40.043 -95.417
40.048 -95.419
40.054 -95.421
40.059 -95.422
40.063 -95.421
40.065 -95.417
40.066 -95.413
40.067 -95.405
40.068 -95.401
40.071 -95.397
40.074 -95.396
40.08 -95.393
40.085 -95.396
40.088 -95.399
40.09 -95.399
40.093 -95.396
40.096 -95.395
40.098 -95.396
40.103 -95.4
40.105 -95.397
40.108 -95.394
40.111 -95.393
40.112 -95.393
40.113 -95.393
40.114 -95.393
40.116 -95.393
40.118 -95.393
40.119 -95.393
40.119 -95.394
40.123 -95.395
40.126 -95.398
40.126 -95.399
40.127 -95.399
40.128 -95.402
40.129 -95.404
40.129 -95.407
40.13 -95.409
40.131 -95.418
40.131 -95.419
40.131 -95.42
40.133 -95.425
40.136 -95.429
40.138 -95.431
40.141 -95.432
40.146 -95.433
40.153 -95.434
40.156 -95.435
40.159 -95.436
40.162 -95.441
40.163 -95.443
40.167 -95.455
40.169 -95.461
40.177 -95.471
40.182 -95.476
40.186 -95.479
40.189 -95.481
40.19 -95.481
40.19 -95.482
40.192 -95.483
40.196 -95.483
40.197 -95.483
40.201 -95.482
40.209 -95.478
40.212 -95.474
40.213 -95.473
40.215 -95.473
40.216 -95.472
40.217 -95.471
40.218 -95.471
40.22 -95.47
40.222 -95.47
40.228 -95.47
40.231 -95.47
40.236 -95.473
40.243 -95.478
40.246 -95.483
40.248 -95.486
40.249 -95.49
40.25 -95.5
40.249 -95.515
40.249 -95.522
40.259 -95.547
40.262 -95.552
40.263 -95.554
40.265 -95.555
40.268 -95.556
40.271 -95.556
40.281 -95.551
40.285 -95.551
40.286 -95.551
40.289 -95.552
40.291 -95.553
40.296 -95.559
40.297 -95.562
40.298 -95.564
40.299 -95.566
40.299 -95.568
40.299 -95.569
40.3 -95.582
40.302 -95.587
40.303 -95.59
40.309 -95.598
40.31 -95.599
40.313 -95.605
40.313 -95.607
40.314 -95.609
40.314 -95.61
40.314 -95.613
40.314 -95.615
40.314 -95.617
40.314 -95.618
40.312 -95.623
40.308 -95.636
40.306 -95.642
40.306 -95.645
40.307 -95.652
40.308 -95.654
40.311 -95.657
40.313 -95.658
40.316 -95.658
40.319 -95.657
40.323 -95.654
40.326 -95.648
40.329 -95.634
40.331 -95.63
40.334 -95.625
40.338 -95.623
40.341 -95.623
40.345 -95.623
40.347 -95.624
40.349 -95.625
40.353 -95.627
40.357 -95.631
40.361 -95.637
40.366 -95.641
40.37 -95.642
40.375 -95.643
40.378 -95.642
40.387 -95.644
40.396 -95.649
40.399 -95.652
40.409 -95.659
40.416 -95.661
40.419 -95.661
40.425 -95.658
40.427 -95.65
40.429 -95.647
40.432 -95.642
40.434 -95.64
40.435 -95.641
40.436 -95.643
40.438 -95.647
40.441 -95.65
40.444 -95.65
40.447 -95.649
40.454 -95.645
40.457 -95.644
40.458 -95.645
40.459 -95.647
40.46 -95.65
40.46 -95.653
40.459 -95.656
40.459 -95.657
40.457 -95.672
40.46 -95.677
40.463 -95.684
40.464 -95.686
40.469 -95.693
40.471 -95.695
40.476 -95.696
40.479 -95.697
40.481 -95.697
40.482 -95.696
40.484 -95.689
40.485 -95.686
40.487 -95.684
40.491 -95.681
40.494 -95.681
40.497 -95.681
40.499 -95.683
40.502 -95.686
40.503 -95.69
40.505 -95.7
40.506 -95.696
40.508 -95.692
40.515 -95.668
40.517 -95.662
40.524 -95.656
40.527 -95.655
40.538 -95.652
40.542 -95.653
40.547 -95.656
40.55 -95.662
40.557 -95.665
40.563 -95.672
40.563 -95.679
40.561 -95.687
40.557 -95.694
40.551 -95.695
40.545 -95.697
40.537 -95.697
40.533 -95.695
40.528 -95.697
40.522 -95.709
40.524 -95.71
40.527 -95.714
40.528 -95.722
40.528 -95.725
40.525 -95.731
40.524 -95.737
40.524 -95.749
40.526 -95.757
40.528 -95.763
40.532 -95.767
40.534 -95.769
40.537 -95.769
40.54 -95.768
40.546 -95.765
40.548 -95.764
40.551 -95.763
40.554 -95.764
40.557 -95.765
40.566 -95.772
40.574 -95.775
40.578 -95.774
40.583 -95.769
40.585 -95.766
40.585 -95.746
40.584 -95.688
40.584 -95.687
40.584 -95.642
40.583 -95.611
40.583 -95.574
40.583 -95.555
40.582 -95.545
40.582 -95.533
40.582 -95.527
40.582 -95.525
40.582 -95.469
40.581 -95.431
40.581 -95.415
40.581 -95.374
40.58 -95.358
40.58 -95.336
40.579 -95.222
40.579 -95.219
40.579 -95.217
40.579 -95.213
40.579 -95.212
40.579 -95.211
40.579 -95.202
40.578 -95.164
40.578 -95.155
40.577 -95.121
40.577 -95.112
40.577 -95.111
40.577 -95.11
40.577 -95.107
40.577 -95.098
40.577 -95.08
40.577 -95.069
40.576 -95.031
40.576 -95.026
40.576 -95.022
40.576 -94.992
40.576 -94.966
40.576 -94.955
40.575 -94.915
40.575 -94.901
40.575 -94.897
40.574 -94.824
40.574 -94.82
40.574 -94.811
40.573 -94.8
40.573 -94.774
40.573 -94.745
40.572 -94.717
40.572 -94.715
40.572 -94.683
40.571 -94.632
40.571 -94.594
40.571 -94.542
40.571 -94.538
40.571 -94.537
40.571 -94.534
40.571 -94.489
40.571 -94.471
40.571 -94.461
40.571 -94.46
40.571 -94.43
40.571 -94.403
40.571 -94.389
40.571 -94.358
40.571 -94.346
40.571 -94.337
40.571 -94.325
40.572 -94.311
40.571 -94.295
40.572 -94.287
40.572 -94.232
40.572 -94.229
40.573 -94.119
40.573 -94.091
40.573 -94.089
40.573 -94.08
40.574 -94.034
40.574 -94.015
40.574 -94.003
40.574 -93.988
40.575 -93.977
40.575 -93.964
40.575 -93.94
40.575 -93.939
40.575 -93.937
40.575 -93.936
40.576 -93.914
40.576 -93.901
40.576 -93.899
40.576 -93.898
40.576 -93.889
40.577 -93.854
40.577 -93.841
40.577 -93.819
40.577 -93.815
40.578 -93.774
40.578 -93.77
40.578 -93.75
40.578 -93.743
40.578 -93.737
40.578 -93.728
40.578 -93.722
40.578 -93.69
40.578 -93.677
40.578 -93.669
40.578 -93.662
40.578 -93.659
40.578 -93.656
40.579 -93.623
40.579 -93.597
40.58 -93.566
40.58 -93.565
40.58 -93.561
40.58 -93.559
40.58 -93.557
40.58 -93.554
40.58 -93.548
40.58 -93.528
40.58 -93.527
40.58 -93.524
40.58 -93.523
40.58 -93.521
40.58 -93.489
40.58 -93.467
40.58 -93.465
40.58 -93.442
40.58 -93.374
40.581 -93.345
40.581 -93.318
40.581 -93.261
40.582 -93.204
40.583 -93.136
40.584 -93.099
40.584 -93.097
40.584 -93.09
40.584 -93.086
40.587 -92.976
40.587 -92.958
40.587 -92.957
40.588 -92.942
40.588 -92.904
40.588 -92.89
40.588 -92.879
40.588 -92.863
40.588 -92.861
40.588 -92.857
40.588 -92.835
40.589 -92.828
40.589 -92.757
40.589 -92.748
40.589 -92.742
40.59 -92.714
40.59 -92.69
40.59 -92.687
40.591 -92.639
40.591 -92.638
40.592 -92.58
40.593 -92.559
40.595 -92.485
40.595 -92.482
40.595 -92.473
40.595 -92.462
40.595 -92.454
40.597 -92.38
40.597 -92.351
40.598 -92.331
40.598 -92.299
40.599 -92.246
40.6 -92.236
40.6 -92.218
40.6 -92.202
40.6 -92.196
40.601 -92.18
40.602 -92.096
40.602 -92.093
40.602 -92.083
40.602 -92.082
40.603 -92.07
40.603 -92.068
40.603 -92.053
40.604 -92.03
40.604 -91.999
40.605 -91.971
40.605 -91.948
40.606 -91.943
40.606 -91.939
40.608 -91.868
40.61 -91.832
