segment Maine
43.235 -70.816
43.237 -70.818
43.238 -70.818
43.24 -70.823
43.241 -70.825
43.241 -70.827
43.242 -70.828
43.243 -70.834
43.242 -70.837
43.243 -70.839
43.249 -70.841
43.25 -70.841
43.25 -70.84
43.251 -70.839
43.254 -70.843
43.257 -70.852
43.255 -70.855
43.256 -70.858
43.257 -70.86
43.26 -70.86
43.263 -70.861
43.265 -70.863
43.266 -70.864
43.266 -70.865
43.268 -70.869
43.27 -70.873
43.272 -70.882
43.273 -70.883
43.277 -70.884
43.279 -70.885
43.28 -70.885
43.283 -70.887
43.284 -70.89
43.285 -70.896
43.292 -70.906
43.294 -70.907
43.297 -70.904
43.299 -70.901
43.301 -70.9
43.305 -70.902
43.305 -70.904
43.305 -70.907
43.307 -70.91
43.308 -70.912
43.31 -70.912
43.32 -70.912
43.32 -70.915
43.32 -70.916
43.322 -70.92
43.325 -70.924
43.33 -70.931
43.331 -70.932
43.335 -70.932
43.337 -70.933
43.337 -70.937
43.335 -70.952
43.333 -70.953
43.335 -70.957
43.338 -70.958
43.341 -70.96
43.342 -70.964
43.344 -70.967
43.358 -70.975
43.363 -70.974
43.367 -70.976
43.374 -70.982
43.376 -70.984
43.377 -70.984
43.38 -70.986
43.384 -70.986
43.387 -70.985
43.39 -70.988
43.392 -70.988
43.393 -70.987
43.395 -70.983
43.398 -70.983
43.399 -70.983
43.402 -70.986
43.404 -70.987
43.412 -70.987
43.414 -70.987
43.419 -70.983
43.422 -70.978
43.423 -70.975
43.426 -70.971
43.429 -70.968
43.433 -70.969
43.435 -70.969
43.435 -70.968
43.436 -70.967
43.438 -70.961
43.44 -70.961
43.443 -70.962
43.448 -70.966
43.45 -70.967
43.454 -70.966
43.457 -70.964
43.467 -70.96
43.47 -70.961
43.473 -70.964
43.473 -70.965
43.473 -70.966
43.474 -70.97
43.474 -70.971
43.475 -70.973
43.477 -70.974
43.48 -70.969
43.481 -70.968
43.482 -70.968
43.482 -70.967
43.483 -70.967
43.484 -70.969
43.486 -70.97
43.491 -70.967
43.498 -70.962
43.499 -70.959
43.508 -70.958
43.509 -70.956
43.51 -70.955
43.511 -70.955
43.513 -70.957
43.519 -70.954
43.523 -70.954
43.524 -70.957
43.525 -70.957
43.529 -70.957
43.532 -70.958
43.534 -70.963
43.535 -70.963
43.537 -70.964
43.539 -70.963
43.541 -70.962
43.542 -70.956
43.541 -70.955
43.551 -70.951
43.552 -70.952
43.553 -70.953
43.554 -70.955
43.56 -70.956
43.561 -70.957
43.563 -70.962
43.569 -70.969
43.569 -70.97
43.57 -70.973
43.614 -70.975
43.625 -70.976
43.673 -70.98
43.701 -70.982
43.702 -70.982
43.712 -70.982
43.715 -70.982
43.753 -70.985
43.755 -70.985
43.756 -70.985
43.792 -70.989
43.839 -70.99
43.886 -70.992
43.896 -70.993
43.916 -70.993
43.961 -70.995
43.985 -70.996
44 -70.997
44.001 -70.997
44.004 -70.997
44.021 -70.998
44.041 -70.998
44.093 -71.001
44.11 -71.002
44.245 -71.009
44.258 -71.009
44.259 -71.009
44.273 -71.01
44.277 -71.01
44.302 -71.011
44.341 -71.013
44.371 -71.015
44.372 -71.015
44.378 -71.015
44.415 -71.017
44.461 -71.02
44.474 -71.021
44.475 -71.021
44.5 -71.023
44.558 -71.027
44.655 -71.031
44.736 -71.037
44.747 -71.037
44.756 -71.038
44.773 -71.039
44.778 -71.039
44.845 -71.045
44.896 -71.049
44.931 -71.053
44.991 -71.057
45 -71.058
45.005 -71.059
45.144 -71.069
45.181 -71.073
45.247 -71.077
45.305 -71.084
45.306 -71.078
45.308 -71.074
45.311 -71.066
45.314 -71.059
45.313 -71.042
45.312 -71.038
45.313 -71.031
45.314 -71.022
45.317 -71.014
45.319 -71.009
45.328 -71.003
45.328 -71.002
45.332 -71.005
45.335 -71.011
45.343 -71.013
45.345 -71.013
45.347 -71.011
45.345 -71.005
45.344 -71.002
45.338 -70.993
45.336 -70.99
45.335 -70.989
45.332 -70.986
45.332 -70.967
45.335 -70.951
45.332 -70.949
45.324 -70.944
45.32 -70.939
45.318 -70.93
45.314 -70.921
45.312 -70.918
45.296 -70.912
45.293 -70.914
45.287 -70.919
45.285 -70.92
45.279 -70.922
45.279 -70.921
45.275 -70.915
45.269 -70.908
45.259 -70.899
45.253 -70.897
45.244 -70.898
45.242 -70.897
45.239 -70.893
45.235 -70.885
45.233 -70.878
45.23 -70.862
45.229 -70.857
45.235 -70.844
45.238 -70.839
45.239 -70.841
45.245 -70.848
45.256 -70.849
45.263 -70.849
45.266 -70.843
45.267 -70.841
45.269 -70.839
45.276 -70.834
45.279 -70.832
45.28 -70.832
45.287 -70.83
45.29 -70.83
45.298 -70.817
45.298 -70.816
45.302 -70.812
45.312 -70.809
45.322 -70.807
45.326 -70.808
45.328 -70.81
45.328 -70.813
45.331 -70.817
45.333 -70.818
45.335 -70.819
45.34 -70.82
45.341 -70.819
45.357 -70.814
45.363 -70.809
45.363 -70.808
45.364 -70.804
45.365 -70.803
45.367 -70.803
45.377 -70.806
45.378 -70.808
45.383 -70.812
45.391 -70.822
45.391 -70.824
45.393 -70.825
45.398 -70.826
45.4 -70.826
45.411 -70.813
45.418 -70.802
45.424 -70.799
45.427 -70.798
45.427 -70.797
45.428 -70.796
45.428 -70.795
45.431 -70.781
45.428 -70.756
45.428 -70.754
45.427 -70.753
45.421 -70.744
45.417 -70.745
45.412 -70.744
45.399 -70.73
45.399 -70.729
45.395 -70.723
45.391 -70.712
45.393 -70.692
45.393 -70.687
45.395 -70.685
45.395 -70.684
45.394 -70.678
45.386 -70.661
45.378 -70.661
45.378 -70.66
45.377 -70.651
45.379 -70.646
45.384 -70.635
45.398 -70.633
45.409 -70.632
45.416 -70.631
45.428 -70.635
45.443 -70.65
45.447 -70.663
45.452 -70.675
45.458 -70.681
45.464 -70.685
45.471 -70.692
45.48 -70.705
45.481 -70.708
45.488 -70.717
45.508 -70.723
45.51 -70.723
45.513 -70.723
45.515 -70.722
45.518 -70.717
45.524 -70.71
45.53 -70.702
45.532 -70.701
45.549 -70.688
45.561 -70.688
45.564 -70.688
45.565 -70.686
45.571 -70.678
45.587 -70.659
45.594 -70.653
45.598 -70.65
45.599 -70.65
45.607 -70.645
45.61 -70.635
45.616 -70.617
45.626 -70.606
45.627 -70.601
45.63 -70.592
45.631 -70.591
45.655 -70.565
45.661 -70.562
45.662 -70.564
45.663 -70.564
45.667 -70.558
45.668 -70.553
45.667 -70.541
45.667 -70.526
45.67 -70.52
45.672 -70.519
45.679 -70.51
45.687 -70.497
45.702 -70.47
45.704 -70.452
45.704 -70.447
45.704 -70.439
45.707 -70.431
45.712 -70.419
45.714 -70.415
45.719 -70.403
45.72 -70.401
45.72 -70.4
45.729 -70.39
45.735 -70.384
45.75 -70.389
45.756 -70.396
45.758 -70.402
45.762 -70.407
45.786 -70.416
45.794 -70.418
45.795 -70.418
45.795 -70.417
45.798 -70.408
45.797 -70.406
45.796 -70.404
45.796 -70.402
45.796 -70.401
45.796 -70.4
45.796 -70.399
45.799 -70.396
45.801 -70.396
45.803 -70.396
45.804 -70.398
45.808 -70.397
45.819 -70.388
45.825 -70.381
45.832 -70.371
45.835 -70.367
45.852 -70.342
45.854 -70.33
45.855 -70.323
45.856 -70.321
45.856 -70.317
45.859 -70.309
45.86 -70.306
45.871 -70.285
45.872 -70.285
45.872 -70.284
45.888 -70.263
45.891 -70.259
45.903 -70.254
45.907 -70.254
45.917 -70.258
45.918 -70.258
45.92 -70.261
45.92 -70.263
45.924 -70.263
45.925 -70.263
45.925 -70.262
45.933 -70.253
45.939 -70.241
45.941 -70.24
45.944 -70.24
45.955 -70.253
45.963 -70.265
45.964 -70.274
45.965 -70.281
45.963 -70.29
45.962 -70.313
45.963 -70.316
45.963 -70.317
45.964 -70.317
45.971 -70.312
45.972 -70.312
45.98 -70.31
45.983 -70.307
45.985 -70.301
45.986 -70.296
45.992 -70.288
45.995 -70.285
45.996 -70.285
45.997 -70.293
45.999 -70.303
45.999 -70.304
46.019 -70.318
46.036 -70.3
46.042 -70.294
46.052 -70.28
46.057 -70.278
46.06 -70.278
46.06 -70.279
46.061 -70.279
46.063 -70.284
46.063 -70.287
46.062 -70.288
46.061 -70.291
46.061 -70.293
46.061 -70.295
46.061 -70.305
46.061 -70.307
46.062 -70.308
46.062 -70.309
46.063 -70.31
46.064 -70.31
46.065 -70.311
46.079 -70.3
46.085 -70.296
46.094 -70.29
46.099 -70.285
46.102 -70.273
46.101 -70.266
46.1 -70.254
46.101 -70.252
46.106 -70.252
46.108 -70.255
46.11 -70.255
46.118 -70.251
46.129 -70.244
46.143 -70.24
46.147 -70.238
46.15 -70.24
46.169 -70.266
46.172 -70.271
46.172 -70.274
46.175 -70.278
46.176 -70.279
46.177 -70.28
46.186 -70.291
46.191 -70.293
46.192 -70.293
46.197 -70.286
46.21 -70.272
46.231 -70.261
46.236 -70.259
46.246 -70.255
46.254 -70.255
46.259 -70.253
46.267 -70.248
46.276 -70.24
46.284 -70.233
46.295 -70.214
46.3 -70.206
46.314 -70.203
46.317 -70.204
46.319 -70.207
46.329 -70.209
46.331 -70.207
46.348 -70.191
46.35 -70.189
46.358 -70.175
46.359 -70.174
46.359 -70.173
46.359 -70.172
46.361 -70.161
46.359 -70.149
46.363 -70.141
46.369 -70.133
46.369 -70.13
46.37 -70.13
46.372 -70.128
46.379 -70.128
46.381 -70.126
46.381 -70.125
46.384 -70.119
46.386 -70.11
46.398 -70.1
46.399 -70.101
46.405 -70.1
46.409 -70.096
46.411 -70.089
46.411 -70.08
46.409 -70.076
46.415 -70.057
46.416 -70.056
46.417 -70.056
46.557 -70.027
46.571 -70.024
46.574 -70.023
46.592 -70.02
46.695 -69.997
46.699 -69.994
46.743 -69.95
46.75 -69.943
46.818 -69.875
46.875 -69.819
47.125 -69.566
47.25 -69.439
47.46 -69.224
47.457 -69.22
47.452 -69.204
47.456 -69.182
47.457 -69.178
47.451 -69.164
47.451 -69.156
47.449 -69.146
47.442 -69.122
47.436 -69.108
47.431 -69.099
47.43 -69.097
47.427 -69.097
47.424 -69.083
47.424 -69.081
47.43 -69.067
47.433 -69.061
47.432 -69.055
47.428 -69.044
47.427 -69.043
47.422 -69.039
47.408 -69.037
47.404 -69.039
47.401 -69.042
47.399 -69.042
47.398 -69.041
segment Maine
44.452 -67.574
44.452 -67.576
44.45 -67.588
44.459 -67.593
44.502 -67.605
44.504 -67.607
44.504 -67.615
44.506 -67.619
44.52 -67.62
44.522 -67.615
44.516 -67.588
44.513 -67.582
44.501 -67.589
44.494 -67.591
44.488 -67.58
44.472 -67.563
44.456 -67.569
44.453 -67.572
44.452 -67.574
segment Maine
44.281 -68.943
44.31 -68.919
44.335 -68.919
44.365 -68.912
44.379 -68.904
44.387 -68.879
44.381 -68.868
44.364 -68.861
44.355 -68.864
44.345 -68.872
44.338 -68.883
44.338 -68.889
44.335 -68.893
44.322 -68.897
44.303 -68.887
44.284 -68.899
44.28 -68.904
44.243 -68.917
44.233 -68.926
44.221 -68.946
44.219 -68.952
44.227 -68.947
44.244 -68.955
44.247 -68.959
44.25 -68.966
44.252 -68.967
44.259 -68.965
44.272 -68.954
44.281 -68.943
segment Maine
44.37 -68.499
44.32 -68.479
44.314 -68.49
44.325 -68.515
44.334 -68.53
44.345 -68.529
44.358 -68.521
44.368 -68.522
44.381 -68.519
44.385 -68.513
44.385 -68.508
44.382 -68.501
44.37 -68.499
segment Maine
44.278 -68.672
44.277 -68.668
44.269 -68.659
44.256 -68.624
44.245 -68.612
44.231 -68.606
44.208 -68.613
44.198 -68.625
44.197 -68.625
44.195 -68.626
44.189 -68.62
44.186 -68.619
44.181 -68.619
44.158 -68.643
44.154 -68.652
44.152 -68.67
44.139 -68.671
44.137 -68.675
44.138 -68.682
44.147 -68.687
44.154 -68.692
44.158 -68.701
44.159 -68.71
44.16 -68.713
44.161 -68.713
44.163 -68.716
44.169 -68.72
44.183 -68.719
44.191 -68.715
44.204 -68.714
44.212 -68.721
44.22 -68.723
44.223 -68.723
44.224 -68.723
44.229 -68.719
44.229 -68.712
44.234 -68.701
44.249 -68.694
44.262 -68.68
44.269 -68.678
44.275 -68.678
44.279 -68.681
44.28 -68.675
44.278 -68.672
segment Maine
44.266 -68.236
44.265 -68.23
44.263 -68.215
44.257 -68.211
44.256 -68.212
44.255 -68.212
44.255 -68.213
44.256 -68.214
44.257 -68.221
44.256 -68.231
44.253 -68.237
44.253 -68.239
44.252 -68.24
44.248 -68.242
44.24 -68.241
44.235 -68.249
44.235 -68.251
44.234 -68.267
44.237 -68.274
44.238 -68.275
44.241 -68.277
44.259 -68.275
44.261 -68.262
44.258 -68.254
44.258 -68.247
44.26 -68.241
44.266 -68.236
segment Maine
44.238 -68.792
44.223 -68.77
44.213 -68.769
44.203 -68.78
44.204 -68.79
44.209 -68.801
44.213 -68.809
44.214 -68.815
44.216 -68.823
44.217 -68.83
44.227 -68.838
44.237 -68.839
44.241 -68.834
44.243 -68.828
44.243 -68.826
44.238 -68.792
segment Maine
44.218 -68.485
44.227 -68.483
44.229 -68.481
44.228 -68.47
44.224 -68.469
44.22 -68.473
44.218 -68.469
44.212 -68.46
44.203 -68.455
44.202 -68.454
44.2 -68.454
44.198 -68.459
44.198 -68.461
44.199 -68.468
44.202 -68.482
44.203 -68.485
44.21 -68.487
44.213 -68.486
44.217 -68.485
44.218 -68.485
segment Maine
44.185 -68.335
44.18 -68.336
44.173 -68.339
44.172 -68.339
44.17 -68.347
44.169 -68.347
44.17 -68.348
44.171 -68.35
44.181 -68.372
44.184 -68.379
44.193 -68.371
44.198 -68.364
44.199 -68.355
44.202 -68.348
44.207 -68.333
44.206 -68.324
44.2 -68.316
44.197 -68.315
44.197 -68.318
44.199 -68.321
44.192 -68.333
44.185 -68.335
segment Maine
44.191 -68.424
44.187 -68.416
44.176 -68.408
44.163 -68.393
44.161 -68.391
44.155 -68.385
44.144 -68.394
44.141 -68.397
44.137 -68.401
44.136 -68.403
44.119 -68.428
44.116 -68.438
44.116 -68.439
44.121 -68.443
44.122 -68.445
44.126 -68.449
44.133 -68.448
44.145 -68.457
44.148 -68.48
44.146 -68.485
44.147 -68.489
44.147 -68.497
44.152 -68.502
44.16 -68.501
44.162 -68.496
44.169 -68.488
44.182 -68.474
44.185 -68.467
44.187 -68.461
44.19 -68.453
44.188 -68.438
44.191 -68.425
44.191 -68.424
segment Maine
44.11 -68.916
44.11 -68.943
44.113 -68.945
44.13 -68.935
44.148 -68.917
44.16 -68.889
44.167 -68.879
44.183 -68.847
44.186 -68.825
44.18 -68.819
44.179 -68.822
44.174 -68.823
44.161 -68.818
44.146 -68.792
44.144 -68.787
44.145 -68.782
44.143 -68.781
44.137 -68.792
44.138 -68.802
44.137 -68.818
44.135 -68.82
44.13 -68.821
44.122 -68.82
44.116 -68.816
44.116 -68.807
44.093 -68.791
44.084 -68.782
44.078 -68.773
44.07 -68.77
44.058 -68.78
44.054 -68.786
44.054 -68.791
44.036 -68.807
44.032 -68.818
44.032 -68.828
44.029 -68.844
44.025 -68.863
44.025 -68.874
44.033 -68.89
44.067 -68.9
44.077 -68.905
44.085 -68.913
44.106 -68.908
44.11 -68.909
44.11 -68.916
segment Maine
44.125 -68.358
44.128 -68.353
44.128 -68.347
44.119 -68.339
44.119 -68.338
44.111 -68.331
44.108 -68.331
44.107 -68.331
44.102 -68.338
44.101 -68.338
44.101 -68.339
44.101 -68.365
44.104 -68.368
44.11 -68.375
44.111 -68.375
44.112 -68.377
44.113 -68.377
44.114 -68.377
44.116 -68.375
44.124 -68.366
44.125 -68.358
segment Maine
44.125 -68.511
44.127 -68.507
44.124 -68.499
44.117 -68.493
44.11 -68.492
44.1 -68.502
44.1 -68.503
44.103 -68.517
44.104 -68.517
44.113 -68.519
44.122 -68.513
44.125 -68.511
segment Maine
44.093 -68.625
44.097 -68.618
44.095 -68.61
44.087 -68.603
44.085 -68.601
44.076 -68.59
44.075 -68.586
44.071 -68.584
44.061 -68.588
44.059 -68.591
44.058 -68.601
44.025 -68.611
44.017 -68.611
44.013 -68.611
44.01 -68.616
44.012 -68.618
44.016 -68.628
44.017 -68.63
44.019 -68.635
44.018 -68.638
44.014 -68.647
44.01 -68.652
44.007 -68.652
44.004 -68.653
44.004 -68.657
44.016 -68.66
44.023 -68.66
44.024 -68.657
44.028 -68.656
44.04 -68.651
44.06 -68.655
44.076 -68.662
44.076 -68.661
44.088 -68.628
44.093 -68.625
segment Maine
43.929 -69.428
43.923 -69.423
43.918 -69.422
43.916 -69.423
43.91 -69.438
43.91 -69.441
43.916 -69.442
43.949 -69.434
43.948 -69.43
43.938 -69.421
43.929 -69.428
segment Maine
43.841 -68.894
43.844 -68.895
43.85 -68.898
43.849 -68.904
43.85 -68.908
43.869 -68.903
43.876 -68.889
43.863 -68.88
43.849 -68.883
43.843 -68.88
43.837 -68.876
43.835 -68.877
43.828 -68.882
43.828 -68.883
43.822 -68.887
43.821 -68.898
43.822 -68.899
43.831 -68.894
43.832 -68.894
43.841 -68.894
segment Maine
43.774 -69.308
43.775 -69.307
43.775 -69.303
43.772 -69.3
43.769 -69.301
43.757 -69.314
43.756 -69.323
43.759 -69.324
43.766 -69.321
43.773 -69.314
43.774 -69.308
segment Maine
43.749 -70.12
43.749 -70.113
43.757 -70.097
43.753 -70.095
43.742 -70.1
43.735 -70.108
43.73 -70.11
43.722 -70.109
43.708 -70.124
43.708 -70.129
43.718 -70.138
43.728 -70.139
43.743 -70.127
43.749 -70.12
segment Maine
43.711 -70.093
43.709 -70.092
43.701 -70.097
43.698 -70.092
43.7 -70.088
43.693 -70.093
43.692 -70.094
43.695 -70.1
43.683 -70.116
43.683 -70.118
43.686 -70.118
43.689 -70.116
43.706 -70.101
43.709 -70.096
43.711 -70.093
segment Maine
43.701 -70.136
43.681 -70.155
43.675 -70.168
43.675 -70.17
43.684 -70.174
43.688 -70.171
43.692 -70.164
43.693 -70.163
43.695 -70.157
43.697 -70.153
43.702 -70.146
43.701 -70.136
segment Maine
43.689 -70.191
43.683 -70.186
43.679 -70.188
43.673 -70.193
43.663 -70.207
43.662 -70.211
43.663 -70.213
43.666 -70.214
43.676 -70.21
43.685 -70.202
43.689 -70.197
43.689 -70.191
segment Maine
43.674 -70.188
43.675 -70.185
43.671 -70.18
43.663 -70.171
43.658 -70.176
43.652 -70.182
43.643 -70.19
43.634 -70.205
43.634 -70.206
43.634 -70.207
43.642 -70.211
43.661 -70.201
43.662 -70.2
43.663 -70.2
43.674 -70.188
