segment Illinois
38.094 -90.219
38.113 -90.243
38.12 -90.247
38.12 -90.248
38.125 -90.25
38.128 -90.252
38.132 -90.256
38.158 -90.275
38.164 -90.283
38.17 -90.291
38.175 -90.3
38.179 -90.311
38.179 -90.317
38.182 -90.322
38.188 -90.332
38.19 -90.334
38.199 -90.342
38.209 -90.35
38.213 -90.353
38.214 -90.354
38.217 -90.356
38.225 -90.36
38.236 -90.364
38.25 -90.367
38.256 -90.368
38.257 -90.368
38.259 -90.369
38.267 -90.371
38.268 -90.371
38.272 -90.372
38.274 -90.372
38.279 -90.373
38.282 -90.374
38.293 -90.374
38.294 -90.374
38.304 -90.372
38.323 -90.373
38.334 -90.371
38.34 -90.368
38.36 -90.356
38.378 -90.35
38.382 -90.346
38.385 -90.343
38.398 -90.329
38.402 -90.322
38.426 -90.296
38.427 -90.295
38.438 -90.289
38.441 -90.287
38.443 -90.285
38.451 -90.284
38.456 -90.283
38.472 -90.279
38.48 -90.276
38.486 -90.275
38.496 -90.271
38.506 -90.269
38.521 -90.264
38.521 -90.263
38.528 -90.26
38.545 -90.249
38.551 -90.244
38.552 -90.243
38.555 -90.24
38.575 -90.225
38.575 -90.224
38.576 -90.223
38.576 -90.222
38.579 -90.217
38.584 -90.21
38.586 -90.207
38.586 -90.206
38.589 -90.203
38.594 -90.196
38.599 -90.192
38.608 -90.187
38.611 -90.185
38.612 -90.185
38.618 -90.182
38.629 -90.179
38.634 -90.178
38.643 -90.178
38.66 -90.181
38.665 -90.183
38.673 -90.186
38.675 -90.186
38.678 -90.188
38.688 -90.195
38.69 -90.198
38.693 -90.202
38.703 -90.209
38.712 -90.212
38.718 -90.212
38.721 -90.211
38.726 -90.21
38.732 -90.205
38.743 -90.191
38.747 -90.184
38.747 -90.183
38.754 -90.176
38.759 -90.175
38.76 -90.175
38.761 -90.175
38.764 -90.173
38.767 -90.171
38.773 -90.166
38.783 -90.147
38.798 -90.123
38.806 -90.118
38.815 -90.115
38.834 -90.11
38.837 -90.109
38.844 -90.109
38.845 -90.11
38.849 -90.113
38.853 -90.121
38.855 -90.125
38.858 -90.132
38.859 -90.135
38.863 -90.142
38.865 -90.146
38.867 -90.152
38.87 -90.156
38.876 -90.165
38.876 -90.166
38.879 -90.173
38.88 -90.175
38.883 -90.182
38.885 -90.187
38.886 -90.19
38.886 -90.193
38.887 -90.195
38.888 -90.198
38.892 -90.204
38.896 -90.208
38.897 -90.209
38.9 -90.214
38.901 -90.215
38.902 -90.215
38.907 -90.223
38.909 -90.226
38.91 -90.228
38.911 -90.23
38.915 -90.242
38.919 -90.25
38.92 -90.254
38.921 -90.257
38.92 -90.263
38.923 -90.27
38.923 -90.276
38.924 -90.277
38.924 -90.284
38.923 -90.297
38.923 -90.299
38.924 -90.306
38.924 -90.309
38.928 -90.318
38.93 -90.324
38.931 -90.326
38.931 -90.328
38.932 -90.331
38.933 -90.334
38.934 -90.334
38.941 -90.346
38.948 -90.365
38.95 -90.369
38.955 -90.383
38.956 -90.385
38.956 -90.386
38.96 -90.396
38.963 -90.406
38.963 -90.413
38.964 -90.424
38.964 -90.425
38.966 -90.434
38.967 -90.438
38.967 -90.44
38.967 -90.441
38.968 -90.451
38.964 -90.462
38.962 -90.468
38.959 -90.472
38.945 -90.482
38.944 -90.482
38.944 -90.483
38.943 -90.483
38.942 -90.483
38.94 -90.483
38.939 -90.483
38.935 -90.483
38.926 -90.487
38.91 -90.5
38.903 -90.507
38.899 -90.517
38.887 -90.531
38.875 -90.544
38.874 -90.546
38.871 -90.556
38.869 -90.567
38.868 -90.577
38.869 -90.583
38.875 -90.595
38.889 -90.625
38.892 -90.628
38.904 -90.636
38.908 -90.64
38.912 -90.648
38.916 -90.653
38.92 -90.657
38.925 -90.661
38.928 -90.663
38.934 -90.666
38.948 -90.669
38.952 -90.672
38.962 -90.676
38.966 -90.676
38.967 -90.676
38.984 -90.676
38.992 -90.678
38.997 -90.681
38.999 -90.682
39 -90.683
39 -90.684
39.005 -90.688
39.007 -90.689
39.012 -90.69
39.017 -90.692
39.029 -90.701
39.042 -90.708
39.047 -90.712
39.052 -90.713
39.054 -90.714
39.056 -90.714
39.057 -90.713
39.066 -90.702
39.07 -90.701
39.072 -90.7
39.088 -90.683
39.09 -90.682
39.101 -90.681
39.114 -90.685
39.118 -90.686
39.122 -90.689
39.13 -90.695
39.135 -90.7
39.139 -90.703
39.143 -90.705
39.151 -90.708
39.155 -90.709
39.173 -90.71
39.176 -90.71
39.185 -90.714
39.189 -90.715
39.191 -90.716
39.197 -90.717
39.202 -90.717
39.203 -90.717
39.204 -90.717
39.207 -90.717
39.21 -90.717
39.214 -90.717
39.216 -90.718
39.224 -90.722
39.226 -90.722
39.23 -90.721
39.233 -90.722
39.239 -90.723
39.251 -90.727
39.256 -90.73
39.259 -90.734
39.262 -90.739
39.264 -90.749
39.265 -90.752
39.28 -90.768
39.291 -90.774
39.293 -90.776
39.297 -90.784
39.303 -90.791
39.307 -90.792
39.309 -90.793
39.313 -90.799
39.32 -90.817
39.324 -90.821
39.34 -90.84
39.345 -90.847
39.351 -90.859
39.356 -90.868
39.362 -90.883
39.367 -90.894
39.372 -90.9
39.375 -90.903
39.378 -90.903
39.379 -90.905
39.381 -90.908
39.382 -90.915
39.384 -90.921
39.385 -90.925
39.388 -90.929
39.392 -90.934
39.397 -90.936
39.399 -90.937
39.4 -90.937
39.401 -90.937
39.403 -90.939
39.404 -90.941
39.405 -90.942
39.408 -90.948
39.409 -90.957
39.412 -90.966
39.412 -90.967
39.414 -90.972
39.418 -90.978
39.42 -90.983
39.423 -90.994
39.428 -91.004
39.433 -91.012
39.439 -91.024
39.443 -91.03
39.448 -91.038
39.457 -91.047
39.461 -91.052
39.462 -91.053
39.463 -91.054
39.468 -91.058
39.469 -91.059
39.47 -91.06
39.474 -91.062
39.495 -91.064
39.5 -91.072
39.503 -91.075
39.508 -91.08
39.517 -91.086
39.529 -91.093
39.539 -91.1
39.541 -91.114
39.541 -91.116
39.542 -91.127
39.546 -91.148
39.546 -91.149
39.548 -91.154
39.552 -91.158
39.553 -91.159
39.559 -91.164
39.565 -91.168
39.57 -91.17
39.582 -91.172
39.592 -91.174
39.593 -91.175
39.598 -91.178
39.603 -91.182
39.605 -91.186
39.615 -91.217
39.618 -91.223
39.621 -91.229
39.63 -91.241
39.633 -91.244
39.635 -91.245
39.637 -91.246
39.64 -91.248
39.641 -91.249
39.649 -91.26
39.656 -91.266
39.657 -91.266
39.657 -91.267
39.666 -91.276
39.67 -91.283
39.675 -91.294
39.679 -91.302
39.68 -91.302
39.68 -91.303
39.682 -91.304
39.684 -91.305
39.693 -91.318
39.7 -91.332
39.709 -91.345
39.715 -91.353
39.717 -91.355
39.726 -91.364
39.729 -91.368
39.731 -91.369
39.733 -91.37
39.745 -91.37
39.754 -91.367
39.756 -91.366
39.759 -91.365
39.765 -91.366
39.775 -91.366
39.779 -91.365
39.785 -91.362
39.788 -91.362
39.793 -91.363
39.8 -91.368
39.809 -91.375
39.811 -91.378
39.816 -91.386
39.821 -91.398
39.826 -91.406
39.83 -91.415
39.838 -91.43
39.841 -91.433
39.846 -91.436
39.847 -91.437
39.849 -91.438
39.87 -91.446
39.878 -91.448
39.883 -91.447
39.894 -91.444
39.908 -91.429
39.909 -91.428
39.914 -91.422
39.915 -91.421
39.917 -91.42
39.921 -91.419
39.922 -91.419
39.923 -91.419
39.925 -91.419
39.928 -91.419
39.929 -91.42
39.931 -91.421
39.932 -91.421
39.933 -91.422
39.935 -91.424
39.938 -91.426
39.941 -91.429
39.942 -91.431
39.943 -91.432
39.946 -91.436
39.946 -91.437
39.948 -91.438
39.95 -91.441
39.951 -91.442
39.952 -91.442
39.96 -91.447
39.965 -91.45
39.971 -91.455
39.979 -91.459
39.98 -91.46
39.982 -91.464
39.984 -91.465
39.987 -91.467
39.991 -91.467
39.995 -91.469
40.009 -91.477
40.019 -91.484
40.023 -91.487
40.025 -91.488
40.036 -91.495
40.037 -91.495
40.057 -91.49
40.071 -91.495
40.078 -91.498
40.091 -91.501
40.108 -91.506
40.121 -91.509
40.122 -91.509
40.127 -91.51
40.128 -91.51
40.13 -91.51
40.135 -91.511
40.144 -91.512
40.147 -91.512
40.149 -91.512
40.156 -91.508
40.158 -91.508
40.17 -91.512
40.179 -91.513
40.181 -91.513
40.189 -91.511
40.191 -91.51
40.196 -91.506
40.196 -91.505
40.198 -91.504
40.2 -91.505
40.205 -91.507
40.209 -91.507
40.216 -91.507
40.224 -91.504
40.232 -91.504
40.234 -91.506
40.236 -91.507
40.239 -91.506
40.243 -91.503
40.246 -91.501
40.247 -91.499
40.247 -91.498
40.249 -91.497
40.259 -91.491
40.262 -91.49
40.265 -91.491
40.27 -91.493
40.275 -91.493
40.278 -91.493
40.282 -91.491
40.286 -91.49
40.289 -91.488
40.293 -91.486
40.317 -91.472
40.322 -91.47
40.333 -91.467
40.334 -91.467
40.335 -91.466
40.342 -91.462
40.349 -91.457
40.354 -91.452
40.355 -91.451
40.356 -91.451
40.359 -91.448
40.36 -91.447
40.362 -91.446
40.363 -91.445
40.367 -91.439
40.369 -91.433
40.37 -91.429
40.372 -91.427
40.376 -91.422
40.378 -91.419
40.381 -91.416
40.382 -91.413
40.383 -91.397
40.385 -91.39
40.385 -91.389
40.385 -91.388
40.385 -91.387
40.387 -91.382
40.388 -91.382
40.39 -91.378
40.392 -91.376
40.399 -91.373
40.401 -91.373
40.403 -91.373
40.404 -91.373
40.407 -91.372
40.411 -91.372
40.417 -91.374
40.418 -91.374
40.419 -91.374
40.426 -91.378
40.427 -91.378
40.435 -91.381
40.436 -91.381
40.443 -91.382
40.446 -91.381
40.452 -91.38
40.456 -91.378
40.46 -91.376
40.464 -91.374
40.467 -91.372
40.475 -91.368
40.484 -91.365
40.49 -91.364
40.494 -91.364
40.496 -91.364
40.499 -91.364
40.5 -91.364
40.506 -91.366
40.508 -91.367
40.509 -91.367
40.51 -91.368
40.512 -91.369
40.513 -91.369
40.523 -91.378
40.528 -91.382
40.531 -91.385
40.533 -91.388
40.535 -91.394
40.537 -91.401
40.539 -91.404
40.543 -91.406
40.548 -91.407
40.552 -91.406
40.555 -91.405
40.559 -91.401
40.569 -91.388
40.573 -91.382
40.574 -91.38
40.583 -91.374
40.593 -91.366
40.595 -91.365
40.602 -91.36
40.607 -91.354
40.61 -91.349
40.613 -91.34
40.62 -91.323
40.626 -91.307
40.626 -91.306
40.632 -91.276
40.634 -91.266
40.634 -91.265
40.636 -91.26
40.637 -91.258
40.637 -91.257
40.638 -91.253
40.638 -91.248
40.638 -91.228
40.638 -91.218
40.636 -91.198
40.636 -91.196
40.637 -91.193
40.637 -91.187
40.638 -91.186
40.651 -91.159
40.654 -91.154
40.661 -91.138
40.669 -91.124
40.671 -91.122
40.673 -91.121
40.676 -91.12
40.692 -91.115
40.697 -91.112
40.703 -91.111
40.708 -91.111
40.72 -91.114
40.721 -91.114
40.722 -91.115
40.725 -91.116
40.731 -91.114
40.746 -91.11
40.75 -91.108
40.751 -91.108
40.757 -91.102
40.763 -91.098
40.767 -91.096
40.778 -91.092
40.78 -91.092
40.781 -91.092
40.787 -91.091
40.791 -91.092
40.792 -91.092
40.793 -91.092
40.794 -91.093
40.802 -91.097
40.806 -91.098
40.809 -91.097
40.81 -91.097
40.812 -91.097
40.814 -91.096
40.821 -91.093
40.823 -91.092
40.825 -91.09
40.833 -91.078
40.842 -91.067
40.846 -91.059
40.848 -91.056
40.859 -91.05
40.865 -91.047
40.868 -91.045
40.874 -91.039
40.875 -91.037
40.879 -91.027
40.88 -91.027
40.884 -91.022
40.89 -91.017
40.896 -91.014
40.897 -91.013
40.901 -91.01
40.905 -91.004
40.906 -91.002
40.908 -90.999
40.908 -90.998
40.912 -90.985
40.916 -90.979
40.919 -90.969
40.922 -90.965
40.925 -90.963
40.936 -90.96
40.943 -90.957
40.944 -90.957
40.951 -90.954
40.954 -90.952
40.958 -90.952
40.962 -90.953
40.97 -90.955
40.977 -90.958
40.98 -90.958
40.987 -90.955
40.995 -90.95
41.006 -90.946
41.012 -90.945
41.019 -90.945
41.03 -90.943
41.035 -90.942
41.038 -90.942
41.049 -90.944
41.052 -90.945
41.062 -90.946
41.07 -90.949
41.071 -90.949
41.073 -90.949
41.084 -90.948
41.085 -90.948
41.095 -90.946
41.097 -90.947
41.099 -90.948
41.102 -90.951
41.111 -90.957
41.115 -90.961
41.12 -90.966
41.13 -90.971
41.139 -90.978
41.141 -90.98
41.143 -90.981
41.145 -90.983
41.147 -90.984
41.148 -90.985
41.154 -90.989
41.156 -90.99
41.158 -90.992
41.158 -90.993
41.159 -90.993
41.161 -90.995
41.163 -90.998
41.165 -91.003
41.166 -91.008
41.166 -91.013
41.166 -91.014
41.165 -91.015
41.163 -91.027
41.164 -91.03
41.166 -91.042
41.186 -91.055
41.192 -91.06
41.2 -91.066
41.207 -91.073
41.214 -91.081
41.223 -91.093
41.231 -91.101
41.236 -91.109
41.237 -91.11
41.239 -91.112
41.241 -91.114
41.246 -91.114
41.25 -91.114
41.256 -91.11
41.262 -91.104
41.267 -91.101
41.285 -91.093
41.287 -91.092
41.288 -91.091
41.294 -91.087
41.302 -91.078
41.306 -91.075
41.313 -91.073
41.333 -91.072
41.34 -91.072
41.359 -91.068
41.365 -91.067
41.367 -91.066
41.368 -91.065
41.369 -91.065
41.373 -91.062
41.379 -91.057
41.385 -91.052
41.388 -91.051
41.4 -91.05
41.41 -91.048
41.411 -91.048
41.414 -91.046
41.416 -91.044
41.419 -91.04
41.42 -91.037
41.424 -91.028
41.425 -91.012
41.426 -91.006
41.432 -90.99
41.434 -90.985
41.434 -90.984
41.434 -90.981
41.434 -90.98
41.434 -90.978
41.434 -90.977
41.434 -90.975
41.43 -90.967
41.425 -90.953
41.424 -90.95
41.421 -90.93
41.422 -90.928
41.423 -90.925
41.423 -90.924
41.426 -90.919
41.431 -90.9
41.432 -90.9
41.435 -90.891
41.441 -90.88
41.444 -90.874
41.448 -90.867
41.451 -90.862
41.452 -90.86
41.453 -90.858
41.454 -90.854
41.455 -90.847
41.456 -90.837
41.456 -90.836
41.454 -90.825
41.454 -90.807
41.453 -90.786
41.452 -90.782
41.452 -90.781
41.451 -90.778
41.451 -90.773
41.451 -90.772
41.45 -90.75
41.45 -90.738
41.452 -90.724
41.455 -90.701
41.457 -90.691
41.461 -90.676
41.461 -90.666
41.462 -90.656
41.465 -90.65
41.473 -90.64
41.479 -90.633
41.485 -90.619
41.492 -90.609
41.494 -90.606
41.497 -90.604
41.506 -90.602
41.511 -90.595
41.513 -90.591
41.513 -90.59
41.514 -90.585
41.515 -90.582
41.515 -90.58
41.516 -90.576
41.516 -90.573
41.516 -90.571
41.518 -90.567
41.524 -90.556
41.526 -90.541
41.526 -90.537
41.525 -90.533
41.52 -90.513
41.518 -90.503
41.518 -90.502
41.518 -90.501
41.518 -90.499
41.518 -90.49
41.519 -90.478
41.52 -90.474
41.524 -90.461
41.531 -90.452
41.533 -90.449
41.536 -90.445
41.538 -90.444
41.544 -90.438
41.55 -90.433
41.551 -90.427
41.552 -90.427
41.554 -90.422
41.557 -90.42
41.563 -90.416
41.565 -90.413
41.572 -90.398
41.577 -90.381
41.578 -90.371
41.58 -90.364
41.584 -90.352
41.588 -90.343
41.591 -90.342
41.599 -90.34
41.641 -90.343
41.644 -90.343
41.646 -90.343
41.647 -90.343
41.648 -90.343
41.656 -90.34
41.665 -90.337
41.67 -90.336
41.675 -90.335
41.68 -90.335
41.681 -90.333
41.682 -90.332
41.684 -90.33
41.69 -90.32
41.692 -90.317
41.695 -90.315
41.698 -90.313
41.702 -90.313
41.708 -90.313
41.709 -90.313
41.718 -90.317
41.723 -90.318
41.734 -90.315
41.742 -90.311
41.742 -90.31
41.75 -90.303
41.767 -90.279
41.772 -90.264
41.772 -90.263
41.775 -90.259
41.78 -90.249
41.783 -90.242
41.793 -90.222
41.795 -90.217
41.797 -90.21
41.798 -90.208
41.799 -90.204
41.803 -90.188
41.807 -90.182
41.809 -90.181
41.812 -90.181
41.823 -90.182
41.833 -90.184
41.836 -90.184
41.838 -90.183
41.843 -90.182
41.844 -90.182
41.845 -90.181
41.849 -90.178
41.854 -90.175
41.857 -90.173
41.865 -90.173
41.866 -90.173
41.867 -90.172
41.87 -90.172
41.871 -90.171
41.876 -90.17
41.882 -90.166
41.883 -90.166
41.884 -90.165
41.898 -90.157
41.907 -90.154
41.916 -90.153
41.929 -90.152
41.931 -90.152
41.933 -90.153
41.938 -90.157
41.941 -90.161
41.945 -90.164
41.949 -90.165
41.956 -90.164
41.961 -90.162
41.968 -90.158
41.973 -90.155
41.974 -90.154
41.978 -90.149
41.981 -90.146
41.988 -90.146
41.996 -90.141
42.003 -90.14
42.004 -90.14
42.009 -90.141
42.015 -90.144
42.02 -90.148
42.021 -90.149
42.023 -90.149
42.027 -90.15
42.029 -90.151
42.031 -90.152
42.033 -90.154
42.038 -90.159
42.04 -90.163
42.042 -90.164
42.051 -90.165
42.063 -90.166
42.064 -90.166
42.076 -90.168
42.087 -90.164
42.088 -90.163
42.09 -90.163
42.093 -90.163
42.095 -90.162
42.099 -90.161
42.103 -90.161
42.106 -90.161
42.107 -90.161
42.11 -90.161
42.114 -90.162
42.117 -90.163
42.122 -90.167
42.122 -90.168
42.125 -90.171
42.125 -90.187
42.126 -90.19
42.128 -90.197
42.131 -90.201
42.139 -90.205
42.146 -90.206
42.149 -90.207
42.15 -90.208
42.153 -90.209
42.157 -90.216
42.16 -90.224
42.165 -90.235
42.171 -90.25
42.172 -90.255
42.174 -90.269
42.179 -90.282
42.188 -90.298
42.194 -90.317
42.194 -90.318
42.201 -90.328
42.203 -90.338
42.205 -90.357
42.211 -90.365
42.215 -90.375
42.225 -90.391
42.229 -90.395
42.233 -90.396
42.239 -90.401
42.248 -90.41
42.252 -90.416
42.254 -90.419
42.26 -90.422
42.266 -90.424
42.278 -90.431
42.283 -90.431
42.284 -90.431
42.287 -90.429
42.291 -90.427
42.293 -90.424
42.305 -90.42
42.312 -90.42
42.316 -90.421
42.318 -90.42
42.32 -90.417
42.321 -90.417
42.321 -90.416
42.323 -90.416
42.325 -90.417
42.329 -90.419
42.33 -90.421
42.333 -90.425
42.336 -90.429
42.337 -90.431
42.355 -90.444
42.357 -90.446
42.359 -90.453
42.365 -90.459
42.367 -90.463
42.368 -90.463
42.369 -90.464
42.369 -90.465
42.375 -90.468
42.376 -90.469
42.378 -90.47
42.381 -90.474
42.382 -90.474
42.384 -90.477
42.385 -90.48
42.385 -90.485
42.385 -90.487
42.387 -90.49
42.388 -90.491
42.392 -90.496
42.396 -90.5
42.396 -90.502
42.397 -90.502
42.397 -90.504
42.399 -90.507
42.403 -90.518
42.413 -90.548
42.416 -90.555
42.419 -90.558
42.421 -90.558
42.429 -90.559
42.433 -90.56
42.439 -90.565
42.44 -90.568
42.442 -90.571
42.444 -90.582
42.445 -90.584
42.445 -90.585
42.447 -90.59
42.452 -90.606
42.459 -90.624
42.472 -90.647
42.479 -90.654
42.484 -90.656
42.489 -90.657
42.492 -90.656
42.498 -90.649
42.508 -90.641
42.508 -90.639
42.508 -90.637
42.508 -90.618
