segment Louisiana
29.63 -89.488
29.624 -89.485
29.621 -89.487
29.62 -89.487
29.625 -89.494
29.632 -89.505
29.639 -89.523
29.649 -89.535
29.653 -89.583
29.658 -89.609
29.657 -89.621
29.663 -89.624
29.672 -89.633
29.675 -89.644
29.673 -89.65
29.648 -89.641
29.636 -89.641
29.625 -89.647
29.624 -89.658
29.627 -89.675
29.625 -89.684
29.615 -89.688
29.603 -89.684
29.588 -89.671
29.58 -89.669
29.563 -89.684
29.551 -89.684
29.534 -89.681
29.525 -89.696
29.523 -89.7
29.521 -89.701
29.516 -89.701
29.509 -89.694
29.49 -89.666
29.492 -89.644
29.489 -89.635
29.468 -89.618
29.456 -89.597
29.45 -89.592
29.438 -89.59
29.434 -89.577
29.436 -89.575
29.441 -89.575
29.45 -89.565
29.455 -89.56
29.466 -89.549
29.455 -89.528
29.435 -89.532
29.426 -89.532
29.4 -89.518
29.386 -89.509
29.386 -89.505
29.393 -89.487
29.397 -89.484
29.406 -89.482
29.411 -89.477
29.401 -89.47
29.397 -89.464
29.393 -89.457
29.392 -89.442
29.391 -89.422
29.391 -89.409
29.391 -89.399
29.392 -89.388
29.392 -89.385
29.392 -89.38
29.387 -89.373
29.382 -89.356
29.381 -89.34
29.378 -89.337
29.365 -89.348
29.35 -89.351
29.344 -89.323
29.357 -89.304
29.356 -89.283
29.351 -89.273
29.345 -89.265
29.337 -89.258
29.323 -89.254
29.31 -89.241
29.314 -89.224
29.318 -89.223
29.324 -89.22
29.339 -89.205
29.344 -89.2
29.348 -89.201
29.345 -89.189
29.344 -89.187
29.34 -89.18
29.335 -89.177
29.327 -89.178
29.311 -89.17
29.303 -89.165
29.3 -89.161
29.297 -89.158
29.295 -89.154
29.295 -89.151
29.291 -89.14
29.29 -89.14
29.28 -89.135
29.279 -89.134
29.277 -89.136
29.275 -89.137
29.266 -89.13
29.261 -89.121
29.261 -89.12
29.26 -89.118
29.259 -89.118
29.25 -89.1
29.249 -89.1
29.243 -89.096
29.238 -89.096
29.234 -89.098
29.233 -89.098
29.232 -89.106
29.216 -89.106
29.206 -89.101
29.203 -89.095
29.2 -89.091
29.204 -89.068
29.208 -89.067
29.209 -89.067
29.213 -89.053
29.221 -89.029
29.218 -89.022
29.212 -89.015
29.188 -89.004
29.187 -89.004
29.181 -89.001
29.18 -89.001
29.165 -89.005
29.165 -89.006
29.163 -89.013
29.163 -89.014
29.165 -89.018
29.17 -89.024
29.163 -89.044
29.158 -89.047
29.142 -89.039
29.145 -89.032
29.14 -89.027
29.137 -89.024
29.134 -89.024
29.132 -89.025
29.13 -89.026
29.108 -89.051
29.107 -89.052
29.104 -89.052
29.084 -89.055
29.08 -89.057
29.07 -89.062
29.067 -89.091
29.068 -89.098
29.074 -89.105
29.069 -89.122
29.048 -89.143
29.029 -89.156
29.016 -89.162
29.012 -89.162
29.009 -89.165
29.009 -89.169
29.009 -89.17
29.012 -89.176
29.018 -89.186
29.019 -89.186
29.025 -89.182
29.027 -89.184
29.031 -89.189
29.033 -89.19
29.03 -89.198
29.032 -89.203
29.041 -89.211
29.056 -89.216
29.061 -89.216
29.067 -89.217
29.079 -89.226
29.085 -89.236
29.083 -89.255
29.081 -89.257
29.074 -89.257
29.065 -89.254
29.058 -89.259
29.057 -89.264
29.057 -89.268
29.056 -89.268
29.056 -89.271
29.053 -89.283
29.053 -89.291
29.046 -89.305
29.039 -89.315
29.035 -89.318
29.033 -89.315
29.014 -89.325
29.015 -89.335
29.013 -89.338
29.011 -89.34
29.01 -89.34
28.993 -89.352
28.991 -89.354
28.985 -89.358
28.969 -89.369
28.958 -89.377
28.947 -89.384
28.94 -89.393
28.93 -89.405
28.926 -89.411
28.925 -89.411
28.926 -89.413
28.93 -89.42
28.958 -89.412
28.965 -89.408
28.977 -89.398
28.982 -89.382
28.985 -89.375
29.04 -89.335
29.052 -89.34
29.073 -89.355
29.084 -89.375
29.087 -89.406
29.106 -89.411
29.128 -89.409
29.139 -89.418
29.145 -89.429
29.149 -89.433
29.158 -89.437
29.179 -89.447
29.191 -89.456
29.199 -89.464
29.206 -89.471
29.208 -89.472
29.215 -89.483
29.217 -89.488
29.231 -89.525
29.235 -89.532
29.235 -89.534
29.236 -89.537
29.24 -89.554
29.242 -89.561
29.243 -89.568
29.252 -89.606
29.252 -89.607
29.263 -89.626
29.265 -89.629
29.28 -89.656
29.289 -89.672
29.292 -89.682
29.293 -89.683
29.297 -89.697
29.304 -89.726
29.305 -89.733
29.306 -89.744
29.311 -89.782
29.311 -89.787
29.31 -89.82
29.312 -89.85
29.335 -89.855
29.341 -89.854
29.349 -89.847
29.359 -89.835
29.372 -89.825
29.377 -89.821
29.384 -89.817
29.394 -89.816
29.399 -89.817
29.404 -89.819
29.41 -89.822
29.416 -89.826
29.419 -89.835
29.422 -89.844
29.435 -89.845
29.454 -89.837
29.457 -89.834
29.46 -89.834
29.464 -89.833
29.467 -89.834
29.47 -89.834
29.473 -89.841
29.478 -89.85
29.476 -89.863
29.472 -89.876
29.46 -89.902
29.444 -89.919
29.429 -89.933
29.429 -89.955
29.433 -89.962
29.435 -89.965
29.444 -89.973
29.448 -89.977
29.464 -89.992
29.463 -90.013
29.452 -90.019
29.445 -90.022
29.432 -90.029
29.427 -90.032
29.413 -90.032
29.393 -90.033
29.388 -90.029
29.387 -90.03
29.383 -90.03
29.375 -90.031
29.368 -90.035
29.364 -90.036
29.348 -90.033
29.344 -90.032
29.323 -90.034
29.307 -90.029
29.303 -90.014
29.295 -90.01
29.284 -90.016
29.282 -90.02
29.28 -90.032
29.282 -90.043
29.281 -90.057
29.277 -90.061
29.273 -90.06
29.268 -90.061
29.263 -90.071
29.259 -90.087
29.261 -90.091
29.262 -90.098
29.26 -90.101
29.241 -90.096
29.227 -90.073
29.211 -90.073
29.209 -90.071
29.209 -90.064
29.211 -90.053
29.211 -90.05
29.212 -90.043
29.232 -90.02
29.239 -90.009
29.241 -90.006
29.249 -89.986
29.256 -89.97
29.259 -89.966
29.268 -89.96
29.266 -89.951
29.263 -89.95
29.261 -89.951
29.26 -89.951
29.254 -89.956
29.249 -89.965
29.23 -89.998
29.228 -90.001
29.216 -90.022
29.2 -90.04
29.197 -90.043
29.184 -90.059
29.175 -90.072
29.17 -90.079
29.165 -90.086
29.162 -90.089
29.153 -90.101
29.15 -90.104
29.127 -90.14
29.115 -90.16
29.105 -90.174
29.1 -90.187
29.085 -90.224
29.086 -90.226
29.088 -90.232
29.086 -90.245
29.081 -90.261
29.076 -90.279
29.075 -90.283
29.073 -90.288
29.057 -90.343
29.058 -90.349
29.064 -90.35
29.075 -90.326
29.077 -90.304
29.079 -90.293
29.082 -90.283
29.089 -90.266
29.092 -90.258
29.094 -90.253
29.101 -90.25
29.108 -90.25
29.11 -90.244
29.11 -90.234
29.129 -90.234
29.136 -90.243
29.138 -90.249
29.139 -90.269
29.143 -90.281
29.151 -90.278
29.171 -90.297
29.175 -90.303
29.188 -90.303
29.196 -90.301
29.2 -90.293
29.193 -90.283
29.194 -90.276
29.205 -90.271
29.226 -90.287
29.231 -90.3
29.238 -90.312
29.256 -90.312
29.265 -90.316
29.277 -90.333
29.274 -90.367
29.271 -90.368
29.265 -90.367
29.259 -90.373
29.257 -90.376
29.256 -90.381
29.253 -90.388
29.236 -90.384
29.201 -90.399
29.196 -90.409
29.192 -90.42
29.188 -90.433
29.188 -90.436
29.192 -90.44
29.196 -90.444
29.195 -90.455
29.193 -90.472
29.195 -90.473
29.198 -90.469
29.2 -90.468
29.203 -90.467
29.21 -90.486
29.217 -90.495
29.221 -90.491
29.228 -90.468
29.243 -90.466
29.25 -90.463
29.264 -90.451
29.266 -90.452
29.273 -90.473
29.287 -90.495
29.291 -90.511
29.283 -90.517
29.276 -90.526
29.277 -90.537
29.279 -90.552
29.285 -90.565
29.276 -90.583
29.251 -90.589
29.249 -90.59
29.246 -90.588
29.243 -90.584
29.244 -90.577
29.242 -90.565
29.231 -90.545
29.228 -90.543
29.227 -90.544
29.224 -90.544
29.22 -90.557
29.208 -90.557
29.204 -90.561
29.207 -90.575
29.203 -90.618
29.21 -90.624
29.211 -90.627
29.209 -90.634
29.197 -90.64
29.176 -90.646
29.173 -90.645
29.171 -90.641
29.165 -90.637
29.129 -90.647
29.119 -90.678
29.122 -90.691
29.121 -90.701
29.117 -90.718
29.123 -90.731
29.121 -90.739
29.113 -90.764
29.1 -90.773
29.087 -90.799
29.083 -90.802
29.064 -90.804
29.056 -90.8
29.055 -90.799
29.049 -90.782
29.049 -90.765
29.053 -90.75
29.067 -90.725
29.064 -90.709
29.063 -90.705
29.06 -90.702
29.06 -90.692
29.061 -90.684
29.064 -90.677
29.067 -90.666
29.069 -90.652
29.072 -90.644
29.072 -90.641
29.073 -90.639
29.072 -90.638
29.07 -90.636
29.067 -90.637
29.063 -90.648
29.062 -90.651
29.061 -90.656
29.045 -90.719
29.043 -90.727
29.042 -90.731
29.041 -90.738
29.041 -90.744
29.04 -90.75
29.039 -90.756
29.039 -90.76
29.039 -90.768
29.039 -90.773
29.04 -90.795
29.04 -90.798
29.038 -90.804
29.037 -90.811
29.037 -90.821
29.038 -90.827
29.039 -90.839
29.043 -90.843
29.049 -90.845
29.054 -90.841
29.059 -90.843
29.067 -90.845
29.095 -90.863
29.095 -90.868
29.105 -90.878
29.117 -90.885
29.131 -90.898
29.153 -90.926
29.162 -90.942
29.174 -90.948
29.179 -90.958
29.181 -90.961
29.171 -90.981
29.169 -91
29.175 -91.024
29.182 -91.032
29.182 -91.059
29.188 -91.094
29.208 -91.115
29.216 -91.129
29.221 -91.2
29.226 -91.219
29.248 -91.279
29.266 -91.303
29.299 -91.335
29.306 -91.333
29.306 -91.309
29.309 -91.299
29.311 -91.293
29.311 -91.292
29.312 -91.292
29.312 -91.291
29.326 -91.28
29.33 -91.277
29.345 -91.274
29.355 -91.271
29.357 -91.27
29.358 -91.27
29.361 -91.267
29.362 -91.266
29.37 -91.249
29.372 -91.239
29.371 -91.235
29.361 -91.222
29.361 -91.207
29.37 -91.197
29.39 -91.2
29.407 -91.218
29.415 -91.215
29.416 -91.214
29.418 -91.214
29.421 -91.212
29.433 -91.217
29.436 -91.221
29.441 -91.242
29.445 -91.251
29.447 -91.258
29.448 -91.258
29.462 -91.26
29.465 -91.262
29.472 -91.266
29.477 -91.274
29.482 -91.281
29.477 -91.294
29.481 -91.313
29.485 -91.332
29.486 -91.336
29.491 -91.342
29.493 -91.344
29.505 -91.346
29.515 -91.357
29.515 -91.358
29.514 -91.373
29.512 -91.402
29.516 -91.42
29.52 -91.427
29.521 -91.427
29.523 -91.428
29.524 -91.429
29.525 -91.429
29.533 -91.432
29.535 -91.434
29.54 -91.44
29.545 -91.447
29.544 -91.462
29.544 -91.469
29.534 -91.504
29.53 -91.517
29.532 -91.531
29.535 -91.531
29.546 -91.526
29.552 -91.526
29.553 -91.526
29.558 -91.529
29.559 -91.529
29.559 -91.53
29.563 -91.534
29.566 -91.537
29.569 -91.538
29.572 -91.538
29.594 -91.542
29.595 -91.542
29.597 -91.543
29.599 -91.543
29.625 -91.551
29.631 -91.553
29.633 -91.554
29.637 -91.561
29.638 -91.571
29.637 -91.582
29.631 -91.6
29.626 -91.625
29.631 -91.644
29.633 -91.648
29.634 -91.649
29.637 -91.649
29.637 -91.648
29.639 -91.646
29.64 -91.643
29.647 -91.637
29.649 -91.636
29.662 -91.627
29.672 -91.625
29.677 -91.626
29.685 -91.627
29.699 -91.624
29.711 -91.618
29.721 -91.618
29.735 -91.621
29.735 -91.622
29.737 -91.624
29.743 -91.633
29.746 -91.664
29.746 -91.667
29.746 -91.669
29.739 -91.711
29.749 -91.737
29.748 -91.752
29.742 -91.779
29.741 -91.784
29.719 -91.83
29.709 -91.846
29.703 -91.859
29.707 -91.867
29.711 -91.88
29.711 -91.881
29.713 -91.881
29.716 -91.878
29.722 -91.876
29.728 -91.876
29.735 -91.878
29.743 -91.88
29.751 -91.878
29.76 -91.875
29.783 -91.859
29.807 -91.855
29.828 -91.87
29.836 -91.889
29.831 -91.907
29.816 -91.916
29.815 -91.919
29.817 -91.941
29.81 -91.961
29.804 -91.97
29.799 -91.978
29.795 -91.984
29.794 -91.986
29.787 -92.014
29.782 -92.036
29.781 -92.037
29.772 -92.056
29.749 -92.099
29.744 -92.107
29.743 -92.109
29.718 -92.142
29.717 -92.144
29.716 -92.144
29.697 -92.149
29.67 -92.134
29.669 -92.134
29.662 -92.133
29.66 -92.133
29.645 -92.125
29.628 -92.115
29.623 -92.112
29.622 -92.112
29.62 -92.102
29.619 -92.093
29.62 -92.068
29.62 -92.067
29.62 -92.066
29.62 -92.065
29.621 -92.063
29.623 -92.053
29.625 -92.048
29.626 -92.025
29.619 -92.016
29.616 -92.008
29.616 -92.007
29.613 -92
29.608 -91.965
29.61 -91.94
29.612 -91.935
29.619 -91.93
29.633 -91.923
29.637 -91.899
29.635 -91.897
29.63 -91.882
29.632 -91.866
29.634 -91.863
29.63 -91.841
29.624 -91.839
29.62 -91.841
29.616 -91.838
29.606 -91.822
29.6 -91.804
29.595 -91.785
29.589 -91.778
29.582 -91.775
29.576 -91.775
29.574 -91.746
29.566 -91.719
29.566 -91.716
29.565 -91.712
29.561 -91.709
29.554 -91.712
29.54 -91.734
29.535 -91.747
29.521 -91.765
29.505 -91.772
29.499 -91.773
29.494 -91.77
29.489 -91.771
29.483 -91.782
29.482 -91.789
29.487 -91.8
29.487 -91.803
29.482 -91.815
29.474 -91.822
29.479 -91.839
29.484 -91.849
29.495 -91.853
29.502 -91.862
29.503 -91.879
29.506 -91.887
29.518 -91.906
29.519 -91.915
29.533 -91.947
29.537 -91.969
29.548 -91.986
29.567 -92.027
29.579 -92.035
29.582 -92.041
29.584 -92.046
29.584 -92.067
29.586 -92.106
29.582 -92.158
29.582 -92.159
29.581 -92.159
29.569 -92.194
29.566 -92.203
29.562 -92.213
29.552 -92.23
29.542 -92.247
29.539 -92.252
29.533 -92.28
29.533 -92.307
29.533 -92.308
29.533 -92.309
29.533 -92.311
29.539 -92.347
29.551 -92.402
29.559 -92.456
29.56 -92.469
29.561 -92.474
29.564 -92.503
29.566 -92.518
29.57 -92.559
29.577 -92.606
29.579 -92.616
29.579 -92.618
29.588 -92.654
29.601 -92.693
29.609 -92.718
29.618 -92.744
29.624 -92.76
29.625 -92.763
29.637 -92.79
29.64 -92.799
29.647 -92.814
29.661 -92.849
29.669 -92.869
29.67 -92.871
29.687 -92.91
29.698 -92.933
29.698 -92.935
29.699 -92.935
29.701 -92.94
29.701 -92.941
29.704 -92.949
29.714 -92.974
29.723 -93.006
29.724 -93.009
29.725 -93.01
29.725 -93.012
29.734 -93.041
29.741 -93.065
29.749 -93.088
29.758 -93.125
29.77 -93.177
29.777 -93.223
29.777 -93.225
29.778 -93.227
29.778 -93.228
29.778 -93.262
29.778 -93.267
29.778 -93.269
29.776 -93.29
29.775 -93.296
29.769 -93.319
29.763 -93.342
29.761 -93.344
29.76 -93.345
29.759 -93.347
29.759 -93.348
29.763 -93.372
29.765 -93.397
29.769 -93.439
29.769 -93.474
29.769 -93.475
29.769 -93.477
29.763 -93.538
29.756 -93.591
29.753 -93.635
29.748 -93.679
29.747 -93.684
29.745 -93.693
29.739 -93.728
29.737 -93.741
29.736 -93.742
29.734 -93.75
29.729 -93.766
29.715 -93.799
29.704 -93.819
29.691 -93.838
29.724 -93.863
29.735 -93.87
29.738 -93.874
29.742 -93.889
29.745 -93.892
29.753 -93.894
29.759 -93.892
29.762 -93.891
29.767 -93.894
29.772 -93.898
29.785 -93.922
29.79 -93.926
29.797 -93.929
29.803 -93.929
29.81 -93.928
29.819 -93.923
29.825 -93.916
29.836 -93.902
29.837 -93.901
29.839 -93.898
29.842 -93.892
29.843 -93.891
29.843 -93.89
29.852 -93.872
29.856 -93.865
29.857 -93.864
29.858 -93.862
29.862 -93.858
29.864 -93.855
29.866 -93.853
29.883 -93.838
29.894 -93.83
29.915 -93.819
29.921 -93.817
29.935 -93.814
29.955 -93.808
29.963 -93.803
29.988 -93.789
29.991 -93.787
29.993 -93.783
30.005 -93.766
30.02 -93.744
30.022 -93.741
30.024 -93.74
30.033 -93.739
30.037 -93.737
30.038 -93.737
30.044 -93.73
30.05 -93.724
30.052 -93.722
30.053 -93.721
30.054 -93.71
30.054 -93.704
30.056 -93.701
30.059 -93.699
30.063 -93.7
30.064 -93.701
30.065 -93.702
30.066 -93.703
30.067 -93.708
30.069 -93.716
30.081 -93.732
30.085 -93.734
30.086 -93.734
30.087 -93.734
30.089 -93.732
30.094 -93.724
30.102 -93.714
30.111 -93.705
30.113 -93.702
30.127 -93.702
30.129 -93.702
30.137 -93.701
30.139 -93.698
30.135 -93.695
30.135 -93.693
30.141 -93.688
30.151 -93.696
30.153 -93.698
30.166 -93.701
30.167 -93.702
30.17 -93.703
30.174 -93.704
30.181 -93.71
30.193 -93.717
30.21 -93.721
30.219 -93.719
30.22 -93.718
30.225 -93.713
30.237 -93.708
30.243 -93.705
30.25 -93.707
30.253 -93.708
30.272 -93.709
30.276 -93.707
30.281 -93.707
30.285 -93.708
30.288 -93.708
30.288 -93.709
30.29 -93.71
30.291 -93.711
30.293 -93.713
30.294 -93.714
30.295 -93.719
30.295 -93.724
30.298 -93.729
30.302 -93.735
30.304 -93.739
30.307 -93.741
30.31 -93.744
30.315 -93.748
30.33 -93.76
30.33 -93.761
30.33 -93.764
30.333 -93.766
30.34 -93.763
30.346 -93.761
30.351 -93.759
30.356 -93.756
30.364 -93.756
30.366 -93.756
30.371 -93.756
30.387 -93.759
30.388 -93.758
30.39 -93.758
30.391 -93.757
30.396 -93.751
30.397 -93.745
30.402 -93.74
30.404 -93.738
30.405 -93.738
30.413 -93.729
30.421 -93.722
30.43 -93.703
30.431 -93.702
30.438 -93.699
30.441 -93.698
30.444 -93.698
30.458 -93.706
30.468 -93.709
30.474 -93.711
30.476 -93.711
30.484 -93.714
30.494 -93.717
30.501 -93.713
30.506 -93.71
30.511 -93.712
30.519 -93.714
30.519 -93.715
30.521 -93.719
30.526 -93.728
30.53 -93.733
30.538 -93.739
30.54 -93.74
30.541 -93.736
30.545 -93.729
30.546 -93.729
30.557 -93.726
30.566 -93.728
30.572 -93.728
30.574 -93.728
30.58 -93.721
30.588 -93.712
30.593 -93.696
30.594 -93.693
30.594 -93.692
30.593 -93.69
30.592 -93.687
30.593 -93.684
30.596 -93.681
30.6 -93.68
30.601 -93.68
30.602 -93.681
30.603 -93.681
30.607 -93.683
30.608 -93.683
30.609 -93.683
30.617 -93.684
30.621 -93.685
30.625 -93.685
30.631 -93.684
30.641 -93.683
30.642 -93.682
30.658 -93.67
30.661 -93.666
30.67 -93.655
30.67 -93.653
30.672 -93.646
30.673 -93.638
30.68 -93.63
30.693 -93.622
30.695 -93.621
30.696 -93.621
30.704 -93.621
30.714 -93.616
30.718 -93.611
30.721 -93.61
30.723 -93.61
30.729 -93.61
30.738 -93.618
30.741 -93.619
30.742 -93.619
30.749 -93.614
30.752 -93.612
30.758 -93.608
30.764 -93.593
30.768 -93.592
30.778 -93.59
30.787 -93.589
30.788 -93.589
30.79 -93.588
30.797 -93.584
30.802 -93.578
30.803 -93.569
30.806 -93.563
30.808 -93.562
30.825 -93.554
30.832 -93.554
30.835 -93.554
30.84 -93.558
30.852 -93.558
30.855 -93.558
30.868 -93.559
30.869 -93.559
30.874 -93.565
30.879 -93.567
30.888 -93.568
30.895 -93.564
30.901 -93.556
30.91 -93.556
30.911 -93.556
30.919 -93.552
30.921 -93.549
30.922 -93.547
30.921 -93.545
30.92 -93.542
30.925 -93.531
30.93 -93.526
30.938 -93.526
30.939 -93.526
30.94 -93.527
30.951 -93.533
30.957 -93.539
30.967 -93.55
30.971 -93.561
30.978 -93.568
30.988 -93.572
30.991 -93.571
30.997 -93.57
31.002 -93.568
31.005 -93.566
31.006 -93.563
31.004 -93.556
31.008 -93.541
31.008 -93.54
31.024 -93.517
31.025 -93.517
31.03 -93.516
31.033 -93.517
31.038 -93.523
31.052 -93.531
31.055 -93.532
31.058 -93.529
31.061 -93.525
31.062 -93.525
31.065 -93.523
31.067 -93.524
31.071 -93.526
31.072 -93.528
31.075 -93.531
31.078 -93.54
31.083 -93.547
31.091 -93.551
31.097 -93.552
31.1 -93.551
31.105 -93.55
31.106 -93.548
31.113 -93.541
31.114 -93.541
31.122 -93.54
31.129 -93.54
31.135 -93.544
31.136 -93.545
31.143 -93.545
31.149 -93.545
31.153 -93.544
31.157 -93.54
31.159 -93.537
31.174 -93.533
31.181 -93.532
31.184 -93.533
31.186 -93.535
31.187 -93.549
31.186 -93.553
31.182 -93.561
31.179 -93.567
31.178 -93.57
31.173 -93.574
31.168 -93.579
31.167 -93.579
31.167 -93.584
31.166 -93.588
31.166 -93.589
31.172 -93.596
31.175 -93.599
31.176 -93.6
31.183 -93.602
31.205 -93.607
31.215 -93.604
31.221 -93.604
31.224 -93.605
31.227 -93.607
31.228 -93.608
31.23 -93.61
31.232 -93.614
31.234 -93.616
31.245 -93.616
31.252 -93.614
31.259 -93.614
31.261 -93.615
31.271 -93.62
31.271 -93.621
31.271 -93.628
31.27 -93.643
31.282 -93.657
31.298 -93.669
31.301 -93.675
31.302 -93.684
31.303 -93.685
31.305 -93.687
31.31 -93.688
31.33 -93.677
31.35 -93.67
31.353 -93.668
31.355 -93.666
31.358 -93.665
31.36 -93.664
31.362 -93.664
31.364 -93.665
31.365 -93.667
31.366 -93.669
31.371 -93.67
31.372 -93.67
31.373 -93.669
31.375 -93.668
31.379 -93.669
31.387 -93.67
31.393 -93.672
31.398 -93.674
31.406 -93.69
31.409 -93.696
31.409 -93.702
31.411 -93.705
31.419 -93.705
31.428 -93.698
31.429 -93.698
31.438 -93.701
31.441 -93.707
31.443 -93.709
31.466 -93.746
31.469 -93.749
31.471 -93.75
31.475 -93.75
31.479 -93.75
31.481 -93.748
31.482 -93.746
31.484 -93.742
31.485 -93.737
31.488 -93.734
31.492 -93.731
31.497 -93.729
31.504 -93.726
31.509 -93.726
31.512 -93.727
31.513 -93.733
31.514 -93.735
31.515 -93.739
31.517 -93.74
31.518 -93.741
31.52 -93.741
31.522 -93.741
31.523 -93.742
31.524 -93.742
31.525 -93.743
31.526 -93.747
31.526 -93.75
31.526 -93.752
31.525 -93.754
31.524 -93.76
31.525 -93.777
31.525 -93.781
31.526 -93.782
31.527 -93.788
31.534 -93.798
31.555 -93.819
31.558 -93.821
31.565 -93.822
31.568 -93.823
31.586 -93.835
31.594 -93.838
31.599 -93.839
31.607 -93.838
31.617 -93.828
31.615 -93.825
31.614 -93.824
31.615 -93.819
31.622 -93.817
31.623 -93.817
31.641 -93.818
31.648 -93.818
31.661 -93.826
31.667 -93.826
31.674 -93.822
31.672 -93.817
31.674 -93.816
31.677 -93.813
31.686 -93.804
31.693 -93.802
31.698 -93.803
31.699 -93.803
31.701 -93.803
31.703 -93.806
31.704 -93.807
31.705 -93.81
31.706 -93.811
31.707 -93.815
31.711 -93.815
31.712 -93.816
31.719 -93.816
31.729 -93.819
31.734 -93.825
31.746 -93.831
31.755 -93.83
31.759 -93.827
31.763 -93.826
31.765 -93.826
31.774 -93.823
31.775 -93.823
31.778 -93.827
31.78 -93.831
31.783 -93.835
31.789 -93.837
31.791 -93.837
31.794 -93.837
31.799 -93.84
31.802 -93.846
31.805 -93.853
31.815 -93.868
31.817 -93.871
31.822 -93.875
31.83 -93.875
31.835 -93.875
31.841 -93.875
31.844 -93.88
31.848 -93.884
31.855 -93.887
31.857 -93.888
31.858 -93.888
31.868 -93.889
31.873 -93.897
31.875 -93.898
31.88 -93.902
31.886 -93.901
31.891 -93.905
31.893 -93.91
31.893 -93.916
31.891 -93.92
31.89 -93.924
31.891 -93.928
31.895 -93.931
31.896 -93.932
31.904 -93.935
31.907 -93.938
31.909 -93.944
31.911 -93.954
31.92 -93.972
31.926 -93.977
31.931 -93.98
31.954 -93.995
31.959 -93.998
31.96 -93.999
31.968 -94.004
31.972 -94.006
31.975 -94.009
31.985 -94.015
31.991 -94.019
31.995 -94.027
31.996 -94.029
31.996 -94.03
31.992 -94.038
31.992 -94.041
31.992 -94.042
31.993 -94.042
31.995 -94.042
31.997 -94.042
31.999 -94.043
32.056 -94.043
32.07 -94.043
32.12 -94.042
32.125 -94.043
32.138 -94.043
32.158 -94.043
32.167 -94.043
32.196 -94.043
32.218 -94.043
32.225 -94.043
32.27 -94.043
32.312 -94.043
32.348 -94.043
32.364 -94.043
32.373 -94.043
32.392 -94.043
32.4 -94.043
32.401 -94.043
32.436 -94.043
32.44 -94.043
32.461 -94.043
32.47 -94.043
32.471 -94.043
32.473 -94.043
32.478 -94.043
32.48 -94.043
32.484 -94.043
32.487 -94.043
32.493 -94.043
32.505 -94.043
32.514 -94.043
32.516 -94.043
32.56 -94.043
32.564 -94.043
32.602 -94.043
32.61 -94.043
32.618 -94.043
32.622 -94.043
32.64 -94.043
32.643 -94.043
32.655 -94.043
32.67 -94.043
32.693 -94.043
32.697 -94.043
32.768 -94.043
32.777 -94.043
32.781 -94.043
32.785 -94.043
32.787 -94.043
32.797 -94.043
32.871 -94.043
32.88 -94.043
32.881 -94.043
32.893 -94.043
32.899 -94.043
32.91 -94.043
32.938 -94.043
32.956 -94.043
33.007 -94.043
33.019 -94.043
33.019 -94.041
33.019 -94.036
33.019 -94.028
33.019 -94.024
33.019 -93.952
33.019 -93.92
33.019 -93.895
33.019 -93.891
33.019 -93.815
33.019 -93.723
33.019 -93.691
33.019 -93.675
33.019 -93.641
33.019 -93.532
segment Louisiana
29.932 -88.832
29.941 -88.836
29.945 -88.837
29.962 -88.839
29.968 -88.835
29.974 -88.835
29.984 -88.84
29.996 -88.841
30.013 -88.848
30.028 -88.857
30.044 -88.87
30.053 -88.881
30.049 -88.87
30.034 -88.856
30.013 -88.841
29.999 -88.834
29.97 -88.824
29.934 -88.817
29.889 -88.818
29.847 -88.827
29.824 -88.833
29.796 -88.844
29.753 -88.865
29.718 -88.89
29.657 -88.94
29.659 -88.944
29.663 -88.946
29.675 -88.942
29.684 -88.932
29.685 -88.931
29.694 -88.92
29.699 -88.912
29.729 -88.89
29.758 -88.874
29.772 -88.868
29.791 -88.868
29.806 -88.861
29.817 -88.846
29.826 -88.843
29.855 -88.836
29.859 -88.837
29.864 -88.843
29.879 -88.831
29.921 -88.828
29.932 -88.832
