segment Arkansas
33.462 -91.172
33.472 -91.176
33.479 -91.174
33.484 -91.173
33.489 -91.173
33.492 -91.171
33.492 -91.169
33.492 -91.166
33.492 -91.161
33.493 -91.157
33.481 -91.137
33.473 -91.125
33.46 -91.12
33.454 -91.118
33.449 -91.118
33.444 -91.121
33.436 -91.129
33.433 -91.131
33.432 -91.131
33.43 -91.132
33.427 -91.139
33.428 -91.145
33.427 -91.148
33.422 -91.163
33.418 -91.173
33.417 -91.176
33.417 -91.179
33.42 -91.184
33.418 -91.192
33.418 -91.199
33.417 -91.203
33.414 -91.205
33.409 -91.209
33.406 -91.209
33.404 -91.209
33.402 -91.208
33.399 -91.205
33.391 -91.193
33.39 -91.191
33.386 -91.183
33.383 -91.177
33.381 -91.172
33.38 -91.166
33.381 -91.155
33.382 -91.143
33.391 -91.127
33.397 -91.118
33.402 -91.111
33.411 -91.102
33.418 -91.099
33.426 -91.098
33.432 -91.097
33.434 -91.098
33.438 -91.097
33.443 -91.094
33.446 -91.092
33.452 -91.087
33.454 -91.082
33.456 -91.078
33.456 -91.075
33.455 -91.068
33.454 -91.065
33.45 -91.06
33.445 -91.058
33.429 -91.058
33.421 -91.062
33.406 -91.075
33.393 -91.09
33.385 -91.1
33.38 -91.105
33.364 -91.12
33.36 -91.125
33.351 -91.14
33.35 -91.142
33.349 -91.142
33.336 -91.141
33.333 -91.142
33.331 -91.143
33.328 -91.144
33.314 -91.141
33.302 -91.142
33.3 -91.142
33.297 -91.14
33.28 -91.126
33.275 -91.126
33.269 -91.128
33.262 -91.118
33.261 -91.117
33.255 -91.115
33.253 -91.114
33.246 -91.111
33.242 -91.106
33.238 -91.1
33.238 -91.099
33.242 -91.097
33.25 -91.095
33.255 -91.091
33.257 -91.09
33.274 -91.086
33.279 -91.084
33.281 -91.081
33.283 -91.079
33.286 -91.073
33.287 -91.067
33.287 -91.059
33.285 -91.052
33.283 -91.048
33.279 -91.045
33.275 -91.044
33.27 -91.044
33.265 -91.045
33.26 -91.048
33.251 -91.05
33.246 -91.054
33.237 -91.064
33.233 -91.066
33.233 -91.069
33.23 -91.071
33.227 -91.071
33.227 -91.074
33.227 -91.078
33.226 -91.079
33.224 -91.079
33.223 -91.08
33.222 -91.083
33.222 -91.086
33.221 -91.092
33.21 -91.09
33.199 -91.087
33.181 -91.084
33.162 -91.085
33.161 -91.085
33.157 -91.085
33.156 -91.086
33.145 -91.088
33.14 -91.09
33.137 -91.093
33.132 -91.104
33.13 -91.114
33.129 -91.13
33.129 -91.132
33.13 -91.143
33.131 -91.15
33.132 -91.152
33.135 -91.153
33.141 -91.16
33.142 -91.162
33.143 -91.169
33.142 -91.184
33.14 -91.188
33.14 -91.189
33.137 -91.193
33.135 -91.195
33.125 -91.202
33.121 -91.202
33.11 -91.201
33.108 -91.201
33.107 -91.2
33.106 -91.199
33.105 -91.197
33.105 -91.196
33.101 -91.188
33.101 -91.186
33.098 -91.181
33.092 -91.175
33.089 -91.174
33.088 -91.172
33.086 -91.166
33.086 -91.161
33.082 -91.15
33.079 -91.146
33.064 -91.125
33.059 -91.121
33.056 -91.12
33.055 -91.12
33.047 -91.123
33.038 -91.126
33.034 -91.129
33.029 -91.137
33.027 -91.142
33.026 -91.15
33.024 -91.156
33.02 -91.162
33.011 -91.166
33.004 -91.166
33.005 -91.265
33.005 -91.284
33.005 -91.312
33.005 -91.323
33.005 -91.325
33.005 -91.326
33.005 -91.33
33.006 -91.333
33.006 -91.376
33.006 -91.425
33.006 -91.436
33.006 -91.453
33.006 -91.46
33.006 -91.489
33.007 -91.5
33.007 -91.559
33.007 -91.572
33.006 -91.58
33.007 -91.58
33.007 -91.609
33.007 -91.618
33.007 -91.627
33.007 -91.659
33.007 -91.677
33.007 -91.699
33.008 -91.736
33.007 -91.755
33.007 -91.8
33.008 -91.839
33.008 -91.871
33.008 -91.875
33.008 -91.95
33.007 -91.952
33.008 -91.978
33.008 -92.069
33.009 -92.221
33.009 -92.223
33.01 -92.293
33.01 -92.323
33.01 -92.336
33.011 -92.363
33.011 -92.368
33.011 -92.37
33.011 -92.392
33.012 -92.47
33.012 -92.501
33.012 -92.504
33.012 -92.525
33.012 -92.53
33.014 -92.703
33.014 -92.708
33.014 -92.711
33.014 -92.716
33.014 -92.724
33.014 -92.725
33.014 -92.733
33.015 -92.797
33.015 -92.807
33.016 -92.831
33.016 -92.844
33.016 -92.854
33.016 -92.868
33.016 -92.893
33.017 -92.947
33.017 -92.971
33.017 -92.989
33.018 -93.071
33.018 -93.073
33.018 -93.081
33.018 -93.101
33.018 -93.12
33.018 -93.154
33.018 -93.158
33.018 -93.197
33.018 -93.216
33.018 -93.222
33.018 -93.223
33.018 -93.239
33.018 -93.308
33.018 -93.34
33.018 -93.377
33.018 -93.392
33.018 -93.396
33.019 -93.467
33.018 -93.49
33.018 -93.491
33.019 -93.521
33.019 -93.525
33.019 -93.532
33.019 -93.611
33.019 -93.676
33.019 -93.705
33.019 -93.706
33.019 -93.723
33.019 -93.805
33.019 -93.815
33.019 -93.952
33.019 -94.024
33.019 -94.028
33.019 -94.036
33.019 -94.041
33.019 -94.043
33.079 -94.043
33.093 -94.043
33.134 -94.043
33.138 -94.043
33.143 -94.043
33.16 -94.043
33.2 -94.043
33.203 -94.043
33.215 -94.043
33.242 -94.043
33.25 -94.043
33.261 -94.043
33.271 -94.043
33.33 -94.043
33.344 -94.043
33.347 -94.043
33.352 -94.043
33.353 -94.043
33.359 -94.043
33.371 -94.043
33.378 -94.043
33.379 -94.043
33.384 -94.043
33.388 -94.043
33.406 -94.043
33.413 -94.043
33.42 -94.043
33.428 -94.043
33.431 -94.043
33.436 -94.043
33.437 -94.043
33.438 -94.043
33.446 -94.043
33.448 -94.043
33.453 -94.043
33.458 -94.043
33.47 -94.043
33.489 -94.043
33.491 -94.043
33.493 -94.043
33.542 -94.043
33.551 -94.043
33.552 -94.043
33.552 -94.045
33.551 -94.046
33.551 -94.05
33.553 -94.052
33.551 -94.056
33.55 -94.062
33.551 -94.065
33.553 -94.069
33.554 -94.072
33.556 -94.074
33.558 -94.074
33.56 -94.072
33.561 -94.068
33.561 -94.067
33.559 -94.061
33.559 -94.06
33.561 -94.056
33.562 -94.056
33.567 -94.056
33.568 -94.057
33.569 -94.061
33.569 -94.066
33.569 -94.067
33.57 -94.068
33.572 -94.068
33.574 -94.069
33.574 -94.07
33.575 -94.07
33.575 -94.071
33.575 -94.072
33.574 -94.072
33.573 -94.072
33.572 -94.073
33.575 -94.083
33.575 -94.089
33.574 -94.097
33.573 -94.1
33.57 -94.103
33.567 -94.113
33.567 -94.12
33.566 -94.12
33.561 -94.121
33.553 -94.123
33.552 -94.124
33.551 -94.127
33.551 -94.129
33.553 -94.131
33.558 -94.133
33.569 -94.134
33.571 -94.135
33.571 -94.136
33.571 -94.137
33.566 -94.143
33.565 -94.145
33.566 -94.149
33.568 -94.151
33.569 -94.152
33.572 -94.151
33.574 -94.15
33.576 -94.146
33.578 -94.143
33.58 -94.142
33.581 -94.142
33.582 -94.144
33.582 -94.146
33.58 -94.149
33.576 -94.153
33.576 -94.157
33.579 -94.161
33.581 -94.162
33.588 -94.161
33.589 -94.162
33.591 -94.176
33.593 -94.181
33.595 -94.184
33.591 -94.187
33.587 -94.191
33.583 -94.194
33.582 -94.197
33.581 -94.2
33.581 -94.204
33.581 -94.206
33.583 -94.211
33.583 -94.213
33.583 -94.214
33.581 -94.217
33.579 -94.217
33.576 -94.216
33.574 -94.211
33.574 -94.21
33.574 -94.207
33.575 -94.204
33.576 -94.201
33.575 -94.196
33.574 -94.194
33.57 -94.192
33.562 -94.19
33.558 -94.191
33.556 -94.193
33.555 -94.196
33.555 -94.198
33.556 -94.199
33.558 -94.201
33.563 -94.203
33.567 -94.204
33.567 -94.206
33.567 -94.208
33.563 -94.214
33.556 -94.219
33.554 -94.223
33.553 -94.226
33.552 -94.232
33.553 -94.238
33.557 -94.25
33.558 -94.252
33.56 -94.252
33.562 -94.252
33.565 -94.251
33.574 -94.244
33.577 -94.239
33.578 -94.238
33.581 -94.237
33.586 -94.236
33.587 -94.237
33.59 -94.24
33.59 -94.243
33.589 -94.246
33.586 -94.253
33.583 -94.258
33.577 -94.263
33.574 -94.266
33.565 -94.271
33.563 -94.271
33.562 -94.272
33.559 -94.274
33.558 -94.276
33.557 -94.279
33.557 -94.288
33.558 -94.289
33.559 -94.291
33.563 -94.292
33.568 -94.29
33.573 -94.282
33.575 -94.281
33.577 -94.281
33.581 -94.283
33.582 -94.284
33.582 -94.287
33.582 -94.289
33.58 -94.293
33.576 -94.298
33.573 -94.301
33.568 -94.304
33.56 -94.307
33.558 -94.306
33.556 -94.306
33.552 -94.31
33.549 -94.319
33.55 -94.324
33.551 -94.327
33.553 -94.331
33.553 -94.332
33.555 -94.333
33.557 -94.334
33.563 -94.334
33.564 -94.335
33.567 -94.338
33.568 -94.341
33.568 -94.344
33.567 -94.346
33.562 -94.352
33.561 -94.353
33.552 -94.347
33.551 -94.347
33.548 -94.349
33.543 -94.356
33.543 -94.359
33.545 -94.361
33.545 -94.363
33.545 -94.372
33.544 -94.373
33.544 -94.382
33.545 -94.386
33.547 -94.39
33.551 -94.393
33.554 -94.398
33.556 -94.399
33.557 -94.399
33.56 -94.399
33.562 -94.397
33.564 -94.395
33.565 -94.392
33.566 -94.388
33.567 -94.383
33.569 -94.38
33.571 -94.379
33.575 -94.378
33.577 -94.378
33.581 -94.38
33.583 -94.383
33.582 -94.386
33.572 -94.397
33.568 -94.403
33.568 -94.409
33.569 -94.412
33.569 -94.413
33.586 -94.426
33.589 -94.428
33.591 -94.43
33.594 -94.44
33.592 -94.442
33.591 -94.442
33.591 -94.449
33.591 -94.452
33.592 -94.454
33.598 -94.458
33.599 -94.468
33.602 -94.471
33.603 -94.472
33.604 -94.472
33.607 -94.469
33.611 -94.462
33.615 -94.455
33.617 -94.453
33.619 -94.452
33.623 -94.453
33.623 -94.455
33.624 -94.46
33.625 -94.461
33.631 -94.463
33.632 -94.459
33.634 -94.448
33.636 -94.448
33.64 -94.447
33.643 -94.449
33.645 -94.455
33.645 -94.459
33.644 -94.461
33.638 -94.464
33.636 -94.466
33.639 -94.476
33.639 -94.481
33.638 -94.486
33.653 -94.486
33.663 -94.486
33.688 -94.485
33.692 -94.485
33.711 -94.484
33.717 -94.484
33.727 -94.484
33.736 -94.483
33.751 -94.483
33.754 -94.483
33.756 -94.483
33.789 -94.482
33.796 -94.482
33.803 -94.481
33.823 -94.481
33.83 -94.481
33.851 -94.48
33.857 -94.48
33.881 -94.479
33.938 -94.477
33.941 -94.477
33.954 -94.477
33.957 -94.477
34.02 -94.475
34.022 -94.475
34.103 -94.473
34.132 -94.472
34.19 -94.47
34.215 -94.47
34.249 -94.469
34.352 -94.466
34.36 -94.465
34.376 -94.465
34.403 -94.464
34.414 -94.464
34.42 -94.464
34.447 -94.463
34.507 -94.461
34.51 -94.461
34.513 -94.461
34.535 -94.46
34.545 -94.46
34.548 -94.46
34.614 -94.458
34.635 -94.458
34.643 -94.458
34.644 -94.458
34.68 -94.456
34.687 -94.456
34.694 -94.456
34.729 -94.455
34.736 -94.454
34.766 -94.453
34.785 -94.453
34.831 -94.451
34.853 -94.45
34.855 -94.45
34.859 -94.45
34.861 -94.45
34.875 -94.45
34.889 -94.449
34.891 -94.449
34.894 -94.449
34.896 -94.449
34.934 -94.448
34.998 -94.446
35.063 -94.443
35.111 -94.442
35.12 -94.441
35.129 -94.441
35.164 -94.44
35.169 -94.44
35.172 -94.44
35.187 -94.439
35.194 -94.439
35.197 -94.439
35.209 -94.438
35.211 -94.438
35.221 -94.438
35.223 -94.438
35.226 -94.438
35.231 -94.438
35.239 -94.438
35.242 -94.438
35.243 -94.438
35.25 -94.437
35.271 -94.436
35.274 -94.436
35.275 -94.435
35.276 -94.435
35.28 -94.435
35.281 -94.435
35.287 -94.435
35.291 -94.435
35.292 -94.435
35.306 -94.434
35.309 -94.434
35.32 -94.434
35.328 -94.433
35.339 -94.433
35.349 -94.432
35.352 -94.432
35.353 -94.432
35.363 -94.432
35.364 -94.432
35.367 -94.432
35.37 -94.432
35.376 -94.433
35.381 -94.433
35.387 -94.434
35.392 -94.432
35.394 -94.431
35.398 -94.432
35.421 -94.436
35.446 -94.441
35.451 -94.441
35.453 -94.442
35.497 -94.45
35.498 -94.45
35.533 -94.455
35.54 -94.457
35.542 -94.457
35.583 -94.463
35.587 -94.464
35.589 -94.464
35.594 -94.465
35.629 -94.471
35.639 -94.473
35.707 -94.484
35.726 -94.488
35.729 -94.488
35.759 -94.493
35.762 -94.493
35.768 -94.495
35.793 -94.499
35.797 -94.5
35.803 -94.501
35.804 -94.501
35.806 -94.501
35.817 -94.503
35.826 -94.504
35.834 -94.506
35.844 -94.507
35.846 -94.508
35.902 -94.518
35.904 -94.518
35.907 -94.518
35.932 -94.522
35.934 -94.523
35.935 -94.523
35.936 -94.523
35.944 -94.524
35.946 -94.525
35.966 -94.528
35.988 -94.532
35.997 -94.534
36.003 -94.535
36.004 -94.535
36.005 -94.535
36.008 -94.536
36.077 -94.548
36.078 -94.548
36.102 -94.552
36.13 -94.557
36.144 -94.56
36.152 -94.561
36.162 -94.563
36.167 -94.564
36.174 -94.565
36.176 -94.565
36.178 -94.566
36.181 -94.566
36.184 -94.567
36.189 -94.568
36.196 -94.569
36.211 -94.571
36.214 -94.572
36.221 -94.573
36.23 -94.574
36.233 -94.575
36.234 -94.575
36.24 -94.576
36.25 -94.578
36.262 -94.58
36.278 -94.583
36.281 -94.583
36.291 -94.585
36.3 -94.586
36.346 -94.593
36.349 -94.594
36.377 -94.598
36.378 -94.598
36.388 -94.6
36.402 -94.602
36.404 -94.602
36.405 -94.603
36.422 -94.605
36.462 -94.612
36.476 -94.614
36.485 -94.615
36.499 -94.618
36.499 -94.594
36.499 -94.559
36.499 -94.524
36.499 -94.519
