segment Texas
33.645 -94.459
33.645 -94.455
33.643 -94.449
33.64 -94.447
33.636 -94.448
33.634 -94.448
33.632 -94.459
33.631 -94.463
33.625 -94.461
33.624 -94.46
33.623 -94.455
33.623 -94.453
33.619 -94.452
33.617 -94.453
33.615 -94.455
33.611 -94.462
33.607 -94.469
33.604 -94.472
33.603 -94.472
33.602 -94.471
33.599 -94.468
33.599 -94.462
33.598 -94.459
33.598 -94.458
33.593 -94.455
33.592 -94.454
33.592 -94.453
33.592 -94.452
33.591 -94.452
33.591 -94.449
33.591 -94.442
33.592 -94.442
33.594 -94.44
33.591 -94.43
33.59 -94.428
33.589 -94.428
33.586 -94.426
33.569 -94.413
33.569 -94.412
33.568 -94.409
33.568 -94.403
33.572 -94.397
33.582 -94.386
33.583 -94.383
33.581 -94.38
33.577 -94.378
33.575 -94.378
33.571 -94.379
33.569 -94.38
33.567 -94.383
33.566 -94.388
33.565 -94.392
33.564 -94.395
33.562 -94.397
33.56 -94.399
33.557 -94.399
33.556 -94.399
33.554 -94.398
33.551 -94.393
33.547 -94.39
33.545 -94.386
33.544 -94.382
33.544 -94.373
33.545 -94.372
33.545 -94.363
33.545 -94.361
33.543 -94.359
33.543 -94.356
33.548 -94.349
33.551 -94.347
33.552 -94.347
33.561 -94.353
33.562 -94.352
33.567 -94.346
33.568 -94.344
33.568 -94.341
33.568 -94.34
33.567 -94.339
33.567 -94.338
33.564 -94.335
33.563 -94.334
33.558 -94.334
33.557 -94.334
33.555 -94.333
33.553 -94.332
33.553 -94.331
33.55 -94.324
33.549 -94.319
33.552 -94.31
33.556 -94.306
33.558 -94.306
33.56 -94.307
33.568 -94.304
33.573 -94.301
33.576 -94.298
33.58 -94.293
33.582 -94.289
33.582 -94.287
33.582 -94.284
33.581 -94.283
33.577 -94.281
33.575 -94.281
33.573 -94.282
33.568 -94.29
33.563 -94.292
33.559 -94.291
33.558 -94.289
33.557 -94.288
33.557 -94.279
33.558 -94.276
33.559 -94.274
33.562 -94.272
33.563 -94.271
33.565 -94.271
33.574 -94.266
33.577 -94.263
33.583 -94.258
33.586 -94.253
33.589 -94.246
33.59 -94.243
33.59 -94.24
33.587 -94.237
33.586 -94.236
33.581 -94.237
33.578 -94.238
33.577 -94.239
33.574 -94.244
33.565 -94.251
33.562 -94.252
33.56 -94.252
33.558 -94.252
33.557 -94.25
33.553 -94.238
33.552 -94.233
33.552 -94.232
33.553 -94.226
33.554 -94.223
33.556 -94.219
33.563 -94.214
33.564 -94.213
33.567 -94.208
33.567 -94.206
33.567 -94.204
33.563 -94.203
33.558 -94.201
33.556 -94.199
33.555 -94.198
33.555 -94.196
33.556 -94.193
33.558 -94.191
33.562 -94.19
33.57 -94.192
33.574 -94.194
33.575 -94.196
33.576 -94.201
33.575 -94.204
33.574 -94.207
33.574 -94.21
33.574 -94.211
33.576 -94.216
33.579 -94.217
33.581 -94.217
33.583 -94.214
33.583 -94.213
33.583 -94.211
33.581 -94.206
33.581 -94.204
33.581 -94.2
33.582 -94.197
33.583 -94.194
33.587 -94.191
33.595 -94.184
33.593 -94.181
33.591 -94.176
33.589 -94.162
33.588 -94.161
33.581 -94.162
33.579 -94.161
33.576 -94.157
33.576 -94.153
33.58 -94.149
33.582 -94.146
33.582 -94.144
33.581 -94.142
33.58 -94.142
33.578 -94.143
33.576 -94.146
33.574 -94.15
33.572 -94.151
33.569 -94.152
33.568 -94.151
33.566 -94.149
33.565 -94.145
33.566 -94.143
33.571 -94.137
33.571 -94.136
33.571 -94.135
33.569 -94.134
33.558 -94.133
33.553 -94.131
33.551 -94.129
33.551 -94.127
33.552 -94.124
33.553 -94.123
33.561 -94.121
33.566 -94.12
33.567 -94.12
33.567 -94.113
33.57 -94.103
33.573 -94.1
33.574 -94.097
33.575 -94.089
33.575 -94.083
33.572 -94.073
33.573 -94.072
33.574 -94.072
33.575 -94.072
33.575 -94.071
33.575 -94.07
33.574 -94.07
33.574 -94.069
33.572 -94.068
33.57 -94.068
33.569 -94.067
33.569 -94.061
33.568 -94.057
33.567 -94.056
33.562 -94.056
33.561 -94.056
33.559 -94.06
33.559 -94.061
33.561 -94.067
33.561 -94.068
33.56 -94.072
33.558 -94.074
33.556 -94.074
33.554 -94.072
33.553 -94.069
33.551 -94.065
33.55 -94.062
33.551 -94.056
33.553 -94.052
33.551 -94.05
33.551 -94.046
33.552 -94.043
33.551 -94.043
33.542 -94.043
33.495 -94.043
33.493 -94.043
33.491 -94.043
33.489 -94.043
33.47 -94.043
33.46 -94.043
33.453 -94.043
33.448 -94.043
33.44 -94.043
33.436 -94.043
33.434 -94.043
33.431 -94.043
33.42 -94.043
33.419 -94.043
33.4 -94.043
33.378 -94.043
33.371 -94.043
33.359 -94.043
33.352 -94.043
33.347 -94.043
33.34 -94.043
33.33 -94.043
33.271 -94.043
33.261 -94.043
33.25 -94.043
33.242 -94.043
33.215 -94.043
33.203 -94.043
33.2 -94.043
33.16 -94.043
33.143 -94.043
33.138 -94.043
33.134 -94.043
33.117 -94.043
33.093 -94.043
33.079 -94.043
33.019 -94.043
33.007 -94.043
32.966 -94.043
32.956 -94.043
32.938 -94.043
32.91 -94.043
32.899 -94.043
32.893 -94.043
32.881 -94.043
32.88 -94.043
32.871 -94.043
32.83 -94.043
32.797 -94.043
32.787 -94.043
32.785 -94.043
32.781 -94.043
32.777 -94.043
32.768 -94.043
32.758 -94.043
32.693 -94.043
32.655 -94.043
32.643 -94.043
32.64 -94.043
32.622 -94.043
32.618 -94.043
32.61 -94.043
32.605 -94.043
32.564 -94.043
32.56 -94.043
32.514 -94.043
32.505 -94.043
32.493 -94.043
32.487 -94.043
32.484 -94.043
32.48 -94.043
32.478 -94.043
32.473 -94.043
32.471 -94.043
32.47 -94.043
32.44 -94.043
32.436 -94.043
32.401 -94.043
32.4 -94.043
32.392 -94.043
32.373 -94.043
32.364 -94.043
32.278 -94.043
32.27 -94.043
32.225 -94.043
32.218 -94.043
32.185 -94.043
32.167 -94.043
32.158 -94.043
32.138 -94.043
32.125 -94.043
32.12 -94.042
32.056 -94.043
32.007 -94.043
31.999 -94.043
31.997 -94.042
31.996 -94.042
31.992 -94.042
31.992 -94.038
31.996 -94.029
31.995 -94.027
31.991 -94.019
31.98 -94.012
31.975 -94.008
31.966 -94.003
31.955 -93.996
31.953 -93.994
31.926 -93.977
31.92 -93.972
31.911 -93.954
31.909 -93.944
31.907 -93.938
31.904 -93.935
31.896 -93.932
31.895 -93.931
31.891 -93.928
31.89 -93.924
31.891 -93.92
31.893 -93.916
31.893 -93.91
31.891 -93.905
31.886 -93.901
31.88 -93.902
31.875 -93.898
31.873 -93.897
31.868 -93.889
31.858 -93.888
31.857 -93.888
31.855 -93.887
31.848 -93.884
31.845 -93.88
31.844 -93.88
31.841 -93.875
31.835 -93.875
31.83 -93.875
31.822 -93.875
31.817 -93.871
31.815 -93.868
31.805 -93.853
31.802 -93.846
31.799 -93.84
31.794 -93.837
31.791 -93.837
31.789 -93.837
31.783 -93.835
31.78 -93.831
31.778 -93.827
31.775 -93.823
31.774 -93.823
31.762 -93.827
31.759 -93.827
31.755 -93.83
31.746 -93.831
31.734 -93.825
31.729 -93.819
31.719 -93.816
31.712 -93.816
31.711 -93.816
31.707 -93.815
31.706 -93.811
31.705 -93.81
31.704 -93.807
31.703 -93.806
31.701 -93.803
31.698 -93.803
31.693 -93.802
31.686 -93.804
31.677 -93.813
31.674 -93.816
31.672 -93.817
31.674 -93.822
31.667 -93.826
31.662 -93.826
31.661 -93.826
31.66 -93.825
31.648 -93.818
31.641 -93.818
31.623 -93.817
31.615 -93.819
31.614 -93.824
31.615 -93.825
31.617 -93.828
31.607 -93.838
31.599 -93.839
31.594 -93.838
31.586 -93.835
31.568 -93.823
31.565 -93.822
31.558 -93.821
31.555 -93.819
31.534 -93.798
31.527 -93.788
31.526 -93.782
31.525 -93.781
31.525 -93.777
31.524 -93.76
31.525 -93.754
31.526 -93.752
31.526 -93.75
31.526 -93.747
31.525 -93.743
31.524 -93.742
31.523 -93.742
31.52 -93.741
31.519 -93.741
31.517 -93.74
31.515 -93.739
31.514 -93.734
31.513 -93.733
31.512 -93.727
31.504 -93.726
31.497 -93.729
31.492 -93.731
31.488 -93.734
31.485 -93.737
31.484 -93.742
31.482 -93.746
31.481 -93.748
31.479 -93.75
31.475 -93.75
31.471 -93.75
31.469 -93.749
31.443 -93.709
31.441 -93.707
31.438 -93.701
31.429 -93.698
31.428 -93.698
31.419 -93.705
31.418 -93.705
31.411 -93.705
31.409 -93.702
31.409 -93.696
31.406 -93.69
31.4 -93.678
31.398 -93.675
31.398 -93.674
31.393 -93.672
31.387 -93.67
31.379 -93.669
31.375 -93.668
31.373 -93.669
31.372 -93.67
31.371 -93.67
31.366 -93.669
31.365 -93.667
31.364 -93.665
31.362 -93.664
31.36 -93.664
31.358 -93.665
31.355 -93.666
31.353 -93.668
31.35 -93.67
31.34 -93.674
31.33 -93.677
31.31 -93.688
31.305 -93.687
31.303 -93.685
31.302 -93.684
31.301 -93.675
31.298 -93.669
31.282 -93.657
31.274 -93.648
31.27 -93.643
31.27 -93.633
31.271 -93.62
31.262 -93.615
31.259 -93.614
31.252 -93.614
31.245 -93.616
31.234 -93.616
31.232 -93.614
31.23 -93.61
31.228 -93.608
31.227 -93.607
31.224 -93.605
31.221 -93.604
31.215 -93.604
31.205 -93.607
31.183 -93.602
31.176 -93.6
31.175 -93.599
31.172 -93.596
31.166 -93.589
31.166 -93.588
31.167 -93.583
31.167 -93.579
31.168 -93.579
31.173 -93.574
31.178 -93.57
31.182 -93.561
31.186 -93.553
31.187 -93.549
31.186 -93.535
31.185 -93.534
31.184 -93.533
31.181 -93.532
31.174 -93.533
31.17 -93.534
31.159 -93.537
31.157 -93.54
31.153 -93.544
31.149 -93.545
31.143 -93.545
31.136 -93.545
31.129 -93.54
31.122 -93.54
31.114 -93.541
31.113 -93.542
31.106 -93.548
31.105 -93.55
31.1 -93.551
31.097 -93.552
31.091 -93.551
31.083 -93.547
31.078 -93.54
31.075 -93.531
31.072 -93.528
31.071 -93.526
31.067 -93.524
31.065 -93.523
31.064 -93.524
31.061 -93.525
31.058 -93.529
31.055 -93.532
31.052 -93.531
31.038 -93.523
31.033 -93.517
31.03 -93.516
31.024 -93.517
31.008 -93.54
31.008 -93.541
31.004 -93.556
31.006 -93.563
31.005 -93.566
31.002 -93.568
30.997 -93.57
30.991 -93.571
30.988 -93.572
30.978 -93.568
30.971 -93.561
30.967 -93.55
30.957 -93.539
30.951 -93.533
30.94 -93.527
30.939 -93.526
30.938 -93.526
30.93 -93.526
30.925 -93.531
30.92 -93.542
30.921 -93.545
30.922 -93.547
30.921 -93.549
30.92 -93.55
30.919 -93.552
30.911 -93.556
30.91 -93.556
30.901 -93.556
30.897 -93.562
30.895 -93.564
30.888 -93.568
30.879 -93.567
30.876 -93.566
30.875 -93.566
30.874 -93.565
30.873 -93.564
30.87 -93.559
30.869 -93.559
30.868 -93.559
30.855 -93.558
30.852 -93.558
30.844 -93.558
30.84 -93.558
30.835 -93.554
30.832 -93.554
30.825 -93.554
30.808 -93.562
30.806 -93.563
30.806 -93.565
30.803 -93.569
30.802 -93.578
30.797 -93.584
30.788 -93.589
30.787 -93.589
30.778 -93.59
30.768 -93.592
30.764 -93.593
30.758 -93.608
30.752 -93.612
30.748 -93.615
30.742 -93.619
30.738 -93.618
30.729 -93.61
30.723 -93.61
30.721 -93.61
30.718 -93.611
30.714 -93.616
30.712 -93.617
30.704 -93.621
30.696 -93.621
30.695 -93.621
30.693 -93.622
30.68 -93.63
30.677 -93.633
30.673 -93.638
30.672 -93.646
30.67 -93.653
30.67 -93.655
30.661 -93.666
30.658 -93.67
30.657 -93.671
30.641 -93.683
30.625 -93.685
30.617 -93.684
30.608 -93.683
30.603 -93.681
30.602 -93.681
30.6 -93.68
30.596 -93.681
30.593 -93.684
30.592 -93.687
30.593 -93.69
30.594 -93.693
30.588 -93.712
30.58 -93.721
30.574 -93.728
30.571 -93.728
30.567 -93.728
30.566 -93.728
30.557 -93.726
30.546 -93.729
30.545 -93.729
30.541 -93.737
30.54 -93.74
30.538 -93.739
30.53 -93.733
30.526 -93.728
30.521 -93.719
30.519 -93.714
30.506 -93.71
30.501 -93.713
30.494 -93.717
30.484 -93.714
30.476 -93.711
30.474 -93.711
30.471 -93.71
30.468 -93.709
30.458 -93.706
30.444 -93.698
30.441 -93.698
30.438 -93.699
30.431 -93.702
30.43 -93.703
30.421 -93.722
30.413 -93.729
30.405 -93.738
30.404 -93.738
30.397 -93.745
30.396 -93.751
30.393 -93.755
30.391 -93.757
30.39 -93.758
30.387 -93.758
30.387 -93.759
30.384 -93.758
30.383 -93.758
30.371 -93.756
30.366 -93.756
30.364 -93.756
30.356 -93.756
30.351 -93.759
30.346 -93.761
30.34 -93.763
30.333 -93.766
30.33 -93.764
30.33 -93.761
30.33 -93.76
30.315 -93.748
30.31 -93.744
30.307 -93.741
30.304 -93.739
30.302 -93.735
30.298 -93.729
30.295 -93.724
30.295 -93.719
30.294 -93.714
30.293 -93.713
30.291 -93.711
30.29 -93.71
30.288 -93.709
30.288 -93.708
30.285 -93.708
30.281 -93.707
30.276 -93.707
30.272 -93.709
30.253 -93.708
30.25 -93.707
30.245 -93.706
30.243 -93.705
30.237 -93.708
30.225 -93.713
30.22 -93.718
30.219 -93.719
30.21 -93.721
30.193 -93.717
30.181 -93.71
30.177 -93.707
30.176 -93.706
30.174 -93.704
30.171 -93.703
30.167 -93.702
30.153 -93.698
30.151 -93.696
30.141 -93.688
30.135 -93.693
30.135 -93.695
30.139 -93.698
30.137 -93.701
30.13 -93.702
30.129 -93.702
30.127 -93.702
30.122 -93.702
30.114 -93.702
30.113 -93.702
30.113 -93.703
30.111 -93.705
30.106 -93.71
30.102 -93.714
30.094 -93.724
30.092 -93.727
30.091 -93.729
30.09 -93.73
30.089 -93.732
30.086 -93.734
30.081 -93.732
30.079 -93.729
30.078 -93.727
30.069 -93.716
30.067 -93.708
30.065 -93.702
30.064 -93.701
30.06 -93.699
30.059 -93.699
30.058 -93.7
30.057 -93.701
30.056 -93.701
30.055 -93.702
30.055 -93.703
30.054 -93.704
30.054 -93.71
30.054 -93.711
30.053 -93.721
30.045 -93.729
30.044 -93.73
30.037 -93.737
30.033 -93.739
30.024 -93.74
30.022 -93.741
30.02 -93.744
30.017 -93.748
30.013 -93.753
30.005 -93.766
29.993 -93.783
29.991 -93.787
29.988 -93.789
29.963 -93.803
29.955 -93.808
29.935 -93.814
29.921 -93.817
29.915 -93.819
29.894 -93.83
29.883 -93.838
29.866 -93.853
29.865 -93.854
29.864 -93.855
29.862 -93.858
29.858 -93.862
29.857 -93.864
29.856 -93.865
29.852 -93.872
29.843 -93.891
29.837 -93.901
29.829 -93.911
29.825 -93.916
29.819 -93.923
29.81 -93.928
29.803 -93.929
29.797 -93.929
29.79 -93.926
29.785 -93.922
29.772 -93.898
29.767 -93.894
29.762 -93.891
29.759 -93.892
29.757 -93.893
29.753 -93.894
29.745 -93.892
29.744 -93.891
29.742 -93.889
29.738 -93.874
29.735 -93.87
29.724 -93.863
29.691 -93.838
29.676 -93.853
29.673 -93.867
29.674 -93.89
29.68 -93.931
29.68 -93.955
29.681 -93.992
29.681 -94
29.681 -94.001
29.68 -94.01
29.671 -94.057
29.646 -94.133
29.561 -94.354
29.555 -94.371
29.547 -94.391
29.523 -94.453
29.522 -94.456
29.522 -94.458
29.506 -94.499
29.506 -94.5
29.505 -94.501
29.485 -94.552
29.479 -94.568
29.468 -94.594
29.468 -94.595
29.466 -94.599
29.452 -94.629
29.451 -94.631
29.45 -94.635
29.435 -94.662
29.431 -94.67
29.428 -94.675
29.424 -94.681
29.416 -94.694
29.403 -94.708
29.383 -94.724
29.369 -94.731
29.369 -94.732
29.369 -94.743
29.369 -94.745
29.362 -94.761
29.362 -94.772
29.361 -94.779
29.363 -94.78
29.364 -94.782
29.369 -94.783
29.376 -94.783
29.393 -94.767
29.401 -94.754
29.41 -94.743
29.415 -94.737
29.423 -94.728
29.427 -94.724
29.431 -94.716
29.437 -94.707
29.437 -94.706
29.467 -94.686
29.471 -94.682
29.477 -94.672
29.478 -94.666
29.478 -94.657
29.474 -94.646
29.476 -94.628
29.483 -94.609
29.492 -94.594
29.504 -94.595
29.508 -94.595
29.514 -94.591
29.525 -94.58
29.532 -94.567
29.53 -94.554
29.524 -94.547
29.518 -94.532
29.52 -94.511
29.525 -94.495
29.543 -94.503
29.543 -94.509
29.546 -94.524
29.552 -94.526
29.553 -94.526
29.569 -94.543
29.572 -94.546
29.572 -94.547
29.574 -94.554
29.572 -94.57
29.567 -94.578
29.561 -94.594
29.553 -94.626
29.551 -94.635
29.549 -94.644
29.543 -94.667
29.538 -94.692
29.538 -94.693
29.534 -94.718
29.526 -94.741
29.525 -94.758
29.526 -94.769
29.531 -94.781
29.54 -94.786
29.546 -94.789
29.547 -94.79
29.548 -94.791
29.549 -94.779
29.549 -94.772
29.548 -94.771
29.556 -94.763
29.563 -94.755
29.568 -94.75
29.584 -94.735
29.588 -94.732
29.6 -94.724
29.625 -94.709
29.641 -94.705
29.647 -94.704
29.652 -94.703
29.653 -94.703
29.666 -94.7
29.674 -94.698
29.687 -94.695
29.694 -94.693
29.704 -94.692
29.705 -94.693
29.722 -94.695
29.723 -94.695
29.724 -94.696
29.727 -94.698
29.741 -94.706
29.756 -94.714
29.757 -94.715
29.77 -94.722
29.775 -94.725
29.785 -94.735
29.786 -94.738
29.787 -94.741
29.784 -94.749
29.781 -94.756
29.774 -94.772
29.767 -94.792
29.764 -94.799
29.757 -94.816
29.753 -94.819
29.749 -94.824
29.721 -94.851
29.71 -94.857
29.704 -94.86
29.697 -94.864
29.695 -94.865
29.679 -94.867
29.671 -94.873
29.661 -94.893
29.657 -94.915
29.658 -94.921
29.669 -94.928
29.672 -94.93
29.673 -94.931
29.674 -94.931
29.679 -94.934
29.687 -94.935
29.692 -94.936
29.693 -94.936
29.697 -94.941
29.698 -94.943
29.699 -94.953
29.7 -94.965
29.7 -94.966
29.685 -94.973
29.679 -94.98
29.674 -94.986
29.672 -94.989
29.662 -95.002
29.659 -95.005
29.65 -95.012
29.644 -95.014
29.643 -95.014
29.639 -95.016
29.634 -95.015
29.629 -95.013
29.624 -95.007
29.619 -95.001
29.619 -95
29.617 -94.998
29.615 -94.995
29.614 -94.993
29.61 -94.989
29.609 -94.988
29.602 -94.983
29.601 -94.983
29.599 -94.984
29.594 -94.987
29.591 -94.989
29.589 -94.992
29.588 -94.992
29.575 -95.007
29.574 -95.008
29.573 -95.008
29.558 -95.017
29.555 -95.018
29.548 -95.017
29.54 -95.015
29.536 -95.012
29.535 -95.011
29.524 -95.002
29.521 -95
29.515 -94.989
29.511 -94.982
29.506 -94.961
29.505 -94.958
29.505 -94.957
29.505 -94.956
29.504 -94.953
29.5 -94.931
29.5 -94.927
29.497 -94.909
29.488 -94.913
29.487 -94.913
29.482 -94.917
29.47 -94.925
29.469 -94.926
29.451 -94.931
29.449 -94.923
29.448 -94.92
29.448 -94.919
29.446 -94.916
29.433 -94.891
29.42 -94.888
29.415 -94.887
29.402 -94.887
29.392 -94.887
29.391 -94.887
29.39 -94.887
29.381 -94.887
29.37 -94.887
29.366 -94.887
29.365 -94.887
29.359 -94.888
29.359 -94.889
29.358 -94.889
29.338 -94.894
29.327 -94.894
29.309 -94.894
29.308 -94.894
29.304 -94.891
29.301 -94.889
29.298 -94.887
29.297 -94.886
29.297 -94.884
29.293 -94.877
29.293 -94.876
29.294 -94.866
29.294 -94.865
29.295 -94.861
29.297 -94.85
29.306 -94.826
29.306 -94.825
29.313 -94.824
29.322 -94.823
29.344 -94.822
29.353 -94.811
29.345 -94.798
29.344 -94.797
29.336 -94.785
29.335 -94.78
29.337 -94.777
29.336 -94.773
29.334 -94.746
29.336 -94.745
29.338 -94.731
29.331 -94.723
29.332 -94.731
29.305 -94.77
29.296 -94.78
29.291 -94.786
29.286 -94.793
29.284 -94.796
29.279 -94.804
29.276 -94.809
29.275 -94.81
29.27 -94.819
29.268 -94.822
29.267 -94.825
29.266 -94.826
29.266 -94.827
29.262 -94.833
29.255 -94.844
29.24 -94.871
29.233 -94.882
29.225 -94.896
29.207 -94.926
29.206 -94.928
29.198 -94.941
29.182 -94.969
29.176 -94.978
29.174 -94.982
29.148 -95.026
29.114 -95.077
29.111 -95.082
29.109 -95.085
29.096 -95.1
29.088 -95.11
29.081 -95.116
29.078 -95.119
29.074 -95.122
29.074 -95.123
29.067 -95.125
29.028 -95.184
29.023 -95.191
29.022 -95.192
28.99 -95.238
28.989 -95.239
28.987 -95.241
28.978 -95.252
28.962 -95.272
28.935 -95.297
28.934 -95.297
28.928 -95.31
28.911 -95.335
28.898 -95.353
28.876 -95.377
28.874 -95.378
28.866 -95.382
28.859 -95.416
28.859 -95.436
28.859 -95.44
28.854 -95.45
28.839 -95.481
28.837 -95.485
28.836 -95.487
28.825 -95.507
28.808 -95.536
28.792 -95.564
28.79 -95.568
28.786 -95.576
28.77 -95.606
28.767 -95.613
28.725 -95.696
28.715 -95.715
28.665 -95.813
28.646 -95.854
28.633 -95.884
28.619 -95.921
28.597 -95.978
28.588 -96.001
28.579 -96.024
28.574 -96.035
28.567 -96.053
28.557 -96.078
28.502 -96.194
28.492 -96.22
28.487 -96.227
28.477 -96.242
28.475 -96.245
28.462 -96.27
28.442 -96.303
28.425 -96.322
28.424 -96.329
28.417 -96.342
28.398 -96.371
28.394 -96.372
28.388 -96.371
28.384 -96.379
28.386 -96.379
28.393 -96.382
28.402 -96.376
28.404 -96.374
28.433 -96.341
28.435 -96.339
28.438 -96.335
28.451 -96.313
28.47 -96.281
28.474 -96.274
28.478 -96.268
28.484 -96.252
28.485 -96.25
28.495 -96.224
28.5 -96.219
28.51 -96.215
28.545 -96.145
28.559 -96.105
28.587 -96.046
28.589 -96.033
28.6 -96.008
28.606 -95.986
28.614 -95.982
28.621 -95.986
28.642 -95.983
28.651 -95.979
28.655 -95.986
28.659 -95.996
28.656 -96.003
28.648 -96.007
28.649 -96.01
28.649 -96.011
28.649 -96.014
28.651 -96.026
28.653 -96.033
28.651 -96.039
28.649 -96.048
28.648 -96.049
28.646 -96.053
28.643 -96.058
28.635 -96.072
28.627 -96.093
28.625 -96.099
28.624 -96.1
28.624 -96.103
28.613 -96.141
28.611 -96.149
28.594 -96.187
28.587 -96.198
28.58 -96.222
28.581 -96.229
28.597 -96.234
28.602 -96.234
28.607 -96.222
28.613 -96.214
28.623 -96.213
28.641 -96.231
28.662 -96.209
28.665 -96.215
28.688 -96.192
28.694 -96.191
28.699 -96.196
28.701 -96.202
28.7 -96.209
28.699 -96.217
28.699 -96.221
28.698 -96.223
28.698 -96.224
28.697 -96.227
28.697 -96.23
28.696 -96.231
28.695 -96.234
28.691 -96.243
28.685 -96.257
28.684 -96.264
28.689 -96.269
28.683 -96.288
28.671 -96.304
28.66 -96.305
28.646 -96.304
28.645 -96.304
28.642 -96.323
28.641 -96.329
28.627 -96.373
28.62 -96.376
28.616 -96.385
28.573 -96.474
28.57 -96.488
28.58 -96.483
28.597 -96.48
28.608 -96.486
28.611 -96.49
28.615 -96.511
28.618 -96.51
28.625 -96.498
28.631 -96.497
28.636 -96.5
28.638 -96.506
28.64 -96.514
28.641 -96.518
28.642 -96.525
28.645 -96.542
28.646 -96.545
28.646 -96.555
28.644 -96.563
28.648 -96.565
28.666 -96.572
28.668 -96.573
28.674 -96.57
28.687 -96.559
28.691 -96.56
28.696 -96.561
28.698 -96.567
28.703 -96.575
28.705 -96.578
28.706 -96.578
28.714 -96.58
28.717 -96.581
28.723 -96.584
28.725 -96.591
28.725 -96.594
28.72 -96.611
28.719 -96.617
28.716 -96.625
28.714 -96.632
28.713 -96.638
28.711 -96.644
28.71 -96.646
28.71 -96.649
28.704 -96.655
28.697 -96.665
28.688 -96.658
28.675 -96.642
28.669 -96.635
28.663 -96.635
28.66 -96.634
28.659 -96.634
28.655 -96.634
28.65 -96.628
28.65 -96.626
28.65 -96.623
28.648 -96.621
28.645 -96.616
28.644 -96.616
28.643 -96.614
28.642 -96.614
28.642 -96.613
28.641 -96.613
28.64 -96.612
28.639 -96.611
28.636 -96.611
28.628 -96.62
28.627 -96.62
28.626 -96.621
28.624 -96.622
28.623 -96.622
28.622 -96.623
28.619 -96.622
28.618 -96.622
28.618 -96.621
28.615 -96.621
28.615 -96.62
28.605 -96.617
28.599 -96.615
28.597 -96.615
28.592 -96.613
28.587 -96.612
28.586 -96.611
28.584 -96.608
28.583 -96.608
28.583 -96.607
28.584 -96.6
28.584 -96.593
28.584 -96.574
28.582 -96.565
28.576 -96.564
28.575 -96.564
28.574 -96.563
28.571 -96.561
28.569 -96.558
28.563 -96.544
28.559 -96.536
28.559 -96.535
28.558 -96.526
28.557 -96.525
28.556 -96.524
28.554 -96.522
28.541 -96.517
28.535 -96.514
28.533 -96.512
28.526 -96.506
28.52 -96.497
28.518 -96.494
28.511 -96.483
28.5 -96.464
28.491 -96.45
28.467 -96.42
28.459 -96.411
28.458 -96.41
28.457 -96.409
28.452 -96.405
28.449 -96.402
28.448 -96.403
28.442 -96.404
28.441 -96.407
28.438 -96.417
28.422 -96.461
28.412 -96.476
28.408 -96.482
28.398 -96.505
28.396 -96.511
28.394 -96.521
28.389 -96.534
28.385 -96.543
28.378 -96.56
28.369 -96.57
28.365 -96.578
28.357 -96.592
28.354 -96.6
28.347 -96.651
28.336 -96.673
28.347 -96.688
28.347 -96.695
28.343 -96.698
28.349 -96.705
28.37 -96.7
28.4 -96.706
28.407 -96.71
28.407 -96.712
28.407 -96.713
28.409 -96.723
28.409 -96.749
28.412 -96.762
28.411 -96.766
28.41 -96.768
28.406 -96.776
28.404 -96.777
28.403 -96.778
28.399 -96.78
28.398 -96.781
28.384 -96.79
28.366 -96.794
28.365 -96.795
28.364 -96.795
28.363 -96.795
28.349 -96.794
28.348 -96.794
28.338 -96.793
28.324 -96.791
28.319 -96.791
28.312 -96.792
28.297 -96.806
28.29 -96.81
28.282 -96.806
28.273 -96.799
28.256 -96.787
28.25 -96.787
28.224 -96.8
28.217 -96.81
28.207 -96.823
28.198 -96.836
28.194 -96.841
28.194 -96.842
28.191 -96.847
28.185 -96.857
28.176 -96.873
28.172 -96.877
28.164 -96.886
28.153 -96.898
28.149 -96.906
28.147 -96.91
28.132 -96.927
28.124 -96.935
28.123 -96.962
28.123 -96.963
28.13 -96.98
28.136 -96.995
28.138 -97
28.136 -97.008
28.135 -97.009
28.124 -97.027
28.117 -97.029
28.111 -97.025
28.108 -97.023
28.107 -97.023
28.105 -97.023
28.104 -97.024
28.102 -97.025
28.094 -97.032
28.089 -97.034
28.085 -97.036
28.083 -97.036
28.082 -97.036
28.074 -97.036
28.061 -97.033
28.06 -97.033
28.054 -97.031
28.042 -97.026
28.033 -97.031
28.033 -97.032
28.029 -97.041
28.028 -97.041
28.024 -97.047
28.022 -97.049
28.019 -97.05
28.001 -97.06
27.996 -97.062
27.992 -97.068
27.988 -97.074
27.987 -97.076
27.976 -97.084
27.966 -97.091
27.961 -97.095
27.951 -97.101
27.951 -97.102
27.936 -97.113
27.928 -97.118
27.923 -97.122
27.922 -97.124
27.92 -97.129
27.902 -97.135
27.899 -97.136
27.898 -97.139
27.896 -97.142
27.894 -97.144
27.881 -97.155
27.878 -97.157
27.854 -97.171
27.853 -97.172
27.834 -97.183
27.831 -97.185
27.824 -97.187
27.824 -97.189
27.822 -97.197
27.822 -97.201
27.822 -97.209
27.822 -97.21
27.822 -97.211
27.823 -97.212
27.823 -97.214
27.823 -97.216
27.824 -97.217
27.824 -97.221
27.825 -97.222
27.825 -97.223
27.826 -97.225
27.826 -97.226
