segment Nicaragua
14.048 -85.556
14.047 -85.551
14.048 -85.545
14.047 -85.541
14.048 -85.533
14.046 -85.523
14.06 -85.52
14.062 -85.513
14.082 -85.509
14.086 -85.505
14.079 -85.501
14.078 -85.495
14.093 -85.493
14.081 -85.482
14.086 -85.479
14.093 -85.479
14.092 -85.47
14.101 -85.467
14.104 -85.465
14.105 -85.458
14.112 -85.456
14.113 -85.451
14.104 -85.443
14.107 -85.437
14.106 -85.428
14.115 -85.425
14.115 -85.418
14.121 -85.415
14.124 -85.408
14.125 -85.405
14.129 -85.405
14.132 -85.403
14.136 -85.397
14.141 -85.396
14.156 -85.4
14.171 -85.385
14.176 -85.379
14.18 -85.378
14.189 -85.381
14.195 -85.376
14.203 -85.377
14.209 -85.375
14.211 -85.375
14.217 -85.382
14.223 -85.38
14.224 -85.374
14.225 -85.371
14.221 -85.371
14.215 -85.368
14.213 -85.364
14.214 -85.357
14.218 -85.352
14.225 -85.349
14.232 -85.341
14.238 -85.341
14.241 -85.34
14.245 -85.339
14.247 -85.328
14.251 -85.325
14.255 -85.317
14.255 -85.307
14.249 -85.297
14.249 -85.293
14.255 -85.286
14.257 -85.278
14.258 -85.247
14.257 -85.242
14.253 -85.232
14.253 -85.229
14.257 -85.222
14.253 -85.21
14.257 -85.197
14.248 -85.192
14.248 -85.187
14.251 -85.184
14.267 -85.175
14.293 -85.158
14.298 -85.16
14.301 -85.164
14.303 -85.176
14.306 -85.178
14.313 -85.18
14.322 -85.18
14.328 -85.181
14.328 -85.183
14.325 -85.19
14.331 -85.194
14.333 -85.199
14.336 -85.201
14.341 -85.202
14.353 -85.202
14.356 -85.204
14.359 -85.21
14.359 -85.22
14.363 -85.224
14.367 -85.225
14.372 -85.223
14.379 -85.214
14.389 -85.207
14.39 -85.207
14.402 -85.203
14.409 -85.198
14.419 -85.195
14.424 -85.193
14.429 -85.188
14.439 -85.185
14.461 -85.178
14.469 -85.172
14.483 -85.156
14.489 -85.151
14.506 -85.145
14.513 -85.139
14.517 -85.138
14.528 -85.139
14.538 -85.144
14.548 -85.141
14.562 -85.148
14.567 -85.151
14.57 -85.149
14.571 -85.138
14.58 -85.13
14.58 -85.128
14.58 -85.127
14.577 -85.123
14.574 -85.114
14.558 -85.103
14.55 -85.095
14.549 -85.09
14.555 -85.081
14.556 -85.076
14.554 -85.069
14.557 -85.066
14.565 -85.06
14.572 -85.045
14.591 -85.033
14.602 -85.025
14.606 -85.027
14.607 -85.04
14.611 -85.042
14.615 -85.04
14.624 -85.029
14.631 -85.026
14.636 -85.028
14.64 -85.031
14.648 -85.046
14.652 -85.049
14.66 -85.052
14.665 -85.05
14.67 -85.043
14.669 -85.032
14.684 -85.023
14.687 -85.024
14.689 -85.029
14.693 -85.03
14.698 -85.028
14.707 -85.017
14.714 -85.012
14.721 -85
14.722 -84.998
14.735 -84.988
14.737 -84.977
14.743 -84.971
14.745 -84.968
14.751 -84.962
14.753 -84.952
14.754 -84.94
14.758 -84.929
14.761 -84.927
14.768 -84.928
14.772 -84.926
14.786 -84.916
14.797 -84.912
14.808 -84.903
14.809 -84.899
14.808 -84.887
14.81 -84.881
14.807 -84.868
14.807 -84.86
14.808 -84.858
14.82 -84.839
14.821 -84.831
14.821 -84.828
14.823 -84.82
14.818 -84.81
14.818 -84.803
14.811 -84.798
14.809 -84.793
14.794 -84.789
14.784 -84.782
14.778 -84.773
14.771 -84.764
14.766 -84.755
14.762 -84.753
14.757 -84.752
14.751 -84.756
14.753 -84.765
14.751 -84.769
14.747 -84.771
14.74 -84.766
14.739 -84.761
14.74 -84.757
14.745 -84.749
14.74 -84.746
14.737 -84.746
14.732 -84.749
14.726 -84.751
14.712 -84.747
14.706 -84.74
14.696 -84.729
14.691 -84.723
14.689 -84.712
14.683 -84.711
14.678 -84.709
14.671 -84.706
14.665 -84.706
14.662 -84.705
14.66 -84.699
14.661 -84.696
14.671 -84.689
14.687 -84.681
14.685 -84.675
14.68 -84.676
14.677 -84.674
14.674 -84.671
14.67 -84.665
14.668 -84.66
14.668 -84.654
14.67 -84.649
14.673 -84.643
14.672 -84.637
14.668 -84.634
14.662 -84.633
14.66 -84.628
14.661 -84.615
14.659 -84.61
14.656 -84.605
14.655 -84.599
14.658 -84.59
14.65 -84.582
14.65 -84.579
14.652 -84.574
14.653 -84.569
14.65 -84.565
14.646 -84.56
14.651 -84.554
14.651 -84.55
14.651 -84.542
14.654 -84.535
14.654 -84.53
14.654 -84.525
14.65 -84.523
14.647 -84.525
14.644 -84.528
14.643 -84.533
14.642 -84.537
14.637 -84.538
14.633 -84.536
14.629 -84.534
14.63 -84.529
14.631 -84.527
14.63 -84.521
14.632 -84.516
14.634 -84.511
14.633 -84.507
14.627 -84.506
14.624 -84.502
14.623 -84.501
14.621 -84.498
14.615 -84.469
14.616 -84.466
14.625 -84.462
14.63 -84.458
14.632 -84.433
14.638 -84.422
14.643 -84.41
14.654 -84.408
14.672 -84.388
14.677 -84.383
14.691 -84.377
14.697 -84.371
14.702 -84.368
14.709 -84.368
14.712 -84.365
14.704 -84.354
14.702 -84.343
14.694 -84.348
14.686 -84.351
14.679 -84.351
14.676 -84.348
14.672 -84.341
14.671 -84.327
14.673 -84.321
14.679 -84.317
14.682 -84.309
14.677 -84.303
14.668 -84.301
14.664 -84.3
14.66 -84.296
14.658 -84.289
14.655 -84.279
14.661 -84.271
14.67 -84.257
14.675 -84.254
14.682 -84.262
14.685 -84.263
14.693 -84.259
14.698 -84.259
14.707 -84.264
14.719 -84.269
14.724 -84.269
14.732 -84.268
14.738 -84.264
14.746 -84.252
14.754 -84.239
14.755 -84.234
14.753 -84.229
14.752 -84.226
14.748 -84.222
14.742 -84.223
14.731 -84.229
14.729 -84.225
14.727 -84.219
14.724 -84.214
14.716 -84.206
14.712 -84.197
14.709 -84.19
14.708 -84.18
14.709 -84.17
14.712 -84.154
14.714 -84.146
14.721 -84.14
14.726 -84.129
14.726 -84.124
14.724 -84.111
14.721 -84.102
14.722 -84.099
14.728 -84.1
14.734 -84.1
14.738 -84.099
14.743 -84.107
14.76 -84.115
14.77 -84.118
14.778 -84.118
14.784 -84.114
14.784 -84.108
14.785 -84.099
14.783 -84.092
14.782 -84.087
14.778 -84.085
14.771 -84.086
14.767 -84.086
14.756 -84.085
14.753 -84.082
14.752 -84.078
14.757 -84.065
14.76 -84.061
14.765 -84.052
14.764 -84.048
14.76 -84.046
14.753 -84.047
14.748 -84.046
14.743 -84.044
14.741 -84.041
14.74 -84.034
14.738 -84.027
14.742 -84.02
14.746 -84.013
14.749 -84.007
14.749 -84.003
14.742 -83.989
14.74 -83.98
14.741 -83.975
14.749 -83.96
14.751 -83.955
14.75 -83.95
14.748 -83.946
14.743 -83.94
14.743 -83.932
14.747 -83.93
14.765 -83.939
14.768 -83.936
14.768 -83.924
14.771 -83.92
14.772 -83.918
14.761 -83.902
14.759 -83.899
14.762 -83.89
14.767 -83.892
14.78 -83.889
14.781 -83.886
14.778 -83.882
14.776 -83.881
14.772 -83.88
14.763 -83.879
14.762 -83.877
14.768 -83.863
14.767 -83.851
14.773 -83.845
14.784 -83.836
14.785 -83.828
14.786 -83.825
14.787 -83.817
14.786 -83.807
14.785 -83.799
14.787 -83.796
14.792 -83.801
14.801 -83.818
14.804 -83.82
14.806 -83.815
14.803 -83.808
14.798 -83.795
14.799 -83.792
14.802 -83.788
14.812 -83.788
14.815 -83.785
14.81 -83.781
14.804 -83.774
14.802 -83.763
14.807 -83.761
14.816 -83.763
14.823 -83.757
14.823 -83.752
14.815 -83.74
14.816 -83.736
14.818 -83.735
14.823 -83.737
14.826 -83.741
14.83 -83.742
14.831 -83.739
14.83 -83.728
14.832 -83.72
14.83 -83.715
14.826 -83.711
14.826 -83.705
14.831 -83.706
14.838 -83.703
14.84 -83.706
14.841 -83.714
14.842 -83.716
segment Nicaragua
14.987 -83.154
14.98 -83.154
14.968 -83.162
14.968 -83.164
14.972 -83.161
14.978 -83.162
14.983 -83.164
14.982 -83.167
14.975 -83.165
14.97 -83.167
14.966 -83.172
14.967 -83.175
14.97 -83.176
14.977 -83.173
14.98 -83.175
14.983 -83.175
14.985 -83.169
14.987 -83.154
segment Nicaragua
14.955 -83.189
14.956 -83.195
14.957 -83.197
14.96 -83.197
14.961 -83.191
14.96 -83.181
14.961 -83.169
14.96 -83.167
14.957 -83.173
14.955 -83.189
