segment Honduras
13.35 -87.518
13.341 -87.521
13.338 -87.523
13.338 -87.53
13.336 -87.534
13.342 -87.542
13.35 -87.555
13.355 -87.559
13.36 -87.554
13.362 -87.558
13.363 -87.569
13.364 -87.571
13.363 -87.572
13.358 -87.57
13.357 -87.571
13.358 -87.579
13.354 -87.592
13.351 -87.594
13.347 -87.594
13.345 -87.587
13.336 -87.578
13.331 -87.58
13.319 -87.576
13.315 -87.577
13.312 -87.58
13.303 -87.581
13.3 -87.584
13.3 -87.587
13.304 -87.59
13.303 -87.596
13.305 -87.6
13.302 -87.604
13.302 -87.609
13.304 -87.611
13.301 -87.619
13.308 -87.635
13.309 -87.643
13.312 -87.648
13.318 -87.652
13.327 -87.661
13.331 -87.664
13.336 -87.664
13.342 -87.659
13.357 -87.657
13.356 -87.652
13.369 -87.642
13.368 -87.637
13.363 -87.633
13.359 -87.631
13.358 -87.623
13.361 -87.614
13.365 -87.608
13.373 -87.603
13.371 -87.593
13.371 -87.584
13.367 -87.572
13.368 -87.569
13.372 -87.569
13.373 -87.572
13.373 -87.579
13.375 -87.582
13.376 -87.588
13.378 -87.588
13.386 -87.584
13.398 -87.583
13.403 -87.583
13.403 -87.585
13.391 -87.588
13.383 -87.593
13.381 -87.598
13.368 -87.614
13.367 -87.617
13.372 -87.619
13.38 -87.616
13.383 -87.612
13.387 -87.61
13.389 -87.604
13.392 -87.602
13.413 -87.613
13.416 -87.619
13.421 -87.621
13.424 -87.619
13.432 -87.624
13.435 -87.625
13.44 -87.621
13.445 -87.614
13.446 -87.61
13.45 -87.606
13.455 -87.598
13.457 -87.602
13.456 -87.614
13.46 -87.622
13.459 -87.633
13.462 -87.636
13.461 -87.639
13.455 -87.64
13.455 -87.642
13.459 -87.646
13.459 -87.649
13.457 -87.651
13.453 -87.65
13.446 -87.652
13.426 -87.68
13.424 -87.676
13.429 -87.662
13.428 -87.658
13.425 -87.657
13.423 -87.659
13.413 -87.652
13.407 -87.653
13.397 -87.657
13.404 -87.66
13.412 -87.671
13.409 -87.675
13.404 -87.676
13.402 -87.685
13.391 -87.694
13.388 -87.694
13.384 -87.691
13.385 -87.688
13.397 -87.677
13.397 -87.672
13.396 -87.671
13.387 -87.661
13.386 -87.662
13.385 -87.669
13.379 -87.676
13.376 -87.682
13.37 -87.678
13.368 -87.678
13.363 -87.683
13.36 -87.695
13.357 -87.701
13.356 -87.704
13.358 -87.709
13.356 -87.711
13.355 -87.715
13.348 -87.718
13.35 -87.727
13.348 -87.734
13.348 -87.742
13.349 -87.744
13.351 -87.745
13.356 -87.745
13.353 -87.754
13.356 -87.757
13.365 -87.761
13.368 -87.764
13.371 -87.769
13.371 -87.782
13.375 -87.779
13.376 -87.774
13.379 -87.772
13.382 -87.764
13.388 -87.769
13.389 -87.772
13.377 -87.784
13.373 -87.792
13.374 -87.796
13.378 -87.799
13.381 -87.799
13.389 -87.791
13.388 -87.801
13.39 -87.809
13.401 -87.818
13.404 -87.813
13.404 -87.807
13.403 -87.801
13.404 -87.795
13.407 -87.792
13.412 -87.79
13.417 -87.787
13.417 -87.774
13.423 -87.772
13.425 -87.767
13.429 -87.763
13.433 -87.757
13.43 -87.754
13.43 -87.75
13.438 -87.74
13.438 -87.726
13.44 -87.724
13.448 -87.723
13.46 -87.718
13.472 -87.722
13.482 -87.725
13.485 -87.725
13.493 -87.722
13.499 -87.723
13.505 -87.736
13.505 -87.741
13.502 -87.746
13.502 -87.749
13.509 -87.751
13.509 -87.754
13.501 -87.763
13.5 -87.766
13.504 -87.776
13.504 -87.782
13.511 -87.783
13.515 -87.791
13.519 -87.791
13.523 -87.787
13.527 -87.785
13.536 -87.789
13.545 -87.787
13.552 -87.788
13.556 -87.786
13.561 -87.781
13.564 -87.786
13.566 -87.786
13.569 -87.777
13.579 -87.775
13.595 -87.764
13.6 -87.757
13.62 -87.757
13.629 -87.757
13.634 -87.754
13.638 -87.754
13.655 -87.752
13.677 -87.755
13.686 -87.753
13.693 -87.749
13.709 -87.733
13.725 -87.727
13.731 -87.728
13.736 -87.734
13.742 -87.734
13.751 -87.73
13.753 -87.728
13.759 -87.722
13.776 -87.711
13.801 -87.709
13.81 -87.71
13.816 -87.72
13.817 -87.729
13.823 -87.735
13.826 -87.741
13.827 -87.742
13.832 -87.745
13.852 -87.747
13.858 -87.75
13.862 -87.757
13.87 -87.775
13.889 -87.8
13.883 -87.82
13.884 -87.83
13.891 -87.85
13.89 -87.862
13.893 -87.867
13.893 -87.874
13.899 -87.883
13.896 -87.891
13.896 -87.898
13.899 -87.907
13.898 -87.912
13.887 -87.93
13.893 -87.943
13.893 -87.947
13.891 -87.951
13.895 -87.957
13.897 -87.959
13.885 -87.981
13.873 -87.999
13.868 -88.011
13.886 -88.016
13.907 -88.03
13.931 -88.049
13.944 -88.056
13.951 -88.064
13.948 -88.078
13.945 -88.093
13.944 -88.107
13.941 -88.128
13.94 -88.141
13.94 -88.151
13.94 -88.164
13.941 -88.176
13.942 -88.187
13.94 -88.2
13.937 -88.207
13.932 -88.214
13.926 -88.221
13.915 -88.234
13.906 -88.246
13.897 -88.255
13.894 -88.264
13.889 -88.278
13.885 -88.295
13.878 -88.317
13.875 -88.326
13.865 -88.353
13.882 -88.377
13.879 -88.419
13.876 -88.428
13.862 -88.439
13.861 -88.44
13.861 -88.445
13.862 -88.463
13.856 -88.463
13.851 -88.465
13.85 -88.466
13.853 -88.475
13.857 -88.483
13.858 -88.489
13.858 -88.495
13.865 -88.497
13.872 -88.495
13.878 -88.496
13.91 -88.512
13.913 -88.512
13.917 -88.509
13.924 -88.512
13.94 -88.508
13.943 -88.505
13.952 -88.5
13.957 -88.498
13.961 -88.498
13.971 -88.508
13.982 -88.527
13.983 -88.538
13.979 -88.565
13.981 -88.569
13.996 -88.578
14.003 -88.586
14.007 -88.589
14.008 -88.595
14.007 -88.597
14.003 -88.602
14.004 -88.608
14.019 -88.629
14.019 -88.636
14.014 -88.64
14.016 -88.65
14.012 -88.653
14.016 -88.662
14.009 -88.672
14.008 -88.675
14.011 -88.68
14.012 -88.681
14.016 -88.688
14.037 -88.71
14.044 -88.717
14.064 -88.729
14.07 -88.733
14.074 -88.737
14.076 -88.74
14.079 -88.743
14.082 -88.748
14.084 -88.752
14.084 -88.754
14.084 -88.756
14.084 -88.76
14.084 -88.765
14.082 -88.774
14.08 -88.784
14.078 -88.797
14.078 -88.803
14.078 -88.809
14.079 -88.812
14.081 -88.817
14.084 -88.82
14.094 -88.826
14.106 -88.83
14.125 -88.839
14.128 -88.84
14.147 -88.853
14.178 -88.865
14.182 -88.87
14.186 -88.884
14.192 -88.898
14.204 -88.908
14.202 -88.928
14.202 -88.93
14.203 -88.956
14.21 -88.967
14.212 -88.976
14.217 -88.979
14.221 -88.975
14.224 -88.974
14.25 -88.99
14.264 -89.012
14.274 -89.027
14.279 -89.03
14.289 -89.024
14.308 -89.026
14.318 -89.031
14.326 -89.043
14.327 -89.052
14.34 -89.082
14.344 -89.085
14.346 -89.088
14.346 -89.09
14.346 -89.092
14.342 -89.107
14.34 -89.116
14.338 -89.123
14.337 -89.136
14.337 -89.151
14.337 -89.154
14.338 -89.159
14.34 -89.168
14.343 -89.176
14.354 -89.189
14.369 -89.207
14.375 -89.218
14.377 -89.224
14.379 -89.259
14.384 -89.281
14.389 -89.298
14.398 -89.317
14.406 -89.331
14.422 -89.35
14.425 -89.349
14.441 -89.35
14.457 -89.351
14.465 -89.35
14.468 -89.348
14.474 -89.343
14.476 -89.339
14.485 -89.309
14.503 -89.302
14.511 -89.289
14.528 -89.281
14.531 -89.279
14.537 -89.273
14.552 -89.255
14.557 -89.252
14.568 -89.249
14.577 -89.239
14.583 -89.227
14.584 -89.218
14.571 -89.178
14.571 -89.177
14.57 -89.169
14.572 -89.155
14.603 -89.146
14.627 -89.148
14.648 -89.152
14.663 -89.153
14.675 -89.148
14.677 -89.147
14.7 -89.134
14.706 -89.133
14.709 -89.135
14.712 -89.138
14.723 -89.161
14.727 -89.166
14.733 -89.169
14.768 -89.167
14.773 -89.168
14.778 -89.172
14.799 -89.195
14.809 -89.204
14.833 -89.222
14.84 -89.224
14.873 -89.225
14.88 -89.224
14.884 -89.222
14.888 -89.218
14.903 -89.188
14.909 -89.183
14.916 -89.18
14.937 -89.174
14.948 -89.166
14.979 -89.158
14.981 -89.16
14.982 -89.163
14.987 -89.178
14.991 -89.181
14.997 -89.182
15 -89.182
15.014 -89.178
15.021 -89.172
15.034 -89.17
15.053 -89.159
15.065 -89.154
15.069 -89.149
15.076 -89.132
15.082 -89.118
15.106 -89.048
15.12 -89.01
15.137 -88.967
15.191 -88.904
15.209 -88.882
15.255 -88.826
15.257 -88.818
15.266 -88.801
15.267 -88.798
15.306 -88.731
15.333 -88.691
15.338 -88.683
15.372 -88.642
15.413 -88.601
15.417 -88.595
15.419 -88.592
15.419 -88.576
15.434 -88.563
15.453 -88.541
15.492 -88.495
15.56 -88.413
15.573 -88.395
15.604 -88.355
15.62 -88.341
15.66 -88.313
15.665 -88.308
15.666 -88.306
15.67 -88.3
15.67 -88.288
15.671 -88.284
15.681 -88.277
15.683 -88.274
15.684 -88.269
15.683 -88.26
15.684 -88.256
15.687 -88.252
15.694 -88.247
15.699 -88.244
15.705 -88.246
15.713 -88.253
15.716 -88.252
15.717 -88.25
15.718 -88.246
15.717 -88.237
15.72 -88.223
15.718 -88.218
15.71 -88.213
15.696 -88.193
15.679 -88.163
15.676 -88.156
15.675 -88.148
15.679 -88.13
15.682 -88.122
15.69 -88.113
15.699 -88.108
15.712 -88.104
15.723 -88.103
15.724 -88.098
15.728 -88.087
15.731 -88.083
15.738 -88.081
15.743 -88.077
15.744 -88.073
15.749 -88.066
15.752 -88.058
15.756 -88.052
15.763 -88.048
15.767 -88.049
15.771 -88.046
15.774 -88.046
15.777 -88.05
15.779 -88.05
15.78 -88.045
15.783 -88.009
15.784 -87.999
15.791 -87.982
15.799 -87.976
15.798 -87.971
15.797 -87.966
15.805 -87.951
15.806 -87.95
15.822 -87.934
15.833 -87.937
15.836 -87.943
15.841 -87.965
15.844 -87.967
15.848 -87.966
15.86 -87.956
15.862 -87.944
15.86 -87.934
15.86 -87.915
15.86 -87.913
15.861 -87.903
15.864 -87.895
15.876 -87.883
15.883 -87.872
15.888 -87.849
15.897 -87.822
15.899 -87.811
15.896 -87.804
15.89 -87.796
15.889 -87.792
15.897 -87.797
15.899 -87.796
15.894 -87.783
15.893 -87.779
15.89 -87.764
15.891 -87.756
15.899 -87.741
15.904 -87.735
15.917 -87.732
15.922 -87.73
15.923 -87.727
15.922 -87.725
15.903 -87.73
15.88 -87.73
15.876 -87.732
15.872 -87.739
15.872 -87.734
15.873 -87.73
15.875 -87.725
15.906 -87.725
15.916 -87.721
15.918 -87.718
15.918 -87.713
15.914 -87.71
15.899 -87.688
15.889 -87.668
15.886 -87.653
15.888 -87.645
15.884 -87.645
15.879 -87.647
15.869 -87.637
15.877 -87.633
15.887 -87.634
15.891 -87.633
15.893 -87.634
15.892 -87.639
15.892 -87.643
15.894 -87.643
15.905 -87.637
15.906 -87.634
15.903 -87.632
15.905 -87.628
15.909 -87.629
15.912 -87.627
15.913 -87.624
15.909 -87.622
15.91 -87.62
15.916 -87.618
15.914 -87.615
15.92 -87.602
15.911 -87.608
15.909 -87.613
15.905 -87.615
15.904 -87.621
15.9 -87.623
15.887 -87.621
15.877 -87.614
15.869 -87.609
15.848 -87.593
15.815 -87.559
15.807 -87.55
15.791 -87.521
15.785 -87.512
15.783 -87.502
15.774 -87.476
15.774 -87.469
15.778 -87.451
15.799 -87.434
15.811 -87.429
15.811 -87.423
15.809 -87.414
15.81 -87.403
15.814 -87.393
15.819 -87.388
15.829 -87.383
15.83 -87.379
15.842 -87.371
15.843 -87.366
15.839 -87.351
15.825 -87.314
15.823 -87.304
15.794 -87.202
15.79 -87.179
15.787 -87.161
15.786 -87.153
15.784 -87.148
15.777 -87.142
15.775 -87.139
15.774 -87.132
15.777 -87.133
15.783 -87.14
15.785 -87.139
15.785 -87.135
15.783 -87.127
15.781 -87.112
15.782 -87.108
15.781 -87.096
15.778 -87.094
15.776 -87.097
15.775 -87.096
15.772 -87.084
15.772 -87.078
15.778 -87.087
15.781 -87.085
15.776 -87.071
15.775 -87.06
15.771 -87.048
15.773 -87.03
15.769 -87.02
15.761 -87.011
15.761 -87.009
15.764 -87.007
15.767 -87.012
15.771 -87.014
15.762 -86.982
15.759 -86.96
15.75 -86.921
15.75 -86.916
15.757 -86.887
15.761 -86.841
15.768 -86.819
15.775 -86.808
15.779 -86.796
15.79 -86.788
15.792 -86.785
15.792 -86.782
15.789 -86.78
15.793 -86.777
15.789 -86.761
15.788 -86.745
15.785 -86.726
15.784 -86.704
15.785 -86.696
15.783 -86.683
15.788 -86.665
15.788 -86.664
15.787 -86.654
15.793 -86.637
15.793 -86.605
15.794 -86.582
15.803 -86.546
15.803 -86.543
15.8 -86.544
15.797 -86.548
15.796 -86.55
15.793 -86.551
15.792 -86.55
15.793 -86.546
15.8 -86.54
15.803 -86.534
15.803 -86.528
15.802 -86.523
15.803 -86.516
15.805 -86.511
15.813 -86.508
15.811 -86.497
15.809 -86.484
15.805 -86.476
15.787 -86.449
15.775 -86.418
15.774 -86.406
15.772 -86.406
15.771 -86.403
15.775 -86.399
15.779 -86.4
15.781 -86.398
15.781 -86.389
15.781 -86.387
15.779 -86.381
15.776 -86.371
15.776 -86.365
15.778 -86.36
15.784 -86.353
15.792 -86.349
15.794 -86.339
15.799 -86.334
15.8 -86.318
15.802 -86.305
15.81 -86.286
15.824 -86.27
15.824 -86.269
15.826 -86.263
15.829 -86.259
15.839 -86.255
15.843 -86.251
15.849 -86.24
15.862 -86.23
15.868 -86.222
15.883 -86.191
15.888 -86.172
15.887 -86.163
15.887 -86.162
15.888 -86.155
15.896 -86.14
15.896 -86.128
15.902 -86.121
15.902 -86.117
15.897 -86.107
15.897 -86.062
15.899 -86.041
15.9 -86.039
15.9 -86.008
15.901 -85.999
15.908 -85.979
15.917 -85.962
15.919 -85.949
15.926 -85.934
15.941 -85.925
15.942 -85.924
15.944 -85.921
15.967 -85.913
15.978 -85.913
15.987 -85.915
15.995 -85.919
16 -85.966
16.004 -85.975
16.004 -86.008
16.006 -86.023
16.013 -86.045
16.019 -86.052
16.023 -86.046
16.026 -86.035
16.024 -86.021
16.025 -86.018
16.027 -86.013
16.026 -85.999
16.017 -85.944
16.016 -85.926
16.01 -85.907
16 -85.895
16 -85.9
16 -85.906
