segment Kazakhstan
46.298 59.467
46.291 59.466
46.279 59.469
46.27 59.48
46.275 59.486
46.285 59.487
46.286 59.491
46.285 59.498
46.27 59.521
46.245 59.538
46.224 59.546
46.213 59.554
46.198 59.565
46.193 59.566
46.181 59.558
46.176 59.558
46.176 59.563
46.179 59.574
46.179 59.58
46.176 59.586
46.149 59.606
46.138 59.609
46.13 59.603
46.116 59.599
46.066 59.552
46.032 59.536
46.002 59.535
45.989 59.535
45.969 59.541
45.954 59.537
45.947 59.538
45.944 59.548
45.938 59.548
45.932 59.539
45.925 59.535
45.921 59.529
45.899 59.512
45.895 59.511
45.892 59.514
45.892 59.518
45.89 59.526
45.887 59.529
45.885 59.527
45.884 59.517
45.879 59.506
45.846 59.498
45.829 59.509
45.828 59.517
45.827 59.519
45.823 59.519
45.819 59.504
45.815 59.498
45.814 59.493
45.818 59.483
45.818 59.477
45.816 59.475
45.815 59.463
45.817 59.454
45.815 59.437
45.818 59.419
45.815 59.408
45.815 59.404
45.813 59.393
45.813 59.37
45.806 59.344
45.802 59.339
45.804 59.336
45.803 59.33
45.8 59.321
45.788 59.303
45.779 59.295
45.762 59.29
45.759 59.287
45.757 59.284
45.762 59.277
45.767 59.276
45.802 59.269
45.823 59.269
45.846 59.272
45.869 59.285
45.881 59.296
45.887 59.302
45.892 59.308
45.904 59.319
45.915 59.325
45.926 59.337
45.93 59.345
45.934 59.365
45.94 59.376
45.95 59.391
45.976 59.403
45.982 59.407
45.986 59.41
45.989 59.417
45.986 59.424
45.986 59.426
45.991 59.429
46.009 59.424
46.022 59.415
46.03 59.407
46.041 59.39
46.041 59.378
46.037 59.363
46.034 59.328
46.032 59.322
46.025 59.291
46.014 59.255
46.009 59.24
46.004 59.232
46 59.229
45.995 59.225
45.99 59.225
45.982 59.22
45.976 59.213
45.965 59.193
45.961 59.183
45.96 59.164
45.962 59.158
45.964 59.145
45.969 59.131
45.968 59.117
45.966 59.106
45.969 59.086
45.971 59.082
45.984 59.07
45.997 59.046
45.999 59.038
46 59.021
45.995 58.99
45.988 58.973
45.985 58.964
45.977 58.94
45.961 58.905
45.952 58.875
45.946 58.848
45.947 58.843
45.943 58.828
45.942 58.822
45.929 58.781
45.913 58.756
45.904 58.747
45.895 58.733
45.888 58.724
45.867 58.705
45.86 58.7
45.845 58.69
45.76 58.65
45.741 58.643
45.733 58.641
45.69 58.629
45.667 58.628
45.654 58.622
45.62 58.624
45.617 58.624
45.611 58.622
45.605 58.617
45.602 58.604
45.584 58.534
45.581 58.519
45.572 58.487
45.569 58.472
45.562 58.441
45.545 58.372
45.531 58.319
45.515 58.253
45.514 58.25
45.502 58.206
45.496 58.177
45.491 58.16
45.485 58.135
45.465 58.056
45.46 58.033
45.451 57.998
45.449 57.991
45.43 57.907
45.425 57.885
45.419 57.857
45.41 57.813
45.396 57.745
45.388 57.71
45.382 57.688
45.379 57.669
45.361 57.589
45.356 57.561
45.35 57.536
45.341 57.495
45.318 57.392
45.311 57.356
45.294 57.283
45.294 57.28
45.257 57.118
45.251 57.087
45.232 56.999
45.229 56.989
45.222 56.96
45.214 56.921
45.193 56.83
45.189 56.808
45.178 56.763
45.145 56.618
45.136 56.576
45.12 56.51
45.112 56.475
45.109 56.465
45.087 56.37
45.081 56.346
45.075 56.317
45.075 56.316
45.071 56.299
45.052 56.219
45.041 56.174
45.037 56.156
45.027 56.112
45.019 56.082
45.019 56.079
45.016 56.064
45.016 56.062
45.011 56.048
45.006 56.033
45.006 56.031
45.003 56.015
45 56.003
45 56
45 55.998
44.998 55.998
44.986 55.998
44.982 55.999
44.968 55.998
44.963 55.998
44.951 55.998
44.935 55.998
44.933 55.998
44.918 55.997
44.915 55.997
44.909 55.999
44.902 55.998
44.898 55.998
44.897 55.998
44.886 55.997
44.873 55.997
44.86 55.998
41.318 56.001
41.318 55.995
41.321 55.929
41.323 55.892
41.322 55.867
41.317 55.856
41.31 55.845
41.294 55.829
41.281 55.816
41.278 55.809
41.28 55.798
41.295 55.78
41.297 55.765
41.296 55.741
41.291 55.732
41.283 55.668
41.28 55.65
41.269 55.631
41.259 55.625
41.248 55.62
41.242 55.615
41.24 55.608
41.242 55.602
41.249 55.594
41.267 55.586
41.28 55.576
41.284 55.568
41.284 55.561
41.28 55.558
41.259 55.557
41.253 55.55
41.249 55.538
41.25 55.526
41.253 55.517
41.262 55.499
41.268 55.485
41.276 55.466
41.31 55.42
41.316 55.407
41.33 55.394
41.351 55.376
41.381 55.341
41.404 55.302
41.416 55.283
41.43 55.267
41.462 55.238
41.487 55.218
41.49 55.215
41.495 55.212
41.525 55.188
41.545 55.171
41.577 55.146
41.6 55.136
41.626 55.116
41.641 55.11
41.663 55.095
41.697 55.078
41.709 55.071
41.731 55.052
41.739 55.046
41.761 55.024
41.772 55.011
41.777 55.004
41.78 55
41.78 54.999
41.801 54.969
41.82 54.953
41.83 54.95
41.841 54.949
41.877 54.957
41.892 54.958
41.91 54.958
41.932 54.939
41.958 54.913
41.984 54.878
42.003 54.858
42.022 54.836
42.024 54.834
42.043 54.803
42.059 54.774
42.074 54.742
42.093 54.698
42.133 54.628
42.138 54.618
42.153 54.592
42.156 54.581
42.19 54.513
42.209 54.484
42.224 54.454
42.242 54.414
42.264 54.371
42.273 54.35
42.286 54.326
42.305 54.287
42.327 54.238
42.328 54.236
42.338 54.206
42.341 54.189
42.343 54.166
42.341 54.107
42.342 54.076
42.34 54.044
42.341 54.029
42.338 54
42.337 53.998
42.336 53.953
42.333 53.922
42.328 53.891
42.328 53.871
42.317 53.789
42.316 53.779
42.31 53.733
42.306 53.699
42.299 53.632
42.296 53.615
42.293 53.586
42.287 53.559
42.271 53.478
42.262 53.438
42.259 53.42
42.242 53.365
42.224 53.32
42.224 53.318
42.218 53.298
42.212 53.268
42.203 53.242
42.183 53.185
42.179 53.172
42.164 53.131
42.147 53.063
42.139 53.033
42.13 53.01
42.126 53.003
42.124 52.999
42.103 52.959
42.081 52.925
42.075 52.915
42.05 52.877
42.033 52.849
42.005 52.812
42.004 52.81
41.999 52.803
41.983 52.781
41.968 52.758
41.935 52.705
41.916 52.676
41.905 52.659
41.896 52.647
41.882 52.629
41.846 52.573
41.828 52.544
41.81 52.515
41.809 52.514
41.774 52.458
41.771 52.453
41.765 52.441
41.766 52.441
41.773 52.44
41.786 52.443
41.799 52.45
41.807 52.457
41.84 52.473
41.847 52.478
41.854 52.482
41.861 52.486
41.894 52.491
41.908 52.491
41.919 52.489
41.941 52.49
41.948 52.488
41.963 52.479
41.97 52.478
41.979 52.476
42.005 52.45
42.012 52.441
42.02 52.435
42.036 52.436
42.058 52.444
42.063 52.443
42.069 52.439
42.073 52.434
42.077 52.423
42.078 52.423
42.083 52.419
42.108 52.425
42.135 52.428
42.161 52.434
42.171 52.439
42.189 52.453
42.196 52.461
42.253 52.524
42.284 52.551
42.297 52.56
42.311 52.569
42.378 52.604
42.414 52.625
42.431 52.636
42.479 52.659
42.522 52.67
42.548 52.679
42.553 52.679
42.559 52.68
42.589 52.675
42.604 52.669
42.64 52.644
42.657 52.626
42.665 52.615
42.676 52.601
42.694 52.581
42.711 52.56
42.717 52.555
42.724 52.554
42.732 52.557
42.744 52.567
42.745 52.573
42.743 52.576
42.726 52.569
42.723 52.57
42.719 52.571
42.706 52.581
42.699 52.592
42.697 52.601
42.686 52.608
42.683 52.615
42.681 52.625
42.675 52.634
42.638 52.672
42.63 52.677
42.615 52.687
42.579 52.7
42.576 52.703
42.582 52.714
42.596 52.728
42.611 52.737
42.622 52.741
42.634 52.743
42.648 52.746
42.675 52.746
42.718 52.74
42.727 52.737
42.733 52.731
42.739 52.717
42.739 52.699
42.739 52.673
42.742 52.665
42.753 52.651
42.753 52.644
42.746 52.635
42.742 52.621
42.742 52.616
42.747 52.617
42.754 52.628
42.761 52.631
42.777 52.627
42.79 52.621
42.792 52.619
42.804 52.61
42.808 52.603
42.811 52.592
42.812 52.574
42.826 52.517
42.834 52.472
42.835 52.465
42.839 52.431
42.838 52.422
42.836 52.413
42.833 52.365
42.83 52.351
42.822 52.332
42.811 52.315
42.804 52.309
42.786 52.294
42.786 52.291
42.787 52.288
42.792 52.282
42.805 52.274
42.83 52.254
42.853 52.233
42.858 52.226
42.866 52.208
42.868 52.203
42.872 52.182
42.873 52.168
42.871 52.147
42.875 52.13
42.868 52.073
42.864 52.059
42.861 52.043
42.851 51.994
42.84 51.96
42.828 51.933
42.826 51.921
42.829 51.912
42.835 51.902
42.841 51.894
42.845 51.891
42.853 51.885
42.867 51.877
42.879 51.866
42.887 51.856
42.902 51.845
42.918 51.829
42.938 51.822
42.946 51.81
42.951 51.806
42.98 51.785
42.994 51.778
43.014 51.775
43.025 51.768
43.036 51.756
43.059 51.725
43.066 51.716
43.081 51.691
43.093 51.666
43.1 51.656
43.105 51.652
43.115 51.665
43.133 51.667
43.138 51.666
43.141 51.663
43.149 51.663
43.155 51.661
43.166 51.656
43.169 51.65
43.171 51.649
43.178 51.652
43.18 51.647
43.183 51.634
43.184 51.624
43.185 51.61
43.183 51.597
43.172 51.519
43.169 51.501
43.167 51.495
43.16 51.488
43.163 51.473
43.164 51.463
43.162 51.432
43.154 51.356
43.151 51.326
43.145 51.296
43.145 51.289
43.147 51.274
43.151 51.268
43.167 51.264
43.181 51.265
43.21 51.271
43.211 51.271
43.242 51.282
43.29 51.294
43.332 51.31
43.334 51.311
43.402 51.312
43.414 51.315
43.458 51.309
43.469 51.307
43.476 51.303
43.49 51.291
43.504 51.29
43.519 51.284
43.525 51.284
43.534 51.277
43.55 51.273
43.561 51.267
43.569 51.258
43.573 51.252
43.586 51.231
43.593 51.226
43.593 51.22
43.611 51.212
43.615 51.206
43.626 51.18
43.629 51.168
43.622 51.16
43.626 51.155
43.646 51.138
43.673 51.116
43.703 51.103
43.719 51.092
43.727 51.082
43.757 51.067
43.759 51.065
43.769 51.056
43.788 51.031
43.796 51.023
43.805 51.016
43.839 51.013
43.898 51
43.9 51
43.902 51
43.931 50.992
43.943 50.985
43.957 50.972
43.994 50.937
44.003 50.924
44.006 50.914
44.008 50.892
44.01 50.883
44.027 50.864
44.04 50.863
44.042 50.863
44.057 50.87
44.094 50.871
44.117 50.865
44.141 50.857
44.165 50.845
44.199 50.825
44.21 50.812
44.235 50.773
44.243 50.755
44.246 50.746
44.251 50.725
44.257 50.707
44.261 50.691
44.269 50.666
44.271 50.649
44.275 50.638
44.278 50.616
44.282 50.603
44.283 50.59
44.29 50.474
44.293 50.448
44.293 50.416
44.293 50.404
44.298 50.38
44.307 50.363
44.312 50.342
44.321 50.323
44.327 50.307
44.338 50.289
44.348 50.27
44.352 50.265
44.382 50.24
44.396 50.236
44.413 50.234
44.421 50.235
44.429 50.239
44.438 50.236
44.471 50.235
44.539 50.233
44.582 50.22
44.585 50.221
44.583 50.224
44.576 50.227
44.574 50.228
44.555 50.246
44.546 50.245
44.541 50.248
44.54 50.254
44.543 50.26
44.575 50.276
44.597 50.282
44.602 50.287
44.615 50.294
44.616 50.295
44.642 50.303
44.645 50.309
44.64 50.347
44.641 50.357
44.643 50.366
44.637 50.373
44.635 50.377
44.634 50.397
44.637 50.408
44.632 50.418
44.629 50.429
44.624 50.453
44.624 50.473
44.627 50.49
44.626 50.5
44.627 50.51
44.624 50.54
44.621 50.547
44.622 50.556
44.626 50.572
44.633 50.585
44.634 50.589
44.631 50.595
44.63 50.596
44.613 50.621
44.613 50.626
44.608 50.663
44.608 50.677
44.608 50.681
44.611 50.693
44.61 50.713
44.606 50.73
44.61 50.748
44.61 50.76
44.611 50.768
44.612 50.776
44.619 50.786
44.634 50.795
44.636 50.799
44.637 50.808
44.626 50.829
44.625 50.851
44.617 50.87
44.612 50.899
44.61 50.901
44.608 50.9
44.606 50.901
44.599 50.907
44.58 50.928
44.579 50.938
44.573 50.937
44.569 50.944
44.563 50.948
44.555 50.971
44.555 50.979
44.56 50.992
44.558 50.998
44.556 50.998
44.541 50.986
44.534 50.988
44.521 50.997
44.519 51
44.519 51.001
44.501 51.04
44.476 51.087
44.475 51.095
44.477 51.105
44.478 51.115
44.478 51.133
44.474 51.164
44.473 51.181
44.475 51.194
44.493 51.225
44.503 51.237
44.516 51.248
44.518 51.253
44.522 51.266
44.525 51.271
44.531 51.275
44.539 51.276
44.541 51.279
44.547 51.296
44.549 51.327
44.553 51.342
44.554 51.346
44.557 51.365
44.558 51.377
44.556 51.381
44.551 51.382
44.539 51.374
44.535 51.368
44.532 51.367
44.528 51.369
44.531 51.38
44.525 51.387
44.512 51.403
44.509 51.408
44.509 51.42
44.512 51.431
44.52 51.441
44.529 51.439
44.532 51.442
44.531 51.453
44.527 51.467
44.516 51.488
44.515 51.496
44.518 51.516
44.52 51.522
44.523 51.529
44.527 51.535
44.531 51.536
44.537 51.535
44.547 51.527
44.569 51.488
44.588 51.429
44.59 51.413
44.588 51.386
44.589 51.375
44.587 51.37
44.588 51.362
44.585 51.331
44.587 51.325
44.587 51.304
44.584 51.284
44.58 51.276
44.578 51.268
44.58 51.265
44.586 51.263
44.592 51.266
44.594 51.27
44.597 51.273
44.599 51.28
44.604 51.283
44.614 51.279
44.618 51.28
44.619 51.279
44.616 51.274
44.612 51.269
44.613 51.263
44.605 51.254
44.609 51.249
44.634 51.254
44.643 51.252
44.663 51.238
44.672 51.231
44.682 51.223
44.685 51.223
44.702 51.206
44.716 51.196
44.736 51.175
44.742 51.168
44.744 51.158
44.744 51.15
44.75 51.134
44.755 51.126
44.762 51.119
44.764 51.116
44.786 51.081
44.799 51.052
44.804 51.032
44.81 51.031
44.813 51.025
44.816 51.017
44.829 51
44.834 50.982
44.827 50.977
44.822 50.979
44.818 50.973
44.813 50.956
44.813 50.954
44.816 50.916
44.811 50.875
44.815 50.862
44.826 50.839
44.831 50.835
44.836 50.837
44.827 50.875
44.833 50.866
44.838 50.864
44.844 50.866
44.856 50.87
44.865 50.881
44.871 50.884
44.874 50.883
44.876 50.88
44.877 50.871
44.88 50.867
44.896 50.867
44.937 50.913
44.939 50.915
44.96 50.936
44.976 50.948
44.983 50.961
44.992 51
44.997 51.004
44.998 51.019
44.991 51.035
44.989 51.045
44.99 51.048
44.992 51.056
44.998 51.067
45 51.07
45.019 51.098
45.043 51.129
45.047 51.131
45.052 51.137
45.06 51.156
45.065 51.172
45.064 51.184
45.064 51.19
45.06 51.202
45.053 51.213
45.05 51.225
45.05 51.244
45.059 51.249
45.073 51.249
45.078 51.251
45.091 51.247
45.128 51.246
45.141 51.245
45.156 51.239
45.192 51.249
45.204 51.256
45.208 51.264
45.212 51.271
45.22 51.272
45.235 51.281
45.245 51.282
45.248 51.282
45.284 51.314
45.288 51.315
45.301 51.339
45.314 51.347
45.32 51.353
45.323 51.373
45.339 51.389
45.358 51.408
45.364 51.418
45.365 51.424
45.362 51.428
45.353 51.433
45.344 51.444
45.342 51.453
45.34 51.456
45.342 51.487
45.34 51.499
45.342 51.505
45.343 51.531
45.343 51.541
45.345 51.544
45.35 51.575
45.355 51.583
45.362 51.586
45.368 51.622
45.378 51.64
45.382 51.654
45.396 51.685
45.398 51.691
45.414 51.701
45.423 51.716
45.445 51.735
45.446 51.748
45.444 51.755
45.435 51.762
45.427 51.783
45.426 51.788
45.432 51.791
45.433 51.796
45.432 51.803
45.43 51.807
45.423 51.817
45.418 51.828
45.415 51.861
45.414 51.883
45.41 51.895
45.395 51.92
45.392 51.939
45.392 51.965
45.393 51.969
45.396 51.991
45.399 52.008
45.411 52.045
45.411 52.083
45.4 52.121
45.4 52.134
45.4 52.14
45.4 52.145
45.405 52.171
45.407 52.209
45.409 52.255
45.406 52.275
45.41 52.305
45.414 52.316
45.425 52.35
45.426 52.36
45.425 52.379
45.434 52.421
45.436 52.438
45.432 52.452
45.426 52.467
45.424 52.483
45.424 52.484
45.422 52.513
45.423 52.55
45.421 52.571
45.411 52.584
45.383 52.601
45.369 52.623
45.368 52.624
45.362 52.641
45.357 52.67
45.358 52.687
45.36 52.702
45.37 52.701
45.348 52.765
45.345 52.776
45.345 52.779
45.345 52.791
45.346 52.801
45.352 52.804
45.356 52.801
45.368 52.775
45.376 52.735
45.378 52.733
45.38 52.736
45.38 52.742
45.382 52.747
45.392 52.751
45.405 52.739
45.411 52.738
45.424 52.737
45.428 52.735
45.436 52.722
45.442 52.717
45.457 52.711
45.465 52.711
45.47 52.715
45.483 52.71
45.49 52.715
45.493 52.72
45.492 52.727
45.485 52.741
45.479 52.765
45.477 52.773
45.46 52.808
45.45 52.822
45.448 52.832
45.448 52.851
45.446 52.868
45.444 52.874
45.415 52.909
45.41 52.916
45.406 52.923
45.405 52.932
45.386 52.958
45.386 52.964
45.391 52.971
45.399 52.962
45.4 52.955
45.411 52.937
45.419 52.93
45.421 52.925
45.441 52.907
45.458 52.893
45.474 52.876
45.478 52.867
45.478 52.86
45.475 52.837
45.475 52.823
45.477 52.82
45.485 52.815
45.488 52.815
45.494 52.81
45.498 52.803
45.506 52.779
45.506 52.777
45.51 52.757
45.515 52.744
45.519 52.74
45.522 52.744
45.528 52.744
45.53 52.746
45.536 52.757
45.536 52.764
45.54 52.769
45.551 52.76
45.554 52.763
45.557 52.774
45.559 52.777
45.565 52.793
45.567 52.81
45.57 52.815
45.571 52.823
45.573 52.845
45.572 52.866
45.567 52.881
45.572 52.886
45.579 52.885
45.585 52.881
45.591 52.872
45.6 52.865
45.609 52.867
45.616 52.865
45.617 52.855
45.613 52.847
45.599 52.837
45.592 52.833
45.587 52.826
45.572 52.778
45.563 52.765
45.559 52.756
45.559 52.75
45.562 52.748
45.57 52.755
45.574 52.754
45.579 52.742
45.582 52.742
45.592 52.748
45.597 52.747
45.598 52.741
45.596 52.735
45.597 52.725
45.6 52.716
45.603 52.72
45.602 52.729
45.603 52.739
45.605 52.743
45.607 52.741
45.609 52.732
45.612 52.725
45.616 52.725
45.618 52.725
45.629 52.74
45.632 52.75
45.638 52.757
45.638 52.769
45.641 52.778
45.643 52.779
45.652 52.775
45.656 52.776
45.656 52.789
45.658 52.798
45.657 52.801
45.658 52.812
45.643 52.823
45.641 52.832
45.639 52.835
45.636 52.843
45.634 52.846
45.628 52.858
45.627 52.863
45.63 52.867
45.634 52.866
45.639 52.861
45.656 52.838
45.67 52.826
45.683 52.81
45.697 52.781
45.702 52.773
45.701 52.771
45.704 52.766
45.707 52.764
45.71 52.761
45.713 52.764
45.714 52.768
45.715 52.786
45.72 52.791
45.721 52.799
45.729 52.807
45.735 52.808
45.738 52.804
45.738 52.786
45.742 52.783
45.745 52.784
45.747 52.787
45.75 52.797
45.752 52.814
45.746 52.818
45.75 52.83
45.745 52.831
45.744 52.834
45.744 52.84
45.744 52.841
45.75 52.858
45.753 52.863
45.76 52.868
45.762 52.866
45.761 52.86
45.757 52.851
45.756 52.842
45.758 52.838
45.763 52.829
45.767 52.816
45.779 52.798
45.783 52.796
45.786 52.799
45.787 52.806
45.782 52.837
45.784 52.845
45.785 52.852
45.787 52.855
45.79 52.854
45.793 52.846
45.797 52.816
45.806 52.81
45.815 52.816
45.826 52.812
45.83 52.814
45.833 52.818
45.834 52.832
45.836 52.835
45.845 52.83
45.853 52.831
45.858 52.842
45.859 52.855
45.861 52.905
45.862 52.916
45.864 52.919
45.87 52.906
45.873 52.892
45.88 52.878
45.889 52.871
45.895 52.871
45.901 52.877
45.905 52.885
45.907 52.898
45.911 52.905
45.911 52.907
45.909 52.92
45.911 52.925
45.912 52.926
45.924 52.908
45.93 52.903
45.934 52.902
45.941 52.894
45.955 52.89
45.968 52.865
45.975 52.861
45.981 52.859
45.983 52.863
45.985 52.862
45.987 52.868
45.987 52.889
45.987 52.899
45.986 52.904
45.988 52.912
45.998 52.916
46.002 52.925
46.007 52.927
46.015 52.908
46.025 52.898
46.034 52.877
46.041 52.871
46.046 52.85
46.058 52.838
46.059 52.833
46.064 52.824
46.071 52.82
46.077 52.822
46.09 52.841
46.091 52.85
46.089 52.854
46.088 52.871
46.09 52.877
46.093 52.877
46.096 52.868
46.097 52.86
46.102 52.841
46.105 52.839
46.111 52.84
46.116 52.837
46.116 52.83
46.119 52.823
46.124 52.825
46.126 52.826
46.128 52.832
46.131 52.834
46.137 52.834
46.142 52.831
46.145 52.832
46.156 52.847
46.161 52.86
46.162 52.872
46.16 52.883
46.154 52.896
46.154 52.902
46.157 52.904
46.16 52.899
46.168 52.896
46.17 52.892
46.175 52.888
46.178 52.891
46.177 52.898
46.18 52.904
46.183 52.904
46.184 52.899
46.188 52.882
46.191 52.877
46.197 52.879
46.202 52.889
46.203 52.899
46.205 52.906
46.21 52.914
46.221 52.919
46.239 52.939
46.236 52.946
46.224 52.955
46.223 52.959
46.229 52.961
46.237 52.956
46.239 52.957
46.251 52.963
46.255 52.96
46.255 52.957
46.253 52.95
46.252 52.943
46.255 52.935
46.263 52.933
46.278 52.947
46.299 52.949
46.309 52.957
46.316 52.968
46.321 52.972
46.337 52.972
46.348 52.976
46.376 53.013
46.384 53.029
46.395 53.038
46.398 53.062
46.401 53.066
46.404 53.064
46.408 53.04
46.411 53.036
46.414 53.037
46.415 53.04
46.416 53.041
46.417 53.069
46.419 53.074
46.422 53.075
46.431 53.054
46.444 53.044
46.453 53.034
46.473 53
46.474 52.995
46.479 52.991
46.484 52.992
46.491 52.997
46.492 52.997
46.502 52.996
46.513 53
46.522 52.998
46.533 53.005
46.537 53.002
46.543 53.002
46.563 52.992
46.569 52.993
46.595 53.031
46.597 53.027
46.598 53.019
46.6 53.006
46.603 52.994
46.605 52.991
46.628 53.005
46.637 52.997
46.646 53
46.656 52.995
46.666 52.994
46.678 52.985
46.68 52.979
46.68 52.975
46.676 52.966
46.675 52.961
46.68 52.953
46.68 52.946
46.669 52.924
46.669 52.916
46.674 52.91
46.69 52.922
46.691 52.934
46.692 52.94
46.694 52.94
46.697 52.933
46.7 52.932
46.704 52.927
46.709 52.915
46.714 52.912
46.716 52.907
46.714 52.896
46.715 52.89
46.718 52.888
46.723 52.889
46.727 52.892
46.73 52.894
46.742 52.896
46.746 52.901
46.747 52.911
46.752 52.915
46.765 52.91
46.77 52.903
46.775 52.883
46.773 52.876
46.77 52.872
46.753 52.862
46.746 52.852
46.735 52.829
46.734 52.828
46.726 52.803
46.72 52.795
46.707 52.782
46.696 52.776
46.683 52.773
46.675 52.776
46.671 52.774
46.672 52.758
46.68 52.74
46.682 52.741
46.684 52.739
46.688 52.739
46.697 52.741
46.698 52.742
46.709 52.733
46.713 52.733
46.72 52.737
46.729 52.751
46.734 52.75
46.745 52.744
46.749 52.738
46.753 52.726
46.747 52.707
46.744 52.701
46.741 52.702
46.738 52.699
46.736 52.694
46.736 52.688
46.738 52.684
46.741 52.683
46.756 52.685
46.765 52.686
46.774 52.694
46.776 52.692
46.776 52.684
46.778 52.677
46.781 52.674
46.785 52.676
46.788 52.673
46.789 52.665
46.799 52.632
46.806 52.626
46.812 52.631
46.811 52.638
46.808 52.649
46.813 52.66
46.816 52.66
46.82 52.663
46.825 52.671
46.833 52.662
46.847 52.668
46.85 52.667
46.855 52.659
46.863 52.655
46.869 52.646
46.875 52.632
46.875 52.619
46.863 52.57
46.862 52.545
46.861 52.517
46.856 52.498
46.855 52.484
46.851 52.474
46.83 52.451
46.826 52.445
46.818 52.422
46.817 52.413
46.819 52.41
46.834 52.403
46.838 52.401
46.843 52.397
46.847 52.391
46.85 52.369
46.848 52.366
46.835 52.362
46.823 52.361
46.787 52.351
46.764 52.342
46.763 52.339
46.759 52.337
46.754 52.33
46.748 52.313
46.746 52.3
46.746 52.256
46.76 52.211
46.771 52.195
46.774 52.182
46.775 52.171
46.786 52.083
46.811 52.027
46.814 52.01
46.814 52.001
46.813 51.987
46.815 51.977
46.811 51.97
46.81 51.964
46.811 51.957
46.819 51.935
46.821 51.933
46.827 51.934
46.823 51.921
46.826 51.918
46.832 51.915
46.839 51.893
46.847 51.851
46.848 51.848
46.851 51.822
46.851 51.811
46.85 51.798
46.855 51.779
46.853 51.742
46.856 51.733
46.868 51.714
46.872 51.704
46.87 51.702
46.854 51.71
46.853 51.71
46.838 51.709
46.834 51.711
46.827 51.718
46.818 51.734
46.81 51.76
46.8 51.771
46.793 51.774
46.778 51.776
46.77 51.774
46.762 51.768
46.757 51.768
46.752 51.77
46.751 51.769
46.742 51.76
46.734 51.757
46.737 51.75
46.732 51.75
46.726 51.756
46.725 51.749
46.728 51.744
46.736 51.739
46.758 51.732
46.766 51.733
46.778 51.741
46.787 51.74
46.794 51.736
46.796 51.727
46.799 51.724
46.803 51.719
46.804 51.715
46.803 51.705
46.805 51.701
46.813 51.7
46.819 51.696
46.826 51.681
46.831 51.676
46.852 51.668
46.867 51.658
46.893 51.652
46.893 51.644
46.889 51.642
46.888 51.642
46.882 51.644
46.881 51.642
46.88 51.631
46.874 51.624
46.868 51.619
46.867 51.601
46.865 51.593
46.854 51.576
46.841 51.559
46.837 51.549
46.841 51.546
46.843 51.542
46.849 51.547
46.862 51.569
46.868 51.582
46.869 51.589
46.872 51.594
46.875 51.592
46.886 51.595
46.892 51.604
46.901 51.605
46.901 51.614
46.904 51.615
46.907 51.617
46.909 51.616
46.916 51.609
46.921 51.614
46.926 51.626
46.931 51.628
46.945 51.629
46.935 51.607
46.934 51.597
46.928 51.583
46.924 51.577
46.922 51.577
46.909 51.563
46.897 51.546
46.927 51.569
46.932 51.57
46.938 51.568
46.947 51.554
46.962 51.542
46.983 51.511
46.988 51.494
46.99 51.482
46.997 51.435
47.009 51.38
47.01 51.367
47.009 51.35
47.005 51.34
47.013 51.326
47.007 51.309
47.004 51.299
47.012 51.259
47.016 51.25
47.013 51.235
47.008 51.227
47.009 51.215
47.009 51.207
46.987 51.164
46.977 51.149
46.967 51.136
46.969 51.129
46.967 51.12
46.959 51.106
46.957 51.102
46.951 51.099
46.938 51.103
46.935 51.101
46.934 51.098
46.937 51.087
46.936 51.082
46.931 51.074
46.93 51.066
46.931 51.017
46.932 51.014
46.937 51
46.939 50.993
46.94 50.969
46.944 50.955
46.945 50.952
46.951 50.938
46.958 50.913
46.958 50.906
46.953 50.887
46.953 50.874
46.951 50.866
46.941 50.845
46.92 50.824
46.918 50.816
46.919 50.812
46.925 50.806
46.925 50.801
46.925 50.798
46.923 50.79
46.88 50.755
46.864 50.744
46.854 50.735
46.85 50.727
46.846 50.718
46.846 50.697
46.848 50.691
46.852 50.689
46.854 50.689
46.863 50.69
46.88 50.698
46.887 50.699
46.893 50.694
46.897 50.688
46.897 50.681
46.893 50.667
46.876 50.634
46.853 50.609
46.846 50.604
46.825 50.605
46.816 50.602
46.803 50.592
46.766 50.575
46.76 50.569
46.758 50.562
46.758 50.551
46.761 50.545
46.766 50.538
46.771 50.534
46.775 50.533
46.802 50.547
46.809 50.541
46.79 50.507
46.787 50.5
46.79 50.492
46.794 50.488
46.805 50.486
46.832 50.483
46.836 50.48
46.844 50.474
46.857 50.458
46.855 50.452
46.812 50.421
46.8 50.409
46.779 50.399
46.771 50.389
46.766 50.381
46.765 50.373
46.769 50.367
46.775 50.361
46.795 50.365
46.804 50.367
46.807 50.37
46.807 50.358
46.8 50.347
46.795 50.33
46.786 50.319
46.782 50.314
46.778 50.315
46.778 50.323
46.773 50.324
46.77 50.319
46.766 50.305
46.754 50.29
46.726 50.273
46.717 50.264
46.686 50.252
46.685 50.251
46.669 50.24
46.667 50.234
46.667 50.229
46.678 50.221
46.75 50.217
46.739 50.202
46.738 50.201
46.723 50.176
46.701 50.149
46.692 50.134
46.686 50.12
46.645 50.083
46.642 50.08
46.624 50.059
46.612 50.048
46.6 50.042
46.591 50.042
46.584 50.039
46.581 50.035
46.583 50.012
46.589 50
46.589 49.999
46.594 49.978
46.593 49.974
46.594 49.967
46.594 49.965
46.587 49.941
46.582 49.931
46.572 49.918
