segment China
22.049 99.87
22.034 99.879
22.027 99.868
22.024 99.857
22.024 99.849
22.028 99.843
22.039 99.836
22.046 99.827
22.05 99.82
22.053 99.813
22.056 99.795
22.059 99.79
22.062 99.774
22.066 99.768
22.073 99.764
22.078 99.758
22.078 99.747
22.073 99.737
22.066 99.73
22.052 99.724
22.047 99.721
22.043 99.716
22.043 99.703
22.048 99.695
22.054 99.692
22.067 99.697
22.07 99.695
22.074 99.693
22.078 99.683
22.084 99.675
22.088 99.671
22.092 99.663
22.097 99.658
22.102 99.656
22.105 99.653
22.103 99.643
22.097 99.627
22.097 99.616
22.102 99.609
22.113 99.598
22.112 99.592
22.109 99.582
22.113 99.571
22.116 99.561
22.104 99.544
22.103 99.539
22.103 99.532
22.102 99.529
22.105 99.52
22.113 99.508
22.123 99.497
22.13 99.484
22.137 99.476
22.133 99.464
22.122 99.441
22.119 99.431
22.119 99.424
22.116 99.418
22.108 99.408
22.103 99.402
22.104 99.397
22.105 99.386
22.105 99.382
22.105 99.379
22.103 99.373
22.101 99.368
22.101 99.351
22.1 99.338
22.103 99.329
22.105 99.327
22.108 99.317
22.107 99.307
22.112 99.3
22.113 99.292
22.111 99.279
22.111 99.263
22.116 99.254
22.118 99.248
22.118 99.236
22.116 99.226
22.119 99.219
22.136 99.206
22.142 99.199
22.146 99.189
22.147 99.181
22.152 99.173
22.155 99.169
22.16 99.166
22.167 99.164
22.168 99.167
22.169 99.172
22.167 99.193
22.169 99.201
22.171 99.203
22.175 99.2
22.175 99.196
22.175 99.193
22.176 99.188
22.18 99.184
22.185 99.181
22.198 99.188
22.208 99.199
22.217 99.204
22.221 99.21
22.23 99.212
22.232 99.214
22.237 99.22
22.24 99.227
22.245 99.233
22.253 99.237
22.275 99.236
22.285 99.238
22.307 99.245
22.314 99.25
22.32 99.254
22.331 99.257
22.339 99.264
22.346 99.274
22.348 99.277
22.354 99.278
22.359 99.276
22.363 99.274
22.384 99.253
22.388 99.252
22.392 99.256
22.393 99.261
22.394 99.27
22.401 99.279
22.403 99.281
22.403 99.284
22.403 99.29
22.411 99.301
22.416 99.307
22.426 99.312
22.432 99.319
22.435 99.326
22.439 99.332
22.448 99.339
22.455 99.348
22.466 99.354
22.47 99.362
22.475 99.37
22.482 99.375
22.486 99.377
22.495 99.387
22.496 99.388
22.499 99.39
22.505 99.388
22.512 99.384
22.515 99.371
22.518 99.368
22.527 99.364
22.532 99.366
22.545 99.377
22.558 99.384
22.569 99.388
22.576 99.388
22.585 99.387
22.587 99.384
22.594 99.38
22.599 99.378
22.606 99.38
22.613 99.377
22.618 99.371
22.626 99.368
22.628 99.368
22.647 99.365
22.668 99.36
22.69 99.348
22.703 99.345
22.71 99.342
22.716 99.336
22.722 99.332
22.729 99.323
22.73 99.323
22.731 99.323
22.733 99.322
22.736 99.322
22.741 99.322
22.751 99.325
22.754 99.328
22.756 99.337
22.762 99.345
22.762 99.355
22.767 99.367
22.765 99.38
22.771 99.386
22.774 99.387
22.79 99.387
22.806 99.392
22.815 99.399
22.823 99.413
22.837 99.422
22.843 99.429
22.846 99.436
22.851 99.448
22.858 99.451
22.887 99.446
22.898 99.441
22.911 99.438
22.919 99.439
22.932 99.438
22.94 99.44
22.947 99.446
22.944 99.451
22.935 99.459
22.927 99.469
22.916 99.489
22.908 99.509
22.907 99.531
22.908 99.531
22.907 99.538
22.909 99.545
22.915 99.555
22.918 99.558
22.926 99.564
22.939 99.564
22.955 99.559
22.964 99.55
22.992 99.527
23.004 99.519
23.023 99.516
23.03 99.517
23.048 99.517
23.065 99.526
23.078 99.52
23.082 99.516
23.084 99.511
23.086 99.5
23.088 99.495
23.09 99.487
23.094 99.465
23.097 99.433
23.102 99.422
23.102 99.414
23.104 99.409
23.106 99.401
23.11 99.386
23.113 99.381
23.125 99.37
23.134 99.361
23.135 99.347
23.119 99.33
23.116 99.322
23.113 99.314
23.112 99.301
23.115 99.286
23.117 99.276
23.115 99.256
23.11 99.242
23.096 99.224
23.093 99.217
23.093 99.212
23.102 99.191
23.1 99.181
23.101 99.173
23.11 99.159
23.112 99.151
23.108 99.137
23.1 99.124
23.101 99.116
23.094 99.11
23.097 99.1
23.103 99.093
23.107 99.084
23.114 99.074
23.124 99.057
23.134 99.05
23.144 99.049
23.159 99.053
23.173 99.058
23.169 99.05
23.166 99.041
23.167 99.032
23.168 99.01
23.168 98.999
23.175 98.982
23.172 98.968
23.175 98.96
23.186 98.948
23.189 98.947
23.185 98.945
23.184 98.941
23.185 98.936
23.192 98.924
23.192 98.917
23.186 98.91
23.186 98.907
23.185 98.893
23.183 98.89
23.192 98.885
23.198 98.888
23.204 98.894
23.217 98.898
23.22 98.897
23.233 98.905
23.234 98.907
23.242 98.912
23.247 98.915
23.261 98.92
23.274 98.931
23.282 98.932
23.293 98.928
23.294 98.939
23.312 98.942
23.327 98.932
23.332 98.912
23.331 98.885
23.341 98.888
23.352 98.901
23.354 98.908
23.354 98.92
23.357 98.924
23.365 98.925
23.387 98.92
23.404 98.92
23.419 98.922
23.423 98.923
23.433 98.916
23.442 98.906
23.451 98.902
23.47 98.897
23.476 98.892
23.487 98.879
23.489 98.878
23.487 98.876
23.482 98.854
23.481 98.85
23.48 98.848
23.474 98.829
23.48 98.829
23.499 98.824
23.523 98.81
23.542 98.808
23.551 98.811
23.557 98.821
23.568 98.836
23.578 98.853
23.591 98.883
23.598 98.891
23.608 98.894
23.618 98.892
23.62 98.884
23.624 98.876
23.629 98.867
23.632 98.86
23.638 98.855
23.648 98.854
23.668 98.849
23.678 98.849
23.685 98.845
23.693 98.839
23.695 98.832
23.698 98.826
23.702 98.824
23.706 98.824
23.728 98.835
23.735 98.837
23.747 98.834
23.761 98.825
23.771 98.814
23.775 98.804
23.777 98.791
23.777 98.776
23.779 98.764
23.782 98.757
23.789 98.748
23.79 98.731
23.787 98.718
23.787 98.709
23.79 98.705
23.798 98.7
23.801 98.695
23.812 98.682
23.815 98.693
23.82 98.7
23.823 98.703
23.831 98.706
23.846 98.704
23.854 98.701
23.873 98.702
23.884 98.697
23.897 98.692
23.91 98.691
23.92 98.693
23.929 98.703
23.939 98.71
23.946 98.706
23.948 98.703
23.952 98.698
23.955 98.686
23.96 98.679
23.965 98.68
23.97 98.684
23.974 98.692
23.977 98.699
23.977 98.707
23.974 98.719
23.975 98.725
23.973 98.73
23.974 98.734
23.979 98.745
23.989 98.753
23.991 98.758
24 98.765
24.003 98.767
24.018 98.765
24.024 98.769
24.028 98.791
24.03 98.796
24.044 98.804
24.048 98.813
24.048 98.83
24.051 98.84
24.066 98.849
24.086 98.876
24.104 98.888
24.113 98.89
24.141 98.886
24.149 98.885
24.155 98.881
24.146 98.87
24.144 98.862
24.134 98.846
24.132 98.831
24.131 98.814
24.133 98.788
24.129 98.737
24.124 98.712
24.114 98.691
24.109 98.675
24.11 98.659
24.111 98.656
24.111 98.637
24.106 98.623
24.095 98.608
24.095 98.599
24.101 98.584
24.13 98.536
24.128 98.508
24.128 98.501
24.127 98.495
24.126 98.427
24.125 98.411
24.119 98.388
24.106 98.363
24.102 98.346
24.103 98.325
24.107 98.293
24.111 98.276
24.114 98.248
24.117 98.237
24.117 98.231
24.106 98.221
24.1 98.189
24.103 98.174
24.104 98.157
24.102 98.138
24.087 98.09
24.084 98.073
24.071 98.03
24.064 98.014
24.065 98.011
24.062 98.01
24.056 98
24.048 97.983
24.025 97.947
24.016 97.916
24.01 97.885
24 97.887
23.988 97.888
23.981 97.883
23.981 97.882
23.98 97.872
23.976 97.859
23.97 97.857
23.959 97.858
23.954 97.855
23.953 97.852
23.959 97.84
23.955 97.828
23.945 97.821
23.941 97.811
23.948 97.795
23.928 97.772
23.92 97.767
23.915 97.765
23.913 97.757
23.909 97.747
23.909 97.737
23.897 97.728
23.874 97.716
23.879 97.694
23.874 97.684
23.862 97.673
23.867 97.658
23.845 97.65
23.877 97.644
23.881 97.641
23.891 97.628
23.896 97.618
23.9 97.607
23.907 97.594
23.915 97.583
23.917 97.576
23.919 97.567
23.925 97.559
23.933 97.54
23.938 97.535
23.943 97.534
23.951 97.539
23.958 97.546
23.967 97.568
23.972 97.574
23.99 97.582
23.993 97.585
23.997 97.592
24 97.606
24 97.633
24.003 97.634
24.008 97.637
24.018 97.633
24.025 97.64
24.031 97.639
24.04 97.645
24.044 97.651
24.045 97.658
24.06 97.662
24.066 97.669
24.066 97.674
24.072 97.686
24.09 97.702
24.093 97.712
24.106 97.719
24.112 97.731
24.117 97.734
24.131 97.739
24.135 97.738
24.147 97.742
24.159 97.749
24.17 97.758
24.18 97.755
24.184 97.743
24.19 97.731
24.194 97.728
24.204 97.729
24.235 97.742
24.25 97.759
24.259 97.764
24.266 97.765
24.279 97.761
24.286 97.753
24.29 97.744
24.29 97.729
24.296 97.715
24.295 97.684
24.3 97.674
24.307 97.669
24.335 97.662
24.342 97.663
24.347 97.674
24.348 97.682
24.343 97.702
24.345 97.707
24.351 97.715
24.355 97.717
24.364 97.718
24.371 97.714
24.393 97.691
24.4 97.685
24.406 97.682
24.416 97.688
24.424 97.688
24.434 97.682
24.445 97.68
24.453 97.674
24.44 97.626
24.44 97.61
24.433 97.596
24.438 97.588
24.438 97.568
24.436 97.556
24.436 97.537
24.443 97.537
24.479 97.549
24.485 97.554
24.496 97.558
24.531 97.565
24.541 97.564
24.626 97.573
24.706 97.574
24.717 97.572
24.727 97.566
24.735 97.555
24.741 97.555
24.745 97.558
24.751 97.568
24.761 97.57
24.763 97.576
24.761 97.591
24.761 97.602
24.771 97.62
24.772 97.63
24.777 97.642
24.792 97.658
24.805 97.666
24.81 97.674
24.825 97.687
24.827 97.692
24.824 97.699
24.826 97.703
24.832 97.707
24.837 97.711
24.837 97.716
24.823 97.731
24.826 97.747
24.824 97.753
24.823 97.763
24.823 97.768
24.839 97.783
24.847 97.788
24.856 97.789
24.869 97.783
24.877 97.773
24.882 97.758
24.888 97.751
24.907 97.739
24.915 97.736
24.945 97.73
24.963 97.722
24.976 97.719
24.981 97.717
25 97.722
25.026 97.728
25.065 97.73
25.07 97.731
25.073 97.734
25.08 97.746
25.083 97.756
25.112 97.771
25.123 97.782
25.173 97.805
25.229 97.824
25.268 97.845
25.27 97.849
25.27 97.856
25.26 97.867
25.259 97.878
25.255 97.884
25.248 97.891
25.243 97.892
25.241 97.895
25.225 97.9
25.219 97.904
25.215 97.91
25.215 97.918
25.218 97.924
25.218 97.931
25.224 97.949
25.231 97.958
25.276 98.001
25.303 98.015
25.308 98.02
25.309 98.031
25.305 98.047
25.309 98.063
25.317 98.071
25.331 98.079
25.355 98.097
25.379 98.101
25.391 98.108
25.394 98.114
25.388 98.134
25.39 98.139
25.397 98.141
25.404 98.142
25.421 98.14
25.431 98.14
25.455 98.145
25.48 98.145
25.487 98.142
25.505 98.127
25.514 98.125
25.518 98.128
25.522 98.136
25.523 98.153
25.531 98.162
25.546 98.167
25.549 98.176
25.553 98.18
25.582 98.177
25.615 98.164
25.623 98.17
25.626 98.178
25.625 98.183
25.605 98.214
25.593 98.254
25.585 98.271
25.575 98.284
25.552 98.303
25.546 98.313
25.546 98.32
25.561 98.335
25.563 98.34
25.559 98.354
25.562 98.361
25.573 98.369
25.608 98.387
25.619 98.393
25.633 98.391
25.647 98.393
25.674 98.406
25.683 98.417
25.693 98.439
25.701 98.444
25.711 98.445
25.726 98.443
25.733 98.447
25.739 98.454
25.751 98.454
25.758 98.459
25.764 98.473
25.771 98.475
25.787 98.474
25.798 98.476
25.808 98.483
25.818 98.501
25.827 98.511
25.838 98.519
25.842 98.527
25.848 98.552
25.845 98.559
25.833 98.57
25.833 98.579
25.815 98.596
25.813 98.609
25.805 98.624
25.804 98.638
25.826 98.656
25.844 98.694
25.855 98.704
25.866 98.708
25.883 98.708
25.898 98.713
25.904 98.713
25.907 98.709
25.909 98.685
25.917 98.681
25.933 98.679
25.945 98.675
25.954 98.662
25.956 98.653
25.971 98.652
25.976 98.649
25.978 98.641
25.974 98.625
25.978 98.617
25.99 98.611
26.047 98.599
26.062 98.593
26.077 98.58
26.107 98.577
26.119 98.573
26.131 98.58
26.141 98.589
26.142 98.595
26.137 98.6
26.135 98.607
26.134 98.616
26.139 98.621
26.148 98.64
26.146 98.649
26.136 98.658
26.126 98.661
26.103 98.658
26.096 98.66
26.091 98.667
26.092 98.673
26.106 98.68
26.119 98.691
26.124 98.697
26.13 98.712
26.134 98.718
26.144 98.718
26.153 98.712
26.162 98.71
26.169 98.725
26.187 98.735
26.188 98.733
26.208 98.726
26.223 98.716
26.24 98.707
26.243 98.704
26.241 98.683
26.246 98.676
26.25 98.673
26.299 98.677
26.316 98.677
26.323 98.682
26.341 98.712
26.364 98.728
26.378 98.733
26.385 98.737
26.415 98.743
26.473 98.746
26.485 98.75
26.499 98.748
26.515 98.753
26.564 98.756
26.58 98.761
26.62 98.781
26.654 98.783
26.678 98.779
26.731 98.762
26.769 98.763
26.81 98.767
26.826 98.762
26.851 98.743
26.862 98.739
26.871 98.739
26.882 98.743
26.896 98.754
26.905 98.758
26.913 98.758
26.919 98.753
26.946 98.75
27.005 98.734
27.017 98.738
27.03 98.753
27.039 98.76
27.052 98.765
27.065 98.761
27.077 98.752
27.085 98.742
27.098 98.712
27.103 98.705
27.109 98.701
27.118 98.7
27.145 98.708
27.164 98.709
27.175 98.706
27.2 98.692
27.214 98.687
27.23 98.691
27.246 98.706
27.257 98.711
27.283 98.715
27.3 98.726
27.317 98.732
27.341 98.73
27.365 98.73
27.372 98.72
27.376 98.706
27.381 98.7
27.391 98.696
27.433 98.698
27.452 98.693
27.46 98.687
27.467 98.686
27.476 98.687
27.481 98.693
27.49 98.695
27.502 98.688
27.511 98.686
27.52 98.688
27.557 98.704
27.566 98.704
27.578 98.699
27.59 98.693
27.598 98.682
27.611 98.672
27.615 98.666
27.617 98.656
27.606 98.65
27.603 98.642
27.601 98.597
27.61 98.581
27.63 98.569
27.653 98.562
27.658 98.556
27.662 98.546
27.661 98.54
27.653 98.536
27.641 98.54
27.636 98.536
27.635 98.529
27.658 98.498
27.69 98.468
27.689 98.428
27.681 98.426
27.667 98.426
27.633 98.43
27.612 98.426
27.589 98.425
27.578 98.418
27.566 98.403
27.543 98.387
27.531 98.373
27.526 98.364
27.525 98.34
27.528 98.333
27.538 98.322
27.543 98.319
27.585 98.303
27.614 98.301
27.64 98.295
27.649 98.29
27.667 98.277
27.688 98.257
27.701 98.243
27.715 98.233
27.722 98.227
27.732 98.221
27.743 98.223
27.757 98.234
27.764 98.234
27.774 98.218
27.781 98.213
27.789 98.211
27.804 98.217
27.816 98.229
27.828 98.229
27.844 98.197
27.847 98.18
27.855 98.169
27.858 98.166
27.862 98.164
27.875 98.163
27.885 98.166
27.892 98.171
27.894 98.179
27.895 98.196
27.898 98.202
27.905 98.207
27.91 98.207
27.929 98.197
27.942 98.184
27.953 98.155
27.961 98.143
27.969 98.138
28.041 98.142
28.071 98.146
28.075 98.149
28.1 98.151
28.114 98.151
28.126 98.144
28.157 98.13
28.166 98.111
28.166 98.103
28.169 98.097
28.178 98.09
28.19 98.087
28.204 98.077
28.209 98.068
28.21 98.055
28.202 98.034
28.201 98.025
28.204 98.015
28.216 98.003
28.232 98.007
28.253 98.022
28.258 98.023
28.265 98.021
28.27 98.015
28.278 97.999
28.29 97.989
28.301 97.969
28.307 97.964
28.33 97.955
28.35 97.925
28.361 97.918
28.372 97.905
28.375 97.898
28.374 97.891
28.364 97.878
28.361 97.868
28.361 97.846
28.357 97.842
28.352 97.843
28.341 97.842
28.334 97.837
28.331 97.808
28.335 97.8
28.344 97.791
28.36 97.783
28.37 97.774
28.391 97.762
28.415 97.742
28.449 97.735
28.504 97.718
28.512 97.711
28.515 97.705
28.514 97.698
28.511 97.689
28.495 97.671
28.481 97.651
28.472 97.643
28.471 97.635
28.472 97.631
28.48 97.621
28.496 97.615
28.514 97.605
28.535 97.589
28.543 97.578
28.543 97.568
28.54 97.558
28.535 97.552
28.521 97.549
28.496 97.549
28.49 97.546
28.477 97.537
28.466 97.527
28.451 97.524
28.438 97.52
28.418 97.507
28.399 97.499
28.386 97.482
28.38 97.48
28.37 97.477
28.342 97.484
28.335 97.488
28.324 97.488
28.297 97.472
28.289 97.47
28.274 97.473
28.269 97.468
28.268 97.461
28.274 97.451
28.281 97.446
28.287 97.441
28.294 97.434
28.294 97.423
28.289 97.416
28.281 97.412
28.255 97.408
28.247 97.405
28.241 97.398
28.238 97.39
28.239 97.368
28.236 97.36
28.229 97.353
28.222 97.349
28.211 97.347
28.217 97.331
28.226 97.316
28.231 97.309
28.24 97.291
28.263 97.257
28.277 97.242
28.285 97.238
28.307 97.234
28.31 97.23
28.312 97.223
28.309 97.204
28.315 97.195
28.329 97.19
28.334 97.184
28.335 97.177
28.334 97.161
28.338 97.155
28.351 97.153
28.364 97.147
28.37 97.136
28.371 97.119
28.368 97.09
28.361 97.078
28.346 97.062
28.321 97.024
28.318 97.015
28.319 97.003
28.328 96.983
28.329 96.973
28.342 96.927
28.351 96.918
28.362 96.916
28.369 96.908
28.374 96.895
28.374 96.884
28.366 96.871
28.367 96.862
28.356 96.85
28.355 96.843
28.357 96.838
28.358 96.83
28.361 96.823
28.36 96.811
28.363 96.8
28.361 96.778
28.364 96.771
28.369 96.765
28.376 96.763
28.39 96.762
28.405 96.755
28.414 96.744
28.426 96.709
28.432 96.699
28.449 96.678
28.452 96.671
28.456 96.656
28.454 96.636
28.458 96.624
28.452 96.615
28.453 96.609
28.459 96.599
28.46 96.591
28.456 96.581
28.423 96.533
28.417 96.518
28.416 96.506
28.419 96.476
28.415 96.463
28.399 96.444
28.39 96.438
28.356 96.432
28.347 96.427
28.343 96.414
28.342 96.398
28.346 96.393
28.357 96.389
28.361 96.386
28.363 96.379
28.368 96.376
28.382 96.377
28.388 96.372
28.388 96.357
28.381 96.328
28.383 96.321
28.398 96.312
28.404 96.302
28.407 96.285
28.404 96.276
28.408 96.271
28.415 96.278
28.427 96.298
28.457 96.336
28.476 96.366
28.484 96.37
28.501 96.359
28.517 96.336
28.524 96.332
28.53 96.334
28.537 96.343
28.545 96.35
28.549 96.356
28.549 96.37
28.552 96.38
28.56 96.397
28.561 96.406
28.566 96.416
28.571 96.416
28.582 96.408
28.587 96.415
28.578 96.424
28.583 96.434
28.598 96.448
28.616 96.47
28.628 96.488
28.64 96.495
28.653 96.491
28.67 96.474
28.679 96.473
28.682 96.476
28.683 96.498
28.688 96.507
28.704 96.52
28.714 96.532
28.715 96.538
28.713 96.549
28.708 96.555
28.706 96.564
28.716 96.589
28.726 96.603
28.733 96.608
28.748 96.617
28.769 96.622
28.78 96.623
28.789 96.618
28.8 96.609
28.81 96.594
28.821 96.581
28.833 96.574
28.879 96.542
28.895 96.539
28.907 96.542
28.917 96.541
28.929 96.535
28.943 96.52
28.952 96.519
28.959 96.521
28.965 96.518
28.96 96.505
28.96 96.497
28.962 96.494
28.982 96.481
28.995 96.484
29.026 96.497
29.062 96.518
29.07 96.519
29.075 96.515
29.075 96.508
29.056 96.47
29.046 96.457
29.039 96.444
29.038 96.431
29.04 96.421
29.04 96.389
29.037 96.354
29.032 96.346
29.021 96.334
29.017 96.321
28.995 96.302
28.927 96.232
28.911 96.201
28.901 96.189
28.9 96.178
28.902 96.173
28.914 96.169
28.925 96.157
28.931 96.154
28.94 96.157
28.954 96.155
28.96 96.16
28.965 96.179
28.969 96.183
28.971 96.187
28.98 96.192
28.988 96.193
29.01 96.18
29.024 96.167
29.034 96.165
29.058 96.155
29.071 96.141
29.077 96.124
29.081 96.129
29.085 96.159
29.09 96.17
29.092 96.179
29.091 96.191
29.094 96.199
29.123 96.217
29.147 96.223
29.15 96.228
29.148 96.24
29.161 96.251
29.166 96.258
29.166 96.263
29.162 96.28
29.163 96.289
29.168 96.306
29.174 96.346
29.181 96.358
29.187 96.363
29.204 96.363
29.211 96.366
29.221 96.379
29.23 96.384
29.245 96.395
29.252 96.397
29.256 96.395
29.267 96.385
29.273 96.383
29.279 96.377
29.283 96.376
29.284 96.362
29.265 96.348
29.262 96.341
29.259 96.32
29.257 96.313
29.25 96.306
29.239 96.299
29.236 96.293
29.239 96.275
29.235 96.26
29.236 96.252
29.249 96.235
29.26 96.226
29.269 96.215
29.297 96.198
29.305 96.191
29.312 96.189
29.328 96.191
29.343 96.187
29.355 96.18
29.401 96.142
29.405 96.142
29.414 96.127
29.426 96.118
29.447 96.108
29.452 96.098
29.453 96.087
29.451 96.066
29.449 96.061
29.435 96.045
29.405 96.02
29.378 96.01
29.367 95.999
29.367 95.994
29.372 95.982
29.372 95.975
29.369 95.966
29.363 95.954
29.362 95.949
29.356 95.938
29.346 95.931
29.341 95.921
29.328 95.886
29.314 95.874
29.318 95.864
29.316 95.855
29.316 95.849
29.319 95.843
29.326 95.839
29.335 95.84
29.344 95.835
29.348 95.823
29.346 95.815
29.336 95.801
29.318 95.758
29.309 95.743
29.299 95.738
29.287 95.746
29.271 95.746
29.242 95.728
29.236 95.729
29.225 95.743
29.221 95.744
29.218 95.742
29.217 95.737
29.219 95.728
29.207 95.708
29.212 95.705
29.219 95.704
29.224 95.698
29.228 95.687
29.223 95.662
29.215 95.65
29.216 95.643
29.23 95.626
29.234 95.616
29.235 95.61
29.232 95.601
29.227 95.595
29.213 95.599
29.21 95.598
29.206 95.599
29.198 95.606
29.192 95.601
29.187 95.588
29.18 95.577
29.177 95.567
29.179 95.553
29.191 95.516
29.191 95.507
29.186 95.501
29.18 95.506
29.164 95.512
29.151 95.513
29.138 95.51
29.132 95.503
29.135 95.496
29.144 95.484
29.145 95.478
29.14 95.462
29.141 95.458
29.155 95.453
29.169 95.452
29.183 95.458
29.189 95.453
29.192 95.436
29.182 95.422
29.174 95.417
29.165 95.418
29.153 95.414
29.143 95.409
29.135 95.41
29.128 95.406
29.128 95.401
29.137 95.387
29.137 95.333
29.133 95.322
29.132 95.316
29.14 95.307
29.14 95.302
29.114 95.275
29.099 95.269
29.076 95.269
29.073 95.261
29.074 95.258
29.087 95.245
29.091 95.238
29.105 95.224
29.108 95.215
29.109 95.207
29.103 95.184
29.103 95.176
29.1 95.163
29.092 95.141
29.09 95.123
29.096 95.106
29.098 95.103
29.102 95.102
29.107 95.109
29.113 95.112
29.124 95.109
29.14 95.1
29.144 95.092
29.146 95.086
29.145 95.064
29.152 95.05
29.154 95.033
29.159 95.027
29.167 95.003
29.145 95.01
29.133 95.019
29.128 95.016
29.13 95.007
29.134 95
29.14 94.989
29.153 94.975
29.157 94.97
29.161 94.956
29.161 94.942
29.158 94.919
29.159 94.91
29.17 94.899
29.177 94.887
29.181 94.874
29.181 94.851
29.179 94.829
29.167 94.805
29.169 94.801
29.173 94.797
29.183 94.796
29.195 94.797
29.211 94.796
29.215 94.793
29.222 94.768
29.227 94.758
29.238 94.748
29.26 94.742
29.271 94.734
29.284 94.728
29.29 94.722
29.296 94.71
29.308 94.701
29.312 94.691
29.312 94.682
29.303 94.664
29.305 94.654
29.296 94.635
29.294 94.623
29.287 94.617
29.283 94.611
29.27 94.587
29.255 94.571
29.238 94.56
29.228 94.552
29.224 94.543
29.223 94.53
29.23 94.506
29.231 94.493
29.228 94.483
29.216 94.461
29.214 94.449
29.217 94.44
29.217 94.431
29.214 94.424
29.197 94.406
29.185 94.389
29.175 94.381
29.156 94.371
29.149 94.365
29.145 94.357
29.145 94.342
29.147 94.335
29.148 94.311
29.138 94.288
29.129 94.275
29.113 94.266
29.112 94.263
29.093 94.244
29.079 94.225
29.07 94.216
29.057 94.209
29.041 94.195
29.024 94.185
29.003 94.177
28.987 94.166
28.972 94.144
28.966 94.139
28.955 94.136
28.954 94.132
28.955 94.125
28.98 94.095
28.987 94.079
28.986 94.053
28.98 94.043
28.968 94.033
28.895 94.057
28.878 94.057
28.867 94.05
28.863 94.044
28.862 94.036
28.857 94.023
28.847 94.014
28.841 94.004
28.839 93.992
28.846 93.976
28.846 93.967
28.834 93.949
28.834 93.938
28.831 93.933
28.826 93.93
28.819 93.93
28.81 93.935
28.795 93.952
28.784 93.951
28.777 93.946
28.772 93.941
28.767 93.93
28.768 93.909
28.771 93.885
28.771 93.861
28.769 93.839
28.764 93.827
28.707 93.764
28.692 93.743
28.689 93.731
28.691 93.722
28.703 93.708
28.701 93.691
28.698 93.689
28.684 93.687
28.677 93.681
28.674 93.673
28.674 93.663
28.676 93.654
28.677 93.641
28.685 93.616
28.686 93.606
28.684 93.594
28.686 93.568
28.676 93.5
28.677 93.486
28.665 93.413
28.662 93.407
28.658 93.403
28.65 93.385
28.65 93.374
28.654 93.368
28.658 93.365
28.661 93.358
28.661 93.347
28.651 93.321
28.631 93.294
28.623 93.285
28.61 93.274
28.562 93.232
28.552 93.226
28.539 93.221
28.53 93.22
28.5 93.229
28.473 93.241
28.448 93.245
28.413 93.235
28.381 93.234
28.367 93.231
28.358 93.224
28.352 93.216
28.349 93.207
28.348 93.192
28.35 93.189
28.349 93.173
28.352 93.155
28.354 93.151
28.358 93.119
28.357 93.106
28.346 93.091
28.319 93.079
28.313 93.073
28.312 93.064
28.315 93.056
28.329 93.043
28.33 93.035
28.324 93.03
28.302 93.025
28.277 93.023
28.267 93.02
28.263 93.016
28.26 93.01
28.26 92.999
28.263 92.986
28.264 92.968
28.262 92.956
28.256 92.945
28.238 92.925
28.213 92.907
28.2 92.891
28.185 92.867
28.179 92.856
28.17 92.818
28.17 92.808
28.172 92.786
28.171 92.769
28.167 92.758
28.161 92.747
28.146 92.737
28.138 92.728
28.122 92.69
28.112 92.683
28.071 92.669
28.064 92.67
28.053 92.673
28.047 92.68
28.039 92.71
28.032 92.719
28.029 92.719
28.021 92.723
28.001 92.719
27.991 92.724
27.976 92.725
27.96 92.719
27.953 92.712
27.947 92.703
27.944 92.69
27.937 92.676
27.922 92.656
27.92 92.648
27.91 92.637
27.905 92.626
27.908 92.597
27.906 92.591
27.884 92.577
27.877 92.575
27.862 92.556
27.856 92.545
27.852 92.531
27.852 92.503
27.851 92.498
27.834 92.477
27.827 92.462
27.826 92.452
27.829 92.45
27.851 92.439
27.854 92.426
27.853 92.422
27.848 92.416
27.832 92.409
27.814 92.406
27.805 92.4
27.804 92.396
27.804 92.393
27.809 92.387
27.838 92.38
27.845 92.376
27.848 92.369
27.845 92.364
27.815 92.353
27.806 92.346
27.798 92.331
27.798 92.322
27.802 92.313
27.809 92.308
27.857 92.29
27.872 92.281
27.874 92.279
27.875 92.273
27.873 92.261
27.862 92.236
27.844 92.204
27.838 92.2
27.83 92.188
27.814 92.146
27.81 92.126
27.802 92.108
27.79 92.086
27.77 92.066
27.761 92.061
27.743 92.039
27.737 92.028
27.733 92.018
27.731 92.007
27.726 91.999
27.724 91.983
27.725 91.969
27.736 91.936
27.738 91.92
27.735 91.91
27.722 91.898
27.721 91.895
27.756 91.85
27.767 91.825
27.767 91.816
27.756 91.786
27.756 91.774
27.763 91.742
27.764 91.677
27.76 91.657
27.803 91.659
27.823 91.657
27.843 91.653
27.857 91.654
27.887 91.677
27.898 91.683
27.911 91.687
27.919 91.688
27.932 91.679
27.943 91.668
27.952 91.657
27.962 91.637
27.965 91.626
27.965 91.604
27.968 91.588
27.977 91.56
27.985 91.528
27.984 91.512
27.977 91.492
27.98 91.48
27.991 91.467
28.008 91.443
28.013 91.434
28.016 91.424
28.037 91.391
28.049 91.351
28.06 91.34
28.089 91.323
28.089 91.316
28.076 91.307
28.073 91.301
28.067 91.296
28.065 91.284
28.069 91.232
28.068 91.222
28.063 91.214
28.057 91.209
28.042 91.199
28.032 91.189
28.022 91.174
28.012 91.164
27.983 91.139
27.974 91.128
27.97 91.117
27.97 91.101
27.974 91.07
27.972 91.061
27.974 91.037
27.978 91.015
28.013 90.985
28.027 90.968
28.041 90.944
28.046 90.922
