segment Iran
38.435 48.767
38.436 48.773
38.441 48.782
38.445 48.791
38.444 48.794
38.443 48.819
38.445 48.839
38.437 48.87
38.437 48.879
38.417 48.88
38.37 48.869
38.334 48.865
38.312 48.865
38.296 48.865
38.293 48.867
38.278 48.869
38.264 48.869
38.245 48.875
38.24 48.875
38.221 48.874
38.203 48.883
38.192 48.884
38.182 48.887
38.172 48.895
38.166 48.897
38.158 48.899
38.139 48.894
38.119 48.899
38.091 48.897
38.051 48.906
38.042 48.905
38.04 48.905
38.028 48.907
38.001 48.921
37.994 48.926
37.977 48.931
37.968 48.938
37.962 48.941
37.939 48.937
37.922 48.932
37.901 48.933
37.881 48.941
37.855 48.96
37.85 48.967
37.843 48.976
37.838 48.978
37.828 48.981
37.791 48.98
37.782 48.981
37.759 48.995
37.753 48.998
37.745 48.997
37.727 49.004
37.692 49.035
37.653 49.075
37.595 49.158
37.581 49.182
37.579 49.188
37.567 49.204
37.556 49.224
37.539 49.269
37.529 49.291
37.515 49.324
37.5 49.375
37.496 49.385
37.488 49.419
37.487 49.428
37.484 49.436
37.484 49.438
37.484 49.444
37.482 49.449
37.481 49.456
37.474 49.463
37.479 49.465
37.479 49.483
37.472 49.507
37.467 49.543
37.461 49.614
37.454 49.694
37.452 49.706
37.448 49.771
37.448 49.778
37.446 49.782
37.445 49.798
37.443 49.834
37.443 49.862
37.446 49.872
37.449 49.883
37.456 49.893
37.462 49.906
37.466 49.928
37.467 49.943
37.462 49.954
37.455 49.96
37.444 49.963
37.438 49.96
37.436 49.954
37.44 49.957
37.444 49.954
37.443 49.947
37.446 49.938
37.443 49.936
37.441 49.937
37.433 49.951
37.417 49.992
37.416 50
37.414 50.013
37.407 50.038
37.403 50.078
37.399 50.102
37.398 50.109
37.397 50.145
37.394 50.168
37.389 50.186
37.39 50.19
37.385 50.199
37.372 50.213
37.364 50.219
37.356 50.221
37.329 50.22
37.291 50.231
37.278 50.238
37.274 50.241
37.256 50.247
37.237 50.257
37.23 50.264
37.216 50.271
37.214 50.276
37.201 50.277
37.187 50.282
37.168 50.291
37.155 50.299
37.137 50.318
37.123 50.336
37.108 50.365
37.104 50.375
37.084 50.398
37.081 50.402
37.053 50.451
37.044 50.463
37.031 50.473
37.023 50.483
37.015 50.499
37.005 50.524
37.001 50.533
36.985 50.577
36.97 50.595
36.95 50.65
36.944 50.66
36.941 50.664
36.924 50.676
36.912 50.694
36.894 50.731
36.884 50.764
36.879 50.776
36.869 50.789
36.854 50.82
36.844 50.84
36.839 50.858
36.834 50.871
36.797 50.932
36.787 50.952
36.782 50.961
36.772 50.987
36.771 50.994
36.756 51.029
36.747 51.057
36.743 51.076
36.735 51.102
36.721 51.163
36.72 51.179
36.717 51.189
36.713 51.207
36.713 51.221
36.706 51.253
36.706 51.255
36.707 51.258
36.705 51.272
36.7 51.288
36.694 51.349
36.695 51.352
36.693 51.371
36.69 51.378
36.692 51.379
36.691 51.406
36.689 51.423
36.686 51.435
36.674 51.458
36.665 51.473
36.659 51.508
36.652 51.521
36.642 51.549
36.636 51.574
36.631 51.582
36.63 51.585
36.621 51.596
36.618 51.603
36.608 51.636
36.606 51.643
36.599 51.673
36.597 51.699
36.591 51.734
36.589 51.789
36.587 51.815
36.579 51.836
36.577 51.849
36.572 51.912
36.574 51.938
36.576 51.977
36.586 52.04
36.588 52.062
36.595 52.091
36.607 52.148
36.613 52.165
36.621 52.2
36.627 52.217
36.639 52.263
36.653 52.324
36.674 52.42
36.681 52.442
36.68 52.448
36.683 52.45
36.685 52.476
36.691 52.511
36.693 52.528
36.7 52.573
36.714 52.645
36.714 52.653
36.716 52.654
36.721 52.7
36.727 52.732
36.729 52.739
36.728 52.745
36.73 52.747
36.737 52.798
36.757 52.894
36.763 52.915
36.771 52.949
36.774 52.962
36.775 52.964
36.783 52.988
36.786 53.007
36.802 53.059
36.803 53.068
36.816 53.105
36.817 53.111
36.822 53.128
36.827 53.156
36.835 53.194
36.837 53.216
36.841 53.235
36.844 53.257
36.849 53.284
36.86 53.37
36.874 53.484
36.875 53.513
36.877 53.525
36.883 53.571
36.889 53.649
36.893 53.681
36.893 53.685
36.894 53.705
36.897 53.734
36.897 53.749
36.906 53.837
36.907 53.853
36.908 53.895
36.91 53.916
36.912 53.925
36.919 53.939
36.919 53.952
36.928 53.976
36.929 53.988
36.929 53.989
36.938 54.006
36.944 54.008
36.947 54.016
36.947 54.026
36.944 54.027
36.938 54.024
36.933 54.014
36.91 54.022
36.906 54.02
36.903 54.008
36.905 53.998
36.904 53.971
36.904 53.965
36.908 53.96
36.902 53.957
36.899 53.951
36.9 53.932
36.897 53.927
36.892 53.927
36.891 53.924
36.892 53.885
36.886 53.857
36.887 53.847
36.881 53.838
36.88 53.833
36.88 53.829
36.88 53.798
36.883 53.788
36.882 53.781
36.875 53.768
36.874 53.753
36.871 53.746
36.868 53.745
36.863 53.705
36.863 53.683
36.863 53.678
36.855 53.685
36.851 53.681
36.852 53.681
36.852 53.673
36.856 53.663
36.863 53.63
36.864 53.618
36.862 53.597
36.859 53.597
36.854 53.6
36.85 53.609
36.839 53.622
36.834 53.634
36.823 53.647
36.823 53.648
36.819 53.663
36.816 53.667
36.81 53.661
36.809 53.634
36.815 53.594
36.816 53.581
36.812 53.577
36.807 53.579
36.805 53.603
36.804 53.61
36.803 53.617
36.803 53.634
36.808 53.672
36.808 53.679
36.807 53.691
36.801 53.715
36.801 53.742
36.797 53.764
36.798 53.77
36.795 53.779
36.794 53.792
36.797 53.816
36.793 53.828
36.789 53.855
36.785 53.883
36.786 53.893
36.79 53.906
36.791 53.919
36.788 53.937
36.793 53.949
36.797 53.97
36.8 53.971
36.802 53.981
36.803 54.006
36.807 54.024
36.814 54.034
36.832 54.039
36.858 54.044
36.881 54.043
36.889 54.042
36.9 54.038
36.904 54.043
36.911 54.043
36.945 54.039
36.958 54.036
36.961 54.032
36.964 54.023
36.976 53.997
36.98 53.994
36.981 54
36.988 54.005
37.007 54.005
37.01 54.009
37.05 53.996
37.055 53.996
37.067 53.988
37.068 53.987
37.107 53.976
37.118 53.97
37.133 53.967
37.158 53.957
37.188 53.948
37.203 53.944
37.218 53.934
37.257 53.924
37.264 53.921
37.3 53.912
37.309 53.908
37.341 53.898
37.338 53.927
37.335 53.982
37.328 54.047
37.318 54.144
37.309 54.244
37.333 54.273
37.339 54.28
37.343 54.286
37.344 54.291
37.344 54.296
37.341 54.328
37.342 54.346
37.343 54.352
37.344 54.359
37.347 54.368
37.35 54.375
37.352 54.382
37.354 54.388
37.356 54.395
37.36 54.402
37.365 54.409
37.368 54.415
37.372 54.422
37.375 54.429
37.378 54.435
37.383 54.441
37.387 54.446
37.39 54.45
37.394 54.456
37.396 54.462
37.398 54.467
37.406 54.476
37.431 54.507
37.432 54.525
37.435 54.531
37.439 54.535
37.442 54.542
37.444 54.552
37.447 54.557
37.446 54.567
37.455 54.577
37.455 54.583
37.453 54.588
37.454 54.592
37.451 54.594
37.452 54.6
37.446 54.603
37.444 54.616
37.438 54.626
37.438 54.642
37.431 54.649
37.431 54.653
37.44 54.676
37.446 54.685
37.463 54.705
37.468 54.712
37.47 54.716
37.473 54.718
37.475 54.722
37.477 54.727
37.478 54.732
37.48 54.737
37.481 54.742
37.483 54.746
37.484 54.749
37.486 54.754
37.489 54.758
37.492 54.763
37.496 54.766
37.499 54.768
37.502 54.771
37.502 54.772
37.506 54.776
37.511 54.773
37.514 54.775
37.517 54.786
37.523 54.798
37.545 54.798
37.551 54.8
37.556 54.806
37.561 54.807
37.563 54.804
37.565 54.807
37.574 54.809
37.588 54.817
37.605 54.819
37.611 54.816
37.617 54.807
37.616 54.798
37.617 54.792
37.621 54.789
37.624 54.788
37.633 54.784
37.649 54.79
37.661 54.801
37.664 54.802
37.669 54.798
37.673 54.8
37.677 54.8
37.68 54.803
37.685 54.811
37.699 54.817
37.702 54.822
37.705 54.821
37.706 54.815
37.717 54.824
37.719 54.822
37.725 54.824
37.728 54.831
37.73 54.835
37.74 54.843
37.745 54.84
37.751 54.852
37.755 54.852
37.761 54.857
37.764 54.865
37.762 54.87
37.769 54.876
37.769 54.885
37.766 54.892
37.784 54.921
37.801 54.949
37.818 54.958
37.835 54.986
37.843 55
37.85 55.012
37.863 55.028
37.873 55.031
37.89 55.043
37.902 55.068
37.924 55.097
37.951 55.129
37.958 55.152
37.958 55.174
37.959 55.186
37.952 55.192
37.965 55.205
37.974 55.229
37.981 55.245
37.982 55.265
37.987 55.272
37.99 55.277
37.993 55.284
37.996 55.29
37.999 55.294
38.003 55.303
38.006 55.313
38.008 55.322
38.01 55.329
38.012 55.335
38.014 55.339
38.016 55.346
38.019 55.351
38.021 55.356
38.024 55.361
38.026 55.366
38.028 55.372
38.03 55.377
38.032 55.382
38.034 55.388
38.036 55.394
38.038 55.4
38.04 55.406
38.044 55.414
38.047 55.42
38.05 55.425
38.053 55.429
38.055 55.434
38.057 55.442
38.06 55.446
38.063 55.448
38.067 55.45
38.071 55.453
38.073 55.456
38.076 55.46
38.078 55.465
38.081 55.47
38.084 55.474
38.086 55.481
38.086 55.484
38.083 55.487
38.08 55.49
38.076 55.492
38.072 55.497
38.073 55.503
38.075 55.509
38.077 55.514
38.081 55.52
38.082 55.523
38.083 55.526
38.085 55.533
38.087 55.541
38.087 55.546
38.088 55.552
38.089 55.559
38.089 55.565
38.089 55.571
38.089 55.576
38.089 55.582
38.09 55.588
38.092 55.594
38.094 55.602
38.096 55.611
38.098 55.622
38.099 55.632
38.099 55.639
38.099 55.648
38.099 55.657
38.098 55.662
38.097 55.671
38.097 55.679
38.098 55.685
38.098 55.691
38.099 55.697
38.1 55.703
38.102 55.712
38.102 55.72
38.103 55.727
38.105 55.733
38.108 55.738
38.11 55.742
38.111 55.748
38.111 55.754
38.111 55.763
38.111 55.77
38.109 55.776
38.107 55.786
38.108 55.795
38.109 55.801
38.111 55.806
38.112 55.813
38.111 55.818
38.108 55.823
38.105 55.83
38.102 55.837
38.099 55.843
38.095 55.85
38.092 55.857
38.088 55.866
38.085 55.872
38.082 55.881
38.079 55.891
38.077 55.899
38.077 55.906
38.078 55.912
38.079 55.918
38.081 55.927
38.083 55.932
38.083 55.938
38.082 55.945
38.082 55.95
38.082 55.952
38.081 55.955
38.078 55.96
38.075 55.963
38.074 55.966
38.072 55.969
38.07 55.973
38.067 55.977
38.065 55.981
38.066 55.985
38.066 55.989
38.067 55.993
38.066 55.995
38.065 56.002
38.066 56.007
38.066 56.012
38.066 56.018
38.067 56.024
38.066 56.033
38.066 56.04
38.067 56.044
38.068 56.049
38.069 56.055
38.071 56.062
38.073 56.08
38.074 56.086
38.075 56.093
38.075 56.099
38.077 56.112
38.08 56.127
38.081 56.135
38.082 56.142
38.082 56.15
38.083 56.16
38.083 56.167
38.083 56.173
38.08 56.179
38.077 56.184
38.073 56.191
38.069 56.196
38.065 56.205
38.061 56.211
38.06 56.218
38.06 56.225
38.061 56.232
38.062 56.239
38.062 56.247
38.065 56.259
38.067 56.267
38.068 56.273
38.07 56.281
38.071 56.288
38.071 56.295
38.07 56.302
38.071 56.312
38.07 56.319
38.07 56.329
38.07 56.333
38.07 56.337
38.071 56.339
38.073 56.339
38.076 56.339
38.078 56.34
38.082 56.34
38.086 56.34
38.089 56.341
38.092 56.343
38.098 56.348
38.101 56.352
38.102 56.354
38.104 56.356
38.108 56.358
38.11 56.359
38.112 56.359
38.115 56.358
38.117 56.357
38.119 56.356
38.12 56.354
38.122 56.353
38.123 56.352
38.125 56.351
38.128 56.349
38.13 56.348
38.132 56.347
38.134 56.345
38.135 56.342
38.137 56.337
38.138 56.335
38.141 56.333
38.144 56.334
38.145 56.334
38.148 56.334
38.149 56.333
38.152 56.331
38.155 56.329
38.158 56.328
38.161 56.328
38.165 56.327
38.167 56.328
38.17 56.329
38.174 56.331
38.178 56.335
38.181 56.338
38.184 56.34
38.187 56.344
38.19 56.348
38.195 56.354
38.198 56.359
38.2 56.362
38.204 56.368
38.208 56.373
38.213 56.38
38.217 56.386
38.221 56.392
38.227 56.4
38.235 56.411
38.24 56.417
38.245 56.425
38.247 56.433
38.249 56.44
38.25 56.449
38.252 56.456
38.254 56.463
38.254 56.469
38.254 56.48
38.254 56.488
38.253 56.495
38.253 56.504
38.253 56.512
38.253 56.517
38.254 56.523
38.255 56.527
38.256 56.531
38.256 56.536
38.255 56.542
38.255 56.55
38.255 56.555
38.254 56.562
38.254 56.568
38.252 56.575
38.25 56.58
38.245 56.586
38.241 56.59
38.237 56.594
38.232 56.596
38.228 56.599
38.225 56.602
38.223 56.604
38.224 56.608
38.227 56.612
38.228 56.615
38.23 56.621
38.232 56.627
38.233 56.632
38.234 56.638
38.236 56.643
38.238 56.645
38.24 56.646
38.242 56.647
38.244 56.648
38.247 56.651
38.25 56.655
38.252 56.66
38.253 56.666
38.255 56.673
38.255 56.68
38.256 56.686
38.257 56.692
38.257 56.697
38.257 56.702
38.256 56.706
38.255 56.711
38.253 56.717
38.253 56.723
38.254 56.728
38.255 56.731
38.258 56.737
38.26 56.74
38.263 56.744
38.266 56.747
38.27 56.75
38.273 56.755
38.273 56.757
38.27 56.759
38.267 56.761
38.262 56.763
38.261 56.767
38.255 56.774
38.251 56.779
38.248 56.782
38.247 56.785
38.244 56.787
38.24 56.792
38.238 56.794
38.235 56.798
38.233 56.802
38.233 56.807
38.231 56.811
38.23 56.816
38.228 56.821
38.226 56.826
38.222 56.833
38.218 56.841
38.215 56.847
38.212 56.856
38.209 56.867
38.207 56.876
38.205 56.883
38.204 56.889
38.204 56.894
38.203 56.899
38.202 56.905
38.2 56.912
38.2 56.918
38.199 56.923
38.199 56.932
38.198 56.941
38.197 56.948
38.197 56.956
38.197 56.962
38.198 56.97
38.199 56.975
38.199 56.981
38.198 56.986
38.194 56.991
38.189 56.994
38.183 56.997
38.18 56.998
38.177 57.002
38.175 57.012
38.174 57.022
38.173 57.032
38.172 57.042
38.172 57.052
38.172 57.062
38.174 57.069
38.175 57.075
38.177 57.08
38.179 57.085
38.181 57.089
38.185 57.094
38.188 57.098
38.191 57.101
38.194 57.105
38.197 57.108
38.2 57.111
38.203 57.114
38.205 57.117
38.209 57.12
38.212 57.124
38.217 57.129
38.221 57.134
38.225 57.137
38.23 57.142
38.234 57.145
38.238 57.148
38.242 57.151
38.246 57.154
38.25 57.156
38.257 57.16
38.26 57.165
38.261 57.169
38.261 57.174
38.262 57.179
38.263 57.184
38.266 57.19
38.267 57.195
38.27 57.203
38.27 57.212
38.27 57.221
38.269 57.226
38.267 57.233
38.264 57.24
38.262 57.245
38.257 57.249
38.252 57.251
38.247 57.252
38.241 57.251
38.237 57.254
38.233 57.254
38.227 57.256
38.223 57.256
38.22 57.258
38.216 57.263
38.214 57.271
38.211 57.278
38.208 57.285
38.203 57.292
38.199 57.295
38.195 57.296
38.19 57.297
38.185 57.296
38.18 57.295
38.174 57.293
38.169 57.294
38.163 57.292
38.155 57.293
38.15 57.294
38.147 57.299
38.143 57.306
38.141 57.313
38.136 57.322
38.133 57.328
38.128 57.334
38.124 57.339
38.12 57.342
38.116 57.344
38.111 57.345
38.107 57.348
38.101 57.351
38.097 57.355
38.091 57.362
38.087 57.369
38.083 57.375
38.078 57.379
38.073 57.381
38.067 57.379
38.062 57.377
38.058 57.377
38.053 57.375
38.048 57.372
38.043 57.37
38.038 57.367
38.033 57.366
38.029 57.366
38.026 57.367
38.022 57.368
38.015 57.368
38.01 57.368
38.004 57.365
37.998 57.363
37.992 57.357
37.987 57.353
37.982 57.352
37.979 57.354
37.976 57.356
37.974 57.359
37.973 57.365
37.971 57.371
37.968 57.378
37.967 57.384
37.966 57.39
37.963 57.393
37.961 57.397
37.959 57.402
37.957 57.407
37.954 57.412
37.95 57.416
37.946 57.422
37.941 57.429
37.938 57.437
37.936 57.446
37.934 57.453
37.933 57.461
37.931 57.469
37.93 57.477
37.927 57.487
37.925 57.495
37.923 57.501
37.919 57.507
37.916 57.512
37.914 57.518
37.915 57.525
37.916 57.531
37.918 57.537
37.92 57.543
37.921 57.549
37.922 57.555
37.924 57.564
37.924 57.571
37.925 57.582
37.925 57.589
37.923 57.598
37.922 57.603
37.92 57.609
37.919 57.616
37.916 57.627
37.914 57.636
37.913 57.647
37.913 57.655
37.912 57.664
37.911 57.674
37.909 57.687
37.909 57.696
37.912 57.706
37.912 57.714
37.912 57.725
37.91 57.733
37.906 57.738
37.901 57.743
37.897 57.75
37.895 57.757
37.894 57.763
37.894 57.772
37.893 57.78
37.893 57.787
37.89 57.794
37.886 57.799
37.882 57.802
37.876 57.808
37.871 57.813
37.866 57.817
37.863 57.822
37.861 57.828
37.861 57.834
37.862 57.841
37.863 57.846
37.864 57.853
37.865 57.862
37.865 57.871
37.864 57.881
37.862 57.89
37.859 57.897
37.857 57.905
37.856 57.911
37.855 57.915
37.853 57.919
37.851 57.925
37.85 57.932
37.847 57.941
37.844 57.951
37.842 57.956
37.838 57.963
37.836 57.97
37.832 57.979
37.828 57.986
37.823 57.994
37.818 58.002
37.815 58.008
37.811 58.015
37.807 58.022
37.799 58.029
37.8 58.034
37.797 58.038
37.796 58.042
37.795 58.049
37.796 58.055
37.797 58.062
37.798 58.069
37.799 58.075
37.798 58.08
37.796 58.084
37.794 58.089
37.793 58.094
37.792 58.096
37.788 58.097
37.784 58.103
37.784 58.107
37.785 58.11
37.786 58.112
37.789 58.115
37.791 58.119
37.789 58.121
37.787 58.123
37.784 58.126
37.778 58.135
37.779 58.141
37.783 58.147
37.786 58.154
37.786 58.16
37.783 58.164
37.781 58.167
37.777 58.174
37.774 58.181
37.772 58.191
37.769 58.199
37.764 58.208
37.76 58.212
37.755 58.213
37.75 58.213
37.745 58.213
37.739 58.214
37.736 58.216
37.733 58.22
37.731 58.223
37.729 58.226
37.725 58.227
37.721 58.232
37.716 58.233
37.711 58.234
37.706 58.233
37.702 58.231
37.697 58.229
37.692 58.228
37.687 58.226
37.683 58.226
37.681 58.227
37.678 58.23
37.673 58.237
37.671 58.244
37.669 58.251
37.668 58.255
37.666 58.261
37.663 58.268
37.662 58.273
37.662 58.278
37.659 58.285
37.656 58.291
37.655 58.3
37.655 58.304
37.656 58.308
37.656 58.316
37.656 58.323
37.656 58.331
37.657 58.338
37.655 58.343
37.652 58.351
37.649 58.36
37.647 58.365
37.644 58.369
37.639 58.37
37.634 58.37
37.629 58.371
37.627 58.375
37.624 58.379
37.62 58.383
37.617 58.387
37.615 58.393
37.616 58.397
37.618 58.402
37.62 58.405
37.623 58.41
37.624 58.413
37.625 58.417
37.626 58.422
37.627 58.426
37.625 58.433
37.625 58.441
37.625 58.448
37.625 58.455
37.625 58.46
37.626 58.466
37.628 58.473
37.63 58.479
37.633 58.486
37.635 58.492
37.643 58.505
37.645 58.509
37.648 58.513
37.652 58.515
37.655 58.516
37.658 58.518
37.664 58.519
37.668 58.521
37.671 58.522
37.674 58.526
37.677 58.529
37.681 58.532
37.683 58.535
37.687 58.538
37.689 58.542
37.691 58.547
37.693 58.553
37.694 58.558
37.693 58.563
37.693 58.569
37.693 58.577
37.691 58.58
37.69 58.583
37.688 58.587
37.686 58.59
37.682 58.595
37.679 58.599
37.673 58.606
37.669 58.61
37.664 58.614
37.66 58.617
37.655 58.621
37.652 58.628
37.647 58.641
37.643 58.651
37.638 58.672
37.637 58.686
37.635 58.696
37.633 58.708
37.632 58.719
37.63 58.73
37.629 58.738
37.63 58.742
37.632 58.744
37.634 58.745
37.636 58.745
37.641 58.746
37.645 58.748
37.648 58.751
37.65 58.754
37.651 58.758
37.652 58.762
37.65 58.767
37.648 58.772
37.646 58.777
37.644 58.783
37.642 58.789
37.642 58.793
37.642 58.797
37.642 58.801
37.644 58.804
37.647 58.808
37.649 58.809
37.651 58.81
37.654 58.811
37.658 58.813
37.661 58.814
37.663 58.815
37.665 58.817
37.667 58.82
37.67 58.821
37.672 58.823
37.674 58.824
37.676 58.824
37.678 58.822
37.683 58.818
37.687 58.816
37.689 58.816
37.691 58.818
37.692 58.822
37.691 58.826
37.69 58.83
37.686 58.836
37.683 58.841
37.682 58.846
37.68 58.851
37.677 58.858
37.673 58.864
37.668 58.869
37.665 58.873
37.659 58.879
37.653 58.887
37.65 58.893
37.65 58.898
37.65 58.905
37.649 58.911
37.648 58.917
37.648 58.926
37.647 58.932
37.645 58.946
37.644 58.951
37.642 58.958
37.64 58.964
37.632 58.982
37.629 58.991
37.626 58.996
37.624 59.006
37.622 59.015
37.62 59.024
37.617 59.033
37.615 59.041
37.613 59.048
37.609 59.056
37.604 59.063
37.601 59.069
37.596 59.077
37.591 59.085
37.586 59.092
37.581 59.1
37.576 59.106
37.571 59.115
37.567 59.123
37.561 59.132
37.556 59.139
37.554 59.146
37.551 59.155
37.548 59.159
37.543 59.164
37.54 59.168
37.538 59.173
37.536 59.177
37.535 59.181
37.533 59.183
37.531 59.186
37.529 59.188
37.526 59.189
37.524 59.193
37.522 59.197
37.519 59.2
37.515 59.204
37.511 59.206
37.506 59.213
37.504 59.217
37.504 59.223
37.504 59.228
37.503 59.232
37.502 59.236
37.499 59.241
37.498 59.247
37.498 59.254
37.497 59.264
37.497 59.27
37.497 59.276
37.499 59.282
37.5 59.285
37.503 59.291
37.505 59.295
37.51 59.302
37.514 59.31
37.517 59.32
37.518 59.328
37.518 59.336
37.517 59.342
37.515 59.348
37.513 59.351
37.51 59.353
37.508 59.355
37.504 59.356
37.501 59.357
37.498 59.36
37.495 59.365
37.492 59.369
37.488 59.371
37.483 59.378
37.479 59.381
37.475 59.384
37.472 59.386
37.468 59.387
37.464 59.387
37.461 59.385
37.454 59.385
37.446 59.384
37.443 59.384
37.44 59.387
37.435 59.393
37.43 59.399
37.426 59.403
37.423 59.403
37.422 59.4
37.418 59.387
37.415 59.384
37.412 59.38
37.41 59.377
37.406 59.375
37.403 59.374
37.398 59.374
37.394 59.375
37.386 59.377
37.38 59.379
37.375 59.381
37.366 59.384
37.355 59.386
37.34 59.39
37.332 59.392
37.327 59.392
37.32 59.396
37.311 59.398
37.306 59.402
37.303 59.407
37.3 59.412
37.298 59.418
37.296 59.422
37.292 59.427
37.289 59.429
37.287 59.43
37.283 59.431
37.28 59.434
37.277 59.438
37.272 59.444
37.268 59.448
37.262 59.453
37.256 59.459
37.252 59.463
37.243 59.473
37.237 59.479
37.229 59.484
37.227 59.487
37.223 59.491
37.22 59.49
37.219 59.488
37.217 59.486
37.215 59.483
37.212 59.48
37.209 59.477
37.206 59.476
37.204 59.475
37.202 59.479
37.199 59.483
37.197 59.486
37.194 59.491
37.19 59.498
37.188 59.503
37.186 59.508
37.183 59.514
37.18 59.52
37.177 59.524
37.174 59.527
37.172 59.531
37.17 59.536
37.169 59.543
37.167 59.548
37.166 59.552
37.163 59.554
37.159 59.554
37.156 59.553
37.152 59.552
37.148 59.551
37.143 59.549
37.139 59.549
37.135 59.549
37.13 59.55
37.127 59.551
37.123 59.554
37.122 59.558
37.122 59.563
37.121 59.57
37.121 59.577
37.121 59.585
37.12 59.593
37.119 59.599
37.118 59.606
37.114 59.614
37.108 59.625
37.109 59.631
37.109 59.637
37.107 59.642
37.108 59.648
37.109 59.651
37.112 59.653
37.118 59.655
37.124 59.658
37.126 59.66
37.127 59.662
37.129 59.665
37.13 59.67
37.129 59.676
37.13 59.682
37.129 59.688
37.128 59.7
37.126 59.705
37.125 59.711
37.122 59.716
37.118 59.722
37.115 59.726
37.112 59.729
37.108 59.733
37.104 59.738
37.102 59.744
37.102 59.749
37.102 59.755
37.103 59.759
37.105 59.76
37.107 59.76
37.11 59.76
37.112 59.762
37.113 59.767
37.113 59.77
37.113 59.774
37.112 59.778
37.105 59.791
37.102 59.798
37.099 59.81
37.096 59.819
37.094 59.826
37.092 59.833
37.089 59.84
37.085 59.845
37.069 59.861
37.056 59.876
37.055 59.881
37.054 59.887
37.053 59.89
37.05 59.892
37.047 59.895
37.044 59.899
37.04 59.906
37.037 59.911
37.034 59.917
37.032 59.921
37.03 59.927
37.029 59.933
37.028 59.939
37.028 59.944
37.029 59.948
37.029 59.953
37.03 59.958
37.032 59.962
37.033 59.967
37.033 59.972
37.034 59.979
37.034 59.985
37.033 59.991
37.033 59.995
37.031 60
37.04 60
37.04 60.004
37.033 60.021
37.012 60.051
36.979 60.084
36.971 60.089
36.949 60.097
36.936 60.103
36.906 60.127
36.863 60.161
36.842 60.177
36.81 60.214
36.777 60.249
36.751 60.271
36.714 60.295
36.681 60.316
36.656 60.331
36.648 60.34
36.642 60.352
36.628 60.367
36.624 60.371
36.627 60.483
36.628 60.567
36.628 60.635
36.635 60.721
36.643 60.83
36.644 60.864
36.651 60.957
36.662 61.14
36.656 61.148
36.65 61.15
36.649 61.148
36.641 61.153
36.588 61.181
36.568 61.191
36.549 61.193
36.53 61.189
36.514 61.179
36.499 61.172
36.493 61.173
36.481 61.175
36.468 61.178
36.448 61.175
36.393 61.164
36.381 61.164
36.34 61.17
36.303 61.185
36.268 61.2
36.26 61.206
36.242 61.209
36.195 61.223
36.172 61.229
36.146 61.233
36.12 61.226
36.065 61.198
36.031 61.179
36.019 61.173
36.003 61.168
35.99 61.159
35.975 61.134
35.968 61.123
35.963 61.124
35.959 61.129
35.953 61.16
35.95 61.179
35.936 61.211
35.929 61.218
35.922 61.223
35.918 61.227
35.916 61.234
35.907 61.234
35.9 61.232
35.895 61.229
35.893 61.231
35.895 61.237
35.896 61.242
35.894 61.247
35.893 61.248
35.889 61.245
35.884 61.24
35.883 61.238
35.873 61.243
35.87 61.243
35.867 61.242
35.858 61.244
35.855 61.25
35.854 61.254
35.849 61.255
35.843 61.252
35.84 61.256
35.835 61.26
35.83 61.257
35.826 61.258
35.822 61.258
35.816 61.26
35.813 61.26
35.808 61.264
35.806 61.265
35.804 61.263
35.8 61.257
35.796 61.255
35.786 61.253
35.778 61.25
35.773 61.249
35.77 61.247
35.768 61.252
35.766 61.255
35.762 61.255
35.758 61.252
35.749 61.25
35.736 61.251
35.728 61.25
35.719 61.246
35.706 61.242
35.707 61.234
35.702 61.229
35.695 61.22
35.692 61.219
35.68 61.223
35.668 61.223
35.66 61.223
35.654 61.227
35.658 61.232
35.651 61.242
35.65 61.241
35.633 61.252
35.625 61.26
35.617 61.274
35.613 61.277
35.604 61.276
35.583 61.274
35.562 61.277
35.553 61.279
35.522 61.272
35.515 61.269
35.513 61.263
35.504 61.26
35.49 61.251
35.483 61.248
35.473 61.237
35.464 61.236
35.455 61.238
35.452 61.237
35.453 61.228
35.449 61.223
35.447 61.226
35.441 61.235
35.436 61.236
35.43 61.234
35.428 61.227
35.429 61.219
35.423 61.215
35.421 61.214
35.416 61.203
35.408 61.191
35.402 61.188
35.398 61.193
35.389 61.2
35.385 61.2
35.371 61.192
35.368 61.186
35.363 61.182
35.357 61.18
35.353 61.175
35.349 61.173
35.308 61.189
35.295 61.193
35.29 61.191
35.289 61.178
35.288 61.169
35.281 61.166
35.277 61.163
35.274 61.16
35.278 61.158
35.284 61.157
35.283 61.152
35.28 61.143
35.278 61.139
35.278 61.126
35.28 61.116
35.282 61.113
35.281 61.108
35.261 61.093
35.249 61.099
35.244 61.101
35.238 61.1
35.216 61.104
35.213 61.108
35.209 61.119
35.206 61.118
35.205 61.113
35.201 61.111
35.197 61.112
35.194 61.114
35.19 61.111
35.192 61.107
35.19 61.105
35.185 61.106
35.184 61.102
35.187 61.097
35.185 61.094
35.18 61.097
35.177 61.095
35.176 61.094
35.172 61.091
35.169 61.092
35.165 61.094
35.164 61.096
35.164 61.102
35.165 61.105
35.163 61.108
35.159 61.105
35.159 61.11
35.158 61.117
35.156 61.121
35.154 61.124
35.15 61.124
35.146 61.127
35.135 61.133
35.135 61.14
35.13 61.145
35.12 61.141
35.11 61.138
35.08 61.135
35.073 61.132
