segment Cambodia
11.094 103.438
11.094 103.445
11.1 103.466
11.099 103.469
11.095 103.47
11.088 103.468
11.072 103.454
11.064 103.449
11.046 103.448
11.002 103.428
10.983 103.425
10.981 103.423
10.979 103.423
10.956 103.412
10.947 103.411
10.925 103.42
10.909 103.421
10.892 103.427
10.887 103.427
10.889 103.418
10.888 103.409
10.881 103.403
10.878 103.401
10.874 103.389
10.877 103.378
10.877 103.374
10.877 103.369
10.871 103.363
10.87 103.359
10.862 103.354
10.864 103.352
10.877 103.35
10.886 103.345
10.893 103.339
10.899 103.329
10.899 103.323
10.903 103.32
10.903 103.317
10.91 103.311
10.909 103.306
10.912 103.291
10.914 103.288
10.919 103.289
10.92 103.285
10.926 103.278
10.916 103.279
10.917 103.253
10.912 103.244
10.904 103.239
10.899 103.231
10.891 103.228
10.89 103.219
10.885 103.215
10.88 103.207
10.878 103.208
10.878 103.215
10.875 103.215
10.873 103.196
10.86 103.18
10.855 103.179
10.856 103.173
10.871 103.159
10.871 103.153
10.869 103.148
10.862 103.147
10.859 103.145
10.862 103.13
10.866 103.125
10.87 103.123
10.871 103.127
10.874 103.131
10.879 103.132
10.889 103.13
10.897 103.125
10.904 103.118
10.913 103.101
10.921 103.1
10.93 103.095
10.931 103.099
10.938 103.099
10.943 103.096
10.945 103.097
10.951 103.1
10.958 103.109
10.962 103.111
10.966 103.109
10.992 103.112
11.006 103.107
11.018 103.109
11.031 103.103
11.033 103.103
11.036 103.107
11.048 103.099
11.055 103.096
11.058 103.096
11.07 103.097
11.072 103.095
11.075 103.089
11.079 103.093
11.08 103.097
11.074 103.103
11.077 103.107
11.1 103.117
11.118 103.117
11.137 103.112
11.14 103.113
11.141 103.114
11.141 103.122
11.136 103.127
11.139 103.127
11.142 103.125
11.146 103.12
11.146 103.112
11.15 103.109
11.191 103.094
11.217 103.081
11.219 103.078
11.219 103.067
11.212 103.059
11.212 103.056
11.211 103.054
11.215 103.05
11.219 103.049
11.224 103.051
11.231 103.061
11.232 103.066
11.236 103.067
11.25 103.064
11.255 103.066
11.258 103.07
11.265 103.072
11.274 103.069
11.278 103.07
11.281 103.074
11.28 103.088
11.278 103.089
11.278 103.094
11.288 103.097
11.293 103.096
11.294 103.097
11.294 103.099
11.295 103.106
11.304 103.12
11.312 103.122
11.307 103.129
11.307 103.136
11.31 103.142
11.31 103.145
11.298 103.145
11.292 103.148
11.29 103.155
11.297 103.151
11.312 103.149
11.322 103.143
11.337 103.136
11.339 103.138
11.345 103.137
11.346 103.13
11.34 103.109
11.344 103.101
11.346 103.1
11.351 103.095
11.364 103.089
11.396 103.087
11.4 103.091
11.406 103.088
11.418 103.079
11.415 103.076
11.418 103.072
11.421 103.071
11.427 103.074
11.431 103.079
11.431 103.083
11.43 103.088
11.44 103.096
11.441 103.101
11.443 103.102
11.449 103.113
11.458 103.115
11.466 103.11
11.462 103.106
11.461 103.102
11.464 103.098
11.475 103.093
11.474 103.087
11.477 103.084
11.481 103.088
11.486 103.089
11.492 103.076
11.497 103.072
11.498 103.058
11.501 103.054
11.504 103.052
11.508 103.053
11.519 103.065
11.519 103.062
11.513 103.052
11.517 103.048
11.522 103.042
11.524 103.042
11.526 103.046
11.53 103.044
11.546 103.042
11.548 103.044
11.54 103.048
11.538 103.052
11.543 103.053
11.549 103.049
11.552 103.049
11.559 103.055
11.561 103.055
11.561 103.052
11.556 103.047
11.562 103.043
11.574 103.046
11.581 103.046
11.582 103.048
11.579 103.058
11.588 103.048
11.588 103.045
11.585 103.043
11.576 103.041
11.59 103.037
11.597 103.03
11.594 103.029
11.586 103.034
11.561 103.037
11.546 103.038
11.542 103.033
11.549 103.021
11.542 103.015
11.541 103.007
11.546 103.002
11.551 103
11.556 103
11.559 103
11.563 103
11.563 102.999
11.554 102.994
11.553 102.996
11.546 102.997
11.546 102.993
11.545 102.987
11.539 102.989
11.538 102.991
11.535 102.992
11.534 102.989
11.533 102.989
11.528 102.984
11.528 102.968
11.532 102.965
11.538 102.965
11.544 102.961
11.544 102.959
11.538 102.962
11.536 102.961
11.536 102.96
11.545 102.955
11.551 102.954
11.554 102.956
11.566 102.97
11.562 102.974
11.56 102.978
11.557 102.978
11.552 102.975
11.553 102.981
11.556 102.991
11.559 102.99
11.561 102.983
11.566 102.979
11.568 102.975
11.57 102.974
11.589 102.98
11.596 102.981
11.594 102.967
11.591 102.964
11.587 102.966
11.577 102.964
11.573 102.961
11.569 102.961
11.565 102.956
11.567 102.953
11.581 102.949
11.587 102.944
11.588 102.938
11.595 102.936
11.604 102.931
11.609 102.933
11.606 102.936
11.606 102.939
11.608 102.94
11.611 102.939
11.623 102.933
11.63 102.928
11.628 102.924
11.636 102.92
11.649 102.923
11.657 102.923
11.68 102.919
11.696 102.915
11.708 102.917
11.727 102.916
11.733 102.918
11.746 102.917
11.761 102.912
11.777 102.904
11.779 102.901
11.785 102.894
11.791 102.89
11.798 102.89
11.801 102.883
11.805 102.878
11.812 102.87
11.821 102.868
11.824 102.86
11.829 102.853
11.835 102.85
11.857 102.842
11.878 102.83
11.886 102.828
11.893 102.829
11.907 102.827
11.916 102.82
11.922 102.819
11.928 102.818
11.933 102.817
11.946 102.806
11.951 102.803
11.96 102.802
11.972 102.79
11.98 102.784
11.988 102.783
11.999 102.782
12.002 102.782
12.01 102.782
12.016 102.785
12.028 102.78
12.048 102.781
12.057 102.777
12.075 102.764
12.089 102.756
12.096 102.748
12.104 102.744
12.117 102.741
12.13 102.729
12.154 102.719
12.173 102.716
12.184 102.719
12.203 102.724
12.216 102.725
12.223 102.727
12.238 102.727
12.247 102.725
12.253 102.726
12.262 102.731
12.277 102.736
12.292 102.739
12.305 102.74
12.324 102.742
12.348 102.744
12.358 102.742
12.369 102.745
12.381 102.755
12.387 102.766
12.389 102.779
12.397 102.788
12.406 102.792
12.416 102.793
12.437 102.793
12.45 102.788
12.459 102.78
12.46 102.774
12.458 102.766
12.459 102.76
12.461 102.752
12.47 102.741
12.476 102.737
12.49 102.732
12.506 102.731
12.517 102.726
12.524 102.719
12.534 102.699
12.54 102.692
12.544 102.681
12.552 102.674
12.552 102.672
12.557 102.67
12.568 102.663
12.577 102.654
12.581 102.65
12.592 102.647
12.603 102.643
12.609 102.63
12.618 102.613
12.642 102.587
12.648 102.575
12.649 102.567
12.649 102.552
12.654 102.53
12.666 102.517
12.668 102.516
12.693 102.506
12.699 102.507
12.703 102.509
12.713 102.518
12.716 102.518
12.725 102.513
12.736 102.513
12.748 102.526
12.752 102.527
12.766 102.534
12.772 102.535
12.781 102.535
12.804 102.539
12.812 102.545
12.814 102.543
12.814 102.537
12.816 102.535
12.82 102.521
12.823 102.519
12.826 102.518
12.832 102.519
12.836 102.52
12.843 102.514
12.85 102.504
12.858 102.509
12.865 102.516
12.871 102.516
12.884 102.515
12.896 102.51
12.903 102.505
12.925 102.501
12.938 102.495
12.947 102.49
12.954 102.5
12.961 102.505
12.965 102.502
12.968 102.496
12.973 102.491
12.974 102.486
12.981 102.493
12.983 102.501
12.99 102.506
12.996 102.511
12.996 102.514
12.995 102.519
13 102.532
13.002 102.517
13.017 102.5
13.018 102.499
13.027 102.493
13.039 102.486
13.05 102.483
13.079 102.466
13.079 102.463
13.082 102.456
13.082 102.442
13.085 102.438
13.099 102.434
13.116 102.421
13.122 102.419
13.128 102.42
13.133 102.42
13.139 102.416
13.146 102.407
13.149 102.405
13.172 102.395
13.189 102.394
13.206 102.388
13.223 102.379
13.229 102.381
13.237 102.379
13.243 102.371
13.258 102.367
13.263 102.363
13.298 102.352
13.303 102.355
13.305 102.358
13.308 102.359
13.319 102.356
13.334 102.351
13.344 102.351
13.35 102.354
13.368 102.358
13.385 102.36
13.398 102.365
13.418 102.365
13.434 102.366
13.454 102.361
13.467 102.362
13.485 102.365
13.498 102.366
13.501 102.366
13.507 102.363
13.515 102.354
13.535 102.347
13.538 102.343
13.543 102.34
13.552 102.344
13.557 102.349
13.561 102.362
13.569 102.365
13.575 102.371
13.569 102.379
13.568 102.388
13.568 102.389
13.563 102.403
13.563 102.409
13.566 102.416
13.566 102.424
13.564 102.428
13.559 102.434
13.558 102.44
13.558 102.453
13.562 102.477
13.566 102.481
13.566 102.492
13.565 102.501
13.567 102.511
13.567 102.512
13.566 102.519
13.562 102.533
13.566 102.544
13.572 102.553
13.577 102.568
13.584 102.576
13.598 102.588
13.601 102.594
13.602 102.616
13.606 102.627
13.611 102.622
13.616 102.605
13.62 102.599
13.625 102.597
13.632 102.578
13.637 102.573
13.652 102.56
13.653 102.558
13.655 102.558
13.659 102.559
13.669 102.563
13.676 102.568
13.68 102.574
13.682 102.577
13.684 102.58
13.69 102.586
13.695 102.59
13.697 102.595
13.698 102.602
13.7 102.609
13.705 102.62
13.712 102.629
13.723 102.65
13.741 102.683
13.753 102.7
13.755 102.707
13.764 102.728
13.769 102.733
13.773 102.734
13.787 102.733
13.796 102.735
13.799 102.737
13.817 102.746
13.848 102.766
13.876 102.777
13.898 102.78
13.901 102.783
13.911 102.784
13.923 102.788
13.932 102.795
13.935 102.798
13.942 102.805
13.952 102.817
13.982 102.847
13.99 102.858
13.998 102.867
14 102.874
14.002 102.881
14.005 102.891
14.015 102.91
14.02 102.914
14.021 102.914
14.028 102.907
14.04 102.908
14.054 102.902
14.077 102.908
14.082 102.907
14.087 102.908
14.092 102.912
14.099 102.923
14.105 102.927
14.114 102.93
14.122 102.929
14.127 102.931
14.136 102.936
14.144 102.944
14.148 102.945
14.165 102.941
14.178 102.942
14.19 102.954
14.193 102.961
14.201 102.961
14.202 102.971
14.203 102.988
14.208 102.999
14.211 103
14.216 103.007
14.226 103.023
14.249 103.041
14.262 103.05
14.275 103.064
14.284 103.078
14.293 103.093
14.303 103.114
14.314 103.137
14.318 103.148
14.322 103.164
14.328 103.182
14.33 103.187
14.324 103.231
14.325 103.236
14.337 103.257
14.346 103.272
14.348 103.299
14.352 103.317
14.351 103.326
14.349 103.332
14.353 103.34
14.351 103.357
14.347 103.374
14.35 103.391
14.352 103.4
14.359 103.405
14.367 103.409
14.37 103.416
14.379 103.422
14.386 103.436
14.386 103.44
14.375 103.444
14.366 103.452
14.362 103.462
14.362 103.469
14.369 103.478
14.384 103.49
14.385 103.497
14.397 103.515
14.399 103.522
14.409 103.533
14.412 103.549
14.42 103.559
14.42 103.582
14.42 103.588
14.405 103.61
14.397 103.622
14.397 103.629
14.405 103.65
14.413 103.66
14.416 103.661
14.43 103.657
14.438 103.659
14.44 103.663
14.434 103.7
14.429 103.706
14.407 103.706
14.388 103.705
14.383 103.707
14.378 103.714
14.378 103.742
14.373 103.752
14.373 103.764
14.364 103.774
14.363 103.779
14.365 103.798
14.361 103.804
14.352 103.816
14.351 103.83
14.353 103.833
14.361 103.839
14.369 103.846
14.367 103.854
14.341 103.882
14.338 103.889
14.334 103.906
14.333 103.916
14.327 103.926
14.328 103.935
14.334 103.94
14.34 103.942
14.348 103.944
14.345 103.961
14.347 103.974
14.35 103.986
14.35 103.995
14.352 103.999
14.354 104.005
14.345 104.011
14.338 104.017
14.333 104.024
14.334 104.029
14.337 104.037
14.338 104.052
14.342 104.069
14.345 104.084
14.348 104.093
14.365 104.107
14.367 104.111
14.37 104.112
14.371 104.124
14.369 104.136
14.366 104.146
14.357 104.146
14.353 104.148
14.352 104.175
14.371 104.175
14.381 104.19
14.397 104.199
14.401 104.206
14.397 104.212
14.392 104.218
14.386 104.214
14.381 104.215
14.37 104.228
14.369 104.234
14.368 104.238
14.375 104.247
14.393 104.26
14.395 104.265
14.394 104.285
14.39 104.301
14.383 104.31
14.372 104.322
14.365 104.336
14.366 104.348
14.369 104.356
14.367 104.382
14.372 104.399
14.365 104.406
14.363 104.428
14.36 104.437
14.356 104.446
14.354 104.457
14.35 104.464
14.344 104.47
14.343 104.474
14.345 104.477
14.352 104.483
14.362 104.487
14.366 104.492
14.37 104.508
14.369 104.517
14.355 104.534
14.349 104.549
14.35 104.559
14.352 104.57
14.354 104.578
14.36 104.584
14.36 104.585
14.377 104.592
14.385 104.599
14.398 104.621
14.409 104.634
14.421 104.646
14.423 104.653
14.416 104.657
14.402 104.663
14.397 104.667
14.393 104.674
14.393 104.683
14.398 104.69
14.42 104.707
14.427 104.713
14.428 104.721
14.418 104.728
14.407 104.729
14.398 104.736
14.406 104.742
14.406 104.759
14.41 104.765
14.421 104.773
14.424 104.787
14.434 104.798
14.434 104.805
14.427 104.821
14.406 104.842
14.402 104.849
14.403 104.853
14.408 104.86
14.416 104.877
14.415 104.882
14.401 104.9
14.389 104.929
14.38 104.949
14.379 104.956
14.386 104.979
14.376 104.992
14.373 104.998
14.37 105
14.368 105.001
14.362 105.001
14.348 105.001
14.345 105
14.337 104.998
14.328 104.997
14.32 104.998
14.315 104.996
14.312 104.997
14.306 104.998
14.302 105
14.301 105.001
14.298 105.001
14.296 105.005
14.28 105.014
14.272 105.018
14.263 105.024
14.251 105.026
14.239 105.027
14.231 105.031
14.222 105.041
14.214 105.052
14.208 105.072
14.207 105.086
14.208 105.098
14.216 105.12
14.224 105.135
14.228 105.139
14.244 105.155
14.25 105.158
14.258 105.151
14.274 105.158
14.285 105.162
14.292 105.165
14.306 105.179
14.313 105.181
14.329 105.176
14.334 105.178
14.337 105.183
14.337 105.191
14.342 105.2
14.341 105.208
14.337 105.213
14.336 105.213
14.332 105.211
14.313 105.208
14.299 105.213
14.278 105.21
14.269 105.211
14.262 105.217
14.257 105.226
14.239 105.245
14.225 105.253
14.224 105.254
14.223 105.258
14.204 105.262
14.196 105.27
14.182 105.273
14.174 105.279
14.17 105.283
14.172 105.298
14.162 105.304
14.163 105.312
14.162 105.32
14.151 105.328
14.145 105.33
14.14 105.329
14.139 105.33
14.137 105.337
14.135 105.339
14.129 105.342
14.102 105.367
14.1 105.391
14.101 105.398
14.111 105.409
14.11 105.415
14.104 105.419
14.104 105.427
14.106 105.444
14.101 105.447
14.102 105.458
14.12 105.491
14.127 105.5
14.129 105.506
14.13 105.515
14.132 105.52
14.148 105.541
14.151 105.545
14.158 105.558
14.157 105.562
14.156 105.564
14.149 105.57
14.142 105.578
14.136 105.586
14.136 105.591
14.138 105.592
14.147 105.587
14.146 105.594
14.143 105.599
14.143 105.605
14.139 105.61
14.127 105.615
14.13 105.621
14.128 105.629
14.119 105.635
14.106 105.639
14.099 105.644
14.098 105.648
14.098 105.649
14.108 105.653
14.111 105.662
14.116 105.659
14.117 105.662
14.097 105.693
14.087 105.704
14.087 105.708
14.099 105.717
14.105 105.724
14.106 105.727
14.097 105.738
14.094 105.743
14.085 105.777
14.087 105.784
14.084 105.791
14.079 105.792
14.061 105.79
14.037 105.793
14.024 105.796
14.02 105.799
14.017 105.806
14.011 105.816
14.008 105.822
14.004 105.827
13.999 105.833
13.969 105.867
13.951 105.887
13.933 105.904
13.93 105.913
13.925 105.932
13.924 105.944
13.926 105.953
13.926 105.958
13.925 105.971
13.925 105.975
13.921 105.986
13.922 105.986
13.927 106
13.931 106.008
13.931 106.028
13.926 106.051
13.92 106.074
13.91 106.096
13.91 106.103
13.914 106.108
13.928 106.11
13.943 106.111
13.955 106.108
13.984 106.105
13.991 106.11
13.997 106.125
14.001 106.133
14.009 106.135
14.013 106.14
14.013 106.147
14.014 106.15
14.016 106.158
14.02 106.166
14.021 106.17
14.027 106.175
14.037 106.18
14.049 106.183
14.063 106.18
14.081 106.153
14.094 106.139
14.105 106.132
14.123 106.125
14.143 106.114
14.162 106.111
14.173 106.107
14.178 106.103
14.182 106.095
14.189 106.09
14.194 106.083
14.2 106.06
14.203 106.055
14.21 106.052
14.232 106.035
14.239 106.033
14.248 106.031
14.271 106.037
14.285 106.035
14.303 106.027
14.309 106.022
14.314 106.002
14.317 106.001
14.328 106
14.345 105.999
14.348 105.999
14.358 106
14.362 106.003
14.363 106.007
14.362 106.011
14.353 106.019
14.346 106.026
14.338 106.038
14.337 106.046
14.34 106.052
14.34 106.057
14.336 106.066
14.345 106.071
14.345 106.076
14.335 106.082
14.341 106.087
14.365 106.095
14.367 106.099
14.358 106.112
14.355 106.12
14.356 106.13
14.359 106.142
14.359 106.149
14.35 106.163
14.346 106.174
14.345 106.186
14.347 106.193
14.356 106.204
14.36 106.221
14.379 106.23
14.394 106.238
14.404 106.241
14.416 106.241
14.426 106.245
14.431 106.253
14.439 106.255
14.458 106.248
14.478 106.252
14.482 106.255
14.483 106.258
14.479 106.263
14.469 106.267
14.473 106.278
14.472 106.279
14.464 106.295
14.448 106.3
14.447 106.304
14.443 106.309
14.437 106.322
14.436 106.337
14.442 106.355
14.449 106.369
14.45 106.38
14.448 106.388
14.448 106.389
14.446 106.403
14.448 106.416
14.455 106.421
14.458 106.423
14.47 106.425
14.474 106.43
14.48 106.439
14.485 106.442
14.5 106.433
14.508 106.432
14.513 106.436
14.515 106.442
14.514 106.452
14.508 106.471
14.508 106.479
14.51 106.481
14.513 106.481
14.52 106.477
segment Cambodia
9.985 104.01
9.996 104.01
9.995 104.012
9.989 104.016
9.986 104.015
9.985 104.01
segment Cambodia
9.966 104.024
9.97 104.018
9.974 104.016
9.979 104.017
9.981 104.019
9.978 104.021
9.977 104.025
9.972 104.025
9.967 104.027
9.966 104.024
segment Cambodia
9.937 104.022
9.941 104.019
9.942 104.013
9.944 104.01
9.949 104.012
9.963 104.012
9.963 104.015
9.959 104.021
9.955 104.023
9.947 104.022
9.942 104.025
9.937 104.022
