lat,long,log10(Mo_nk),log10(Mo_zeng_b_bound),log10(Mo_zeng_orig),log10(Mo_abm)
33.7,-116.7,15.4605069521,15.6114577657,15.296,15.681
33.7,-116.6,15.1578192844,15.5946576874,15.313,15.683
33.7,-116.5,15.0594876843,15.5902844037,15.37,15.594
33.7,-116.4,14.8111123163,15.6035665485,15.439,15.546
33.7,-116.3,14.5805600606,15.6353731485,15.496,15.513
33.7,-116.2,15.0212306585,15.6670979005,15.436,15.466
33.7,-116.1,15.6234973878,15.4283292107,15.496,15.338
33.7,-116,15.65291323,15.4291545121,15.465,15.34
33.7,-115.9,15.5989436315,15.4456353344,15.455,15.449
33.7,-115.8,15.506856655,15.449894752,15.438,15.472
33.7,-115.7,15.2117077504,15.425566824,15.4,15.554
33.7,-115.6,14.8939558478,15.352741915,15.338,15.502
33.7,-115.5,15.021272014,15.2814424573,15.272,15.435
33.7,-115.4,14.7807708158,15.2077151338,15.218,15.354
33.7,-115.3,14.8046368475,15.1749315935,15.187,15.261
33.7,-115.2,14.6918150157,15.1646799408,15.168,15.153
33.7,-115.1,14.7771367125,15.1600481396,15.153,15.034
33.7,-115,14.7983605586,15.152746864,15.138,14.906
33.7,-114.9,14.6929173873,15.1405708886,15.123,14.77
33.7,-114.8,14.6587933768,15.1240148789,15.107,14.624
33.7,-114.7,14.612593149,15.1039746694,15.091,14.47
33.7,-114.6,14.5518523878,15.0811311871,15.075,14.353
33.7,-114.5,14.5493098589,15.0561804233,15.06,14.251
33.7,-114.4,14.5278618063,15.0297894708,15.046,14.152
33.7,-114.3,14.497330563,15.0027274727,15.032,14.057
33.7,-114.2,14.497330563,14.9754134253,15.02,13.962
33.7,-114.1,14.4647875196,14.9487356323,15.01,13.871
33.7,-114,14.3664042775,14.9234616296,15,13.783
33.7,-113.9,14.3581633629,14.9003562029,14.991,13.723
33.7,-113.8,14.305114808,14.8799040507,14.984,13.656
33.7,-113.7,14.1804699617,14.8623580123,14.977,13.58
33.7,-113.6,14.1665485147,14.8476898535,14.969,13.494
33.7,-113.5,14.0241982322,14.8328855637,14.951,13.396
33.7,-113.4,13.6345981706,14.816976657,14.887,13.283
33.7,-113.3,13.546443949,14.8005177519,14.905,13.154
33.8,-121.1,13.8232459363,14.9296334653,14.952,13.864
33.8,-121,13.61853967,14.8597565615,14.86,13.967
33.8,-120.9,13.7980841052,14.8084068003,14.789,14.067
33.8,-120.8,14.1008183957,14.7892139451,14.758,14.216
33.8,-120.7,14.2132254728,14.7889033617,14.751,14.3
33.8,-120.6,14.3166202516,14.7980287934,14.705,14.333
33.8,-120.5,14.425566824,14.8124788449,14.737,14.45
33.8,-120.4,14.4739830232,14.832080794,14.764,14.44
33.8,-120.3,14.5449481494,14.8551555772,14.787,14.497
33.8,-120.2,14.5719299979,14.8791303004,14.809,14.506
33.8,-120.1,14.5709630216,14.9029325267,14.831,14.533
33.8,-120,14.5709630216,14.9253791389,14.853,14.546
33.8,-119.9,14.5441797057,14.9459115168,14.875,14.595
33.8,-119.8,14.4821014535,14.9644717744,14.897,14.647
33.8,-119.7,14.4142210332,14.9811705315,14.919,14.802
33.8,-119.6,14.3395309387,14.9954728522,14.939,15.033
33.8,-119.5,14.281578735,15.0065516091,14.957,15.305
33.8,-119.4,14.2094613946,15.0136376125,14.972,15.428
33.8,-119.3,14.2560679827,15.0162810245,14.984,15.393
33.8,-119.2,14.6342252861,15.0144785353,14.993,15.241
33.8,-119.1,14.5829378922,15.0080036718,14.997,14.824
33.8,-119,14.6426326655,14.996953622,14.997,14.801
33.8,-118.9,14.7351595931,14.9815739929,14.993,14.895
33.8,-118.8,14.7701226681,14.9628663349,14.984,14.974
33.8,-118.7,14.397592434,14.9420576838,14.971,15.187
33.8,-118.6,14.2825314838,14.9211816725,14.953,15.451
33.8,-118.5,14.5014290086,14.9031442704,14.931,15.451
33.8,-118.4,15.378561412,14.8912586169,14.906,14.84
33.8,-118.3,15.7353193924,14.8882075845,14.88,14.809
33.8,-118.2,15.4447628188,14.8943880698,14.856,14.921
33.8,-118.1,15.5090949438,14.9088119571,14.839,14.671
33.8,-118,15.3231695661,14.9275243409,14.836,14.677
33.8,-117.9,15.2623324138,14.9458180466,14.85,14.678
33.8,-117.8,14.981265764,14.957061083,14.878,14.663
33.8,-117.7,15.0786018004,14.9606134576,14.912,14.672
33.8,-117.6,15.048208667,14.9547537108,14.952,15.021
33.8,-117.5,15.0120775995,14.9721472748,14.989,15.387
33.8,-117.4,15.0699639379,15.0444613608,15.019,15.168
33.8,-117.3,15.1498962072,15.1403194517,15.046,15.192
33.8,-117.2,15.3300077009,15.0101727033,15.092,15.495
33.8,-117.1,15.305952945,14.9446849668,15.023,15.579
33.8,-117,15.8646653113,14.8017671852,14.993,15.31
33.8,-116.9,15.9018341477,15.4656504847,15.232,15.36
33.8,-116.8,15.8883592423,15.5161650411,15.234,15.584
33.8,-116.7,15.6468446592,15.6364678361,15.27,15.683
33.8,-116.6,15.3058670566,15.6455794516,15.302,15.734
33.8,-116.5,15.2849042514,15.6618126855,15.368,15.689
33.8,-116.4,14.8873753332,15.6899389725,15.439,15.516
33.8,-116.3,15.3590952237,15.7285404479,15.472,15.482
33.8,-116.2,15.868797208,15.5360405154,15.54,15.369
33.8,-116.1,15.8059016649,15.4789414718,15.468,15.37
33.8,-116,15.6441627594,15.4378139588,15.43,15.387
33.8,-115.9,15.4533642138,15.4362898942,15.414,15.384
33.8,-115.8,15.16589691,15.4183510168,15.394,15.376
33.8,-115.7,14.9065989868,15.3573630306,15.358,15.366
33.8,-115.6,14.6398847419,15.3061675916,15.31,15.325
33.8,-115.5,14.8351322871,15.2445739728,15.254,15.299
33.8,-115.4,14.9154842585,15.1850035565,15.203,15.249
33.8,-115.3,14.9885946264,15.1463451287,15.167,15.182
33.8,-115.2,14.8118095152,15.1251883842,15.141,15.086
33.8,-115.1,14.7453480924,15.11300694,15.122,14.981
33.8,-115,14.7877296112,15.1027080547,15.106,14.867
33.8,-114.9,14.6825241285,15.0907164485,15.091,14.747
33.8,-114.8,14.6273453705,15.0760575958,15.077,14.623
33.8,-114.7,14.5719299979,15.059033005,15.063,14.5
33.8,-114.6,14.5251744278,15.0398897977,15.049,14.379
33.8,-114.5,14.5374160843,15.0191994011,15.036,14.265
33.8,-114.4,14.5682838801,14.9973601686,15.023,14.172
33.8,-114.3,14.5004834748,14.9748569646,15.012,14.081
33.8,-114.2,14.478826129,14.9520510407,15.001,13.991
33.8,-114.1,14.4180359923,14.9295670715,14.991,13.904
33.8,-114,14.3609340515,14.9080075688,14.982,13.814
33.8,-113.9,14.3569623107,14.8880333936,14.974,13.747
33.8,-113.8,14.3077954481,14.8700232919,14.967,13.68
33.8,-113.7,14.2165353574,14.8541966952,14.96,13.609
33.8,-113.6,14.2143138974,14.8406893643,14.953,13.533
33.8,-113.5,14.1170059966,14.8272981774,14.94,13.451
33.8,-113.4,13.9539335679,14.7027836879,14.826,13.359
33.8,-113.3,13.9427568753,14.5331871842,14.808,13.257
33.9,-121.2,14.1780844329,14.8171090215,14.789,14.056
33.9,-121.1,14.0008243766,14.744543315,14.645,14.187
33.9,-121,13.7778833528,14.7004700696,14.622,14.318
33.9,-120.9,13.6953415589,14.7244970576,14.731,14.442
33.9,-120.8,14.1457245749,14.7302734172,14.722,14.593
33.9,-120.7,14.3152984529,14.7507705894,14.73,14.732
33.9,-120.6,14.3978878902,14.7765050536,14.745,14.95
33.9,-120.5,14.5291992852,14.8033683357,14.762,15.047
33.9,-120.4,14.5845799677,14.831524248,14.782,14.982
33.9,-120.3,14.6347391786,14.8600144115,14.805,14.504
33.9,-120.2,14.6762819777,14.88857821,14.829,14.513
33.9,-120.1,14.6875646308,14.916596058,14.854,14.543
33.9,-120,14.6800815718,14.9435340854,14.88,14.549
33.9,-119.9,14.6334785553,14.9688750375,14.905,14.594
33.9,-119.8,14.5815173094,14.9925623538,14.931,14.646
33.9,-119.7,14.4712476925,15.0146885119,14.955,14.803
33.9,-119.6,14.3884919618,15.034427905,14.979,15.036
33.9,-119.5,14.326356346,15.0506503809,15,15.313
33.9,-119.4,14.3176873405,15.0623563181,15.017,15.434
33.9,-119.3,14.4864163091,15.0689646659,15.031,15.406
33.9,-119.2,14.7349917405,15.0705550158,15.041,15.364
33.9,-119.1,14.6938324327,15.0664750138,15.046,14.861
33.9,-119,14.7162872126,15.0567143295,15.047,14.799
33.9,-118.9,14.5052721065,15.0412742251,15.042,14.894
33.9,-118.8,14.7198945099,15.0211479357,15.032,14.971
33.9,-118.7,14.4616935703,14.9975174394,15.017,15.182
33.9,-118.6,15.0696311026,14.972401883,14.997,15.449
33.9,-118.5,15.1643528558,14.9492240647,14.972,15.451
33.9,-118.4,15.3980963265,14.9326360874,14.943,15.055
33.9,-118.3,15.6635124704,14.9278372609,14.91,14.999
33.9,-118.2,15.8039007434,14.9372620543,14.878,14.977
33.9,-118.1,15.5503262112,14.9609937089,14.853,14.98
33.9,-118,15.2904575641,14.9947349656,14.844,14.889
33.9,-117.9,15.2347197046,15.0329811931,14.861,14.731
33.9,-117.8,15.0405232264,15.0649818217,14.901,14.723
33.9,-117.7,15.0806264869,15.0879233209,14.95,15.02
33.9,-117.6,14.9342155627,15.0941565618,15.002,15.387
33.9,-117.5,15.1814147963,15.1032219925,15.049,15.38
33.9,-117.4,15.1262613189,15.1501421618,15.085,15.272
33.9,-117.3,15.3674677421,15.2613104601,15.114,15.592
33.9,-117.2,15.3928024371,15.296862552,15.162,15.697
33.9,-117.1,15.5777674549,15.4273237864,15.227,15.608
33.9,-117,15.7913818323,15.4364965913,15.206,15.36
33.9,-116.9,15.7861336035,15.4800357032,15.138,15.36
33.9,-116.8,15.7625585349,15.511442161,15.155,15.546
33.9,-116.7,15.6585741829,15.5562059802,15.223,15.742
33.9,-116.6,15.6087613018,15.6052296038,15.287,15.882
33.9,-116.5,15.4739684415,15.6533090129,15.367,15.834
33.9,-116.4,15.8589219972,15.6667425576,15.65,15.501
33.9,-116.3,16.1197176591,15.6238382905,15.603,15.382
33.9,-116.2,15.6314742091,15.5605999853,15.533,15.381
33.9,-116.1,15.6110325599,15.4853806697,15.46,15.39
33.9,-116,15.4684654897,15.4209454059,15.407,15.35
33.9,-115.9,15.2689288224,15.3808079865,15.378,15.265
33.9,-115.8,15.1199813073,15.3433888975,15.354,15.197
33.9,-115.7,14.9866060439,15.3028069627,15.321,15.145
33.9,-115.6,14.8111458611,15.2533137695,15.277,15.151
33.9,-115.5,14.9414965252,15.1996454931,15.229,15.195
33.9,-115.4,14.9701236268,15.1492807103,15.183,15.16
33.9,-115.3,15.0102999566,15.1106570376,15.145,15.102
33.9,-115.2,14.9467371159,15.0841471332,15.116,15.015
33.9,-115.1,14.8022262377,15.0664750138,15.093,14.917
33.9,-115,14.8070409232,15.053155303,15.075,14.812
33.9,-114.9,14.7505161087,15.0408395947,15.06,14.708
33.9,-114.8,14.6393270859,15.0277164622,15.047,14.603
33.9,-114.7,14.568764768,15.0133007869,15.034,14.496
33.9,-114.6,14.5331999072,14.9975960534,15.022,14.391
33.9,-114.5,14.546493309,14.9808257057,15.01,14.289
33.9,-114.4,14.5767443543,14.9632115329,15,14.19
33.9,-114.3,14.5366215622,14.9449956262,14.99,14.095
33.9,-114.2,14.4279240777,14.9263681742,14.981,14.009
33.9,-114.1,14.4086130269,14.9078787283,14.972,13.932
33.9,-114,14.380175049,14.889928875,14.964,13.859
33.9,-113.9,14.3231076552,14.8730356298,14.957,13.789
33.9,-113.8,14.3019843941,14.857483267,14.95,13.72
33.9,-113.7,14.2477769307,14.8434943975,14.944,13.65
33.9,-113.6,14.1774787825,14.8313385741,14.938,13.58
33.9,-113.5,14.1444185186,14.8198596713,14.928,13.506
33.9,-113.4,13.9824928476,14.7401415378,14.843,13.426
33.9,-113.3,13.9516337484,14.6165700296,14.729,13.339
34,-121.3,14.4865296539,14.7533302213,14.737,14.117
34,-121.2,14.4961821293,14.674888685,14.579,14.256
34,-121.1,14.4359080409,14.63357954,14.617,14.411
34,-121,14.5363437672,14.6247048371,14.668,14.567
34,-120.9,14.5331362883,14.6743006955,14.696,14.745
34,-120.8,14.4931651695,14.707382793,14.714,14.968
34,-120.7,14.3962691077,14.7369778286,14.731,15.102
34,-120.6,14.4751334343,14.767244943,14.749,15.171
34,-120.5,14.3846759234,14.7983812855,14.77,15.116
34,-120.4,14.3525683862,14.8304988496,14.794,14.979
34,-120.3,14.4742891262,14.8634001933,14.819,15.089
34,-120.2,14.7365717784,14.8966419404,14.847,14.935
34,-120.1,15.0316911686,14.9297509063,14.876,14.804
34,-120,14.6901163043,14.9623267093,14.905,14.901
34,-119.9,14.9693693117,14.9938328666,14.935,15.092
34,-119.8,14.6501811999,15.0241160728,14.964,14.896
34,-119.7,14.4662743218,15.0531168749,14.992,14.423
34,-119.6,14.4466458824,15.0797960612,15.02,14.485
34,-119.5,14.3079023303,15.1027766149,15.044,15.248
34,-119.4,14.3740330955,15.1207712929,15.064,15.457
34,-119.3,14.7333898854,15.1330596428,15.08,15.542
34,-119.2,14.804500626,15.1394382742,15.092,15.38
34,-119.1,14.9504768217,15.1390285475,15.098,15.019
34,-119,13.7472952553,15.1316507381,15.099,14.833
34,-118.9,14.0862530238,15.1171386664,15.094,14.79
34,-118.8,14.7748890587,15.0964581117,15.084,14.825
34,-118.7,14.8224361604,15.070887144,15.068,14.648
34,-118.6,15.2076612912,15.0422998074,15.047,15.653
34,-118.5,15.2181677484,15.0141003215,15.019,15.669
34,-118.4,14.7070589406,14.9917840957,14.986,15.622
34,-118.3,15.1553056662,14.9831344397,14.948,15.524
34,-118.2,15.4865579854,14.9937359446,14.908,14.999
34,-118.1,15.9125780639,15.025100961,14.874,15.091
34,-118,15.6771687877,15.072690955,14.857,15.097
34,-117.9,15.5938064653,15.1303337685,14.877,14.907
34,-117.8,15.5169714325,15.184804957,14.932,14.971
34,-117.7,15.0322963447,15.2321062926,14.998,14.831
34,-117.6,15.3577252684,15.2322335211,15.058,15.175
34,-117.5,15.6396060034,15.2406740276,15.111,15.177
34,-117.4,15.3202501719,15.2390991819,15.155,15.325
34,-117.3,15.4816002646,15.2026245236,15.188,15.404
34,-117.2,16.0242393061,14.8514112424,15.129,15.162
34,-117.1,16.1504494095,15.3836717738,15.146,15.625
34,-117,15.9327577897,15.3699761349,15.108,15.36
34,-116.9,15.7281670358,15.4022785819,15.019,15.36
34,-116.8,15.8237089195,15.4196914585,15.058,15.532
34,-116.7,15.9031442704,15.2827806682,15.16,15.723
34,-116.6,15.8093711428,15.3798853986,15.26,15.882
34,-116.5,15.7182441913,15.6408390609,15.536,15.811
34,-116.4,15.6983876595,15.6042044459,15.536,15.398
34,-116.3,15.5959919604,15.5696313664,15.527,15.398
34,-116.2,15.4661407178,15.5134706428,15.484,15.336
34,-116.1,15.3788882496,15.4396642103,15.421,15.331
34,-116,15.1446675942,15.369252975,15.364,15.259
34,-115.9,14.8114945735,15.317018101,15.328,15.129
34,-115.8,15.2064750618,15.2777925189,15.301,15.067
34,-115.7,15.4423700057,15.2375437381,15.269,15.004
34,-115.6,15.4535782273,15.1932081085,15.232,15.081
34,-115.5,15.4192781832,15.1470886246,15.192,15.051
34,-115.4,15.0814913285,15.1035642801,15.152,15.057
34,-115.3,15.0432836656,15.0674056584,15.117,15.004
34,-115.2,15.0376654934,15.0394934351,15.087,14.922
34,-115.1,14.8672317145,15.0191578477,15.064,14.832
34,-115,14.8108304376,15.0039772418,15.045,14.746
34,-114.9,14.779545989,14.9915760292,15.029,14.659
34,-114.8,14.6945613286,14.9799306041,15.016,14.569
34,-114.7,14.6387088446,14.9680531113,15.004,14.474
34,-114.6,14.6079373048,14.9556107921,14.994,14.383
34,-114.5,14.6366182654,14.9425041062,14.984,14.293
34,-114.4,14.7000110623,14.9287849041,14.975,14.205
34,-114.3,14.6477447315,14.914575847,14.967,14.121
34,-114.2,14.5036136618,14.8999189459,14.959,14.042
34,-114.1,14.4681848089,14.8852311384,14.952,13.968
34,-114,14.3541852986,14.8707432481,14.946,13.896
34,-113.9,14.2849718546,14.8567651304,14.94,13.826
34,-113.8,14.2858947125,14.8435068517,14.934,13.758
34,-113.7,14.2662787466,14.8313065533,14.928,13.69
34,-113.6,14.1974459721,14.8204641906,14.922,13.623
34,-113.5,14.1922607186,14.8106491332,14.915,13.553
34,-113.4,14.0860393313,14.7653779346,14.87,13.481
34,-113.3,14.0005642162,14.6937533223,14.794,13.404
34,-113.2,14,14.5825405972,14.677,13.321
34.1,-121.4,14.748149249,14.7389469533,14.732,14.128
34.1,-121.3,14.7815040572,14.6572088812,14.584,14.245
34.1,-121.2,14.7329403051,14.6117551622,14.607,14.39
34.1,-121.1,14.7834890875,14.6019079617,14.651,14.56
34.1,-121,14.7809794124,14.624323357,14.678,14.75
34.1,-120.9,14.7630234621,14.6581545471,14.694,14.963
34.1,-120.8,14.7421435886,14.6889623511,14.711,15.16
34.1,-120.7,14.7270285847,14.720936202,14.729,15.265
34.1,-120.6,14.8346749745,14.7541035938,14.751,15.271
34.1,-120.5,14.7744074659,14.7889245449,14.775,15.004
34.1,-120.4,14.7275981833,14.8255040111,14.802,15.117
34.1,-120.3,14.5679199281,14.8634477762,14.831,15.253
34.1,-120.2,14.3992063007,14.9022259678,14.862,15.079
34.1,-120.1,14.4450278749,14.9414617393,14.895,14.869
34.1,-120,14.8419410605,14.9808847084,14.929,15.098
34.1,-119.9,14.6788460248,15.0199051998,14.963,15.122
34.1,-119.8,14.5617332756,15.0581981879,14.996,14.954
34.1,-119.7,14.3874432199,15.0957271226,15.029,14.492
34.1,-119.6,14.6402826297,15.1311051621,15.061,14.705
34.1,-119.5,14.654436463,15.1626540041,15.089,15.312
34.1,-119.4,14.6133977904,15.1888441465,15.113,15.52
34.1,-119.3,15.0466902214,15.2085219729,15.132,15.553
34.1,-119.2,15.2667724635,15.2212577071,15.145,15.397
34.1,-119.1,15.1568519011,15.2257226987,15.153,15.152
34.1,-119,14.7861051769,15.2214403208,15.154,15.014
34.1,-118.9,15.2037126406,15.208360725,15.149,15.071
34.1,-118.8,15.3179171536,15.1876053154,15.138,15.044
34.1,-118.7,15.3104383948,15.1608285431,15.121,14.844
34.1,-118.6,15.2619999487,15.1297543228,15.099,15.713
34.1,-118.5,15.1769011864,15.0975002522,15.07,15.731
34.1,-118.4,15.0139321207,15.0699639379,15.033,15.671
34.1,-118.3,15.2964238485,15.0567524406,14.99,15.136
34.1,-118.2,15.262593458,15.0665867965,14.943,15.105
34.1,-118.1,15.3828272097,15.1036327052,14.901,15.135
34.1,-118,15.1659561872,15.1552145395,14.878,15.135
34.1,-117.9,15.2487822141,15.2187979981,14.892,14.984
34.1,-117.8,15.3134242672,15.2863666374,14.957,14.879
34.1,-117.7,15.2947086579,15.3510228526,15.034,15.418
34.1,-117.6,15.6514234008,15.3386755778,15.108,15.43
34.1,-117.5,15.8062613966,15.3331448761,15.175,15.149
34.1,-117.4,15.5229004595,15.4072549006,15.231,15.385
34.1,-117.3,15.9049534497,15.455286549,15.028,15.487
34.1,-117.2,16.222742476,15.4696894991,15.066,15.23
34.1,-117.1,15.8991143368,15.3046197629,15.06,15.656
34.1,-117,15.4689378057,15.2682268377,15.026,15.669
34.1,-116.9,15.311308746,15.3696795996,15.172,15.13
34.1,-116.8,15.0493731002,15.6888556776,15.332,15.186
34.1,-116.7,15.3452560728,15.6341042818,15.47,15.581
34.1,-116.6,15.5954080313,15.6048845577,15.444,15.816
34.1,-116.5,15.6024398328,15.5671205119,15.442,15.398
34.1,-116.4,15.5346732558,15.5270237855,15.45,15.398
34.1,-116.3,15.6162969281,15.4860051864,15.445,15.398
34.1,-116.2,15.4267551785,15.4336098433,15.411,15.336
34.1,-116.1,15.2799405728,15.3643258167,15.359,15.293
34.1,-116,15.3653007486,15.3038869217,15.307,15.206
34.1,-115.9,15.2250765616,15.2504200023,15.269,15.019
34.1,-115.8,14.9567253538,15.2092200231,15.241,15.065
34.1,-115.7,15.1236883417,15.1698213289,15.213,15.093
34.1,-115.6,15.1362130655,15.129625452,15.181,14.938
34.1,-115.5,14.9819634988,15.089410511,15.147,14.861
34.1,-115.4,14.9176052755,15.0514612443,15.113,14.945
34.1,-115.3,14.96736074,15.0186172925,15.082,14.891
34.1,-115.2,14.9714660429,14.9917663918,15.055,14.809
34.1,-115.1,14.8733264156,14.971173759,15.032,14.743
34.1,-115,14.7669999375,14.9557214152,15.013,14.675
34.1,-114.9,14.7589421558,14.9438999319,14.998,14.602
34.1,-114.8,14.7051621194,14.9339577717,14.986,14.524
34.1,-114.7,14.6564048801,14.924677207,14.976,14.442
34.1,-114.6,14.6121478383,14.9153787268,14.967,14.361
34.1,-114.5,14.6747601303,14.905747323,14.958,14.283
34.1,-114.4,14.6589934137,14.8956490274,14.951,14.206
34.1,-114.3,14.5650918664,14.8851179923,14.945,14.13
34.1,-114.2,14.4356214304,14.8740989596,14.939,14.057
34.1,-114.1,14.3411970321,14.8628526157,14.933,13.987
34.1,-114,14.2523432244,14.8515090661,14.928,13.919
34.1,-113.9,14.2716325375,14.8402504169,14.922,13.852
34.1,-113.8,14.2754726011,14.8292201229,14.917,13.786
34.1,-113.7,14.2672421488,14.8187404059,14.912,13.722
34.1,-113.6,14.237418056,14.8091757498,14.907,13.658
34.1,-113.5,14.2235997646,14.8005452506,14.902,13.593
34.1,-113.4,14.1997277588,14.7777674541,14.88,13.525
34.1,-113.3,14.0885613118,14.7437840519,14.842,13.454
34.1,-113.2,14.0298300193,14.6954291377,14.786,13.38
34.2,-121.6,14.7526552673,14.7870209984,14.816,14.035
34.2,-121.5,14.9127426851,14.711275631,14.708,14.127
34.2,-121.4,14.8685797889,14.6363173546,14.574,14.227
34.2,-121.3,14.828898242,14.5890331557,14.598,14.337
34.2,-121.2,14.8302357011,14.5755688405,14.63,14.478
34.2,-121.1,14.8368871938,14.5839804805,14.653,14.653
34.2,-121,14.8701170123,14.6014080605,14.669,14.851
34.2,-120.9,14.915267891,14.6310376965,14.684,15.05
34.2,-120.8,14.9179149292,14.663964625,14.702,15.219
34.2,-120.7,15.0118663565,14.6983354711,14.723,15.24
34.2,-120.6,15.049954148,14.734567824,14.748,15.236
34.2,-120.5,15.0763491175,14.773406088,14.775,15.208
34.2,-120.4,15.0293837777,14.8148533203,14.806,15.22
34.2,-120.3,14.9062703778,14.8584469608,14.839,15.217
34.2,-120.2,14.8483123036,14.9035077944,14.874,15.056
34.2,-120.1,15.015443588,14.9498825782,14.912,14.86
34.2,-120,15.1745540345,14.9974650222,14.95,15.111
34.2,-119.9,14.9675105354,15.0454794531,14.989,15.02
34.2,-119.8,14.6565006726,15.0935267437,15.027,14.876
34.2,-119.7,14.7803821274,15.1413243273,15.065,14.743
34.2,-119.6,14.8147402271,15.1874643153,15.102,14.812
34.2,-119.5,15.2597610668,15.229809783,15.134,15.36
34.2,-119.4,14.967683672,15.2663728312,15.162,15.491
34.2,-119.3,15.2332246263,15.2954571381,15.184,15.502
34.2,-119.2,15.6813497974,15.3161591281,15.2,15.395
34.2,-119.1,15.5563989999,15.3263973133,15.209,15.232
34.2,-119,15.5741007493,15.3256182728,15.211,15.107
34.2,-118.9,15.4868411994,15.313803969,15.205,15.056
34.2,-118.8,15.4312833318,15.2927875352,15.192,15.054
34.2,-118.7,15.6578395539,15.2649122246,15.174,15.178
34.2,-118.6,15.5052178315,15.2322844021,15.151,15.606
34.2,-118.5,15.238873737,15.197004728,15.121,15.596
34.2,-118.4,15.3844967811,15.1649770771,15.081,15.299
34.2,-118.3,15.1755118134,15.1464381353,15.031,15.007
34.2,-118.2,15.2487332298,15.1503265365,14.974,14.788
34.2,-118.1,15.5014563847,15.1773921921,14.915,14.779
34.2,-118,15.7532535748,15.2080111489,14.88,14.751
34.2,-117.9,15.8264635491,15.2480714009,14.879,14.771
34.2,-117.8,15.8666948529,15.3027204499,14.963,15.593
34.2,-117.7,15.6338722627,15.3720646707,15.067,15.593
34.2,-117.6,15.5118165413,15.4432942868,15.154,15.544
34.2,-117.5,15.5690108703,15.3837794724,15.238,15.353
34.2,-117.4,15.7269960136,15.4656356206,14.926,15.058
34.2,-117.3,15.6634841951,14.7549519524,15.273,15.415
34.2,-117.2,15.730136004,15.4563052884,15.186,15.76
34.2,-117.1,15.5452081207,15.4335138207,15.107,15.76
34.2,-117,15.2969940767,15.3851950183,15.082,15.76
34.2,-116.9,14.7374788964,15.3889533166,15.312,15.246
34.2,-116.8,15.2287595554,15.4589247662,15.348,15.198
34.2,-116.7,15.3501704588,15.5065456188,15.377,15.363
34.2,-116.6,15.5653636882,15.5177104102,15.388,15.089
34.2,-116.5,15.4695422108,15.4962236919,15.389,15.102
34.2,-116.4,15.7524710067,15.4774974803,15.384,15.35
34.2,-116.3,15.7512868042,15.4344092076,15.369,15.398
34.2,-116.2,15.2914798522,15.3657499801,15.339,15.182
34.2,-116.1,15.3445887426,15.3020927158,15.298,15.323
34.2,-116,15.417903282,15.2459566057,15.255,15.349
34.2,-115.9,15.3395508108,15.1930967581,15.217,15.365
34.2,-115.8,15.3024175192,15.1479544309,15.186,15.06
34.2,-115.7,15.352973179,15.106666762,15.157,14.949
34.2,-115.6,15.0442652999,15.0675172019,15.127,14.923
34.2,-115.5,14.8751365346,15.030599722,15.098,14.919
34.2,-115.4,14.6908426087,14.9967961469,15.069,14.924
34.2,-115.3,14.7542565737,14.9674637299,15.042,14.749
34.2,-115.2,14.4494321131,14.9431530797,15.018,14.705
34.2,-115.1,14.5007714639,14.9242017266,14.997,14.657
34.2,-115,14.3867664157,14.9100745197,14.981,14.603
34.2,-114.9,14.4851249266,14.899793153,14.967,14.543
34.2,-114.8,14.4460864848,14.8919052536,14.957,14.476
34.2,-114.7,14.4254200891,14.8852650765,14.948,14.405
34.2,-114.6,14.5957827176,14.8789065157,14.941,14.336
34.2,-114.5,14.5503262112,14.8723719091,14.934,14.267
34.2,-114.4,14.545727597,14.8654415622,14.929,14.198
34.2,-114.3,14.4782200762,14.8581219531,14.924,14.128
34.2,-114.2,14.4269177139,14.8502724218,14.919,14.061
34.2,-114.1,14.2638253655,14.8418848116,14.915,13.995
34.2,-114,14.2588766294,14.8331598663,14.911,13.931
34.2,-113.9,14.3794324329,14.824243019,14.906,13.868
34.2,-113.8,14.3613122251,14.815298754,14.902,13.805
34.2,-113.7,14.3581633629,14.806532695,14.898,13.744
34.2,-113.6,14.3028718361,14.7982223539,14.893,13.683
34.2,-113.5,14.2543546921,14.7905877274,14.889,13.622
34.2,-113.4,14.2252317222,14.7771584775,14.876,13.558
34.2,-113.3,14.1191898821,14.7584652626,14.852,13.493
34.2,-113.2,13.8061460434,14.7328680077,14.817,13.425
34.3,-121.6,14.755058835,14.6494224878,14.662,14.118
34.3,-121.5,14.7881754443,14.593418994,14.541,14.21
34.3,-121.4,14.9477620146,14.5592481041,14.583,14.308
34.3,-121.3,14.9204103251,14.5486841715,14.634,14.412
34.3,-121.2,14.9038114021,14.5546829441,14.629,14.537
34.3,-121.1,14.9015509465,14.570064018,14.637,14.692
34.3,-121,14.9015509465,14.5892009428,14.651,14.873
34.3,-120.9,14.9467371159,14.6099357351,14.667,15.045
34.3,-120.8,15.0749991861,14.6322243912,14.687,15.19
34.3,-120.7,15.1451964061,14.6670231156,14.711,15.191
34.3,-120.6,15.3186892699,14.7064019721,14.738,15.189
34.3,-120.5,15.4859768187,14.7493110862,14.769,15.208
34.3,-120.4,15.4103553834,14.7959703412,14.803,15.169
34.3,-120.3,14.9654651151,14.8458295201,14.841,15.174
34.3,-120.2,14.5157943923,14.8980007536,14.881,15.034
34.3,-120.1,14.5594876818,14.9525793589,14.923,14.929
34.3,-120,14.8223773275,15.0096208408,14.966,14.936
