segment Malawi
-11.422 33.294
-11.396 33.292
-11.394 33.291
-11.384 33.284
-11.377 33.283
-11.369 33.289
-11.367 33.295
-11.369 33.303
-11.367 33.313
-11.361 33.318
-11.356 33.317
-11.343 33.309
-11.336 33.307
-11.332 33.309
-11.331 33.309
-11.316 33.326
-11.305 33.337
-11.287 33.348
-11.277 33.35
-11.271 33.353
-11.265 33.356
-11.253 33.36
-11.238 33.377
-11.231 33.382
-11.223 33.383
-11.203 33.392
-11.186 33.393
-11.175 33.401
-11.169 33.402
-11.161 33.406
-11.151 33.405
-11.148 33.403
-11.143 33.392
-11.145 33.379
-11.138 33.374
-11.129 33.372
-11.119 33.376
-11.1 33.366
-11.091 33.358
-11.085 33.348
-11.074 33.339
-11.073 33.338
-11.067 33.332
-11.053 33.329
-11.044 33.32
-11.037 33.318
-11.028 33.319
-11.01 33.311
-10.991 33.308
-10.943 33.313
-10.936 33.31
-10.93 33.304
-10.921 33.299
-10.901 33.281
-10.899 33.277
-10.906 33.271
-10.903 33.262
-10.904 33.261
-10.908 33.256
-10.907 33.251
-10.897 33.248
-10.894 33.246
-10.889 33.247
-10.869 33.266
-10.866 33.274
-10.866 33.279
-10.868 33.284
-10.876 33.286
-10.873 33.302
-10.87 33.311
-10.859 33.319
-10.858 33.32
-10.851 33.322
-10.829 33.335
-10.829 33.364
-10.824 33.376
-10.813 33.389
-10.811 33.403
-10.813 33.416
-10.815 33.423
-10.821 33.443
-10.821 33.453
-10.816 33.46
-10.801 33.473
-10.794 33.483
-10.791 33.496
-10.786 33.504
-10.779 33.51
-10.778 33.517
-10.768 33.526
-10.766 33.53
-10.766 33.531
-10.756 33.534
-10.74 33.532
-10.735 33.532
-10.734 33.538
-10.737 33.544
-10.733 33.55
-10.714 33.56
-10.704 33.57
-10.681 33.584
-10.672 33.592
-10.67 33.593
-10.661 33.597
-10.657 33.602
-10.661 33.616
-10.66 33.623
-10.642 33.639
-10.63 33.646
-10.626 33.651
-10.622 33.664
-10.606 33.685
-10.603 33.686
-10.598 33.687
-10.585 33.701
-10.575 33.706
-10.569 33.705
-10.578 33.687
-10.577 33.682
-10.57 33.679
-10.553 33.679
-10.546 33.674
-10.541 33.674
-10.53 33.669
-10.527 33.658
-10.52 33.647
-10.504 33.64
-10.498 33.634
-10.5 33.625
-10.493 33.621
-10.479 33.631
-10.47 33.63
-10.449 33.619
-10.442 33.599
-10.438 33.589
-10.429 33.577
-10.409 33.567
-10.406 33.563
-10.402 33.563
-10.382 33.556
-10.376 33.55
-10.372 33.548
-10.35 33.55
-10.339 33.542
-10.33 33.535
-10.318 33.539
-10.306 33.538
-10.301 33.541
-10.294 33.548
-10.279 33.551
-10.266 33.551
-10.237 33.563
-10.228 33.56
-10.224 33.557
-10.212 33.535
-10.213 33.529
-10.207 33.518
-10.188 33.503
-10.179 33.494
-10.174 33.479
-10.171 33.459
-10.164 33.451
-10.149 33.437
-10.126 33.42
-10.121 33.408
-10.106 33.386
-10.103 33.377
-10.103 33.365
-10.1 33.36
-10.094 33.354
-10.092 33.352
-10.091 33.349
-10.088 33.339
-10.065 33.319
-10.054 33.318
-10.045 33.319
-10 33.333
-9.997 33.334
-9.986 33.339
-9.971 33.345
-9.952 33.346
-9.943 33.349
-9.937 33.357
-9.926 33.366
-9.92 33.376
-9.916 33.379
-9.907 33.382
-9.883 33.371
-9.878 33.37
-9.861 33.368
-9.856 33.365
-9.849 33.358
-9.838 33.353
-9.827 33.346
-9.823 33.337
-9.822 33.329
-9.815 33.308
-9.809 33.301
-9.81 33.29
-9.807 33.284
-9.805 33.283
-9.8 33.28
-9.768 33.272
-9.754 33.263
-9.732 33.236
-9.717 33.226
-9.699 33.225
-9.685 33.224
-9.654 33.227
-9.642 33.219
-9.628 33.217
-9.62 33.213
-9.606 33.196
-9.605 33.181
-9.607 33.175
-9.614 33.157
-9.613 33.152
-9.61 33.141
-9.611 33.134
-9.602 33.125
-9.601 33.121
-9.61 33.113
-9.624 33.109
-9.632 33.109
-9.636 33.115
-9.646 33.119
-9.648 33.111
-9.655 33.111
-9.661 33.111
-9.678 33.103
-9.686 33.101
-9.687 33.099
-9.686 33.093
-9.679 33.086
-9.665 33.083
-9.649 33.07
-9.635 33.062
-9.633 33.058
-9.633 33.05
-9.642 33.044
-9.649 33.038
-9.65 33.028
-9.641 33.005
-9.612 33.003
-9.599 33.005
-9.589 33.008
-9.584 33.008
-9.575 33.012
-9.56 33.011
-9.558 33.011
-9.536 33.024
-9.525 33.029
-9.507 33.027
-9.501 33.022
-9.496 33.012
-9.495 32.994
-9.492 32.988
-9.484 32.982
-9.481 32.975
-9.483 32.97
-9.484 32.967
-9.491 32.954
-9.487 32.948
-9.426 32.944
-9.412 32.947
-9.404 32.953
-9.401 32.954
-9.395 32.967
-9.39 32.968
-9.371 32.989
-9.369 32.991
-9.368 32.996
-9.369 33.001
-9.378 33.011
-9.385 33.012
-9.394 33.02
-9.403 33.023
-9.408 33.027
-9.414 33.035
-9.419 33.047
-9.439 33.066
-9.448 33.078
-9.449 33.08
