segment Mozam
-25.204 33.526
-25.202 33.525
-25.201 33.517
-25.21 33.513
-25.218 33.495
-25.222 33.477
-25.228 33.461
-25.236 33.439
-25.271 33.365
-25.282 33.346
-25.285 33.338
-25.3 33.298
-25.319 33.267
-25.34 33.219
-25.343 33.215
-25.354 33.198
-25.377 33.152
-25.391 33.131
-25.407 33.096
-25.42 33.07
-25.428 33.059
-25.431 33.049
-25.477 32.981
-25.489 32.963
-25.513 32.921
-25.555 32.872
-25.572 32.852
-25.602 32.824
-25.655 32.789
-25.66 32.786
-25.744 32.753
-25.763 32.75
-25.772 32.747
-25.775 32.746
-25.798 32.743
-25.839 32.746
-25.868 32.751
-25.869 32.748
-25.854 32.742
-25.84 32.74
-25.829 32.737
-25.817 32.739
-25.808 32.735
-25.799 32.734
-25.78 32.739
-25.775 32.738
-25.753 32.721
-25.75 32.717
-25.749 32.704
-25.744 32.697
-25.736 32.696
-25.736 32.692
-25.743 32.686
-25.749 32.686
-25.755 32.694
-25.754 32.713
-25.756 32.716
-25.763 32.72
-25.766 32.727
-25.772 32.732
-25.776 32.732
-25.804 32.726
-25.81 32.727
-25.817 32.728
-25.819 32.727
-25.829 32.715
-25.826 32.707
-25.859 32.701
-25.877 32.704
-25.882 32.702
-25.886 32.696
-25.891 32.677
-25.899 32.667
-25.901 32.666
-25.917 32.653
-25.937 32.631
-25.958 32.614
-25.976 32.601
-25.979 32.594
-25.979 32.584
-25.977 32.575
-25.975 32.572
-25.968 32.559
-25.96 32.556
-25.947 32.537
-25.943 32.53
-25.944 32.525
-25.95 32.513
-25.963 32.499
-25.971 32.485
-25.985 32.472
-25.984 32.466
-25.982 32.465
-25.978 32.462
-25.975 32.457
-25.976 32.452
-25.982 32.456
-25.99 32.454
-26.002 32.445
-25.991 32.466
-25.991 32.471
-25.993 32.473
-25.998 32.473
-26.008 32.466
-26.009 32.468
-26.009 32.472
-26.004 32.48
-25.997 32.487
-26.011 32.491
-26.026 32.491
-26.041 32.482
-26.047 32.475
-26.052 32.46
-26.052 32.447
-26.055 32.444
-26.061 32.443
-26.065 32.445
-26.059 32.446
-26.057 32.448
-26.055 32.456
-26.056 32.466
-26.053 32.476
-26.047 32.484
-26.035 32.491
-26.013 32.499
-25.993 32.492
-25.986 32.492
-25.969 32.5
-25.966 32.506
-25.966 32.513
-25.976 32.541
-25.978 32.543
-25.985 32.552
-25.982 32.554
-25.978 32.554
-25.975 32.556
-25.981 32.562
-25.999 32.566
-26.012 32.574
-26.018 32.583
-26.024 32.605
-26.03 32.611
-26.051 32.623
-26.072 32.635
-26.097 32.656
-26.122 32.67
-26.128 32.672
-26.136 32.669
-26.142 32.67
-26.164 32.676
-26.189 32.683
-26.211 32.681
-26.238 32.686
-26.249 32.688
-26.263 32.695
-26.285 32.698
-26.287 32.699
-26.294 32.703
-26.319 32.704
-26.325 32.703
-26.334 32.697
-26.345 32.678
-26.366 32.669
-26.377 32.667
-26.386 32.669
-26.394 32.676
-26.395 32.68
-26.392 32.68
-26.382 32.673
-26.376 32.673
-26.36 32.676
-26.351 32.681
-26.346 32.687
-26.342 32.695
-26.332 32.706
-26.324 32.71
-26.316 32.711
-26.305 32.71
-26.284 32.705
-26.278 32.703
-26.268 32.703
-26.245 32.696
-26.211 32.689
-26.205 32.688
-26.2 32.69
-26.191 32.7
-26.183 32.712
-26.182 32.717
-26.182 32.724
-26.184 32.727
-26.187 32.733
-26.228 32.775
-26.234 32.785
-26.242 32.795
-26.274 32.808
-26.279 32.814
-26.289 32.824
-26.293 32.838
-26.292 32.841
-26.284 32.85
-26.279 32.862
-26.28 32.871
-26.285 32.885
-26.277 32.882
-26.265 32.873
-26.237 32.864
-26.234 32.863
-26.218 32.866
-26.199 32.871
-26.132 32.899
-26.118 32.906
-26.112 32.91
-26.099 32.921
-26.096 32.931
-26.095 32.943
-26.091 32.951
-26.084 32.954
-26.085 32.961
-26.087 32.963
-26.094 32.96
-26.109 32.96
-26.133 32.953
-26.144 32.952
-26.245 32.938
-26.255 32.939
-26.269 32.936
-26.283 32.933
-26.3 32.933
-26.327 32.928
-26.337 32.928
-26.355 32.932
-26.367 32.93
-26.382 32.925
-26.393 32.925
-26.414 32.926
-26.439 32.922
-26.453 32.927
-26.46 32.926
-26.488 32.918
-26.514 32.914
-26.517 32.914
-26.526 32.914
-26.612 32.901
-26.642 32.893
-26.647 32.891
-26.661 32.89
-26.674 32.892
-26.696 32.898
-26.707 32.898
-26.717 32.903
-26.738 32.899
-26.755 32.898
-26.765 32.896
-26.795 32.889
-26.833 32.887
-26.84 32.888
-26.851 32.895
-26.857 32.896
-26.864 32.874
-26.867 32.862
-26.868 32.848
-26.869 32.82
-26.867 32.774
-26.866 32.725
-26.866 32.685
-26.865 32.657
-26.865 32.646
-26.865 32.616
-26.863 32.483
-26.863 32.42
-26.863 32.385
-26.861 32.354
-26.859 32.347
-26.854 32.335
-26.852 32.326
-26.852 32.311
-26.85 32.284
-26.843 32.259
-26.84 32.249
-26.836 32.238
-26.833 32.229
-26.833 32.221
-26.837 32.216
-26.843 32.209
-26.848 32.204
-26.859 32.193
-26.861 32.186
-26.86 32.18
-26.856 32.169
-26.851 32.159
-26.844 32.148
-26.839 32.141
-26.835 32.134
-26.821 32.133
-26.726 32.135
-26.721 32.137
-26.707 32.136
-26.688 32.135
-26.671 32.135
-26.642 32.137
-26.628 32.136
-26.557 32.137
-26.536 32.137
-26.514 32.127
-26.486 32.114
-26.432 32.089
-26.409 32.08
-26.399 32.08
-26.389 32.079
-26.364 32.077
-26.312 32.075
-26.244 32.091
-26.218 32.097
-26.211 32.096
-26.194 32.101
-26.192 32.102
-26.166 32.108
-26.157 32.106
-26.099 32.099
-26.072 32.097
-26.011 32.088
-26.009 32.078
-26.009 32.07
-26.006 32.065
-26.005 32.057
-26.002 32.051
-25.997 32.029
-25.998 32.029
-25.99 32.004
-25.968 31.991
-25.952 31.982
-25.917 31.968
-25.905 31.965
-25.886 31.955
-25.847 31.939
-25.831 31.938
-25.776 31.958
-25.769 31.959
-25.765 31.961
-25.749 31.966
-25.735 31.969
-25.725 31.973
-25.706 31.979
-25.696 31.984
-25.667 32.004
-25.653 32.009
-25.638 32.013
-25.616 32.013
-25.595 32.008
-25.553 32.005
-25.525 32
-25.523 31.986
-25.52 31.981
-25.498 31.981
-25.486 31.982
-25.476 31.985
-25.46 31.985
-25.446 31.989
-25.444 31.99
-25.438 31.993
-25.426 31.997
-25.417 32.005
-25.413 32.007
-25.409 32.008
-25.382 32.022
-25.373 32.025
-25.362 32.025
-25.352 32.025
-25.346 32.024
-25.338 32.026
-25.332 32.027
-25.31 32.028
-25.29 32.03
-25.272 32.034
-25.265 32.033
-25.262 32.033
-25.257 32.033
-25.234 32.034
-25.194 32.037
-25.181 32.038
-25.161 32.039
-25.14 32.042
-25.128 32.044
-25.118 32.044
-25.11 32.042
-25.093 32.039
-25.084 32.039
-25.069 32.038
-25.052 32.037
-25.042 32.037
-25.029 32.033
-25.018 32.03
-25.002 32.031
-25 32.031
-24.983 32.031
-24.97 32.03
-24.963 32.028
-24.927 32.025
-24.912 32.023
-24.899 32.021
-24.892 32.021
-24.883 32.021
-24.856 32.02
-24.845 32.018
-24.826 32.017
-24.795 32.013
-24.76 32.01
-24.743 32.008
-24.727 32.007
-24.716 32.005
-24.706 32.003
-24.695 32.002
-24.68 32.001
-24.657 32.003
-24.63 32.005
-24.602 32.005
-24.593 32.006
-24.58 32.007
-24.566 32.006
-24.558 32.007
-24.546 32.008
-24.531 32.009
-24.517 32.01
-24.499 32.011
-24.478 32.012
-24.457 32.011
-24.438 32.01
-24.403 32.003
-24.393 32.001
-24.38 31.999
-24.331 31.993
-24.313 31.99
-24.304 31.988
-24.297 31.984
-24.273 31.968
-24.247 31.95
-24.243 31.947
-24.209 31.927
-24.191 31.913
-24.143 31.906
-24.129 31.905
-24.089 31.9
-24.055 31.897
-24.039 31.896
-24.029 31.895
-24 31.892
-23.977 31.878
-23.969 31.878
-23.951 31.875
-23.941 31.86
-23.932 31.845
-23.906 31.803
-23.893 31.783
-23.881 31.762
-23.855 31.75
-23.777 31.718
-23.737 31.703
-23.721 31.695
-23.708 31.695
-23.641 31.691
-23.619 31.689
-23.601 31.672
-23.593 31.663
-23.585 31.657
-23.573 31.647
-23.558 31.632
-23.508 31.586
-23.499 31.58
-23.485 31.565
-23.47 31.557
-23.419 31.547
-23.403 31.546
-23.373 31.547
-23.349 31.549
-23.321 31.551
-23.291 31.552
-23.283 31.555
-23.269 31.554
-23.2 31.558
-23.179 31.559
-23.161 31.553
-23.146 31.546
-23.137 31.543
-23.125 31.54
-23.06 31.521
-23.053 31.516
-23.041 31.513
-23.018 31.504
-23 31.498
-22.999 31.498
-22.987 31.495
-22.956 31.484
-22.904 31.466
-22.878 31.458
-22.86 31.451
-22.844 31.447
-22.788 31.427
-22.751 31.416
-22.737 31.41
-22.608 31.367
-22.596 31.363
-22.58 31.36
-22.568 31.355
-22.516 31.336
-22.502 31.332
-22.486 31.328
-22.467 31.321
-22.434 31.31
-22.421 31.306
-22.418 31.311
-22.394 31.349
-22.381 31.369
-22.372 31.382
-22.359 31.395
-22.354 31.4
-22.284 31.47
-22.27 31.481
-22.267 31.487
-22.256 31.498
-22.251 31.504
-22.241 31.511
-22.229 31.523
-22.221 31.529
-22.215 31.537
-22.18 31.572
-22.16 31.59
-22.149 31.603
-22.141 31.611
-22.126 31.625
-22.1 31.65
-22.069 31.68
-22.067 31.683
-22.049 31.699
-22.023 31.725
-22.006 31.741
-22 31.747
-21.959 31.786
-21.947 31.796
-21.942 31.804
-21.888 31.856
-21.884 31.86
-21.882 31.865
-21.84 31.904
-21.83 31.914
-21.807 31.936
-21.787 31.955
-21.743 31.998
-21.742 31.999
-21.733 32.008
-21.72 32.02
-21.705 32.034
-21.703 32.036
-21.652 32.085
-21.622 32.113
-21.593 32.143
-21.573 32.16
-21.524 32.209
-21.502 32.23
-21.486 32.245
-21.457 32.273
-21.405 32.324
-21.361 32.368
-21.328 32.4
-21.318 32.411
-21.316 32.417
-21.312 32.426
-21.309 32.44
-21.311 32.453
-21.316 32.461
-21.324 32.469
-21.328 32.48
-21.321 32.48
-21.311 32.476
-21.282 32.458
-21.258 32.437
-21.251 32.431
-21.236 32.427
-21.227 32.422
-21.218 32.413
-21.207 32.399
-21.193 32.395
-21.189 32.396
-21.176 32.406
-21.17 32.406
-21.163 32.4
-21.155 32.385
-21.146 32.376
-21.142 32.37
-21.137 32.367
-21.122 32.376
-21.109 32.381
-21.099 32.388
-21.087 32.402
-21.082 32.406
-21.046 32.439
-21.037 32.45
-21.029 32.455
-21.015 32.466
-21.012 32.468
-21.001 32.475
-20.993 32.481
-20.965 32.495
-20.914 32.517
-20.908 32.517
-20.889 32.519
-20.872 32.515
-20.864 32.512
-20.847 32.508
-20.833 32.503
-20.807 32.498
-20.779 32.497
-20.733 32.496
-20.724 32.494
-20.701 32.495
-20.675 32.486
-20.661 32.485
-20.658 32.485
-20.627 32.489
-20.619 32.492
-20.608 32.504
-20.605 32.505
-20.6 32.512
-20.592 32.524
-20.588 32.528
-20.566 32.557
-20.561 32.567
-20.561 32.604
-20.559 32.615
-20.56 32.62
-20.56 32.646
-20.561 32.653
-20.562 32.658
-20.555 32.669
-20.547 32.677
-20.537 32.683
-20.517 32.695
-20.467 32.722
-20.449 32.734
-20.435 32.744
-20.411 32.765
-20.395 32.781
-20.391 32.785
-20.383 32.792
-20.371 32.801
-20.364 32.801
-20.359 32.799
-20.353 32.8
-20.339 32.807
-20.327 32.822
-20.315 32.833
-20.303 32.846
-20.296 32.855
-20.287 32.864
-20.274 32.861
-20.252 32.866
-20.24 32.867
-20.236 32.863
-20.231 32.849
-20.223 32.84
-20.219 32.839
-20.205 32.843
-20.2 32.847
-20.198 32.856
-20.193 32.87
-20.189 32.871
-20.18 32.871
-20.161 32.856
-20.156 32.856
-20.112 32.868
-20.106 32.878
-20.103 32.881
-20.103 32.887
-20.11 32.89
-20.113 32.893
-20.116 32.894
-20.119 32.903
-20.12 32.91
-20.115 32.92
-20.105 32.92
-20.091 32.92
-20.074 32.919
-20.063 32.912
-20.054 32.917
-20.048 32.92
-20.044 32.926
-20.041 32.947
-20.04 32.956
-20.037 32.969
-20.034 32.972
-20.031 32.981
-20.028 32.997
-20.027 33
-20.024 33.001
-20.022 33.006
-20.019 33.011
-20.011 33.014
-20.002 33.016
-20 33.016
-19.964 33.025
-19.95 33.027
-19.924 33.03
-19.888 33.036
-19.853 33.044
-19.841 33.045
-19.833 33.048
-19.821 33.047
-19.799 33.056
-19.795 33.055
-19.781 33.053
-19.767 33.039
-19.756 33.02
-19.753 33.006
-19.75 32.999
-19.747 32.992
-19.725 32.961
-19.723 32.959
-19.717 32.956
-19.712 32.957
-19.708 32.963
-19.692 32.979
-19.685 32.981
-19.672 32.978
-19.67 32.977
-19.658 32.973
-19.655 32.969
-19.655 32.963
-19.664 32.95
-19.669 32.938
-19.674 32.925
-19.679 32.916
-19.681 32.903
-19.685 32.89
-19.685 32.876
-19.683 32.873
-19.685 32.85
-19.681 32.839
-19.677 32.835
-19.669 32.834
-19.653 32.841
-19.624 32.853
-19.609 32.848
-19.588 32.848
-19.553 32.852
-19.541 32.851
-19.528 32.841
-19.519 32.84
-19.498 32.843
-19.484 32.845
-19.476 32.845
-19.476 32.835
-19.478 32.829
-19.477 32.803
-19.475 32.793
-19.467 32.782
-19.458 32.777
-19.45 32.776
-19.431 32.78
-19.409 32.778
-19.394 32.784
-19.394 32.785
-19.387 32.786
-19.381 32.783
-19.371 32.776
-19.361 32.776
-19.354 32.785
-19.335 32.809
-19.326 32.818
-19.317 32.824
-19.313 32.832
-19.294 32.85
-19.279 32.853
-19.255 32.849
-19.234 32.849
-19.22 32.852
-19.172 32.864
-19.148 32.867
-19.126 32.872
-19.113 32.878
-19.098 32.877
-19.082 32.871
-19.079 32.866
-19.077 32.858
-19.065 32.851
-19.055 32.849
-19.031 32.847
-19.025 32.845
-19.016 32.833
-19.016 32.828
-19.017 32.819
-19.017 32.801
-19.021 32.78
-19.028 32.765
-19.029 32.757
-19.029 32.74
-19.025 32.723
-19.018 32.715
-19.017 32.715
-19.002 32.71
-18.992 32.709
-18.979 32.708
-18.941 32.7
-18.936 32.702
-18.934 32.712
-18.929 32.73
-18.925 32.731
-18.891 32.724
-18.877 32.719
-18.857 32.705
-18.844 32.704
-18.834 32.712
-18.818 32.734
-18.816 32.74
-18.817 32.748
-18.814 32.759
-18.8 32.777
-18.797 32.789
-18.79 32.797
-18.781 32.814
-18.778 32.827
-18.778 32.836
-18.779 32.843
-18.784 32.853
-18.787 32.861
-18.792 32.866
-18.794 32.871
-18.797 32.878
-18.796 32.892
-18.787 32.909
-18.776 32.921
-18.766 32.928
-18.753 32.932
-18.744 32.933
-18.73 32.939
-18.714 32.949
-18.698 32.955
-18.69 32.954
-18.662 32.937
-18.621 32.91
-18.621 32.909
-18.606 32.903
-18.601 32.903
-18.591 32.899
-18.585 32.893
-18.583 32.889
-18.579 32.886
-18.568 32.893
-18.558 32.896
-18.543 32.895
-18.532 32.89
-18.522 32.885
-18.512 32.888
-18.507 32.892
-18.506 32.899
-18.499 32.904
-18.503 32.915
-18.502 32.92
-18.494 32.931
-18.494 32.936
-18.491 32.945
-18.478 32.96
-18.478 32.964
-18.489 32.974
-18.49 32.979
-18.483 32.998
-18.482 32.999
-18.474 33.014
-18.466 33.021
-18.457 33.023
-18.444 33.023
-18.431 33.016
-18.42 33.017
-18.417 33.017
-18.391 33.024
-18.384 33.034
-18.383 33.042
-18.38 33.047
-18.362 33.055
-18.358 33.054
-18.349 33.043
-18.343 33.039
-18.334 33.04
-18.325 33.031
-18.318 33.013
-18.305 33.002
-18.291 33
-18.286 33
-18.283 33
-18.273 32.998
-18.269 32.998
-18.259 33.001
-18.252 33.004
-18.24 33.009
-18.235 33.009
-18.229 33.008
-18.219 33.004
-18.217 33.002
-18.202 32.998
-18.201 32.998
-18.192 32.996
-18.185 32.996
-18.177 32.997
-18.169 32.998
-18.162 32.993
-18.157 32.987
-18.155 32.978
-18.15 32.975
-18.142 32.972
-18.128 32.97
-18.117 32.974
-18.108 32.974
-18.072 32.959
-18.052 32.959
-18.043 32.955
-18.032 32.949
-18.016 32.948
-18.011 32.949
-18.001 32.946
-17.989 32.942
-17.974 32.943
-17.963 32.948
-17.96 32.951
-17.963 32.963
-17.954 32.969
-17.934 32.971
-17.933 32.971
-17.926 32.974
-17.923 32.977
-17.917 32.977
-17.914 32.972
-17.913 32.964
-17.911 32.956
-17.907 32.954
-17.891 32.953
-17.878 32.953
-17.855 32.961
-17.847 32.962
-17.818 32.96
-17.802 32.969
-17.802 32.975
-17.805 32.99
-17.803 32.999
-17.802 33.01
-17.795 33.01
-17.786 33.014
-17.781 33.016
-17.769 33.014
-17.763 33.027
-17.758 33.026
-17.754 33.022
-17.75 33.016
-17.746 33.007
-17.738 33.002
-17.725 33.002
-17.72 33.003
-17.721 33.008
-17.723 33.013
-17.72 33.02
-17.714 33.014
-17.704 33.012
-17.702 33.012
-17.671 33.018
-17.67 33.018
-17.647 33.026
-17.636 33.039
-17.627 33.042
-17.613 33.042
-17.603 33.043
-17.591 33.034
-17.569 33.009
-17.568 33
-17.567 32.99
-17.563 32.981
-17.552 32.976
-17.542 32.974
-17.527 32.963
-17.516 32.96
-17.494 32.959
-17.481 32.962
-17.472 32.973
-17.456 32.984
-17.455 32.986
-17.453 32.998
-17.445 32.997
-17.439 32.998
-17.415 33.002
-17.401 33.007
-17.387 33.015
-17.377 33.02
-17.367 33.03
-17.358 33.034
-17.347 33.045
-17.335 33.033
-17.316 33.008
-17.314 33.001
-17.309 32.997
-17.301 32.997
-17.298 32.997
-17.284 32.997
-17.26 32.996
-17.244 32.994
-17.197 32.99
-17.179 32.987
-17.167 32.981
-17.147 32.972
-17.132 32.967
-17.069 32.938
-17.054 32.928
-17.05 32.922
-17.036 32.914
-17.018 32.903
-17.015 32.901
-17.001 32.891
-16.979 32.874
-16.964 32.863
-16.961 32.86
-16.948 32.85
-16.946 32.848
-16.932 32.838
-16.927 32.836
-16.921 32.836
-16.916 32.845
-16.915 32.851
-16.911 32.862
-16.91 32.877
-16.905 32.885
-16.903 32.895
-16.9 32.904
-16.894 32.912
-16.889 32.914
-16.837 32.938
-16.837 32.939
-16.825 32.942
-16.805 32.952
-16.803 32.954
-16.793 32.957
-16.773 32.967
-16.755 32.972
-16.707 32.979
-16.705 32.971
-16.705 32.962
-16.703 32.95
-16.704 32.928
-16.701 32.923
-16.702 32.92
-16.709 32.912
-16.711 32.907
-16.716 32.902
-16.72 32.893
-16.719 32.886
-16.709 32.869
-16.708 32.853
-16.699 32.843
-16.7 32.833
-16.709 32.826
-16.706 32.817
-16.705 32.809
-16.708 32.804
-16.707 32.781
-16.709 32.77
-16.708 32.767
-16.692 32.725
-16.686 32.709
-16.68 32.704
-16.677 32.702
-16.669 32.704
-16.651 32.707
-16.641 32.71
-16.632 32.71
-16.605 32.712
-16.603 32.712
-16.6 32.709
-16.592 32.691
-16.559 32.625
-16.547 32.596
-16.543 32.589
-16.537 32.576
-16.499 32.488
-16.496 32.476
-16.486 32.455
-16.481 32.441
-16.47 32.412
-16.452 32.348
-16.449 32.344
-16.448 32.336
-16.445 32.322
-16.44 32.307
-16.435 32.285
-16.434 32.274
-16.435 32.232
-16.437 32.185
-16.438 32.146
-16.439 32.114
-16.442 32.044
-16.442 32.038
-16.439 32.027
-16.437 32.012
-16.433 32.001
-16.429 31.979
-16.423 31.957
-16.413 31.913
-16.398 31.907
-16.387 31.91
-16.381 31.909
-16.373 31.911
-16.368 31.906
-16.348 31.902
-16.336 31.894
-16.332 31.883
-16.333 31.883
-16.326 31.873
-16.324 31.863
-16.319 31.858
-16.318 31.852
-16.31 31.848
-16.308 31.84
-16.313 31.836
-16.308 31.831
-16.299 31.83
-16.294 31.825
-16.295 31.815
-16.282 31.818
-16.277 31.816
-16.272 31.809
-16.27 31.803
-16.268 31.801
-16.258 31.798
-16.258 31.791
-16.256 31.786
-16.237 31.771
-16.237 31.758
-16.231 31.743
-16.228 31.733
-16.207 31.703
-16.202 31.692
-16.198 31.656
-16.197 31.635
-16.19 31.618
-16.19 31.61
-16.191 31.588
-16.184 31.545
-16.177 31.52
-16.171 31.499
-16.157 31.481
-16.159 31.466
-16.154 31.456
-16.153 31.446
-16.154 31.446
-16.156 31.431
-16.151 31.428
-16.141 31.431
-16.135 31.427
-16.132 31.421
-16.137 31.405
-16.127 31.394
-16.116 31.387
-16.103 31.373
-16.091 31.364
-16.08 31.349
-16.069 31.342
-16.053 31.339
-16.048 31.334
-16.037 31.317
-16.027 31.307
-16.025 31.301
-16.02 31.283
-16.01 31.268
-16.01 31.25
-16.008 31.247
-16.001 31.247
-16 31.245
-16.002 31.237
-16.002 31.235
-16.008 31.215
-16.005 31.202
-16.004 31.19
-16.001 31.186
-16 31.185
-15.99 31.178
-15.989 31.151
-15.982 31.14
-15.996 31.102
-16 31.103
-16.008 31.087
-16.016 31.072
-16.007 31.07
-16 31.064
-16.008 31.061
-16.013 31.054
-16.019 31.031
-16.028 31.029
-16.045 31.02
-16.049 31.011
-16.057 30.998
-16.059 30.982
-16.049 30.966
-16.039 30.957
-16.028 30.955
-16.016 30.95
-16.011 30.942
-16 30.922
-16 30.913
-16 30.9
-16 30.8
-16 30.7
-16 30.6
-16 30.5
-16 30.425
-15.981 30.423
-15.955 30.424
-15.929 30.424
-15.917 30.422
-15.903 30.424
-15.829 30.424
-15.747 30.425
-15.731 30.423
-15.718 30.425
-15.703 30.425
-15.684 30.426
-15.628 30.425
-15.621 30.422
-15.618 30.418
-15.607 30.408
-15.596 30.403
-15.576 30.39
-15.573 30.388
-15.553 30.366
-15.545 30.365
-15.527 30.373
-15.513 30.381
-15.489 30.394
-15.48 30.4
-15.473 30.401
-15.449 30.39
-15.421 30.382
-15.402 30.384
-15.396 30.384
-15.381 30.386
-15.367 30.38
-15.343 30.376
-15.334 30.371
-15.33 30.367
-15.317 30.357
-15.311 30.35
-15.306 30.34
-15.292 30.327
-15.291 30.326
-15.286 30.323
-15.279 30.318
-15.251 30.28
-15.225 30.266
-15.214 30.256
-15.207 30.256
-15.195 30.26
-15.194 30.26
-15.181 30.257
-15.167 30.248
-15.155 30.245
-15.146 30.238
-15.142 30.232
-15.137 30.229
-15.118 30.233
-15.113 30.233
-15.097 30.221
-15.09 30.221
-15.081 30.223
-15.074 30.224
-15.063 30.221
-15.059 30.222
-15.05 30.225
-15.044 30.233
-15.038 30.234
-15.019 30.228
-15.009 30.221
-15 30.218
-14.997 30.217
-14.989 30.242
-14.987 30.251
-14.976 30.299
-14.973 30.306
-14.97 30.322
-14.964 30.337
-14.964 30.347
-14.96 30.365
-14.955 30.376
-14.948 30.394
-14.921 30.451
-14.917 30.455
-14.901 30.492
-14.895 30.505
-14.888 30.517
-14.878 30.551
-14.865 30.586
-14.86 30.594
-14.857 30.608
-14.854 30.613
-14.847 30.628
-14.836 30.665
-14.833 30.669
-14.81 30.734
-14.808 30.739
-14.784 30.799
-14.77 30.857
-14.749 30.944
-14.739 30.983
-14.728 31.024
-14.729 31.029
-14.726 31.042
-14.723 31.048
-14.722 31.059
-14.716 31.071
-14.717 31.078
-14.708 31.107
-14.687 31.171
-14.685 31.183
-14.68 31.189
-14.669 31.229
-14.659 31.267
-14.65 31.325
-14.643 31.356
-14.627 31.427
-14.62 31.465
-14.62 31.472
-14.616 31.482
-14.612 31.491
-14.591 31.528
-14.589 31.535
-14.58 31.548
-14.554 31.595
-14.552 31.6
-14.55 31.606
-14.529 31.639
-14.506 31.683
-14.5 31.711
-14.494 31.737
-14.494 31.749
-14.492 31.751
-14.478 31.811
-14.473 31.826
-14.468 31.835
-14.419 31.932
-14.413 31.948
-14.412 31.951
-14.404 31.976
-14.392 32.032
-14.389 32.056
-14.38 32.076
-14.37 32.098
-14.349 32.159
-14.35 32.164
-14.342 32.183
-14.338 32.198
-14.336 32.205
-14.323 32.242
-14.308 32.315
-14.305 32.321
-14.305 32.323
-14.305 32.334
-14.3 32.358
-14.294 32.396
-14.283 32.45
-14.283 32.451
-14.248 32.527
-14.246 32.536
-14.232 32.568
-14.214 32.611
-14.199 32.655
-14.19 32.678
-14.187 32.689
-14.187 32.69
-14.162 32.759
-14.149 32.794
-14.143 32.811
-14.133 32.843
-14.107 32.914
-14.106 32.922
-14.102 32.933
-14.101 32.934
-14.098 32.948
-14.059 33.054
-14.053 33.07
-14.046 33.084
-14.015 33.176
-14.004 33.209
-14.002 33.22
-13.998 33.23
-13.998 33.24
-14.004 33.247
-14.021 33.259
-14.026 33.283
-14.036 33.295
-14.042 33.297
-14.05 33.3
-14.08 33.314
-14.093 33.313
-14.104 33.303
-14.124 33.302
-14.141 33.294
-14.146 33.296
-14.151 33.304
-14.155 33.305
-14.162 33.307
-14.163 33.315
-14.182 33.329
-14.194 33.334
-14.205 33.337
-14.212 33.342
-14.214 33.345
-14.216 33.347
-14.217 33.355
-14.212 33.365
-14.211 33.375
-14.216 33.379
-14.225 33.379
-14.229 33.381
-14.234 33.382
-14.25 33.397
-14.27 33.406
-14.28 33.414
-14.29 33.419
-14.297 33.419
-14.308 33.424
-14.328 33.438
-14.338 33.443
-14.345 33.447
-14.361 33.448
-14.378 33.464
-14.397 33.474
-14.403 33.481
-14.419 33.515
-14.42 33.525
-14.421 33.526
-14.427 33.537
-14.436 33.545
-14.452 33.554
-14.454 33.557
-14.471 33.565
-14.478 33.573
-14.479 33.586
-14.485 33.596
-14.501 33.613
-14.505 33.616
-14.508 33.619
-14.532 33.63
-14.544 33.63
-14.555 33.627
-14.563 33.631
-14.57 33.638
-14.583 33.645
-14.604 33.679
-14.605 33.68
-14.592 33.691
-14.581 33.705
-14.576 33.707
-14.572 33.713
-14.548 33.702
-14.534 33.701
-14.522 33.706
-14.499 33.71
-14.498 33.711
-14.491 33.72
-14.488 33.729
-14.496 33.743
-14.522 33.769
-14.532 33.792
-14.543 33.805
-14.542 33.814
-14.539 33.816
-14.511 33.845
-14.504 33.856
-14.504 33.865
-14.511 33.874
-14.511 33.879
-14.491 33.88
-14.476 33.906
-14.474 33.91
-14.474 33.918
-14.469 33.924
-14.465 33.937
-14.473 33.948
-14.475 33.96
-14.481 34.029
-14.482 34.032
-14.481 34.047
-14.485 34.074
-14.478 34.082
-14.463 34.083
-14.457 34.086
-14.45 34.093
-14.446 34.108
-14.442 34.134
-14.438 34.163
-14.436 34.183
-14.44 34.203
-14.434 34.22
-14.427 34.23
-14.426 34.24
-14.429 34.25
-14.43 34.259
-14.43 34.261
-14.424 34.271
-14.413 34.28
-14.407 34.288
-14.4 34.304
-14.4 34.331
-14.398 34.34
-14.389 34.359
-14.39 34.368
-14.394 34.373
-14.395 34.374
-14.4 34.388
-14.416 34.399
-14.429 34.415
-14.455 34.424
-14.462 34.436
-14.469 34.441
-14.489 34.447
-14.49 34.447
-14.51 34.457
-14.521 34.469
-14.529 34.473
-14.537 34.485
-14.55 34.493
-14.553 34.508
-14.56 34.516
-14.569 34.52
-14.582 34.523
-14.582 34.525
-14.584 34.529
-14.589 34.534
-14.6 34.537
-14.633 34.54
-14.639 34.544
-14.642 34.545
-14.652 34.535
-14.668 34.529
-14.674 34.52
-14.684 34.516
-14.691 34.518
-14.708 34.525
-14.713 34.531
-14.739 34.538
-14.742 34.541
-14.751 34.543
-14.767 34.559
-14.779 34.564
-14.795 34.575
-14.8 34.577
-14.804 34.578
-14.81 34.579
-14.815 34.574
-14.822 34.57
-14.849 34.573
-14.854 34.572
-14.861 34.574
-14.868 34.572
-14.881 34.563
-14.89 34.561
-14.897 34.564
-14.905 34.572
-14.916 34.576
