segment Mozam
-13.589 40.56
-13.6 40.556
-13.608 40.545
-13.634 40.539
-13.669 40.542
-13.678 40.545
-13.685 40.551
-13.693 40.566
-13.702 40.574
-13.709 40.577
-13.723 40.579
-13.726 40.579
-13.734 40.58
-13.737 40.578
-13.743 40.578
-13.771 40.58
-13.795 40.587
-13.805 40.586
-13.814 40.589
-13.823 40.588
-13.839 40.592
-13.867 40.594
-13.884 40.594
-13.893 40.596
-13.903 40.606
-13.913 40.612
-13.919 40.619
-13.925 40.622
-13.946 40.627
-13.957 40.625
-13.97 40.627
-13.977 40.624
-13.978 40.622
-13.978 40.612
-13.981 40.605
-13.979 40.602
-13.972 40.597
-13.972 40.593
-13.975 40.589
-13.981 40.582
-13.985 40.582
-13.994 40.584
-14.003 40.593
-14.003 40.596
-14 40.6
-14.005 40.602
-14.006 40.608
-14.013 40.617
-13.997 40.615
-13.994 40.617
-13.992 40.623
-13.995 40.625
-13.997 40.63
-14.008 40.63
-14.013 40.631
-14.018 40.635
-14.019 40.641
-14.029 40.637
-14.063 40.631
-14.066 40.627
-14.076 40.625
-14.082 40.617
-14.088 40.613
-14.086 40.607
-14.091 40.602
-14.09 40.6
-14.085 40.597
-14.085 40.591
-14.087 40.587
-14.091 40.585
-14.098 40.588
-14.102 40.594
-14.101 40.601
-14.118 40.611
-14.118 40.616
-14.121 40.616
-14.124 40.61
-14.128 40.609
-14.132 40.609
-14.14 40.614
-14.146 40.596
-14.154 40.547
-14.156 40.54
-14.158 40.537
-14.165 40.53
-14.166 40.528
-14.173 40.53
-14.182 40.534
-14.184 40.537
-14.195 40.541
-14.199 40.548
-14.204 40.551
-14.211 40.558
-14.218 40.555
-14.223 40.556
-14.229 40.559
-14.227 40.563
-14.221 40.562
-14.218 40.563
-14.218 40.565
-14.224 40.572
-14.22 40.573
-14.213 40.57
-14.211 40.574
-14.21 40.582
-14.202 40.586
-14.202 40.589
-14.212 40.594
-14.214 40.598
-14.216 40.599
-14.226 40.59
-14.231 40.589
-14.239 40.6
-14.244 40.604
-14.248 40.601
-14.249 40.601
-14.263 40.607
-14.265 40.619
-14.256 40.618
-14.255 40.626
-14.252 40.628
-14.249 40.627
-14.251 40.623
-14.239 40.619
-14.214 40.624
-14.212 40.627
-14.212 40.637
-14.21 40.643
-14.201 40.647
-14.2 40.649
-14.195 40.653
-14.193 40.661
-14.189 40.669
-14.199 40.683
-14.197 40.689
-14.192 40.694
-14.182 40.699
-14.182 40.704
-14.189 40.711
-14.197 40.716
-14.198 40.723
-14.205 40.724
-14.227 40.717
-14.228 40.717
-14.253 40.72
-14.263 40.731
-14.265 40.739
-14.274 40.741
-14.302 40.736
-14.31 40.736
-14.317 40.738
-14.33 40.733
-14.338 40.723
-14.34 40.72
-14.342 40.711
-14.345 40.707
-14.353 40.703
-14.376 40.678
-14.375 40.673
-14.37 40.666
-14.35 40.654
-14.344 40.653
-14.342 40.648
-14.328 40.643
-14.326 40.641
-14.323 40.635
-14.325 40.632
-14.328 40.632
-14.333 40.634
-14.343 40.635
-14.347 40.633
-14.352 40.638
-14.364 40.641
-14.376 40.646
-14.384 40.647
-14.386 40.648
-14.404 40.641
-14.415 40.64
-14.433 40.644
-14.449 40.652
-14.458 40.661
-14.462 40.668
-14.465 40.668
-14.455 40.644
-14.454 40.637
-14.456 40.635
-14.461 40.632
-14.469 40.634
-14.475 40.637
-14.476 40.641
-14.469 40.656
-14.471 40.666
-14.475 40.667
-14.482 40.662
-14.484 40.66
-14.489 40.654
-14.492 40.643
-14.508 40.631
-14.513 40.625
-14.515 40.624
-14.517 40.625
-14.518 40.634
-14.516 40.643
-14.519 40.648
-14.524 40.648
-14.548 40.631
-14.559 40.627
-14.565 40.626
-14.57 40.634
-14.571 40.644
-14.568 40.648
-14.559 40.665
-14.555 40.668
-14.549 40.67
-14.538 40.668
-14.525 40.674
-14.513 40.675
-14.497 40.672
-14.49 40.679
-14.481 40.68
-14.473 40.68
-14.462 40.679
-14.453 40.676
-14.45 40.677
-14.442 40.691
-14.44 40.702
-14.435 40.709
-14.43 40.741
-14.424 40.748
-14.418 40.758
-14.413 40.761
-14.412 40.762
-14.415 40.769
-14.411 40.792
-14.408 40.803
-14.402 40.811
-14.405 40.814
-14.407 40.813
-14.439 40.828
-14.448 40.831
-14.456 40.831
-14.467 40.835
-14.471 40.835
-14.486 40.837
-14.501 40.834
-14.507 40.829
-14.518 40.824
-14.523 40.824
-14.526 40.828
-14.532 40.83
-14.552 40.832
-14.563 40.831
-14.591 40.823
-14.599 40.82
-14.61 40.806
-14.624 40.801
-14.631 40.809
-14.634 40.81
-14.646 40.812
-14.648 40.815
-14.648 40.818
-14.653 40.821
-14.652 40.826
-14.656 40.832
-14.667 40.84
-14.674 40.841
-14.696 40.839
-14.704 40.843
-14.72 40.842
-14.743 40.842
-14.757 40.843
-14.773 40.838
-14.765 40.832
-14.766 40.831
-14.77 40.831
-14.776 40.826
-14.788 40.825
-14.794 40.82
-14.799 40.82
-14.803 40.823
-14.807 40.829
-14.807 40.833
-14.801 40.836
-14.801 40.84
-14.809 40.841
-14.824 40.839
-14.83 40.838
-14.832 40.836
-14.823 40.833
-14.822 40.829
-14.825 40.824
-14.835 40.812
-14.84 40.813
-14.842 40.811
-14.839 40.805
-14.839 40.8
-14.841 40.789
-14.845 40.781
-14.851 40.774
-14.861 40.771
-14.869 40.747
-14.87 40.747
-14.872 40.737
-14.874 40.733
-14.882 40.729
-14.885 40.718
-14.885 40.711
-14.889 40.706
-14.895 40.69
-14.899 40.685
-14.903 40.676
-14.9 40.67
-14.904 40.657
-14.904 40.652
-14.903 40.65
-14.899 40.65
-14.884 40.656
-14.87 40.658
-14.868 40.653
-14.846 40.64
-14.846 40.639
-14.844 40.636
-14.846 40.632
-14.843 40.626
-14.849 40.627
-14.859 40.618
-14.862 40.619
-14.864 40.623
-14.862 40.629
-14.863 40.633
-14.865 40.634
-14.868 40.628
-14.871 40.633
-14.881 40.636
-14.881 40.637
-14.882 40.642
-14.885 40.643
-14.89 40.641
-14.895 40.635
-14.898 40.632
-14.9 40.635
-14.899 40.64
-14.9 40.642
-14.906 40.644
-14.913 40.644
-14.918 40.647
-14.926 40.657
-14.931 40.667
-14.931 40.674
-14.927 40.681
-14.926 40.682
-14.928 40.687
-14.923 40.692
-14.921 40.696
-14.929 40.707
-14.93 40.708
-14.93 40.71
-14.929 40.724
-14.926 40.726
-14.928 40.73
-14.929 40.737
-14.932 40.742
-14.95 40.743
-14.976 40.756
-14.984 40.764
-14.989 40.774
-14.998 40.779
-15 40.777
-15.005 40.773
-15.004 40.772
-15.001 40.772
-15 40.772
-14.999 40.772
-14.997 40.764
-14.995 40.757
-14.997 40.749
-14.995 40.749
-14.991 40.753
-14.987 40.754
-14.979 40.743
-14.979 40.739
-14.984 40.733
-14.988 40.724
-14.99 40.711
-14.99 40.693
-14.991 40.685
-14.989 40.675
-14.985 40.671
-15 40.669
-15.008 40.668
-15.016 40.667
-15.021 40.668
-15.03 40.676
-15.031 40.679
-15.03 40.681
-15.025 40.68
-15.025 40.684
-15.032 40.688
-15.029 40.69
-15.029 40.692
-15.033 40.693
-15.047 40.69
-15.056 40.692
-15.065 40.696
-15.068 40.7
-15.074 40.707
-15.077 40.707
-15.082 40.703
-15.086 40.687
-15.087 40.678
-15.087 40.676
-15.087 40.654
-15.082 40.648
-15.086 40.645
-15.086 40.629
-15.089 40.624
-15.104 40.613
-15.106 40.607
-15.11 40.599
-15.117 40.593
-15.121 40.59
-15.125 40.589
-15.13 40.584
-15.138 40.581
-15.139 40.579
-15.126 40.57
-15.123 40.565
-15.121 40.555
-15.121 40.554
-15.123 40.547
-15.126 40.542
-15.126 40.535
-15.126 40.531
-15.128 40.522
-15.129 40.519
-15.143 40.522
-15.151 40.52
-15.156 40.513
-15.165 40.513
-15.171 40.512
-15.175 40.499
-15.183 40.496
-15.189 40.5
-15.181 40.505
-15.181 40.509
-15.183 40.514
-15.197 40.526
-15.199 40.529
-15.201 40.533
-15.199 40.536
-15.199 40.54
-15.198 40.548
-15.201 40.552
-15.201 40.561
-15.2 40.565
-15.19 40.568
-15.185 40.58
-15.188 40.592
-15.185 40.596
-15.174 40.59
-15.167 40.584
-15.164 40.584
-15.163 40.586
-15.163 40.592
-15.16 40.597
-15.153 40.604
-15.152 40.616
-15.151 40.62
-15.152 40.624
-15.156 40.63
-15.162 40.638
-15.166 40.64
-15.173 40.649
-15.183 40.655
-15.191 40.657
-15.207 40.658
-15.213 40.662
-15.215 40.664
-15.23 40.665
-15.232 40.666
-15.237 40.667
-15.245 40.676
-15.251 40.677
-15.261 40.67
-15.267 40.663
-15.273 40.661
-15.274 40.66
-15.276 40.663
-15.276 40.664
-15.285 40.66
-15.297 40.655
-15.307 40.649
-15.323 40.634
-15.325 40.629
-15.332 40.624
-15.345 40.621
-15.343 40.617
-15.343 40.614
-15.356 40.613
-15.364 40.607
-15.364 40.611
-15.352 40.622
-15.356 40.62
-15.37 40.614
-15.394 40.596
-15.41 40.588
-15.406 40.586
-15.371 40.604
-15.37 40.602
-15.373 40.597
-15.383 40.589
-15.389 40.588
-15.405 40.577
-15.411 40.557
-15.415 40.558
-15.413 40.568
-15.419 40.569
-15.443 40.559
-15.448 40.556
-15.451 40.551
-15.456 40.549
-15.462 40.557
-15.466 40.559
-15.47 40.558
-15.477 40.557
-15.481 40.547
-15.481 40.542
-15.482 40.54
-15.485 40.544
-15.485 40.556
-15.494 40.556
-15.516 40.542
-15.52 40.537
-15.532 40.53
-15.532 40.522
-15.541 40.517
-15.542 40.511
-15.54 40.504
-15.532 40.494
-15.531 40.49
-15.546 40.497
-15.551 40.498
-15.555 40.495
-15.558 40.49
-15.567 40.475
-15.573 40.46
-15.576 40.449
-15.579 40.448
-15.583 40.45
-15.586 40.453
-15.579 40.463
-15.578 40.469
-15.574 40.474
-15.57 40.484
-15.573 40.485
-15.582 40.474
-15.589 40.455
-15.599 40.438
-15.602 40.435
-15.604 40.433
-15.608 40.427
-15.612 40.425
-15.618 40.421
-15.628 40.417
-15.661 40.391
-15.674 40.385
-15.683 40.378
-15.699 40.369
-15.711 40.365
-15.719 40.358
-15.735 40.346
-15.755 40.326
-15.772 40.31
-15.813 40.271
-15.822 40.26
-15.853 40.231
-15.866 40.215
-15.873 40.207
-15.874 40.204
-15.876 40.203
-15.889 40.188
-15.89 40.186
-15.912 40.169
-15.929 40.158
-15.94 40.139
-15.944 40.136
-15.951 40.123
-15.955 40.123
-15.953 40.116
-15.965 40.112
-15.973 40.114
-15.979 40.107
-15.982 40.102
-15.986 40.1
-15.991 40.093
-15.987 40.091
-15.974 40.102
-15.973 40.1
-15.981 40.092
-15.995 40.078
-15.995 40.063
-16 40.077
-16.003 40.072
-16.004 40.061
-16.002 40.059
-16.008 40.052
-16.011 40.037
-16.014 40.035
-16.017 40.047
-16.021 40.05
-16.027 40.046
-16.029 40.042
-16.03 40.041
-16.032 40.041
-16.035 40.045
-16.036 40.049
-16.039 40.05
-16.071 40.041
-16.078 40.042
-16.076 40.045
-16.059 40.056
-16.049 40.059
-16.035 40.057
-16.024 40.059
-16.012 40.069
-16.009 40.077
-16.011 40.081
-16.017 40.085
-16.011 40.099
-16.008 40.103
-16.005 40.105
-16.002 40.107
-16 40.108
-15.991 40.112
-15.981 40.119
-15.967 40.122
-15.969 40.125
-16 40.127
-16.012 40.127
-16.02 40.123
-16.033 40.11
-16.048 40.103
-16.054 40.095
-16.08 40.09
-16.095 40.078
-16.115 40.056
-16.137 40.043
-16.161 40.033
-16.179 40.025
-16.204 40
-16.21 39.994
-16.22 39.987
-16.228 39.979
-16.242 39.952
-16.24 39.942
-16.239 39.937
-16.244 39.926
-16.247 39.919
-16.245 39.916
-16.241 39.916
-16.242 39.914
-16.247 39.908
-16.246 39.904
-16.209 39.888
-16.203 39.888
-16.194 39.893
-16.171 39.882
-16.184 39.876
-16.189 39.879
-16.197 39.874
-16.205 39.877
-16.208 39.875
-16.209 39.87
-16.205 39.863
-16.211 39.863
-16.222 39.874
-16.225 39.873
-16.227 39.868
-16.228 39.856
-16.221 39.842
-16.221 39.836
-16.223 39.833
-16.234 39.852
-16.236 39.865
-16.232 39.878
-16.233 39.881
-16.237 39.884
-16.24 39.881
-16.244 39.878
-16.247 39.879
-16.25 39.877
-16.25 39.873
-16.248 39.864
-16.242 39.85
-16.246 39.835
-16.251 39.828
-16.25 39.825
-16.247 39.823
-16.241 39.823
-16.238 39.821
-16.24 39.818
-16.25 39.815
-16.258 39.828
-16.257 39.833
-16.251 39.846
-16.248 39.852
-16.25 39.855
-16.259 39.859
-16.262 39.858
-16.265 39.852
-16.269 39.85
-16.275 39.832
-16.28 39.821
-16.285 39.793
-16.284 39.775
-16.281 39.771
-16.271 39.763
-16.267 39.76
-16.261 39.752
-16.267 39.752
-16.274 39.755
-16.291 39.77
-16.291 39.797
-16.292 39.8
-16.295 39.8
-16.304 39.783
-16.309 39.776
-16.32 39.771
-16.323 39.768
-16.326 39.759
-16.329 39.765
-16.33 39.77
-16.334 39.775
-16.34 39.778
-16.347 39.787
-16.352 39.788
-16.364 39.786
-16.369 39.791
-16.379 39.793
-16.385 39.8
-16.396 39.805
-16.402 39.812
-16.407 39.813
-16.411 39.81
-16.413 39.804
-16.414 39.802
-16.419 39.796
-16.42 39.788
-16.421 39.774
-16.418 39.758
-16.415 39.749
-16.422 39.743
-16.427 39.738
-16.434 39.745
-16.441 39.749
-16.447 39.755
-16.446 39.761
-16.426 39.785
-16.425 39.796
-16.419 39.807
-16.42 39.811
-16.423 39.814
-16.426 39.817
-16.427 39.822
-16.423 39.829
-16.423 39.833
-16.429 39.835
-16.436 39.838
-16.439 39.842
-16.44 39.854
-16.442 39.857
-16.446 39.854
-16.451 39.846
-16.455 39.827
-16.459 39.817
-16.465 39.802
-16.473 39.794
-16.476 39.787
-16.474 39.786
-16.467 39.787
-16.465 39.789
-16.462 39.795
-16.46 39.797
-16.458 39.795
-16.457 39.788
-16.46 39.782
-16.46 39.774
-16.457 39.766
-16.458 39.761
-16.459 39.759
-16.461 39.758
-16.466 39.761
-16.468 39.765
-16.469 39.774
-16.472 39.778
-16.475 39.775
-16.477 39.771
-16.479 39.765
-16.49 39.77
-16.494 39.771
-16.497 39.77
-16.5 39.761
-16.506 39.748
-16.516 39.73
-16.517 39.727
-16.516 39.721
-16.524 39.716
-16.529 39.713
-16.536 39.707
-16.562 39.664
-16.563 39.658
-16.573 39.637
-16.58 39.627
-16.592 39.616
-16.595 39.611
-16.611 39.572
-16.615 39.568
-16.623 39.554
-16.629 39.547
-16.64 39.541
-16.644 39.536
-16.665 39.506
-16.668 39.502
-16.684 39.476
-16.693 39.459
-16.705 39.422
-16.721 39.389
-16.723 39.384
-16.735 39.362
-16.75 39.329
-16.76 39.31
-16.778 39.287
-16.777 39.277
-16.779 39.275
-16.79 39.265
-16.799 39.255
-16.815 39.23
-16.822 39.21
-16.835 39.193
-16.844 39.181
-16.88 39.145
-16.88 39.143
-16.889 39.133
-16.901 39.124
-16.908 39.118
-16.911 39.107
-16.917 39.097
-16.919 39.089
-16.927 39.084
-16.928 39.081
-16.926 39.075
-16.927 39.072
-16.933 39.062
-16.942 39.059
-16.949 39.052
-16.952 39.045
-16.955 39.041
-16.957 39.044
-16.958 39.059
-16.961 39.074
-16.961 39.08
-16.961 39.085
-16.96 39.085
-16.956 39.088
-16.935 39.089
-16.927 39.095
-16.926 39.104
-16.929 39.117
-16.933 39.122
-16.941 39.124
-16.949 39.119
-16.985 39.089
-17.002 39.075
-17.007 39.068
-17.008 39.063
-17.007 39.046
-17.006 39.029
-17.007 39.023
-17.006 39.008
-17.005 39.004
-17.005 38.997
-17.009 38.987
-17.011 38.97
-17.011 38.968
-17.018 38.943
-17.025 38.926
-17.028 38.92
-17.039 38.91
-17.04 38.906
-17.049 38.876
-17.053 38.87
-17.053 38.85
-17.053 38.843
-17.058 38.827
-17.054 38.826
-17.044 38.845
-17.04 38.845
-17.036 38.843
-17.036 38.841
-17.044 38.836
-17.052 38.819
-17.06 38.814
-17.063 38.801
-17.066 38.79
-17.073 38.731
-17.075 38.714
-17.079 38.708
-17.079 38.705
-17.08 38.703
-17.07 38.687
-17.063 38.68
-17.053 38.679
-17.04 38.672
-17.036 38.674
-17.036 38.683
-17.028 38.684
-17.023 38.682
-17.024 38.674
-17.022 38.669
-17.014 38.666
-17.025 38.664
-17.03 38.672
-17.035 38.664
-17.042 38.658
-17.044 38.658
-17.046 38.659
-17.052 38.667
-17.057 38.67
-17.06 38.667
-17.059 38.657
-17.064 38.654
-17.069 38.661
-17.085 38.646
-17.086 38.652
-17.077 38.669
-17.075 38.678
-17.077 38.682
-17.082 38.681
-17.087 38.671
-17.087 38.667
-17.094 38.646
-17.097 38.631
-17.111 38.588
-17.11 38.584
-17.109 38.583
-17.107 38.584
-17.103 38.598
-17.099 38.598
-17.097 38.589
-17.094 38.587
-17.089 38.587
-17.079 38.59
-17.073 38.589
-17.067 38.588
-17.064 38.582
-17.071 38.575
-17.093 38.579
-17.099 38.578
-17.104 38.571
-17.11 38.556
-17.115 38.559
-17.118 38.556
-17.12 38.552
-17.12 38.548
-17.122 38.545
-17.122 38.527
-17.125 38.521
-17.125 38.515
-17.115 38.518
-17.111 38.511
-17.109 38.501
-17.102 38.499
-17.102 38.496
-17.104 38.49
-17.105 38.489
-17.101 38.483
-17.107 38.48
-17.107 38.477
-17.102 38.467
-17.105 38.464
-17.109 38.466
-17.116 38.477
-17.115 38.483
-17.119 38.484
-17.124 38.481
-17.129 38.472
-17.135 38.453
-17.136 38.422
-17.135 38.42
-17.124 38.415
-17.126 38.406
-17.132 38.41
-17.142 38.41
-17.145 38.411
-17.142 38.424
-17.147 38.439
-17.148 38.446
-17.148 38.45
-17.14 38.469
-17.129 38.486
-17.128 38.49
-17.128 38.494
-17.13 38.495
-17.136 38.492
-17.141 38.482
-17.144 38.477
-17.148 38.461
-17.156 38.433
-17.158 38.426
-17.162 38.418
-17.165 38.403
-17.173 38.384
-17.176 38.374
-17.196 38.318
-17.199 38.31
-17.209 38.286
-17.214 38.277
-17.221 38.257
-17.224 38.254
-17.225 38.247
-17.223 38.246
-17.221 38.248
-17.212 38.268
-17.209 38.274
-17.204 38.277
-17.199 38.277
-17.197 38.276
-17.197 38.269
-17.194 38.263
-17.198 38.264
-17.202 38.269
-17.206 38.267
-17.209 38.263
-17.222 38.238
-17.234 38.222
-17.235 38.221
-17.245 38.201
-17.254 38.191
-17.27 38.18
-17.272 38.177
-17.287 38.151
-17.286 38.146
-17.281 38.141
-17.265 38.134
-17.226 38.126
-17.224 38.126
-17.221 38.126
-17.206 38.121
-17.198 38.121
-17.194 38.122
-17.193 38.117
-17.195 38.113
-17.208 38.111
-17.211 38.109
-17.211 38.105
-17.21 38.102
-17.199 38.09
-17.191 38.073
-17.185 38.07
-17.183 38.069
-17.187 38.067
-17.194 38.07
-17.195 38.065
-17.198 38.065
-17.209 38.078
-17.226 38.094
-17.231 38.103
-17.24 38.112
-17.246 38.115
-17.253 38.115
-17.258 38.113
-17.263 38.108
-17.27 38.108
-17.276 38.104
-17.276 38.099
-17.27 38.096
-17.269 38.094
-17.27 38.087
-17.266 38.081
-17.268 38.076
-17.267 38.07
-17.255 38.065
-17.253 38.062
-17.256 38.054
-17.272 38.063
-17.276 38.068
-17.276 38.074
-17.274 38.082
-17.282 38.094
-17.288 38.095
-17.288 38.098
-17.29 38.11
-17.292 38.112
-17.301 38.099
-17.309 38.092
-17.316 38.062
-17.312 38.056
-17.301 38.046
-17.289 38.029
-17.282 38.016
-17.279 38.008
-17.276 37.991
-17.279 37.994
-17.307 38.037
-17.311 38.043
-17.32 38.05
-17.324 38.045
-17.325 38.035
-17.328 38.009
-17.335 37.981
-17.342 37.962
-17.347 37.943
-17.349 37.936
-17.364 37.907
-17.371 37.883
-17.401 37.827
-17.402 37.825
-17.452 37.748
-17.472 37.716
-17.477 37.708
-17.475 37.703
-17.47 37.702
-17.463 37.706
-17.458 37.712
-17.454 37.72
-17.447 37.745
-17.443 37.75
-17.438 37.75
-17.43 37.749
-17.429 37.751
-17.428 37.76
-17.424 37.767
-17.42 37.769
-17.415 37.767
-17.412 37.765
-17.407 37.76
-17.413 37.759
-17.419 37.763
-17.421 37.762
-17.422 37.75
-17.425 37.744
-17.431 37.742
-17.436 37.742
-17.443 37.736
-17.45 37.714
-17.454 37.709
-17.465 37.687
-17.49 37.677
-17.494 37.669
-17.501 37.66
-17.524 37.622
-17.537 37.594
-17.538 37.585
-17.531 37.567
-17.531 37.552
-17.533 37.548
-17.539 37.543
-17.542 37.541
-17.545 37.536
-17.547 37.526
-17.543 37.515
-17.556 37.516
-17.554 37.528
-17.558 37.532
-17.537 37.556
-17.536 37.562
-17.536 37.565
-17.538 37.567
-17.547 37.569
-17.553 37.567
-17.561 37.56
-17.567 37.547
-17.585 37.509
-17.586 37.507
-17.603 37.481
-17.616 37.46
-17.625 37.447
-17.625 37.439
-17.623 37.436
-17.62 37.435
-17.617 37.438
-17.614 37.45
-17.612 37.451
-17.606 37.453
-17.599 37.45
-17.595 37.446
-17.596 37.442
-17.607 37.449
-17.611 37.445
-17.611 37.437
-17.612 37.435
-17.613 37.432
-17.62 37.43
-17.624 37.43
-17.629 37.432
-17.635 37.424
-17.65 37.395
-17.667 37.367
-17.674 37.355
-17.671 37.354
-17.669 37.356
-17.665 37.363
-17.661 37.366
-17.659 37.368
-17.653 37.364
-17.646 37.366
-17.636 37.364
-17.63 37.361
-17.637 37.36
-17.655 37.357
-17.664 37.353
-17.672 37.347
-17.675 37.346
-17.683 37.344
-17.692 37.325
-17.693 37.318
-17.691 37.31
-17.692 37.296
-17.698 37.291
-17.701 37.291
-17.7 37.296
-17.697 37.304
-17.697 37.307
-17.698 37.314
-17.701 37.309
-17.709 37.294
-17.71 37.291
-17.723 37.274
-17.731 37.263
-17.732 37.259
-17.757 37.232
-17.76 37.225
-17.763 37.221
-17.765 37.222
-17.767 37.22
-17.768 37.215
-17.766 37.21
-17.764 37.207
-17.767 37.201
-17.768 37.199
-17.775 37.198
-17.789 37.186
-17.796 37.175
-17.803 37.166
-17.832 37.133
-17.886 37.089
-17.899 37.08
-17.972 37.025
-17.985 37.013
-17.999 37.004
-18 37.002
-18.002 37
-18.012 36.988
-18.016 36.98
-18.015 36.974
-18.013 36.972
-18.009 36.975
-18.007 36.982
-18.004 36.985
-18.001 36.983
-18.006 36.974
-18.003 36.97
-17.974 36.948
-17.964 36.934
-17.962 36.929
-17.975 36.929
-17.977 36.935
-17.982 36.939
-17.989 36.94
-17.992 36.938
-18.004 36.92
-18.004 36.916
-17.994 36.914
-17.998 36.906
-18.001 36.906
-18.013 36.909
-18.019 36.912
-18.027 36.92
-18.038 36.923
-18.043 36.929
-18.055 36.93
-18.042 36.936
-18.036 36.927
-18.032 36.926
-18.027 36.928
-18.026 36.94
-18.027 36.942
-18.027 36.944
-18.043 36.948
-18.044 36.951
-18.039 36.953
-18.033 36.949
-18.033 36.951
-18.046 36.961
-18.052 36.959
-18.052 36.97
-18.054 36.97
-18.085 36.947
-18.116 36.916
-18.118 36.914
-18.13 36.906
-18.163 36.888
-18.175 36.876
-18.189 36.876
-18.192 36.871
-18.192 36.861
-18.187 36.856
-18.183 36.846
-18.179 36.846
-18.175 36.842
-18.171 36.836
-18.174 36.834
-18.176 36.821
-18.166 36.813
-18.158 36.81
-18.168 36.807
-18.177 36.814
-18.18 36.814
-18.195 36.798
-18.205 36.781
-18.206 36.777
-18.206 36.775
-18.201 36.771
-18.189 36.766
-18.19 36.764
-18.205 36.761
-18.218 36.768
-18.225 36.771
-18.237 36.763
-18.24 36.758
-18.245 36.761
-18.24 36.768
-18.233 36.793
-18.23 36.798
-18.226 36.803
-18.213 36.813
-18.204 36.826
-18.195 36.831
-18.194 36.836
-18.198 36.839
-18.207 36.838
-18.212 36.835
-18.224 36.825
-18.238 36.815
-18.269 36.788
-18.271 36.785
-18.278 36.777
-18.283 36.774
-18.284 36.774
-18.301 36.753
-18.318 36.737
-18.343 36.715
-18.371 36.684
-18.386 36.667
-18.386 36.664
-18.379 36.667
-18.375 36.666
-18.374 36.663
-18.374 36.658
-18.378 36.651
-18.38 36.648
-18.382 36.646
-18.383 36.649
-18.378 36.661
-18.381 36.662
-18.387 36.656
-18.39 36.658
-18.391 36.658
-18.394 36.656
-18.417 36.63
-18.414 36.623
-18.421 36.624
-18.427 36.62
-18.43 36.614
-18.433 36.614
-18.443 36.606
-18.468 36.578
-18.477 36.572
-18.491 36.552
-18.499 36.545
-18.5 36.542
-18.48 36.533
-18.478 36.531
-18.48 36.53
-18.489 36.534
-18.496 36.534
-18.501 36.528
-18.509 36.534
-18.512 36.533
-18.517 36.53
-18.522 36.524
-18.528 36.523
-18.538 36.515
-18.535 36.509
-18.532 36.509
-18.528 36.516
-18.523 36.52
-18.517 36.52
-18.512 36.518
-18.507 36.513
-18.504 36.508
-18.502 36.493
-18.491 36.488
-18.485 36.481
-18.48 36.488
-18.477 36.489
-18.484 36.476
-18.487 36.476
-18.494 36.483
-18.506 36.485
-18.51 36.489
-18.51 36.502
-18.511 36.504
-18.516 36.506
-18.53 36.495
-18.545 36.495
-18.551 36.498
-18.555 36.504
-18.558 36.505
-18.561 36.504
-18.561 36.501
-18.56 36.499
-18.556 36.493
-18.556 36.479
-18.552 36.474
-18.554 36.468
-18.565 36.456
-18.567 36.451
-18.564 36.431
-18.575 36.427
-18.578 36.44
-18.576 36.453
-18.576 36.462
-18.584 36.472
-18.614 36.443
-18.642 36.421
-18.648 36.416
-18.649 36.411
-18.656 36.406
-18.656 36.398
-18.66 36.393
-18.667 36.391
-18.668 36.385
-18.671 36.381
-18.677 36.38
-18.687 36.381
-18.697 36.38
-18.703 36.379
-18.708 36.376
-18.715 36.375
-18.728 36.366
-18.733 36.366
-18.739 36.362
-18.743 36.365
-18.74 36.368
-18.757 36.371
-18.761 36.372
-18.757 36.374
-18.745 36.374
-18.738 36.377
-18.734 36.382
-18.736 36.386
-18.733 36.389
-18.743 36.392
-18.76 36.386
-18.773 36.388
-18.784 36.392
-18.785 36.394
-18.782 36.397
-18.767 36.392
-18.761 36.39
-18.755 36.392
-18.76 36.396
-18.778 36.401
-18.784 36.4
-18.794 36.395
-18.786 36.384
-18.786 36.379
-18.787 36.375
-18.79 36.37
-18.795 36.365
-18.799 36.363
-18.803 36.352
-18.803 36.346
-18.805 36.344
-18.801 36.331
-18.813 36.325
-18.817 36.349
-18.819 36.349
-18.823 36.343
-18.826 36.346
-18.823 36.352
-18.813 36.368
-18.805 36.373
-18.801 36.372
-18.799 36.377
-18.8 36.379
-18.813 36.373
-18.838 36.353
-18.847 36.342
-18.851 36.339
-18.862 36.331
-18.875 36.316
-18.877 36.312
-18.873 36.311
-18.872 36.307
-18.861 36.302
-18.856 36.302
-18.839 36.297
-18.807 36.262
-18.813 36.255
-18.851 36.275
-18.854 36.275
-18.856 36.273
-18.855 36.27
-18.831 36.246
-18.834 36.238
-18.84 36.234
-18.844 36.236
-18.856 36.231
-18.86 36.227
-18.862 36.221
-18.871 36.213
-18.876 36.205
-18.881 36.198
-18.888 36.181
-18.892 36.165
-18.893 36.158
-18.889 36.149
-18.886 36.145
-18.883 36.144
-18.887 36.131
-18.884 36.131
-18.893 36.124
-18.9 36.114
-18.903 36.111
-18.91 36.109
-18.916 36.109
-18.921 36.105
-18.921 36.092
-18.916 36.078
-18.914 36.082
-18.914 36.085
-18.903 36.094
-18.895 36.095
-18.879 36.084
-18.884 36.081
-18.888 36.081
-18.897 36.081
-18.903 36.074
-18.904 36.072
-18.908 36.065
-18.911 36.062
-18.921 36.058
-18.926 36.051
-18.939 36.006
-18.937 35.996
