segment Zimbabwe
-17.905 26.228
-17.907 26.234
-17.918 26.244
-17.923 26.252
-17.92 26.259
-17.921 26.269
-17.92 26.274
-17.919 26.289
-17.922 26.294
-17.937 26.306
-17.938 26.311
-17.935 26.317
-17.934 26.322
-17.937 26.327
-17.937 26.333
-17.933 26.341
-17.932 26.349
-17.933 26.357
-17.942 26.38
-17.943 26.388
-17.941 26.392
-17.939 26.406
-17.943 26.415
-17.953 26.425
-17.955 26.439
-17.969 26.457
-17.968 26.462
-17.968 26.468
-17.969 26.469
-17.97 26.478
-17.978 26.485
-17.979 26.501
-17.988 26.514
-17.99 26.524
-17.99 26.562
-17.995 26.569
-18.001 26.572
-18.019 26.577
-18.024 26.583
-18.026 26.589
-18.028 26.596
-18.041 26.601
-18.053 26.602
-18.055 26.61
-18.061 26.62
-18.061 26.651
-18.067 26.662
-18.07 26.667
-18.076 26.678
-18.079 26.69
-18.076 26.696
-18.06 26.707
-18.053 26.716
-18.036 26.733
-18.028 26.746
-18.023 26.763
-18.021 26.774
-18.024 26.78
-18.027 26.796
-18.019 26.806
-18.013 26.817
-18.013 26.825
-18.008 26.827
-18.006 26.827
-17.993 26.827
-17.991 26.829
-17.987 26.833
-17.993 26.859
-17.994 26.863
-17.986 26.877
-17.987 26.885
-17.989 26.893
-17.981 26.911
-17.976 26.928
-17.971 26.94
-17.966 26.96
-17.969 26.971
-17.969 26.978
-17.967 26.985
-17.958 26.999
-17.954 27.011
-17.961 27.029
-17.965 27.038
-17.957 27.045
-17.952 27.046
-17.942 27.053
-17.939 27.057
-17.922 27.068
-17.9 27.087
-17.895 27.091
-17.891 27.097
-17.857 27.14
-17.849 27.15
-17.84 27.15
-17.826 27.148
-17.812 27.144
-17.802 27.147
-17.757 27.188
-17.739 27.204
-17.722 27.218
-17.703 27.232
-17.668 27.259
-17.658 27.267
-17.607 27.307
-17.599 27.311
-17.59 27.322
-17.576 27.343
-17.562 27.362
-17.556 27.368
-17.55 27.379
-17.501 27.443
-17.48 27.47
-17.462 27.493
-17.457 27.497
-17.458 27.5
-17.454 27.501
-17.424 27.544
-17.409 27.56
-17.394 27.57
-17.394 27.571
-17.375 27.589
-17.353 27.608
-17.339 27.617
-17.279 27.627
-17.257 27.628
-17.246 27.631
-17.23 27.64
-17.218 27.65
-17.155 27.694
-17.121 27.719
-17.099 27.734
-17.086 27.744
-17.083 27.744
-17.079 27.749
-17.024 27.787
-17.004 27.801
-16.985 27.815
-16.974 27.822
-16.963 27.83
-16.94 27.88
-16.936 27.889
-16.922 27.92
-16.91 27.945
-16.879 28.015
-16.866 28.043
-16.858 28.058
-16.847 28.086
-16.84 28.099
-16.824 28.136
-16.806 28.158
-16.805 28.158
-16.8 28.166
-16.777 28.194
-16.718 28.27
-16.704 28.306
-16.699 28.319
-16.69 28.34
-16.682 28.361
-16.66 28.415
-16.657 28.426
-16.647 28.449
-16.643 28.461
-16.629 28.495
-16.602 28.561
-16.595 28.58
-16.586 28.603
-16.581 28.618
-16.571 28.642
-16.562 28.696
-16.557 28.729
-16.554 28.736
-16.538 28.748
-16.534 28.755
-16.532 28.762
-16.527 28.768
-16.514 28.781
-16.504 28.802
-16.497 28.806
-16.487 28.816
-16.479 28.82
-16.471 28.821
-16.455 28.819
-16.442 28.819
-16.433 28.823
-16.427 28.829
-16.421 28.835
-16.414 28.839
-16.401 28.843
-16.387 28.843
-16.378 28.849
-16.375 28.849
-16.366 28.842
-16.36 28.84
-16.337 28.843
-16.332 28.839
-16.329 28.826
-16.322 28.822
-16.304 28.824
-16.292 28.829
-16.272 28.847
-16.26 28.856
-16.252 28.859
-16.244 28.857
-16.241 28.852
-16.237 28.839
-16.235 28.837
-16.223 28.835
-16.212 28.836
-16.198 28.841
-16.186 28.842
-16.172 28.84
-16.164 28.842
-16.142 28.853
-16.123 28.863
-16.112 28.859
-16.105 28.85
-16.095 28.847
-16.083 28.849
-16.075 28.857
-16.071 28.859
-16.067 28.856
-16.061 28.846
-16.057 28.844
-16.05 28.846
-16.038 28.86
-16.026 28.868
-16.015 28.876
-16 28.885
-15.988 28.889
-15.972 28.9
-15.959 28.907
-15.951 28.91
-15.947 28.912
-15.941 28.923
-15.939 28.935
-15.94 28.947
-15.94 28.953
-15.94 28.973
-15.938 28.986
-15.939 28.994
-15.94 29.001
-15.942 29.016
-15.937 29.026
-15.927 29.035
-15.907 29.043
-15.891 29.055
-15.88 29.065
-15.866 29.087
-15.845 29.118
-15.831 29.134
-15.823 29.148
-15.814 29.159
-15.801 29.181
-15.791 29.196
-15.771 29.214
-15.764 29.227
-15.764 29.244
-15.758 29.266
-15.751 29.281
-15.735 29.305
-15.733 29.312
-15.73 29.322
-15.729 29.33
-15.725 29.337
-15.718 29.344
-15.715 29.349
-15.71 29.362
-15.71 29.374
-15.713 29.391
-15.712 29.4
-15.71 29.404
-15.693 29.421
-15.689 29.434
-15.689 29.462
-15.686 29.475
-15.685 29.5
-15.679 29.514
-15.652 29.537
-15.646 29.545
-15.641 29.562
-15.642 29.577
-15.646 29.585
-15.655 29.597
-15.661 29.61
-15.662 29.629
-15.658 29.649
-15.644 29.698
-15.642 29.716
-15.629 29.747
-15.621 29.761
-15.615 29.776
-15.61 29.797
-15.609 29.821
-15.609 29.842
-15.612 29.861
-15.612 29.877
-15.62 29.896
-15.622 29.902
-15.623 29.909
-15.622 29.927
-15.623 29.935
-15.641 29.962
-15.643 29.967
-15.641 29.982
-15.636 30
-15.634 30.019
-15.634 30.031
-15.629 30.046
-15.627 30.06
-15.627 30.096
-15.62 30.125
-15.619 30.14
-15.619 30.147
-15.62 30.167
-15.631 30.185
-15.649 30.203
-15.656 30.205
-15.66 30.209
-15.662 30.216
-15.656 30.226
-15.636 30.249
-15.626 30.26
-15.627 30.265
-15.637 30.272
