segment Senegal
12.915 -16.761
12.938 -16.76
12.94 -16.759
12.966 -16.752
13.006 -16.748
13.021 -16.75
13.038 -16.749
13.06 -16.755
13.064 -16.756
13.066 -16.751
13.07 -16.746
13.076 -16.743
13.095 -16.74
13.107 -16.745
13.11 -16.745
13.112 -16.744
13.114 -16.742
13.117 -16.738
13.116 -16.734
13.115 -16.733
13.117 -16.726
13.126 -16.719
13.13 -16.712
13.136 -16.711
13.141 -16.712
13.147 -16.715
13.152 -16.713
13.156 -16.708
13.162 -16.691
13.164 -16.688
13.162 -16.672
13.164 -16.653
13.164 -16.639
13.162 -16.51
13.161 -16.396
13.159 -16.388
13.16 -16.381
13.162 -16.373
13.161 -16.252
13.16 -16.219
13.161 -16.159
13.161 -16.123
13.16 -16.078
13.162 -16.072
13.159 -16.058
13.16 -16.006
13.162 -15.999
13.161 -15.995
13.16 -15.987
13.159 -15.866
13.159 -15.812
13.232 -15.81
13.341 -15.808
13.34 -15.79
13.338 -15.767
13.342 -15.747
13.345 -15.732
13.346 -15.725
13.358 -15.688
13.358 -15.671
13.353 -15.649
13.343 -15.625
13.343 -15.623
13.337 -15.604
13.338 -15.588
13.343 -15.573
13.346 -15.571
13.372 -15.537
13.383 -15.521
13.387 -15.51
13.386 -15.501
13.376 -15.47
13.376 -15.461
13.369 -15.449
13.364 -15.431
13.366 -15.423
13.364 -15.415
13.358 -15.404
13.348 -15.39
13.344 -15.384
13.343 -15.374
13.345 -15.353
13.36 -15.296
13.369 -15.281
13.376 -15.276
13.379 -15.272
13.385 -15.265
13.413 -15.236
13.424 -15.229
13.43 -15.225
13.444 -15.219
13.457 -15.217
13.477 -15.219
13.485 -15.215
13.496 -15.214
13.52 -15.206
13.531 -15.199
13.541 -15.19
13.549 -15.183
13.554 -15.176
13.563 -15.167
13.563 -15.164
13.577 -15.14
13.589 -15.111
13.589 -15.1
13.569 -15.089
13.565 -15.087
13.552 -15.076
13.549 -15.076
13.523 -15.048
13.489 -15
13.486 -14.996
13.485 -14.995
13.473 -14.97
13.466 -14.959
13.456 -14.94
13.452 -14.93
13.452 -14.923
13.447 -14.907
13.444 -14.889
13.443 -14.875
13.442 -14.864
13.439 -14.853
13.423 -14.83
13.416 -14.816
13.414 -14.804
13.414 -14.78
13.416 -14.776
13.413 -14.769
13.407 -14.761
13.403 -14.759
13.388 -14.75
13.374 -14.734
13.357 -14.705
13.334 -14.66
13.333 -14.654
13.331 -14.643
13.331 -14.623
13.342 -14.602
13.345 -14.588
13.341 -14.581
13.326 -14.568
13.311 -14.547
13.309 -14.542
13.305 -14.531
13.301 -14.514
13.302 -14.511
13.298 -14.499
13.297 -14.469
13.295 -14.464
13.273 -14.446
13.26 -14.431
13.256 -14.426
13.244 -14.409
13.233 -14.386
13.229 -14.369
13.229 -14.355
13.228 -14.351
13.234 -14.312
13.234 -14.299
13.236 -14.28
13.233 -14.266
13.217 -14.245
13.216 -14.239
13.219 -14.198
13.219 -14.189
13.219 -14.172
13.22 -14.157
13.22 -14.153
13.222 -14.142
13.227 -14.134
13.236 -14.127
13.27 -14.12
13.276 -14.114
13.281 -14.098
13.282 -14.096
13.285 -14.071
13.286 -14.063
13.286 -14.055
13.283 -14.048
13.284 -14.034
13.286 -14.026
13.289 -14.003
13.295 -13.985
13.308 -13.963
13.312 -13.948
13.313 -13.947
13.314 -13.935
13.313 -13.92
13.315 -13.904
13.313 -13.901
13.315 -13.888
13.322 -13.868
13.339 -13.841
13.349 -13.831
13.351 -13.829
13.366 -13.818
13.387 -13.808
13.406 -13.802
13.424 -13.798
13.437 -13.799
13.447 -13.805
13.453 -13.815
13.46 -13.819
13.478 -13.832
13.505 -13.86
13.529 -13.878
13.54 -13.893
13.556 -13.919
13.57 -13.955
13.573 -13.956
13.573 -13.964
13.568 -13.986
13.56 -14.005
13.558 -14.01
13.549 -14.035
13.549 -14.053
13.551 -14.083
13.553 -14.085
13.543 -14.12
13.543 -14.125
13.539 -14.134
13.534 -14.144
13.524 -14.169
13.509 -14.2
13.501 -14.211
13.499 -14.216
13.483 -14.233
13.477 -14.245
13.476 -14.247
13.457 -14.314
13.457 -14.333
13.461 -14.348
13.47 -14.369
13.476 -14.383
13.482 -14.391
13.503 -14.427
13.517 -14.447
13.529 -14.46
13.544 -14.471
13.596 -14.491
13.608 -14.5
13.621 -14.514
13.635 -14.533
13.641 -14.546
13.651 -14.566
13.654 -14.581
13.655 -14.6
13.654 -14.6
13.653 -14.616
13.654 -14.616
13.647 -14.644
13.64 -14.663
13.637 -14.668
13.631 -14.679
13.616 -14.7
13.613 -14.709
13.614 -14.719
13.623 -14.739
13.635 -14.76
13.646 -14.775
13.65 -14.779
13.662 -14.789
13.667 -14.791
13.694 -14.793
13.721 -14.8
13.739 -14.809
13.748 -14.817
13.76 -14.832
13.767 -14.84
13.779 -14.863
13.793 -14.893
13.798 -14.911
13.798 -14.922
13.801 -14.947
13.796 -14.973
13.796 -14.981
13.799 -14.987
13.803 -15
13.808 -15.014
13.808 -15.019
13.822 -15.05
13.827 -15.071
13.826 -15.08
13.821 -15.094
13.813 -15.108
13.795 -15.143
13.779 -15.167
13.768 -15.188
13.754 -15.222
13.752 -15.236
13.752 -15.243
13.773 -15.284
13.777 -15.307
13.777 -15.323
13.772 -15.345
13.77 -15.355
13.762 -15.369
13.758 -15.381
13.735 -15.414
13.71 -15.438
13.698 -15.447
13.695 -15.449
13.681 -15.458
13.642 -15.472
13.611 -15.48
13.587 -15.481
13.587 -15.49
13.588 -15.51
13.586 -15.516
13.587 -15.534
13.586 -15.55
13.587 -15.583
13.587 -15.619
13.586 -15.749
13.585 -15.832
13.586 -15.878
13.587 -15.899
13.587 -15.974
13.588 -15.99
13.587 -15.997
13.587 -16.007
13.587 -16.03
13.587 -16.05
13.588 -16.05
13.587 -16.132
13.588 -16.135
13.589 -16.137
13.588 -16.264
13.588 -16.317
13.587 -16.335
13.588 -16.339
13.588 -16.393
13.588 -16.437
13.59 -16.444
13.589 -16.453
13.589 -16.522
13.589 -16.56
13.591 -16.56
13.594 -16.559
13.599 -16.564
13.598 -16.569
13.601 -16.573
13.608 -16.574
13.611 -16.576
13.614 -16.577
13.62 -16.585
13.626 -16.588
13.63 -16.588
13.631 -16.593
13.634 -16.604
13.64 -16.61
13.645 -16.614
13.645 -16.618
13.653 -16.625
13.659 -16.629
13.663 -16.628
13.666 -16.632
13.674 -16.636
13.679 -16.638
13.707 -16.649
13.713 -16.648
13.725 -16.643
13.737 -16.641
13.758 -16.638
13.768 -16.63
13.772 -16.63
13.782 -16.624
13.791 -16.615
13.825 -16.581
13.831 -16.571
13.832 -16.561
13.83 -16.556
13.834 -16.552
13.838 -16.559
13.84 -16.557
13.845 -16.546
13.846 -16.525
13.847 -16.522
13.856 -16.514
13.859 -16.516
13.864 -16.521
13.87 -16.532
13.865 -16.536
13.863 -16.54
13.864 -16.552
13.861 -16.555
13.863 -16.561
13.864 -16.562
13.861 -16.565
13.855 -16.574
13.855 -16.579
13.847 -16.587
13.843 -16.598
13.841 -16.602
13.836 -16.622
13.834 -16.626
13.832 -16.635
13.826 -16.648
13.829 -16.653
13.821 -16.659
13.817 -16.661
13.797 -16.682
13.797 -16.684
13.803 -16.688
13.801 -16.69
13.797 -16.69
13.787 -16.69
13.778 -16.693
13.775 -16.696
13.775 -16.7
13.782 -16.709
13.797 -16.72
13.801 -16.723
13.814 -16.736
13.825 -16.739
13.847 -16.753
13.852 -16.755
13.856 -16.754
13.859 -16.75
13.864 -16.74
13.869 -16.739
13.892 -16.746
13.905 -16.747
13.912 -16.749
13.916 -16.751
13.925 -16.75
13.934 -16.751
13.938 -16.752
13.943 -16.753
13.95 -16.753
13.962 -16.745
13.97 -16.741
13.979 -16.733
13.993 -16.72
13.995 -16.722
13.996 -16.726
13.994 -16.736
13.993 -16.738
13.98 -16.756
13.973 -16.762
13.964 -16.767
13.957 -16.77
13.929 -16.77
13.904 -16.772
13.894 -16.769
13.88 -16.768
13.877 -16.767
13.849 -16.768
13.833 -16.77
13.831 -16.772
13.837 -16.777
13.846 -16.779
13.884 -16.782
13.906 -16.782
13.943 -16.786
14.007 -16.779
14.019 -16.78
14.031 -16.783
14.066 -16.79
14.11 -16.804
14.128 -16.811
14.138 -16.824
14.142 -16.825
14.146 -16.822
14.149 -16.819
14.152 -16.821
14.154 -16.837
14.156 -16.84
14.155 -16.843
14.157 -16.846
14.161 -16.854
14.165 -16.857
14.171 -16.861
14.181 -16.874
14.189 -16.877
14.207 -16.88
14.213 -16.881
14.224 -16.884
14.271 -16.912
14.277 -16.918
14.279 -16.922
14.279 -16.936
14.282 -16.94
14.288 -16.941
14.305 -16.939
14.333 -16.937
14.343 -16.939
14.351 -16.942
14.383 -16.965
14.409 -16.989
14.412 -16.994
14.417 -17
14.434 -17.011
14.445 -17.038
14.45 -17.054
14.453 -17.061
14.46 -17.063
14.469 -17.067
14.472 -17.07
14.474 -17.078
14.481 -17.083
14.493 -17.089
14.507 -17.091
14.525 -17.097
14.541 -17.105
14.556 -17.116
14.559 -17.125
14.561 -17.132
14.567 -17.137
14.581 -17.142
14.6 -17.151
14.623 -17.158
14.638 -17.172
14.67 -17.206
14.689 -17.231
14.694 -17.246
14.698 -17.256
14.702 -17.262
14.71 -17.273
14.71 -17.283
14.711 -17.289
14.716 -17.295
14.72 -17.304
14.726 -17.316
14.737 -17.346
14.737 -17.36
14.731 -17.389
14.723 -17.413
14.719 -17.423
14.714 -17.425
14.708 -17.426
14.703 -17.426
14.698 -17.429
14.696 -17.432
14.691 -17.435
14.686 -17.437
14.683 -17.436
14.679 -17.432
14.678 -17.428
14.673 -17.425
14.672 -17.427
14.67 -17.429
14.667 -17.432
14.662 -17.434
14.654 -17.436
14.649 -17.44
14.649 -17.443
14.654 -17.445
14.662 -17.446
14.67 -17.447
14.673 -17.447
14.674 -17.451
14.674 -17.456
14.674 -17.46
14.676 -17.462
14.678 -17.464
14.679 -17.468
14.68 -17.471
14.682 -17.474
14.686 -17.476
14.697 -17.478
14.7 -17.478
14.701 -17.482
14.701 -17.485
14.704 -17.487
14.713 -17.491
14.716 -17.494
14.715 -17.499
14.714 -17.504
14.716 -17.507
14.722 -17.51
14.731 -17.512
14.738 -17.514
14.739 -17.515
14.741 -17.522
14.745 -17.531
14.747 -17.535
14.749 -17.534
14.751 -17.533
14.751 -17.529
14.749 -17.527
14.748 -17.524
14.748 -17.52
14.75 -17.517
14.752 -17.515
14.753 -17.514
14.756 -17.511
14.76 -17.508
14.764 -17.505
14.764 -17.501
14.764 -17.496
14.764 -17.491
14.767 -17.487
14.769 -17.486
14.771 -17.482
14.769 -17.477
14.766 -17.471
14.767 -17.464
14.767 -17.458
14.772 -17.447
14.778 -17.434
14.779 -17.427
14.78 -17.418
14.786 -17.404
14.792 -17.39
14.796 -17.383
14.795 -17.379
14.804 -17.365
14.811 -17.348
14.815 -17.334
14.822 -17.317
14.827 -17.309
14.828 -17.303
14.829 -17.297
14.833 -17.287
14.844 -17.269
14.851 -17.252
14.869 -17.22
14.879 -17.204
14.885 -17.191
14.89 -17.179
14.896 -17.164
14.906 -17.148
14.921 -17.129
14.932 -17.12
14.945 -17.113
14.957 -17.108
14.968 -17.103
14.978 -17.092
14.991 -17.081
15 -17.073
15.005 -17.069
15.014 -17.059
15.027 -17.047
15.036 -17.038
15.048 -17.028
15.065 -17.013
15.075 -17
15.076 -16.998
15.085 -16.99
15.092 -16.985
15.164 -16.933
15.194 -16.907
15.205 -16.897
15.248 -16.865
15.267 -16.855
15.289 -16.838
15.297 -16.833
15.371 -16.789
15.389 -16.775
15.406 -16.767
15.424 -16.759
15.51 -16.695
15.531 -16.68
15.566 -16.66
15.616 -16.625
15.635 -16.613
15.647 -16.606
15.689 -16.59
15.697 -16.584
15.729 -16.567
15.734 -16.564
15.747 -16.554
15.756 -16.549
15.775 -16.543
15.788 -16.537
15.797 -16.534
15.798 -16.54
15.807 -16.536
15.832 -16.531
15.863 -16.529
15.899 -16.527
15.921 -16.523
15.969 -16.518
15.988 -16.519
16 -16.519
16 -16.503
16.001 -16.506
16.053 -16.505
16.062 -16.506
