segment Zambia
-15.662 29.629
-15.661 29.61
-15.655 29.597
-15.646 29.585
-15.642 29.577
-15.641 29.562
-15.646 29.545
-15.652 29.537
-15.679 29.514
-15.685 29.5
-15.686 29.475
-15.689 29.462
-15.689 29.434
-15.693 29.421
-15.71 29.404
-15.712 29.4
-15.713 29.391
-15.71 29.374
-15.71 29.362
-15.715 29.349
-15.718 29.344
-15.725 29.337
-15.729 29.33
-15.73 29.322
-15.733 29.312
-15.735 29.305
-15.751 29.281
-15.758 29.266
-15.764 29.244
-15.764 29.227
-15.771 29.214
-15.791 29.196
-15.801 29.181
-15.814 29.159
-15.823 29.148
-15.831 29.134
-15.845 29.118
-15.866 29.087
-15.88 29.065
-15.891 29.055
-15.907 29.043
-15.927 29.035
-15.937 29.026
-15.942 29.016
-15.94 29.001
-15.939 28.994
-15.938 28.986
-15.94 28.973
-15.94 28.953
-15.94 28.947
-15.939 28.935
-15.941 28.923
-15.947 28.912
-15.951 28.91
-15.959 28.907
-15.972 28.9
-15.988 28.889
-16 28.885
-16.015 28.876
-16.026 28.868
-16.038 28.86
-16.05 28.846
-16.057 28.844
-16.061 28.846
-16.067 28.856
-16.071 28.859
-16.075 28.857
-16.083 28.849
-16.095 28.847
-16.105 28.85
-16.112 28.859
-16.123 28.863
-16.142 28.853
-16.164 28.842
-16.172 28.84
-16.186 28.842
-16.198 28.841
-16.212 28.836
-16.223 28.835
-16.235 28.837
-16.237 28.839
-16.241 28.852
-16.244 28.857
-16.252 28.859
-16.26 28.856
-16.272 28.847
-16.292 28.829
-16.304 28.824
-16.322 28.822
-16.329 28.826
-16.332 28.839
-16.337 28.843
-16.36 28.84
-16.366 28.842
-16.375 28.849
-16.378 28.849
-16.387 28.843
-16.401 28.843
-16.414 28.839
-16.421 28.835
-16.427 28.829
-16.433 28.823
-16.442 28.819
-16.455 28.819
-16.471 28.821
-16.479 28.82
-16.487 28.816
-16.497 28.806
-16.504 28.802
-16.514 28.781
-16.527 28.768
-16.532 28.762
-16.534 28.755
-16.538 28.748
-16.554 28.736
-16.557 28.729
-16.562 28.696
-16.571 28.642
-16.581 28.618
-16.586 28.603
-16.595 28.58
-16.602 28.561
-16.629 28.495
-16.643 28.461
-16.647 28.449
-16.657 28.426
-16.66 28.415
-16.682 28.361
-16.69 28.34
-16.699 28.319
-16.704 28.306
-16.718 28.27
-16.777 28.194
-16.8 28.166
-16.805 28.158
-16.806 28.158
-16.824 28.136
-16.84 28.099
-16.847 28.086
-16.858 28.058
-16.866 28.043
-16.879 28.015
-16.91 27.945
-16.922 27.92
-16.936 27.889
-16.94 27.88
-16.963 27.83
-16.974 27.822
-16.985 27.815
-17.004 27.801
-17.024 27.787
-17.079 27.749
-17.083 27.744
-17.086 27.744
-17.099 27.734
-17.121 27.719
-17.155 27.694
-17.218 27.65
-17.23 27.64
-17.246 27.631
-17.257 27.628
-17.279 27.627
-17.339 27.617
-17.353 27.608
-17.375 27.589
-17.394 27.571
-17.394 27.57
-17.409 27.56
-17.424 27.544
-17.454 27.501
-17.458 27.5
-17.457 27.497
-17.462 27.493
-17.48 27.47
-17.501 27.443
-17.55 27.379
-17.556 27.368
-17.562 27.362
-17.576 27.343
-17.59 27.322
-17.599 27.311
-17.607 27.307
-17.658 27.267
-17.668 27.259
-17.703 27.232
-17.722 27.218
-17.739 27.204
-17.757 27.188
-17.802 27.147
-17.812 27.144
-17.826 27.148
-17.84 27.15
-17.849 27.15
-17.857 27.14
-17.891 27.097
-17.895 27.091
-17.9 27.087
-17.922 27.068
-17.939 27.057
-17.942 27.053
-17.952 27.046
-17.957 27.045
-17.965 27.038
-17.961 27.029
-17.954 27.011
-17.958 26.999
-17.967 26.985
-17.969 26.978
-17.969 26.971
-17.966 26.96
-17.971 26.94
-17.976 26.928
-17.981 26.911
-17.989 26.893
-17.987 26.885
-17.986 26.877
-17.994 26.863
-17.993 26.859
-17.987 26.833
-17.991 26.829
-17.993 26.827
-18.006 26.827
-18.008 26.827
-18.013 26.825
-18.013 26.817
-18.019 26.806
-18.027 26.796
-18.024 26.78
-18.021 26.774
-18.023 26.763
-18.028 26.746
-18.036 26.733
-18.053 26.716
-18.06 26.707
-18.076 26.696
-18.079 26.69
-18.076 26.678
-18.07 26.667
-18.067 26.662
-18.061 26.651
-18.061 26.62
-18.055 26.61
-18.053 26.602
-18.041 26.601
-18.028 26.596
-18.026 26.589
-18.024 26.583
-18.019 26.577
-18.001 26.572
-17.995 26.569
-17.99 26.562
-17.99 26.524
-17.988 26.514
-17.979 26.501
-17.978 26.485
-17.97 26.478
-17.969 26.469
-17.968 26.468
-17.968 26.462
-17.969 26.457
-17.955 26.439
-17.953 26.425
-17.943 26.415
-17.939 26.406
-17.941 26.392
-17.943 26.388
-17.942 26.38
-17.933 26.357
-17.932 26.349
-17.933 26.341
-17.937 26.333
-17.937 26.327
-17.934 26.322
-17.935 26.317
-17.938 26.311
-17.937 26.306
-17.922 26.294
-17.919 26.289
-17.92 26.274
-17.921 26.269
-17.92 26.259
-17.923 26.252
-17.918 26.244
-17.907 26.234
-17.905 26.228
-17.902 26.224
-17.892 26.227
-17.888 26.226
-17.893 26.208
-17.905 26.19
-17.914 26.168
-17.916 26.145
-17.926 26.128
-17.93 26.111
-17.931 26.104
-17.935 26.098
-17.944 26.095
-17.95 26.1
-17.954 26.105
-17.965 26.097
-17.985 26.091
-17.979 26.073
-17.982 26.063
-17.981 26.059
-17.975 26.05
-17.975 26.046
-17.983 26.036
-17.983 26.03
-17.979 26.02
-17.978 26.014
-17.985 26.002
-17.986 25.995
-17.989 25.992
-17.999 25.99
-18.004 25.981
-18.006 25.974
-18.006 25.971
-17.999 25.961
-17.999 25.958
-18.002 25.954
-18.001 25.952
-17.996 25.94
-17.998 25.927
-18.001 25.92
-18 25.916
-17.99 25.91
-17.984 25.89
-17.985 25.883
-17.977 25.877
-17.977 25.867
-17.975 25.865
-17.968 25.862
-17.965 25.86
-17.955 25.864
-17.953 25.863
-17.951 25.859
-17.95 25.85
-17.944 25.848
-17.939 25.85
-17.931 25.86
-17.93 25.858
-17.927 25.856
-17.919 25.854
-17.914 25.849
-17.901 25.844
-17.894 25.842
-17.891 25.837
-17.889 25.828
-17.89 25.809
-17.886 25.8
-17.878 25.797
-17.867 25.786
-17.862 25.778
-17.854 25.768
-17.852 25.75
-17.84 25.723
-17.838 25.719
-17.84 25.707
-17.834 25.705
-17.821 25.704
-17.816 25.701
-17.815 25.685
-17.818 25.672
-17.819 25.671
-17.834 25.657
-17.842 25.644
-17.844 25.637
-17.847 25.628
-17.847 25.621
-17.845 25.613
-17.846 25.609
-17.854 25.595
-17.847 25.585
-17.848 25.573
-17.843 25.564
-17.842 25.557
-17.843 25.552
-17.849 25.544
-17.863 25.535
-17.868 25.529
-17.871 25.515
-17.869 25.509
-17.854 25.488
-17.853 25.485
-17.851 25.479
-17.85 25.465
-17.847 25.458
-17.848 25.451
-17.854 25.442
-17.853 25.434
-17.848 25.429
-17.849 25.411
-17.855 25.388
-17.854 25.38
-17.845 25.373
-17.84 25.367
-17.839 25.359
-17.842 25.349
-17.843 25.343
-17.842 25.342
-17.834 25.328
-17.825 25.311
-17.825 25.304
-17.82 25.294
-17.812 25.285
-17.801 25.274
-17.799 25.27
-17.794 25.272
-17.789 25.269
-17.791 25.261
-17.788 25.257
-17.771 25.227
-17.771 25.216
-17.77 25.21
-17.774 25.203
-17.773 25.193
-17.767 25.183
-17.751 25.172
-17.741 25.159
-17.735 25.156
-17.726 25.158
-17.721 25.158
-17.717 25.158
-17.713 25.154
-17.709 25.146
-17.708 25.14
-17.712 25.133
-17.712 25.128
-17.709 25.127
-17.7 25.132
-17.696 25.128
-17.696 25.122
-17.705 25.112
-17.707 25.099
-17.704 25.096
-17.69 25.103
-17.677 25.105
-17.671 25.102
-17.67 25.101
-17.658 25.104
-17.652 25.099
-17.654 25.094
-17.66 25.091
-17.66 25.086
-17.64 25.075
-17.64 25.072
-17.634 25.068
-17.627 25.065
-17.619 25.059
-17.618 25.056
-17.624 25.049
-17.622 25.044
-17.617 25.041
-17.599 25.044
-17.591 25.036
-17.592 25.018
-17.599 25.004
-17.596 25
-17.567 24.982
-17.558 24.971
-17.561 24.966
-17.57 24.959
-17.57 24.95
-17.567 24.945
-17.551 24.939
-17.548 24.935
-17.549 24.931
-17.556 24.926
-17.559 24.919
-17.559 24.914
-17.556 24.905
-17.551 24.895
-17.545 24.888
-17.535 24.883
-17.533 24.88
-17.536 24.866
-17.534 24.849
-17.527 24.834
-17.526 24.826
-17.529 24.821
-17.537 24.812
-17.537 24.805
-17.534 24.789
-17.529 24.783
-17.519 24.778
-17.518 24.775
-17.517 24.77
-17.519 24.765
-17.522 24.759
-17.523 24.753
-17.521 24.75
-17.512 24.745
-17.509 24.74
-17.508 24.732
-17.5 24.721
-17.5 24.713
-17.507 24.692
-17.508 24.69
-17.508 24.683
-17.515 24.665
-17.52 24.655
-17.521 24.632
-17.531 24.618
-17.54 24.608
-17.543 24.602
-17.541 24.582
-17.543 24.56
-17.537 24.543
-17.542 24.536
-17.549 24.522
-17.548 24.515
-17.545 24.51
-17.534 24.505
-17.524 24.498
-17.504 24.492
-17.503 24.488
-17.496 24.48
-17.492 24.474
-17.489 24.459
-17.486 24.426
-17.478 24.416
-17.477 24.406
-17.476 24.393
-17.478 24.388
-17.485 24.382
-17.488 24.36
-17.491 24.352
-17.499 24.34
-17.499 24.333
-17.498 24.326
-17.494 24.315
-17.488 24.289
-17.485 24.266
-17.478 24.247
-17.478 24.237
-17.482 24.215
-17.619 23.521
-17.639 23.428
-17.629 23.426
-17.612 23.424
-17.61 23.42
-17.594 23.405
-17.582 23.392
-17.578 23.382
-17.579 23.364
-17.575 23.358
-17.563 23.347
-17.555 23.338
-17.555 23.326
-17.561 23.316
-17.562 23.313
-17.554 23.304
-17.545 23.285
-17.545 23.274
-17.548 23.262
-17.551 23.247
-17.55 23.241
-17.543 23.231
-17.539 23.227
-17.527 23.226
-17.523 23.217
-17.51 23.208
-17.502 23.197
-17.483 23.187
-17.48 23.184
-17.475 23.171
-17.472 23.147
-17.468 23.142
-17.46 23.147
-17.453 23.136
-17.446 23.13
-17.441 23.128
-17.429 23.129
-17.426 23.126
-17.426 23.122
-17.424 23.105
-17.418 23.093
-17.41 23.085
-17.385 23.073
-17.345 23.06
-17.343 23.048
-17.338 23.04
-17.318 23.027
-17.306 23.011
-17.3 23.012
-17.292 23.011
-17.288 23.009
-17.284 22.998
-17.277 22.995
-17.267 22.984
-17.263 22.973
-17.258 22.971
-17.247 22.948
-17.236 22.93
-17.23 22.922
-17.223 22.913
-17.209 22.903
-17.203 22.89
-17.196 22.864
-17.184 22.831
-17.18 22.825
-17.173 22.807
-17.169 22.804
-17.163 22.803
-17.154 22.808
-17.15 22.809
-17.135 22.8
-17.127 22.793
-17.121 22.79
-17.09 22.749
-17.081 22.737
-17.077 22.735
-17.07 22.736
-17.065 22.724
-17.05 22.722
-17.047 22.72
-17.044 22.708
-17.039 22.693
-17.033 22.689
-17.026 22.694
-17.021 22.693
-16.99 22.657
-16.978 22.646
-16.97 22.638
-16.959 22.621
-16.946 22.617
-16.907 22.583
-16.9 22.576
-16.884 22.554
-16.88 22.544
-16.868 22.527
-16.857 22.516
-16.836 22.497
-16.824 22.498
-16.818 22.497
-16.811 22.482
-16.8 22.467
-16.782 22.451
-16.766 22.435
-16.748 22.418
-16.723 22.395
-16.713 22.384
-16.708 22.377
-16.703 22.363
-16.699 22.355
-16.691 22.356
-16.684 22.354
-16.672 22.339
-16.662 22.333
-16.636 22.316
-16.633 22.312
-16.626 22.294
-16.624 22.283
-16.608 22.27
-16.593 22.268
-16.586 22.263
-16.579 22.251
-16.577 22.226
-16.569 22.222
-16.559 22.214
-16.547 22.19
-16.534 22.179
-16.516 22.168
-16.5 22.154
-16.499 22.148
-16.501 22.14
-16.501 22.131
-16.497 22.126
-16.487 22.137
-16.481 22.14
-16.469 22.136
-16.457 22.13
-16.451 22.129
-16.446 22.133
-16.43 22.133
-16.413 22.13
-16.406 22.128
-16.377 22.121
-16.362 22.116
-16.351 22.11
-16.343 22.109
-16.334 22.096
-16.317 22.087
-16.308 22.078
-16.295 22.069
-16.289 22.073
-16.279 22.075
-16.267 22.075
-16.265 22.065
-16.26 22.057
-16.245 22.046
-16.236 22.032
-16.226 22.022
-16.218 22.012
-16.208 22.003
-16.198 22
-16.085 22
-16.052 21.999
-16.046 21.999
-16 22.002
-15.33 22
-15 22
-14.086 22.001
-13.005 22
-13.004 22.434
-12.991 24.04
-12.986 24.037
-12.979 24.032
-12.962 24.03
-12.954 24.029
-12.947 24.025
-12.939 24.017
-12.935 24.011
-12.916 23.994
-12.898 23.977
-12.894 23.971
-12.894 23.959
-12.885 23.944
-12.875 23.931
-12.861 23.926
-12.857 23.921
-12.854 23.913
-12.845 23.905
-12.834 23.904
-12.812 23.909
-12.793 23.909
-12.769 23.913
-12.753 23.913
-12.738 23.917
-12.716 23.93
-12.704 23.933
-12.693 23.932
-12.674 23.928
-12.661 23.93
-12.656 23.933
-12.623 23.955
-12.609 23.96
-12.598 23.962
-12.58 23.962
-12.568 23.96
-12.552 23.956
-12.546 23.956
-12.54 23.959
-12.533 23.967
-12.524 23.97
-12.515 23.971
-12.507 23.991
-12.504 23.993
-12.495 23.995
-12.49 23.996
-12.485 24.001
-12.484 24.008
-12.481 24.012
-12.458 24.02
-12.45 24.026
-12.426 24.054
-12.421 24.066
-12.419 24.07
-12.415 24.073
-12.404 24.076
-12.366 24.078
-12.356 24.077
-12.352 24.077
-12.343 24.074
-12.335 24.065
-12.33 24.056
-12.327 24.053
-12.324 24.055
-12.313 24.069
-12.304 24.073
-12.296 24.072
-12.284 24.066
-12.276 24.064
-12.265 24.069
-12.252 24.053
-12.234 24.04
-12.228 24.03
-12.225 24.021
-12.216 24.014
-12.198 24.01
-12.182 24.003
-12.154 23.986
-12.111 23.983
-12.063 23.987
-12.046 23.989
-12.023 23.989
-12.009 23.989
-11.946 23.986
-11.92 23.988
-11.902 23.99
-11.879 23.994
-11.864 23.999
-11.847 24.003
-11.841 24.008
-11.837 24.014
-11.836 24.016
-11.834 24.02
-11.823 24.025
-11.813 24.023
-11.798 24.016
-11.785 24.013
-11.771 24.011
-11.766 24.009
-11.756 24
-11.748 23.998
-11.714 23.996
-11.711 23.995
-11.689 23.983
-11.676 23.98
-11.668 23.98
-11.659 23.972
-11.656 23.971
-11.649 23.977
-11.646 23.986
-11.637 23.991
-11.607 23.996
-11.592 24.001
-11.584 24.003
-11.569 24.013
-11.547 24.027
-11.524 24.036
-11.518 24.036
-11.502 24.033
-11.498 24.032
-11.47 24.027
-11.457 24.027
-11.445 24.031
-11.434 24.038
-11.428 24.046
-11.419 24.069
-11.418 24.071
-11.411 24.078
-11.398 24.082
-11.384 24.081
-11.356 24.073
-11.342 24.067
-11.314 24.06
-11.306 24.057
-11.282 24.04
-11.276 24.037
-11.263 24.035
-11.221 24.036
-11.194 24.037
-11.169 24.037
-11.15 24.035
-11.138 24.032
-11.134 24.027
-11.129 24.011
-11.126 24.007
-11.121 24.006
-11.118 24.006
-11.11 24.008
-11.101 24.013
-11.096 24.019
-11.083 24.019
-11.068 24.015
-11.065 24.014
-11.05 24.012
-11.031 24.014
-11.018 24.016
-11.001 24.02
-10.979 24.026
-10.976 24.026
-10.969 24.026
-10.965 24.021
-10.961 24.015
-10.948 24.02
-10.943 24.018
-10.939 24.016
-10.935 24.012
-10.93 24.003
-10.928 24.001
-10.921 23.991
-10.913 23.987
-10.904 23.987
-10.892 23.996
-10.886 24
-10.885 24.01
-10.888 24.027
-10.889 24.039
-10.889 24.059
-10.893 24.074
-10.906 24.095
-10.905 24.107
-10.905 24.117
-10.91 24.125
-10.919 24.13
-10.922 24.13
-10.932 24.128
-10.937 24.124
-10.945 24.122
-10.952 24.124
-10.969 24.144
-10.977 24.146
-10.995 24.143
-11.009 24.136
-11.024 24.131
-11.029 24.133
-11.036 24.141
-11.045 24.163
-11.045 24.164
-11.044 24.168
-11.033 24.179
-11.029 24.187
-11.03 24.196
-11.037 24.217
-11.04 24.238
-11.045 24.254
-11.044 24.263
-11.042 24.267
-11.043 24.283
-11.048 24.301
-11.053 24.32
-11.06 24.334
-11.074 24.354
-11.087 24.379
-11.092 24.383
-11.104 24.389
-11.113 24.391
-11.13 24.391
-11.145 24.389
-11.169 24.387
-11.176 24.387
-11.185 24.391
-11.191 24.398
-11.195 24.401
-11.267 24.398
-11.286 24.393
-11.292 24.39
-11.31 24.376
-11.327 24.369
-11.34 24.366
-11.357 24.358
-11.366 24.35
-11.372 24.338
-11.372 24.305
-11.374 24.296
-11.378 24.29
-11.383 24.288
-11.389 24.289
-11.396 24.295
-11.402 24.302
-11.408 24.319
-11.41 24.345
-11.405 24.364
-11.405 24.373
-11.409 24.383
-11.423 24.398
-11.427 24.41
-11.441 24.427
-11.446 24.436
-11.468 24.437
-11.473 24.441
-11.476 24.445
-11.475 24.449
-11.464 24.462
-11.461 24.472
-11.459 24.49
-11.46 24.501
-11.463 24.513
-11.462 24.523
-11.459 24.529
-11.448 24.54
-11.446 24.551
-11.451 24.564
-11.456 24.576
-11.456 24.583
-11.453 24.588
-11.449 24.592
-11.443 24.594
-11.429 24.593
-11.419 24.599
-11.414 24.605
-11.41 24.621
-11.408 24.627
-11.404 24.634
-11.393 24.645
-11.366 24.66
-11.358 24.666
-11.351 24.677
-11.347 24.687
-11.334 24.699
-11.328 24.711
-11.329 24.711
-11.331 24.715
-11.329 24.721
-11.329 24.733
-11.323 24.736
-11.312 24.733
-11.306 24.738
-11.304 24.743
-11.306 24.755
-11.3 24.773
-11.301 24.78
-11.302 24.784
-11.304 24.798
-11.302 24.809
-11.297 24.819
-11.295 24.828
-11.294 24.834
-11.293 24.841
-11.293 24.853
-11.285 24.861
-11.266 24.867
-11.262 24.874
-11.264 24.887
-11.269 24.899
-11.27 24.906
-11.266 24.915
-11.256 24.93
-11.255 24.946
-11.259 24.96
-11.259 24.965
-11.253 24.979
-11.25 24.986
-11.25 25
-11.25 25.001
-11.249 25.015
-11.25 25.053
-11.255 25.07
-11.252 25.087
-11.25 25.107
-11.243 25.126
-11.238 25.137
-11.237 25.147
-11.234 25.179
-11.234 25.191
-11.229 25.215
-11.228 25.226
-11.222 25.238
-11.209 25.259
-11.21 25.259
-11.206 25.268
-11.202 25.273
-11.194 25.294
-11.191 25.304
-11.192 25.316
-11.197 25.33
-11.197 25.335
-11.194 25.345
-11.196 25.352
-11.206 25.351
-11.22 25.338
-11.226 25.332
-11.232 25.331
-11.239 25.331
-11.251 25.324
-11.256 25.32
-11.262 25.32
-11.271 25.327
-11.279 25.335
-11.283 25.335
-11.292 25.33
-11.296 25.321
-11.298 25.307
-11.302 25.298
-11.309 25.296
-11.317 25.299
-11.327 25.312
-11.338 25.315
-11.348 25.311
-11.352 25.307
-11.355 25.301
-11.355 25.293
-11.356 25.288
-11.361 25.28
-11.37 25.278
-11.385 25.284
-11.401 25.292
-11.408 25.3
-11.416 25.302
-11.428 25.298
-11.444 25.306
-11.47 25.304
-11.48 25.309
-11.493 25.326
-11.499 25.327
-11.502 25.324
-11.507 25.312
-11.51 25.295
-11.517 25.289
-11.523 25.296
-11.526 25.306
-11.533 25.31
-11.545 25.311
-11.551 25.31
-11.566 25.305
-11.573 25.307
-11.579 25.314
-11.585 25.326
-11.592 25.33
-11.613 25.33
-11.627 25.337
-11.631 25.341
-11.636 25.355
-11.644 25.365
-11.648 25.383
-11.658 25.402
-11.67 25.418
-11.676 25.427
-11.679 25.437
-11.681 25.463
-11.684 25.47
-11.688 25.477
-11.697 25.487
-11.712 25.494
-11.726 25.497
-11.744 25.495
-11.757 25.49
-11.762 25.484
-11.772 25.484
-11.779 25.488
-11.785 25.497
-11.786 25.506
-11.779 25.518
-11.777 25.532
-11.768 25.549
-11.76 25.563
-11.762 25.577
-11.755 25.584
-11.742 25.592
-11.736 25.594
-11.734 25.601
-11.734 25.609
-11.736 25.622
-11.738 25.629
-11.738 25.635
-11.729 25.646
-11.729 25.65
-11.733 25.655
-11.774 25.673
-11.782 25.677
-11.788 25.688
-11.791 25.698
-11.807 25.708
-11.813 25.714
-11.816 25.719
-11.817 25.741
-11.824 25.784
-11.827 25.798
-11.828 25.819
-11.828 25.824
-11.824 25.836
-11.815 25.85
-11.802 25.863
-11.798 25.872
-11.8 25.88
-11.806 25.887
-11.813 25.89
-11.836 25.894
-11.847 25.898
-11.861 25.906
-11.875 25.919
-11.88 25.934
-11.878 25.96
-11.886 25.975
-11.898 25.987
-11.905 25.99
-11.91 25.991
-11.918 25.988
-11.928 25.98
-11.933 25.978
-11.937 25.981
-11.941 25.99
-11.939 26.011
-11.942 26.036
-11.943 26.069
-11.94 26.137
-11.938 26.151
-11.935 26.17
-11.939 26.183
-11.939 26.192
-11.933 26.197
-11.929 26.201
-11.928 26.212
-11.943 26.251
-11.946 26.28
-11.948 26.287
-11.953 26.298
-11.958 26.302
-11.963 26.312
-11.966 26.322
-11.966 26.33
-11.965 26.335
-11.956 26.351
-11.944 26.365
-11.939 26.374
-11.93 26.392
-11.921 26.408
-11.92 26.409
-11.915 26.428
-11.915 26.444
-11.92 26.468
-11.929 26.487
-11.95 26.509
-11.957 26.522
-11.96 26.533
-11.966 26.544
-11.979 26.559
-11.982 26.57
-11.98 26.584
-11.971 26.598
-11.972 26.602
-11.978 26.61
-11.98 26.625
-11.982 26.63
-11.986 26.636
-11.986 26.663
-11.987 26.669
-11.992 26.692
-12.003 26.703
-12.009 26.708
-12.009 26.718
-12.003 26.724
-11.997 26.73
-11.988 26.742
-11.974 26.755
-11.971 26.76
-11.97 26.762
-11.967 26.764
-11.966 26.769
-11.963 26.775
-11.964 26.79
-11.967 26.798
-11.986 26.816
-11.993 26.828
-11.99 26.835
-11.983 26.852
-11.981 26.856
-11.985 26.879
-11.985 26.884
-11.98 26.891
-11.975 26.897
-11.97 26.9
-11.966 26.902
-11.965 26.903
-11.955 26.908
-11.941 26.923
-11.934 26.937
-11.919 26.954
-11.903 26.963
-11.886 26.968
-11.88 26.971
-11.877 26.98
-11.862 26.986
-11.854 26.996
-11.854 27.002
-11.847 27.008
-11.839 27.01
-11.834 27.008
-11.817 26.999
-11.81 27
-11.799 27.005
-11.792 27.006
-11.78 27.006
-11.767 27.008
-11.753 27.013
-11.751 27.015
-11.743 27.024
-11.723 27.032
-11.715 27.044
-11.708 27.048
-11.699 27.049
-11.68 27.045
-11.67 27.039
-11.67 27.038
-11.661 27.03
-11.652 27.025
-11.628 27.025
-11.617 27.025
-11.611 27.028
-11.605 27.038
-11.603 27.044
-11.605 27.078
-11.606 27.089
-11.604 27.1
-11.598 27.114
-11.595 27.119
-11.596 27.136
-11.6 27.148
-11.6 27.157
-11.596 27.166
-11.587 27.177
-11.583 27.185
-11.576 27.193
-11.568 27.2
-11.568 27.206
-11.573 27.209
-11.587 27.213
-11.624 27.222
-11.629 27.223
-11.656 27.226
-11.66 27.226
-11.778 27.228
-11.784 27.231
-11.787 27.232
-11.796 27.239
-11.801 27.246
-11.802 27.256
-11.803 27.271
-11.809 27.287
-11.81 27.291
-11.817 27.302
-11.83 27.318
-11.836 27.331
-11.853 27.351
-11.86 27.369
-11.872 27.384
-11.876 27.397
-11.895 27.407
-11.905 27.435
-11.914 27.45
-11.928 27.463
-11.938 27.468
-11.96 27.472
-11.981 27.468
-12 27.466
-12.016 27.464
-12.035 27.467
-12.048 27.472
-12.052 27.474
-12.058 27.483
-12.061 27.491
-12.067 27.497
-12.101 27.507
-12.137 27.508
-12.157 27.515
-12.174 27.526
-12.195 27.547
-12.21 27.565
-12.215 27.576
-12.218 27.602
-12.224 27.613
-12.233 27.619
-12.26 27.626
-12.27 27.628
-12.275 27.631
-12.285 27.647
-12.287 27.656
-12.283 27.673
-12.283 27.68
-12.286 27.695
-12.281 27.712
-12.283 27.726
-12.289 27.758
-12.286 27.765
-12.274 27.775
-12.27 27.784
-12.264 27.809
-12.26 27.816
-12.26 27.817
-12.254 27.82
-12.234 27.814
-12.23 27.818
-12.231 27.827
-12.242 27.852
-12.244 27.866
-12.242 27.88
-12.242 27.89
-12.242 27.909
-12.24 27.918
-12.242 27.921
-12.248 27.925
-12.277 27.933
-12.298 27.945
-12.314 27.953
-12.326 27.953
-12.34 27.948
-12.35 27.95
-12.354 27.955
-12.353 27.962
-12.345 27.976
-12.341 27.985
-12.339 27.989
-12.339 27.992
-12.341 27.998
-12.35 28.012
-12.351 28.031
-12.351 28.038
-12.351 28.046
-12.35 28.061
-12.353 28.076
-12.359 28.087
-12.373 28.094
-12.412 28.112
-12.43 28.118
-12.435 28.124
-12.436 28.129
-12.429 28.139
-12.428 28.146
-12.418 28.147
-12.414 28.144
-12.407 28.147
-12.398 28.153
-12.387 28.165
-12.383 28.174
-12.383 28.181
-12.401 28.189
-12.405 28.204
-12.406 28.213
-12.41 28.22
-12.42 28.229
-12.423 28.235
-12.422 28.242
-12.413 28.259
-12.413 28.265
-12.421 28.281
-12.418 28.306
-12.419 28.315
-12.425 28.327
-12.429 28.331
-12.435 28.338
-12.445 28.346
-12.484 28.387
-12.501 28.404
-12.508 28.417
-12.516 28.442
-12.524 28.449
-12.53 28.45
-12.557 28.443
-12.563 28.445
-12.569 28.451
-12.581 28.473
-12.593 28.49
-12.618 28.516
-12.628 28.522
-12.632 28.523
-12.634 28.523
-12.66 28.517
-12.674 28.514
-12.679 28.509
-12.683 28.5
-12.684 28.477
-12.691 28.464
-12.699 28.456
-12.707 28.454
-12.717 28.457
-12.734 28.465
-12.753 28.48
-12.776 28.503
-12.779 28.507
-12.785 28.513
-12.801 28.529
-12.821 28.539
-12.851 28.543
-12.856 28.544
-12.867 28.555
-12.875 28.564
-12.878 28.567
-12.887 28.569
-12.893 28.573
-12.893 28.58
-12.891 28.582
-12.885 28.588
-12.877 28.592
-12.851 28.6
-12.843 28.605
-12.831 28.616
-12.82 28.626
-12.817 28.634
-12.819 28.653
-12.821 28.659
-12.827 28.667
-12.842 28.678
-12.848 28.688
-12.851 28.698
-12.86 28.709
-12.877 28.726
-12.886 28.733
-12.902 28.735
-12.913 28.74
-12.925 28.752
-12.938 28.756
-12.944 28.765
-12.942 28.77
-12.94 28.774
-12.941 28.782
-12.946 28.79
-12.954 28.793
-12.964 28.791
-12.973 28.796
-12.996 28.819
-13.011 28.827
-13.027 28.834
-13.037 28.835
-13.049 28.834
-13.057 28.835
-13.062 28.84
-13.067 28.846
-13.072 28.848
-13.081 28.846
-13.082 28.834
-13.084 28.831
-13.091 28.834
-13.098 28.842
-13.106 28.847
-13.124 28.85
-13.145 28.847
-13.154 28.853
-13.157 28.857
-13.151 28.863
-13.151 28.87
-13.155 28.874
-13.163 28.875
-13.163 28.886
-13.158 28.897
-13.162 28.904
-13.179 28.911
-13.191 28.914
-13.213 28.922
-13.24 28.93
-13.272 28.942
-13.289 28.945
-13.304 28.946
-13.316 28.95
-13.334 28.964
-13.343 28.968
-13.353 28.968
-13.367 28.969
-13.374 28.974
-13.376 28.976
-13.376 28.982
-13.368 28.993
-13.372 28.999
-13.378 29.001
-13.385 28.999
-13.392 28.991
-13.411 28.999
-13.416 29.004
-13.418 29.012
-13.418 29.02
-13.412 29.029
-13.403 29.039
-13.396 29.054
-13.388 29.072
-13.382 29.082
-13.377 29.087
-13.372 29.102
-13.369 29.11
-13.37 29.122
-13.374 29.133
-13.381 29.143
-13.401 29.16
-13.416 29.17
-13.43 29.176
-13.441 29.18
-13.443 29.183
-13.44 29.191
-13.417 29.211
-13.412 29.221
-13.407 29.234
-13.393 29.248
-13.387 29.261
-13.381 29.281
-13.379 29.291
-13.375 29.299
-13.368 29.307
-13.361 29.31
