Scenario	Station	Time Step (sec)	Units	JB Distance (km)	Closest Distance (km)	Vs30	Lon	Lat
1	s0372	0.025	cm/s/s	5.6168	33.923	415	-117.7945	33.9234
1	s0373	0.025	cm/s/s	6.2031	33.939	415	-117.783	33.9387
1	s0374	0.025	cm/s/s	9.2644	33.792	270	-117.868	33.7919
1	s0375	0.025	cm/s/s	7.7152	33.807	270	-117.8565	33.8071
1	s0376	0.025	cm/s/s	6.404	33.822	270	-117.8451	33.8224
1	s0377	0.025	cm/s/s	5.537	33.838	415	-117.8336	33.8376
1	s0378	0.025	cm/s/s	5.3138	33.853	270	-117.8221	33.8529
1	s0379	0.025	cm/s/s	5.7722	33.868	270	-117.8106	33.8681
1	s0380	0.025	cm/s/s	6.3575	33.883	415	-117.7991	33.8834
1	s0381	0.025	cm/s/s	6.9469	33.899	415	-117.7876	33.8986
1	s0382	0.025	cm/s/s	7.5325	33.914	415	-117.7761	33.9139
1	s0383	0.025	cm/s/s	9.2005	33.798	270	-117.8382	33.7976
1	s0384	0.025	cm/s/s	8.144	33.813	270	-117.8267	33.8128
1	s0385	0.025	cm/s/s	7.4743	33.828	415	-117.8152	33.8281
1	s0386	0.025	cm/s/s	7.3161	33.843	415	-117.8037	33.8433
1	s0387	0.025	cm/s/s	7.6876	33.859	270	-117.7922	33.8586
1	s0388	0.025	cm/s/s	8.276	33.874	415	-117.7807	33.8738
1	s0389	0.025	cm/s/s	8.8526	33.889	415	-117.7693	33.8891
1	s0390	0.025	cm/s/s	9.4379	33.819	415	-117.7968	33.8186
1	s0391	0.025	cm/s/s	9.3154	33.834	415	-117.7853	33.8338
1	s0392	0.025	cm/s/s	39.5548	34.064	560	-118.7616	34.0644
1	s0393	0.025	cm/s/s	37.8495	34.095	560	-118.7387	34.0949
1	s0394	0.025	cm/s/s	36.4943	34.125	415	-118.7157	34.1254
1	s0395	0.025	cm/s/s	35.5408	34.156	415	-118.6927	34.1559
1	s0396	0.025	cm/s/s	34.9056	34.186	415	-118.6698	34.1864
1	s0397	0.025	cm/s/s	34.2776	34.217	270	-118.6468	34.2169
1	s0398	0.025	cm/s/s	33.6493	34.247	760	-118.6238	34.2474
1	s0399	0.025	cm/s/s	33.0287	34.278	760	-118.6009	34.2779
1	s0400	0.025	cm/s/s	32.4008	34.308	560	-118.5779	34.3084
1	s0401	0.025	cm/s/s	31.7719	34.339	415	-118.5549	34.3389
1	s0402	0.025	cm/s/s	31.2758	34.369	560	-118.532	34.3694
1	s0403	0.025	cm/s/s	31.2591	34.4	560	-118.509	34.3999
1	s0404	0.025	cm/s/s	31.7573	34.431	560	-118.486	34.4305
1	s0405	0.025	cm/s/s	36.0765	34.045	560	-118.7249	34.0453
1	s0406	0.025	cm/s/s	34.1879	34.076	560	-118.7019	34.0758
1	s0407	0.025	cm/s/s	32.6813	34.106	415	-118.6789	34.1063
1	s0408	0.025	cm/s/s	31.6257	34.137	415	-118.656	34.1369
1	s0409	0.025	cm/s/s	30.9549	34.167	270	-118.633	34.1674
1	s0410	0.025	cm/s/s	30.326	34.198	270	-118.61	34.1979
1	s0411	0.025	cm/s/s	29.7054	34.228	270	-118.5871	34.2284
1	s0412	0.025	cm/s/s	29.0771	34.259	270	-118.5641	34.2589
1	s0413	0.025	cm/s/s	28.4482	34.289	560	-118.5411	34.2894
1	s0414	0.025	cm/s/s	27.8285	34.32	415	-118.5182	34.3199
1	s0415	0.025	cm/s/s	27.2869	34.35	415	-118.4952	34.3504
1	s0416	0.025	cm/s/s	27.2682	34.381	760	-118.4722	34.3809
1	s0417	0.025	cm/s/s	27.8382	34.411	270	-118.4493	34.4114
1	s0418	0.025	cm/s/s	30.6222	34.057	560	-118.6652	34.0568
1	s0419	0.025	cm/s/s	28.9313	34.087	415	-118.6422	34.0873
1	s0420	0.025	cm/s/s	27.7201	34.118	415	-118.6192	34.1178
1	s0421	0.025	cm/s/s	27.0063	34.148	415	-118.5963	34.1483
1	s0422	0.025	cm/s/s	26.3783	34.179	415	-118.5733	34.1788
1	s0423	0.025	cm/s/s	25.7495	34.209	270	-118.5503	34.2093
1	s0424	0.025	cm/s/s	25.1294	34.24	270	-118.5274	34.2398
1	s0425	0.025	cm/s/s	24.5015	34.27	270	-118.5044	34.2703
1	s0426	0.025	cm/s/s	23.8726	34.301	560	-118.4814	34.3008
1	s0427	0.025	cm/s/s	23.3036	34.331	415	-118.4585	34.3313
1	s0428	0.025	cm/s/s	23.2811	34.362	760	-118.4355	34.3618
1	s0429	0.025	cm/s/s	23.9372	34.392	560	-118.4125	34.3923
1	s0430	0.025	cm/s/s	27.1664	34.038	560	-118.6284	34.0377
1	s0431	0.025	cm/s/s	25.2453	34.068	560	-118.6054	34.0682
1	s0432	0.025	cm/s/s	23.8563	34.099	415	-118.5825	34.0987
1	s0433	0.025	cm/s/s	23.0513	34.129	560	-118.5595	34.1292
1	s0434	0.025	cm/s/s	22.4224	34.16	415	-118.5365	34.1597
1	s0435	0.025	cm/s/s	21.8027	34.19	270	-118.5136	34.1902
1	s0436	0.025	cm/s/s	21.1735	34.221	270	-118.4906	34.2207
1	s0437	0.025	cm/s/s	20.5489	34.251	270	-118.4676	34.2513
1	s0438	0.025	cm/s/s	19.9292	34.282	270	-118.4447	34.2818
1	s0439	0.025	cm/s/s	19.3234	34.312	560	-118.4217	34.3123
1	s0440	0.025	cm/s/s	19.2981	34.343	760	-118.3987	34.3428
1	s0441	0.025	cm/s/s	20.0934	34.373	760	-118.3758	34.3733
1	s0442	0.025	cm/s/s	21.6836	34.049	560	-118.5687	34.0492
1	s0443	0.025	cm/s/s	20.0389	34.08	560	-118.5457	34.0797
1	s0444	0.025	cm/s/s	19.0987	34.11	560	-118.5227	34.1102
1	s0445	0.025	cm/s/s	18.479	34.141	415	-118.4998	34.1407
1	s0446	0.025	cm/s/s	17.8501	34.171	270	-118.4768	34.1712
1	s0447	0.025	cm/s/s	17.2218	34.202	270	-118.4538	34.2017
1	s0448	0.025	cm/s/s	16.6021	34.232	270	-118.4309	34.2322
1	s0449	0.025	cm/s/s	15.9733	34.263	560	-118.4079	34.2627
1	s0450	0.025	cm/s/s	15.3482	34.293	415	-118.3849	34.2932
1	s0451	0.025	cm/s/s	15.3238	34.324	560	-118.362	34.3237
1	s0452	0.025	cm/s/s	16.305	34.354	760	-118.339	34.3542
1	s0453	0.025	cm/s/s	18.2896	34.03	423	-118.5319	34.0301
1	s0454	0.025	cm/s/s	16.3164	34.061	560	-118.509	34.0606
1	s0455	0.025	cm/s/s	15.1523	34.091	560	-118.486	34.0911
1	s0456	0.025	cm/s/s	14.5231	34.122	415	-118.463	34.1216
1	s0457	0.025	cm/s/s	13.8951	34.152	270	-118.44	34.1521
1	s0458	0.025	cm/s/s	13.2741	34.183	270	-118.4171	34.1826
1	s0459	0.025	cm/s/s	12.6453	34.213	270	-118.3941	34.2131
1	s0460	0.025	cm/s/s	12.0173	34.244	270	-118.3711	34.2436
1	s0461	0.025	cm/s/s	11.3967	34.274	415	-118.3482	34.2741
1	s0462	0.025	cm/s/s	11.3592	34.305	760	-118.3252	34.3046
1	s0463	0.025	cm/s/s	12.6522	34.335	760	-118.3022	34.3351
1	s0464	0.025	cm/s/s	15.2075	34.011	415	-118.4952	34.011
1	s0465	0.025	cm/s/s	12.7527	34.042	415	-118.4722	34.0415
1	s0466	0.025	cm/s/s	11.2303	34.072	415	-118.4492	34.0721
1	s0467	0.025	cm/s/s	10.5797	34.103	560	-118.4263	34.1026
1	s0468	0.025	cm/s/s	9.9508	34.133	415	-118.4033	34.1331
1	s0469	0.025	cm/s/s	9.3229	34.164	270	-118.3803	34.1636
1	s0470	0.025	cm/s/s	8.7028	34.194	270	-118.3574	34.1941
1	s0471	0.025	cm/s/s	8.074	34.225	760	-118.3344	34.2246
1	s0472	0.025	cm/s/s	7.446	34.255	560	-118.3114	34.2551
1	s0473	0.025	cm/s/s	7.4529	34.286	415	-118.2885	34.2856
1	s0474	0.025	cm/s/s	9.3084	34.316	760	-118.2655	34.3161
1	s0475	0.025	cm/s/s	12.6337	33.992	270	-118.4584	33.992
1	s0476	0.025	cm/s/s	9.5437	34.022	270	-118.4354	34.0225
1	s0477	0.025	cm/s/s	4.7469	34.175	270	-118.3206	34.175
1	s0478	0.025	cm/s/s	4.118	34.206	760	-118.2976	34.2055
1	s0479	0.025	cm/s/s	3.4974	34.236	760	-118.2747	34.236
1	s0480	0.025	cm/s/s	3.7188	34.266	760	-118.2517	34.2665
1	s0481	0.025	cm/s/s	6.7032	34.297	760	-118.2287	34.297
1	s0482	0.025	cm/s/s	14.8554	33.942	423	-118.4446	33.9424
1	s0483	0.025	cm/s/s	10.9683	33.973	165	-118.4217	33.9729
1	s0484	0.025	cm/s/s	0.1746	34.187	760	-118.2609	34.1865
1	s0485	0.025	cm/s/s	0	34.217	415	-118.2379	34.217
1	s0486	0.025	cm/s/s	1.7487	34.248	760	-118.2149	34.2475
1	s0487	0.025	cm/s/s	5.6958	34.278	760	-118.192	34.278
1	s0488	0.025	cm/s/s	14.5989	33.923	415	-118.4079	33.9234
1	s0489	0.025	cm/s/s	10.6135	33.954	415	-118.3849	33.9539
1	s0490	0.025	cm/s/s	0	34.167	760	-118.2241	34.1674
1	s0491	0.025	cm/s/s	0	34.198	415	-118.2012	34.1979
1	s0492	0.025	cm/s/s	1.117	34.228	760	-118.1782	34.2284
1	s0493	0.025	cm/s/s	5.0679	34.259	760	-118.1552	34.2589
1	s0494	0.025	cm/s/s	19.1266	33.874	415	-118.3941	33.8738
1	s0495	0.025	cm/s/s	15.1751	33.904	415	-118.3711	33.9043
1	s0496	0.025	cm/s/s	11.2242	33.935	415	-118.3481	33.9348
1	s0497	0.025	cm/s/s	0	34.148	760	-118.1874	34.1483
1	s0498	0.025	cm/s/s	0	34.179	415	-118.1644	34.1788
1	s0499	0.025	cm/s/s	0.4888	34.209	415	-118.1414	34.2093
1	s0500	0.025	cm/s/s	4.4358	34.24	760	-118.1185	34.2398
1	s0501	0.025	cm/s/s	27.6573	33.794	415	-118.4033	33.7937
1	s0502	0.025	cm/s/s	23.7067	33.824	415	-118.3803	33.8242
1	s0503	0.025	cm/s/s	19.7549	33.855	415	-118.3573	33.8547
1	s0504	0.025	cm/s/s	15.8069	33.885	415	-118.3344	33.8852
1	s0505	0.025	cm/s/s	11.8563	33.916	415	-118.3114	33.9157
1	s0506	0.025	cm/s/s	0	34.129	415	-118.1506	34.1293
1	s0507	0.025	cm/s/s	0	34.16	415	-118.1276	34.1598
1	s0508	0.025	cm/s/s	0	34.19	415	-118.1047	34.1903
1	s0509	0.025	cm/s/s	3.8177	34.221	760	-118.0817	34.2208
1	s0510	0.025	cm/s/s	31.5876	33.744	415	-118.3895	33.7442
1	s0511	0.025	cm/s/s	27.7663	33.775	415	-118.3665	33.7747
1	s0512	0.025	cm/s/s	24.0047	33.805	415	-118.3435	33.8052
1	s0513	0.025	cm/s/s	20.3421	33.836	415	-118.3206	33.8357
1	s0514	0.025	cm/s/s	16.425	33.866	415	-118.2976	33.8662
1	s0515	0.025	cm/s/s	12.4731	33.897	415	-118.2746	33.8967
1	s0516	0.025	cm/s/s	0	34.141	415	-118.0909	34.1407
1	s0517	0.025	cm/s/s	0	34.171	415	-118.0679	34.1712
1	s0518	0.025	cm/s/s	3.1899	34.202	760	-118.0449	34.2017
1	s0519	0.025	cm/s/s	26.7598	33.756	415	-118.3297	33.7556
1	s0520	0.025	cm/s/s	22.8411	33.786	415	-118.3068	33.7861
1	s0521	0.025	cm/s/s	18.9469	33.817	415	-118.2838	33.8166
1	s0522	0.025	cm/s/s	15.1095	33.847	270	-118.2608	33.8471
1	s0523	0.025	cm/s/s	11.3941	33.878	415	-118.2379	33.8776
1	s0524	0.025	cm/s/s	0	34.122	270	-118.0541	34.1216
1	s0525	0.025	cm/s/s	0	34.152	270	-118.0312	34.1522
1	s0526	0.025	cm/s/s	2.609	34.183	760	-118.0082	34.1827
1	s0527	0.025	cm/s/s	26.3379	33.736	415	-118.293	33.7365
1	s0528	0.025	cm/s/s	22.3383	33.767	165	-118.27	33.767
1	s0529	0.025	cm/s/s	18.3388	33.798	415	-118.247	33.7975
1	s0530	0.025	cm/s/s	14.3462	33.828	270	-118.2241	33.828
1	s0531	0.025	cm/s/s	10.3435	33.859	270	-118.2011	33.8586
1	s0532	0.025	cm/s/s	0	34.103	270	-118.0174	34.1026
1	s0533	0.025	cm/s/s	0.7518	34.133	415	-117.9944	34.1331
1	s0534	0.025	cm/s/s	4.5785	34.164	760	-117.9714	34.1636
1	s0535	0.025	cm/s/s	7.7461	34.194	760	-117.9485	34.1941
1	s0536	0.025	cm/s/s	18.5883	33.778	165	-118.2103	33.7785
1	s0537	0.025	cm/s/s	14.6614	33.809	415	-118.1873	33.809
1	s0538	0.025	cm/s/s	10.7925	33.84	415	-118.1644	33.8395
1	s0539	0.025	cm/s/s	0	34.083	415	-117.9806	34.0835
1	s0540	0.025	cm/s/s	0	34.114	415	-117.9576	34.114
1	s0541	0.025	cm/s/s	3.4043	34.145	415	-117.9347	34.1445
1	s0542	0.025	cm/s/s	7.2307	34.175	760	-117.9117	34.175
1	s0543	0.025	cm/s/s	11.0571	34.206	760	-117.8887	34.2055
1	s0544	0.025	cm/s/s	15.7906	33.79	415	-118.1506	33.7899
1	s0545	0.025	cm/s/s	11.9642	33.82	270	-118.1276	33.8204
1	s0546	0.025	cm/s/s	0	34.064	270	-117.9439	34.0645
1	s0547	0.025	cm/s/s	0	34.095	270	-117.9209	34.095
1	s0548	0.025	cm/s/s	2.2432	34.125	270	-117.8979	34.1255
1	s0549	0.025	cm/s/s	6.0673	34.156	760	-117.875	34.156
1	s0550	0.025	cm/s/s	9.8937	34.187	760	-117.852	34.1865
1	s0551	0.025	cm/s/s	16.9516	33.771	415	-118.1138	33.7709
1	s0552	0.025	cm/s/s	13.1252	33.801	270	-118.0908	33.8014
1	s0553	0.025	cm/s/s	0	34.045	415	-117.9071	34.0454
1	s0554	0.025	cm/s/s	0	34.076	415	-117.8841	34.0759
1	s0555	0.025	cm/s/s	1.0693	34.106	270	-117.8612	34.1064
1	s0556	0.025	cm/s/s	4.8957	34.137	415	-117.8382	34.1369
1	s0557	0.025	cm/s/s	8.7221	34.167	760	-117.8152	34.1674
1	s0558	0.025	cm/s/s	18.1258	33.752	270	-118.0771	33.7518
1	s0559	0.025	cm/s/s	14.2994	33.782	270	-118.0541	33.7823
1	s0560	0.025	cm/s/s	10.4727	33.813	270	-118.0311	33.8128
1	s0561	0.025	cm/s/s	0	34.026	270	-117.8703	34.0263
1	s0562	0.025	cm/s/s	0	34.057	415	-117.8474	34.0568
1	s0563	0.025	cm/s/s	0	34.087	415	-117.8244	34.0873
1	s0564	0.025	cm/s/s	3.7347	34.118	415	-117.8014	34.1179
1	s0565	0.025	cm/s/s	7.5798	34.148	760	-117.7785	34.1484
1	s0566	0.025	cm/s/s	23.1229	33.702	423	-118.0633	33.7022
1	s0567	0.025	cm/s/s	19.2972	33.733	270	-118.0403	33.7327
1	s0568	0.025	cm/s/s	15.4711	33.763	270	-118.0173	33.7632
1	s0569	0.025	cm/s/s	11.6363	33.794	270	-117.9944	33.7938
1	s0570	0.025	cm/s/s	0.8878	34.038	415	-117.8106	34.0378
1	s0571	0.025	cm/s/s	2.0541	34.068	270	-117.7877	34.0683
1	s0572	0.025	cm/s/s	4.1209	34.099	270	-117.7647	34.0988
1	s0573	0.025	cm/s/s	7.7579	34.129	415	-117.7417	34.1293
1	s0574	0.025	cm/s/s	24.2837	33.683	415	-118.0265	33.6832
1	s0575	0.025	cm/s/s	20.4585	33.714	270	-118.0035	33.7137
1	s0576	0.025	cm/s/s	16.6344	33.744	270	-117.9806	33.7442
1	s0577	0.025	cm/s/s	12.808	33.775	270	-117.9576	33.7747
1	s0578	0.025	cm/s/s	4.712	34.019	415	-117.7739	34.0187
1	s0579	0.025	cm/s/s	5.8879	34.049	270	-117.7509	34.0492
1	s0580	0.025	cm/s/s	7.1979	34.08	415	-117.7279	34.0797
1	s0581	0.025	cm/s/s	9.74	34.11	415	-117.705	34.1102
1	s0582	0.025	cm/s/s	25.4579	33.664	415	-117.9898	33.6641
1	s0583	0.025	cm/s/s	21.6322	33.695	270	-117.9668	33.6946
1	s0584	0.025	cm/s/s	17.806	33.725	270	-117.9438	33.7251
1	s0585	0.025	cm/s/s	13.982	33.756	270	-117.9209	33.7556
1	s0586	0.025	cm/s/s	10.1622	33.786	270	-117.8979	33.7861
1	s0587	0.025	cm/s/s	7.3693	33.969	415	-117.7601	33.9692
1	s0588	0.025	cm/s/s	8.544	34	415	-117.7371	33.9997
1	s0589	0.025	cm/s/s	9.7177	34.03	270	-117.7141	34.0302
1	s0590	0.025	cm/s/s	10.8873	34.061	415	-117.6912	34.0607
1	s0591	0.025	cm/s/s	12.7222	34.091	415	-117.6682	34.0912
1	s0592	0.025	cm/s/s	26.6189	33.645	270	-117.953	33.6451
1	s0593	0.025	cm/s/s	22.8029	33.676	415	-117.93	33.6756
1	s0594	0.025	cm/s/s	19.0567	33.706	270	-117.9071	33.7061
1	s0595	0.025	cm/s/s	15.4368	33.737	270	-117.8841	33.7366
1	s0596	0.025	cm/s/s	12.0611	33.767	270	-117.8611	33.7671
1	s0597	0.025	cm/s/s	10.0283	33.92	415	-117.7463	33.9196
1	s0598	0.025	cm/s/s	11.2032	33.95	415	-117.7233	33.9501
1	s0599	0.025	cm/s/s	12.3779	33.981	270	-117.7003	33.9806
1	s0600	0.025	cm/s/s	13.5439	34.011	270	-117.6774	34.0111
1	s0601	0.025	cm/s/s	14.7179	34.042	270	-117.6544	34.0416
1	s0602	0.025	cm/s/s	16.1514	34.072	415	-117.6314	34.0721
1	s0603	0.025	cm/s/s	27.9876	33.626	415	-117.9162	33.626
1	s0604	0.025	cm/s/s	24.3819	33.657	415	-117.8933	33.6565
1	s0605	0.025	cm/s/s	20.9203	33.687	270	-117.8703	33.687
1	s0606	0.025	cm/s/s	17.6871	33.717	270	-117.8473	33.7175
1	s0607	0.025	cm/s/s	14.8314	33.748	270	-117.8244	33.748
1	s0608	0.025	cm/s/s	12.6179	33.778	560	-117.8014	33.7785
1	s0609	0.025	cm/s/s	11.4223	33.809	415	-117.7784	33.809
1	s0610	0.025	cm/s/s	11.5574	33.84	415	-117.7555	33.8395
1	s0611	0.025	cm/s/s	12.6875	33.87	415	-117.7325	33.87
1	s0612	0.025	cm/s/s	13.8612	33.901	415	-117.7095	33.9005
1	s0613	0.025	cm/s/s	15.0284	33.931	415	-117.6866	33.931
1	s0614	0.025	cm/s/s	16.2031	33.961	415	-117.6636	33.9615
1	s0615	0.025	cm/s/s	17.3768	33.992	270	-117.6406	33.992
1	s0616	0.025	cm/s/s	18.543	34.022	270	-117.6177	34.0225
1	s0617	0.025	cm/s/s	19.7895	34.053	270	-117.5947	34.0531
1	s0618	0.025	cm/s/s	29.8318	33.607	415	-117.8795	33.6069
1	s0619	0.025	cm/s/s	26.4778	33.637	415	-117.8565	33.6374
1	s0620	0.025	cm/s/s	23.3302	33.668	560	-117.8335	33.6679
1	s0621	0.025	cm/s/s	20.4795	33.698	270	-117.8106	33.6984
1	s0622	0.025	cm/s/s	18.0729	33.729	270	-117.7876	33.7289
1	s0623	0.025	cm/s/s	16.2983	33.759	270	-117.7646	33.7595
1	s0624	0.025	cm/s/s	15.388	33.79	560	-117.7417	33.79
1	s0625	0.025	cm/s/s	15.4973	33.82	560	-117.7187	33.8205
1	s0626	0.025	cm/s/s	16.5185	33.851	560	-117.6957	33.851
1	s0627	0.025	cm/s/s	17.6845	33.882	415	-117.6728	33.8815
1	s0628	0.025	cm/s/s	18.8585	33.912	270	-117.6498	33.912
1	s0629	0.025	cm/s/s	20.0341	33.943	415	-117.6268	33.9425
1	s0630	0.025	cm/s/s	21.2001	33.973	270	-117.6039	33.973
1	s0631	0.025	cm/s/s	22.3738	34.004	270	-117.5809	34.0035
1	s0632	0.025	cm/s/s	23.5551	34.034	270	-117.5579	34.034
1	s0633	0.025	cm/s/s	32.0613	33.588	415	-117.8427	33.5879
1	s0634	0.025	cm/s/s	28.9671	33.618	560	-117.8198	33.6184
1	s0635	0.025	cm/s/s	26.1228	33.649	560	-117.7968	33.6489
1	s0636	0.025	cm/s/s	23.6155	33.679	270	-117.7738	33.6794
1	s0637	0.025	cm/s/s	21.5598	33.71	270	-117.7509	33.7099
1	s0638	0.025	cm/s/s	20.1046	33.74	560	-117.7279	33.7404
1	s0639	0.025	cm/s/s	19.3797	33.771	560	-117.7049	33.7709
1	s0640	0.025	cm/s/s	19.4595	33.801	760	-117.682	33.8014
1	s0641	0.025	cm/s/s	20.3437	33.832	760	-117.659	33.8319
1	s0642	0.025	cm/s/s	21.5174	33.862	760	-117.636	33.8624
1	s0643	0.025	cm/s/s	22.6933	33.893	270	-117.613	33.8929
1	s0644	0.025	cm/s/s	23.8583	33.923	415	-117.5901	33.9234
1	s0645	0.025	cm/s/s	25.033	33.954	415	-117.5671	33.9539
1	s0646	0.025	cm/s/s	26.2087	33.984	270	-117.5441	33.9844
1	s0647	0.025	cm/s/s	27.3739	34.015	270	-117.5212	34.0149
