segment Bulgaria
41.414 23.697
41.415 23.684
41.411 23.671
41.404 23.662
41.397 23.657
41.393 23.658
41.39 23.663
41.385 23.662
41.381 23.655
41.383 23.642
41.385 23.63
41.385 23.625
41.383 23.619
41.384 23.613
41.391 23.603
41.396 23.596
41.396 23.588
41.395 23.572
41.397 23.558
41.398 23.556
41.402 23.548
41.408 23.543
41.409 23.535
41.408 23.518
41.409 23.497
41.409 23.482
41.41 23.468
41.412 23.454
41.405 23.433
41.408 23.415
41.404 23.409
41.39 23.379
41.384 23.369
41.374 23.361
41.372 23.353
41.378 23.347
41.386 23.344
41.396 23.34
41.402 23.334
41.406 23.324
41.408 23.313
41.409 23.305
41.405 23.296
41.403 23.287
41.4 23.276
41.396 23.274
41.388 23.27
41.387 23.257
41.386 23.247
41.379 23.241
41.37 23.241
41.363 23.245
41.353 23.245
41.341 23.238
41.333 23.219
41.328 23.195
41.326 23.158
41.324 23.116
41.323 23.097
41.328 23.079
41.336 23.058
41.338 23.049
41.339 23.014
41.339 22.988
41.341 22.962
41.346 22.949
41.353 22.951
41.356 22.955
41.359 22.965
41.36 22.972
41.362 22.977
41.366 22.979
41.37 22.98
41.377 22.976
41.382 22.972
41.389 22.971
41.398 22.974
41.405 22.977
41.409 22.975
41.415 22.97
41.421 22.964
41.425 22.963
41.429 22.969
41.434 22.975
41.441 22.98
41.452 22.984
41.457 22.982
41.463 22.979
41.47 22.971
41.478 22.968
41.489 22.965
41.502 22.964
41.506 22.966
41.51 22.973
41.517 22.979
41.527 22.979
41.535 22.976
41.541 22.973
41.545 22.974
41.553 22.979
41.555 22.982
41.562 22.98
41.573 22.979
41.583 22.976
41.591 22.969
41.6 22.963
41.607 22.96
41.614 22.96
41.623 22.962
41.628 22.964
41.633 22.962
41.637 22.959
41.644 22.96
41.648 22.962
41.653 22.968
41.653 22.973
41.654 22.98
41.654 22.989
41.656 22.993
41.661 22.993
41.666 22.992
41.671 22.993
41.676 22.996
41.681 23.003
41.686 23.008
41.69 23.012
41.695 23.016
41.7 23.019
41.705 23.025
41.712 23.03
41.717 23.034
41.723 23.037
41.731 23.038
41.738 23.036
41.744 23.034
41.751 23.031
41.761 23.025
41.769 23.021
41.775 23.015
41.778 23.006
41.778 22.996
41.777 22.987
41.779 22.977
41.783 22.972
41.79 22.97
41.798 22.971
41.801 22.969
41.805 22.964
41.809 22.96
41.817 22.955
41.827 22.949
41.84 22.946
41.846 22.945
41.854 22.94
41.863 22.934
41.876 22.926
41.882 22.919
41.887 22.911
41.894 22.906
41.903 22.905
41.913 22.905
41.919 22.903
41.925 22.898
41.931 22.891
41.937 22.886
41.942 22.883
41.946 22.884
41.95 22.885
41.959 22.881
41.963 22.881
41.967 22.882
41.971 22.883
41.978 22.885
41.985 22.885
41.995 22.882
42.003 22.879
42.007 22.878
42.011 22.874
42.015 22.874
42.019 22.876
42.023 22.878
42.027 22.878
42.027 22.876
42.027 22.874
42.028 22.868
42.029 22.862
42.029 22.859
42.027 22.856
42.025 22.852
42.026 22.844
42.027 22.836
42.032 22.828
42.037 22.822
42.043 22.818
42.05 22.811
42.051 22.806
42.05 22.799
42.045 22.793
42.043 22.787
42.044 22.782
42.046 22.778
42.051 22.762
42.053 22.754
42.051 22.752
42.049 22.75
42.049 22.746
42.05 22.743
42.053 22.743
42.057 22.742
42.063 22.738
42.07 22.73
42.074 22.723
42.075 22.717
42.072 22.715
42.069 22.711
42.068 22.707
42.072 22.7
42.073 22.692
42.074 22.687
42.075 22.682
42.077 22.678
42.08 22.671
42.086 22.665
42.091 22.657
42.096 22.648
42.1 22.642
42.102 22.633
42.102 22.625
42.104 22.619
42.107 22.611
42.113 22.601
42.117 22.594
42.123 22.582
42.129 22.575
42.136 22.564
42.146 22.547
42.153 22.534
42.159 22.53
42.167 22.525
42.171 22.519
42.178 22.516
42.187 22.514
42.195 22.512
42.2 22.51
42.202 22.507
42.203 22.501
42.204 22.49
42.205 22.485
42.207 22.481
42.212 22.476
42.216 22.475
42.223 22.472
42.233 22.469
42.24 22.465
42.243 22.462
42.246 22.455
42.252 22.451
42.257 22.448
42.262 22.446
42.266 22.442
42.27 22.436
42.273 22.429
42.277 22.423
42.281 22.419
42.285 22.415
42.29 22.413
42.297 22.41
42.298 22.41
42.299 22.407
42.302 22.401
42.306 22.396
42.31 22.393
42.314 22.388
42.316 22.379
42.319 22.374
42.322 22.372
42.326 22.372
42.328 22.377
42.33 22.384
42.331 22.397
42.333 22.401
42.335 22.407
42.339 22.415
42.341 22.422
42.34 22.428
42.337 22.436
42.333 22.442
42.334 22.447
42.335 22.454
42.339 22.464
42.341 22.469
42.347 22.472
42.354 22.472
42.367 22.471
42.374 22.472
42.378 22.476
42.382 22.482
42.385 22.486
42.393 22.489
42.399 22.492
42.402 22.499
42.402 22.512
42.405 22.524
42.407 22.529
42.41 22.531
42.417 22.532
42.422 22.537
42.427 22.544
42.431 22.546
42.435 22.545
42.437 22.542
42.442 22.541
42.448 22.544
42.455 22.544
42.462 22.548
42.47 22.554
42.474 22.559
42.478 22.564
42.483 22.568
42.487 22.569
42.493 22.565
42.5 22.563
42.506 22.561
42.513 22.559
42.518 22.558
42.52 22.555
42.522 22.551
42.524 22.546
42.527 22.542
42.532 22.537
42.536 22.53
42.541 22.522
42.544 22.515
42.549 22.51
42.553 22.505
42.557 22.5
42.558 22.496
42.561 22.491
42.567 22.487
42.571 22.482
42.575 22.474
42.577 22.464
42.578 22.457
42.58 22.453
42.587 22.45
42.591 22.45
42.597 22.45
42.602 22.454
42.608 22.46
42.612 22.465
42.615 22.469
42.618 22.468
42.624 22.466
42.629 22.466
42.637 22.468
42.644 22.471
42.648 22.473
42.651 22.471
42.654 22.469
42.656 22.466
42.659 22.465
42.659 22.466
42.662 22.47
42.664 22.472
42.668 22.474
42.677 22.48
42.685 22.483
42.69 22.481
42.692 22.478
42.695 22.474
42.698 22.47
42.7 22.469
42.702 22.471
42.703 22.474
42.703 22.477
42.704 22.48
42.707 22.481
42.712 22.482
42.715 22.482
42.72 22.487
42.724 22.491
42.731 22.498
42.739 22.504
42.746 22.508
42.753 22.508
42.756 22.505
42.758 22.502
42.761 22.495
42.765 22.491
42.77 22.489
42.774 22.487
42.778 22.484
42.781 22.479
42.784 22.471
42.789 22.469
42.797 22.468
42.803 22.464
42.809 22.457
42.817 22.452
42.821 22.45
42.829 22.449
42.832 22.45
42.835 22.456
42.835 22.462
42.837 22.467
42.84 22.471
42.842 22.478
42.844 22.487
42.845 22.491
42.848 22.495
42.853 22.5
42.858 22.505
42.858 22.509
42.859 22.513
42.866 22.518
42.873 22.521
42.879 22.525
42.883 22.53
42.887 22.538
42.887 22.546
42.885 22.552
42.882 22.561
42.88 22.566
42.879 22.574
42.881 22.578
42.884 22.581
42.889 22.587
42.893 22.592
42.898 22.597
42.901 22.602
42.902 22.61
42.901 22.619
42.899 22.629
42.895 22.638
42.891 22.644
42.89 22.653
42.889 22.661
42.888 22.666
42.886 22.671
42.882 22.678
42.878 22.683
42.878 22.688
42.88 22.695
42.884 22.698
42.889 22.7
42.893 22.704
42.892 22.708
42.891 22.715
42.892 22.718
42.896 22.726
42.896 22.731
42.896 22.739
42.897 22.748
42.9 22.755
42.903 22.759
42.908 22.763
42.913 22.764
42.918 22.767
42.923 22.773
42.926 22.777
42.93 22.782
42.936 22.787
42.943 22.787
42.947 22.787
42.952 22.786
42.955 22.788
42.958 22.792
42.963 22.796
42.97 22.797
42.974 22.797
42.982 22.796
42.987 22.797
42.992 22.802
42.997 22.813
43.001 22.822
43.003 22.833
43.005 22.847
43.008 22.857
43.011 22.866
43.019 22.873
43.023 22.877
43.027 22.886
43.028 22.891
43.032 22.9
43.034 22.906
43.037 22.908
43.041 22.911
43.047 22.913
43.051 22.916
43.055 22.919
43.063 22.924
43.069 22.927
43.08 22.932
43.086 22.936
43.089 22.942
43.09 22.948
43.092 22.962
43.096 22.971
43.101 22.975
43.109 22.982
43.118 22.988
43.125 22.989
43.133 22.993
43.139 22.997
43.146 22.999
43.159 23.002
43.17 23.003
43.178 23.003
43.183 23.003
43.189 23.006
43.194 23.007
43.201 23.006
43.204 23.004
43.206 22.998
43.208 22.993
43.209 22.986
43.213 22.979
43.213 22.967
43.213 22.963
43.211 22.96
43.209 22.957
43.209 22.95
43.212 22.947
43.216 22.943
43.217 22.938
43.223 22.923
43.228 22.913
43.235 22.903
43.242 22.898
43.248 22.893
43.252 22.89
43.255 22.886
43.259 22.88
43.267 22.876
43.274 22.872
43.279 22.868
43.282 22.863
43.285 22.858
43.291 22.855
43.298 22.852
43.304 22.85
43.31 22.845
43.318 22.842
43.323 22.837
43.33 22.836
43.337 22.834
43.339 22.826
43.344 22.813
43.349 22.804
43.357 22.797
43.364 22.788
43.372 22.781
43.38 22.776
43.386 22.768
43.392 22.752
43.398 22.735
43.401 22.725
43.402 22.717
43.4 22.706
43.4 22.694
43.402 22.684
43.405 22.68
43.41 22.678
43.416 22.674
43.424 22.672
43.431 22.669
43.435 22.662
43.437 22.653
43.436 22.636
43.437 22.624
43.44 22.612
43.446 22.603
43.45 22.6
43.458 22.596
43.465 22.592
43.468 22.585
43.469 22.575
43.468 22.565
43.471 22.557
43.474 22.549
43.481 22.545
43.49 22.539
43.5 22.533
43.509 22.53
43.52 22.523
43.532 22.514
43.538 22.511
43.55 22.51
43.558 22.508
43.565 22.503
43.572 22.501
43.581 22.501
43.594 22.501
43.61 22.502
43.618 22.501
43.623 22.498
43.629 22.496
43.635 22.496
43.642 22.501
43.649 22.502
43.655 22.498
43.659 22.488
43.663 22.48
43.669 22.466
43.677 22.452
43.687 22.436
43.697 22.423
43.705 22.418
43.712 22.416
43.73 22.41
43.739 22.409
43.751 22.408
43.762 22.409
43.768 22.408
43.771 22.405
43.774 22.4
43.778 22.394
43.782 22.39
43.788 22.387
43.796 22.381
43.804 22.376
43.811 22.373
43.822 22.371
43.831 22.374
43.836 22.377
43.841 22.384
43.847 22.388
43.852 22.391
