segment Poland
50.282 17.338
50.294 17.345
50.306 17.351
50.311 17.346
50.312 17.335
50.316 17.326
50.319 17.327
50.32 17.339
50.323 17.353
50.326 17.348
50.328 17.341
50.324 17.327
50.318 17.296
50.321 17.274
50.345 17.225
50.356 17.205
50.37 17.184
50.374 17.185
50.379 17.192
50.378 17.199
50.386 17.192
50.384 17.177
50.382 17.171
50.385 17.162
50.379 17.152
50.381 17.146
50.379 17.138
50.389 17.122
50.39 17.108
50.393 17.106
50.398 17.107
50.405 17.099
50.403 17.08
50.403 17.066
50.409 17.053
50.405 17.041
50.406 17.037
50.412 17.03
50.419 17.02
50.42 16.989
50.426 16.96
50.435 16.937
50.44 16.922
50.445 16.912
50.444 16.894
50.438 16.883
50.429 16.876
50.409 16.86
50.403 16.868
50.392 16.892
50.385 16.907
50.372 16.914
50.363 16.912
50.352 16.918
50.34 16.929
50.333 16.928
50.325 16.928
50.313 16.942
50.308 16.967
50.299 16.998
50.29 17.009
50.271 17.014
50.261 17.008
50.257 17.001
50.246 17.007
50.231 17.021
50.225 17.016
50.219 17.011
50.217 16.998
50.224 16.985
50.235 16.979
50.244 16.972
50.242 16.964
50.236 16.955
50.228 16.958
50.225 16.952
50.222 16.938
50.225 16.918
50.224 16.905
50.219 16.889
50.206 16.882
50.2 16.877
50.196 16.869
50.199 16.854
50.206 16.849
50.209 16.843
50.203 16.832
50.198 16.824
50.189 16.821
50.187 16.805
50.176 16.795
50.158 16.787
50.143 16.773
50.134 16.759
50.133 16.741
50.116 16.727
50.099 16.713
50.096 16.7
50.099 16.672
50.109 16.654
50.109 16.636
50.114 16.628
50.122 16.616
50.132 16.609
50.138 16.585
50.141 16.581
50.149 16.586
50.152 16.585
50.162 16.564
50.166 16.562
50.179 16.564
50.19 16.558
50.202 16.559
50.208 16.563
50.216 16.556
50.22 16.558
50.225 16.555
50.236 16.538
50.238 16.535
50.238 16.529
50.241 16.521
50.258 16.511
50.262 16.499
50.266 16.493
50.278 16.482
50.283 16.472
50.286 16.468
50.295 16.464
50.302 16.453
50.319 16.438
50.322 16.433
50.323 16.416
50.323 16.404
50.324 16.388
50.334 16.377
50.347 16.363
50.357 16.361
50.366 16.362
50.377 16.356
50.382 16.338
50.382 16.306
50.369 16.279
50.376 16.272
50.379 16.265
50.384 16.261
50.387 16.264
50.394 16.256
50.395 16.246
50.404 16.248
50.411 16.241
50.412 16.231
50.408 16.223
50.41 16.214
50.424 16.209
50.434 16.197
50.442 16.196
50.449 16.202
50.449 16.213
50.444 16.222
50.444 16.232
50.448 16.235
50.451 16.228
50.459 16.224
50.464 16.231
50.464 16.243
50.469 16.245
50.468 16.252
50.47 16.254
50.473 16.25
50.475 16.256
50.475 16.265
50.484 16.268
50.482 16.281
50.488 16.303
50.493 16.312
50.497 16.31
50.5 16.303
50.505 16.304
50.508 16.313
50.5 16.331
50.498 16.35
50.503 16.364
50.516 16.375
50.525 16.392
50.535 16.395
50.54 16.393
50.546 16.402
50.551 16.409
50.559 16.405
50.569 16.403
50.571 16.407
50.57 16.416
50.573 16.433
50.573 16.445
50.58 16.446
50.594 16.437
50.606 16.419
50.619 16.396
50.637 16.376
50.646 16.357
50.658 16.35
50.663 16.334
50.665 16.319
50.661 16.302
50.661 16.285
50.668 16.269
50.672 16.251
50.673 16.237
50.665 16.228
50.652 16.223
50.639 16.221
50.633 16.213
50.632 16.202
50.626 16.188
50.636 16.177
50.645 16.164
50.653 16.152
50.655 16.144
50.655 16.135
50.661 16.123
50.661 16.109
50.662 16.098
50.651 16.087
50.641 16.069
50.629 16.061
50.616 16.058
50.612 16.053
50.615 16.044
50.607 16.029
50.608 16.014
50.607 15.999
50.612 15.991
50.615 15.988
50.626 15.996
50.648 16
50.651 16.001
50.655 16
50.676 15.992
50.688 15.986
50.693 15.972
50.694 15.958
50.689 15.934
50.684 15.921
50.683 15.912
50.677 15.886
50.672 15.88
50.675 15.861
50.683 15.861
50.687 15.859
50.711 15.849
50.714 15.842
50.718 15.837
50.729 15.827
50.741 15.828
50.749 15.821
50.754 15.815
50.756 15.808
50.756 15.799
50.755 15.794
50.749 15.79
50.744 15.781
50.744 15.773
50.747 15.766
50.746 15.756
50.743 15.747
50.742 15.744
50.736 15.736
50.741 15.725
50.74 15.699
50.745 15.685
50.747 15.683
50.754 15.684
50.757 15.677
50.763 15.655
50.764 15.633
50.775 15.616
50.778 15.606
50.78 15.587
50.78 15.583
50.778 15.563
50.781 15.556
50.782 15.542
50.78 15.523
50.79 15.511
50.791 15.506
50.789 15.493
50.79 15.485
50.797 15.469
50.802 15.464
50.804 15.453
50.816 15.447
50.816 15.441
50.815 15.434
50.808 15.421
50.799 15.419
50.791 15.413
50.783 15.401
50.777 15.395
50.78 15.381
50.782 15.375
50.786 15.373
50.795 15.372
50.804 15.365
50.814 15.369
50.825 15.371
50.845 15.362
50.852 15.354
50.856 15.341
50.863 15.325
50.866 15.31
50.878 15.298
50.894 15.278
50.899 15.28
50.903 15.278
50.922 15.267
50.936 15.271
50.948 15.287
50.956 15.294
50.962 15.285
50.964 15.28
50.968 15.277
50.976 15.277
50.981 15.272
50.982 15.25
50.986 15.243
51 15.238
50.99 15.198
50.985 15.197
50.981 15.192
50.983 15.181
50.986 15.175
51.012 15.175
51.014 15.174
51.02 15.172
51.016 15.148
51.013 15.141
51.001 15.133
50.995 15.142
50.991 15.134
50.998 15.102
51.001 15.096
51.005 15.095
51.013 15.104
51.015 15.1
51.016 15.078
51.024 15.06
51.015 15.056
51.011 15.035
51.015 15.031
51.017 15.033
51.025 15.03
51.028 15.026
51.032 15.026
51.028 15.018
51.025 15.013
51.017 15.011
51.016 15.009
51.014 15
51.012 14.987
50.993 14.971
50.986 14.979
50.986 14.987
50.989 14.995
50.989 15
50.988 15.009
50.982 15.011
50.971 15.022
50.967 15.014
50.964 15.012
50.946 15.017
50.933 15.002
50.932 15
50.928 14.991
50.926 14.983
50.92 14.986
50.913 15
50.912 15.001
50.909 15.003
50.904 15
50.897 14.996
50.884 15
50.879 15.001
50.875 15.001
50.874 15
50.871 14.995
50.87 14.98
50.865 14.966
50.866 14.953
50.874 14.921
50.878 14.9
50.871 14.894
50.873 14.886
50.877 14.881
50.879 14.869
50.873 14.865
50.87 14.859
50.869 14.85
50.87 14.837
50.874 14.825
50.875 14.822
50.878 14.819
50.882 14.817
50.885 14.818
50.893 14.83
50.9 14.84
50.914 14.851
50.923 14.866
50.928 14.875
50.932 14.874
50.937 14.88
50.94 14.895
50.945 14.893
50.953 14.897
50.971 14.904
50.974 14.909
50.975 14.915
50.984 14.919
50.988 14.923
50.994 14.928
51.001 14.929
51.015 14.937
51.023 14.934
51.028 14.937
51.03 14.947
51.04 14.951
51.046 14.951
51.049 14.96
51.058 14.953
51.063 14.949
51.066 14.951
51.077 14.973
51.085 14.977
51.091 14.977
51.096 14.98
51.108 14.976
51.117 14.983
51.121 14.991
51.127 14.988
51.133 14.993
51.142 14.989
51.15 14.998
51.158 14.992
51.162 14.991
51.168 14.998
51.172 15
51.176 15.001
51.188 15.001
51.196 15.01
51.202 15.006
51.208 15.006
51.215 15.013
51.228 15.016
51.233 15.025
51.244 15.04
51.267 15.035
51.271 15.039
51.276 15.034
51.286 15.032
51.293 15.028
51.309 15.005
51.313 15.006
51.317 15.003
51.318 15
51.319 14.997
51.323 14.991
51.337 14.978
51.343 14.975
51.35 14.976
51.359 14.962
51.363 14.966
51.365 14.972
51.371 14.978
51.375 14.977
51.377 14.971
51.392 14.963
51.395 14.958
51.4 14.968
51.408 14.959
51.42 14.964
51.426 14.963
51.428 14.96
51.432 14.964
51.435 14.97
51.441 14.969
51.442 14.968
51.453 14.962
51.456 14.956
51.464 14.952
51.473 14.939
51.473 14.927
51.481 14.92
51.484 14.903
51.483 14.898
51.484 14.891
51.488 14.886
51.485 14.872
51.49 14.864
51.49 14.845
51.491 14.841
51.501 14.833
51.506 14.826
51.507 14.824
51.508 14.817
51.507 14.813
51.508 14.805
51.516 14.799
51.519 14.792
51.519 14.768
51.522 14.759
51.524 14.745
51.526 14.736
51.535 14.727
51.546 14.728
51.55 14.726
51.551 14.724
51.558 14.712
51.562 14.71
51.582 14.728
51.592 14.742
51.595 14.749
51.599 14.752
51.604 14.762
51.617 14.764
51.623 14.761
51.628 14.754
51.63 14.753
51.642 14.757
51.65 14.752
51.661 14.753
51.671 14.747
51.677 14.738
51.679 14.737
51.683 14.739
51.687 14.736
51.69 14.722
51.698 14.71
51.708 14.692
51.712 14.685
51.718 14.677
51.723 14.675
51.733 14.658
51.739 14.659
51.742 14.656
51.751 14.657
51.753 14.652
51.762 14.65
51.769 14.653
51.785 14.651
51.796 14.643
51.797 14.638
51.801 14.632
51.802 14.616
51.805 14.612
51.807 14.599
51.814 14.598
51.82 14.594
51.824 14.586
51.827 14.588
51.83 14.59
51.837 14.588
51.843 14.6
51.85 14.607
51.853 14.607
51.856 14.61
51.861 14.628
51.865 14.632
51.868 14.641
51.875 14.65
51.883 14.651
51.89 14.661
51.89 14.668
51.898 14.678
51.901 14.69
51.919 14.7
51.924 14.703
51.933 14.703
51.94 14.711
51.947 14.717
51.953 14.719
51.957 14.717
51.96 14.711
51.969 14.701
51.979 14.707
51.985 14.715
51.997 14.72
52.007 14.713
52.012 14.723
52.018 14.727
52.025 14.739
52.032 14.74
52.035 14.746
52.044 14.748
52.047 14.747
52.056 14.744
52.06 14.747
52.064 14.754
52.069 14.757
52.074 14.755
52.076 14.75
52.086 14.742
52.093 14.734
52.098 14.719
52.102 14.697
52.105 14.69
52.112 14.685
52.118 14.683
52.148 14.68
52.163 14.7
52.169 14.703
52.174 14.704
52.181 14.701
52.188 14.693
52.193 14.685
52.197 14.684
52.204 14.69
52.209 14.703
52.215 14.708
52.228 14.713
52.241 14.708
52.244 14.704
52.254 14.697
52.258 14.691
52.259 14.675
52.262 14.666
52.264 14.642
52.269 14.627
52.274 14.618
52.273 14.612
52.274 14.599
52.283 14.586
52.295 14.569
52.304 14.584
52.31 14.581
52.32 14.572
52.329 14.561
52.338 14.561
52.345 14.557
52.352 14.55
52.368 14.55
52.373 14.552
52.379 14.549
52.391 14.534
52.397 14.534
52.413 14.545
52.42 14.544
52.43 14.547
52.435 14.552
52.438 14.561
52.439 14.576
52.46 14.603
52.466 14.609
52.477 14.613
52.501 14.629
52.505 14.626
52.511 14.614
52.515 14.61
52.532 14.603
52.557 14.617
52.564 14.63
52.577 14.638
52.58 14.624
52.589 14.611
52.596 14.609
52.609 14.599
52.616 14.58
52.621 14.574
52.628 14.55
52.635 14.538
52.636 14.526
52.639 14.515
52.641 14.511
52.656 14.481
52.66 14.469
52.664 14.462
52.673 14.459
52.678 14.452
52.681 14.437
52.688 14.43
52.694 14.428
52.702 14.415
52.709 14.41
52.729 14.382
52.732 14.379
52.736 14.376
52.745 14.358
52.754 14.351
52.776 14.278
52.811 14.225
52.818 14.214
52.827 14.138
52.831 14.13
52.841 14.123
52.848 14.127
52.87 14.152
52.876 14.159
52.89 14.163
52.906 14.154
52.918 14.152
52.938 14.145
52.957 14.143
52.963 14.148
52.967 14.168
52.977 14.178
52.979 14.184
52.988 14.208
52.998 14.247
53.004 14.255
53.028 14.301
53.043 14.323
53.052 14.342
53.056 14.346
53.063 14.355
53.075 14.36
53.08 14.365
53.093 14.37
53.099 14.369
53.104 14.373
53.107 14.371
53.113 14.378
53.142 14.387
53.146 14.386
53.16 14.372
53.173 14.367
53.202 14.378
53.207 14.384
53.21 14.399
53.211 14.403
53.214 14.406
53.227 14.411
53.244 14.434
53.247 14.433
53.253 14.437
53.264 14.451
53.27 14.448
53.276 14.442
53.278 14.427
53.281 14.418
53.283 14.415
53.304 14.414
53.311 14.406
53.327 14.413
53.335 14.407
53.346 14.406
53.355 14.392
53.369 14.395
53.38 14.392
53.407 14.374
53.413 14.372
53.425 14.368
53.449 14.372
53.453 14.367
53.454 14.361
53.461 14.357
53.474 14.353
53.485 14.351
53.49 14.352
53.497 14.347
53.5 14.333
53.503 14.328
53.523 14.316
53.529 14.319
53.535 14.317
53.545 14.305
53.552 14.304
53.564 14.316
53.571 14.312
53.586 14.314
53.604 14.316
53.613 14.314
53.619 14.309
53.634 14.284
53.657 14.284
53.662 14.279
53.663 14.275
53.667 14.271
53.674 14.284
53.697 14.269
53.698 14.276
53.696 14.297
53.697 14.303
53.706 14.309
53.709 14.307
53.717 14.299
53.719 14.285
53.722 14.278
53.723 14.277
53.724 14.28
53.723 14.289
53.724 14.3
53.731 14.298
53.735 14.3
53.738 14.292
53.739 14.285
53.741 14.284
53.74 14.304
53.734 14.319
53.734 14.329
53.733 14.331
53.732 14.332
53.715 14.34
53.699 14.363
53.698 14.37
53.682 14.392
53.676 14.417
53.671 14.473
53.666 14.491
53.663 14.5
53.662 14.509
53.655 14.523
53.654 14.529
53.649 14.533
53.645 14.541
53.636 14.548
53.62 14.556
53.605 14.57
53.599 14.569
53.6 14.576
53.597 14.581
53.582 14.581
53.584 14.584
53.591 14.585
53.587 14.591
53.586 14.596
53.599 14.596
53.62 14.59
53.624 14.595
53.624 14.603
53.626 14.606
53.631 14.606
53.63 14.616
53.637 14.611
53.64 14.613
53.641 14.619
53.646 14.621
53.648 14.618
53.647 14.604
53.655 14.604
53.653 14.593
53.654 14.585
53.652 14.583
53.653 14.576
53.659 14.566
53.662 14.569
53.664 14.557
53.671 14.545
53.679 14.544
53.692 14.543
53.702 14.538
53.708 14.544
53.743 14.554
53.75 14.558
53.755 14.557
53.755 14.564
53.759 14.562
53.762 14.568
53.754 14.575
53.754 14.582
53.761 14.59
53.761 14.604
53.762 14.609
53.762 14.61
53.77 14.614
53.778 14.611
53.782 14.613
53.786 14.609
53.802 14.611
53.821 14.605
53.825 14.609
53.828 14.616
53.83 14.62
53.834 14.617
53.843 14.62
53.844 14.623
53.856 14.626
53.872 14.637
53.878 14.637
53.88 14.637
53.893 14.646
53.898 14.653
53.901 14.665
53.917 14.686
53.915 14.694
53.917 14.696
53.92 14.694
53.924 14.695
53.931 14.709
53.935 14.721
53.939 14.717
53.941 14.72
53.938 14.727
53.938 14.74
53.936 14.744
53.918 14.751
53.927 14.761
53.933 14.758
53.949 14.763
53.957 14.758
53.962 14.764
53.972 14.764
53.973 14.78
53.977 14.775
53.976 14.771
53.981 14.763
53.984 14.766
53.992 14.761
53.999 14.765
54.008 14.773
54.01 14.779
54.01 14.793
54.012 14.797
54.02 14.801
54.032 14.802
54.034 14.793
54.029 14.775
54.026 14.77
54.028 14.76
54.023 14.736
54.025 14.731
54.037 14.785
54.038 14.798
54.043 14.816
54.052 14.871
54.054 14.89
54.064 14.933
54.07 14.959
54.08 15
54.087 15.029
54.093 15.044
54.097 15.064
54.101 15.101
54.109 15.132
54.109 15.134
54.114 15.146
54.123 15.194
54.13 15.214
54.132 15.231
54.14 15.267
54.146 15.285
54.15 15.304
54.15 15.317
54.156 15.372
54.16 15.389
54.166 15.422
54.166 15.485
54.171 15.51
54.178 15.535
54.186 15.552
54.189 15.557
54.187 15.58
54.189 15.594
54.207 15.709
54.212 15.724
54.215 15.745
54.229 15.797
54.233 15.806
54.243 15.855
54.244 15.871
54.247 15.888
54.249 15.935
54.254 15.977
54.255 15.989
54.252 16
54.254 16.011
54.263 16.065
54.277 16.121
54.287 16.156
54.306 16.198
54.347 16.263
54.346 16.265
54.322 16.231
54.319 16.229
54.317 16.231
54.315 16.253
54.32 16.257
54.328 16.259
54.333 16.289
54.342 16.308
54.342 16.323
54.344 16.328
54.353 16.332
54.362 16.326
54.368 16.324
54.372 16.319
54.372 16.316
54.361 16.293
54.356 16.288
54.351 16.273
54.354 16.273
54.358 16.283
54.385 16.324
54.398 16.337
54.401 16.34
54.427 16.361
54.433 16.369
54.442 16.387
54.475 16.417
54.491 16.435
54.493 16.439
54.507 16.461
54.514 16.478
54.517 16.494
54.531 16.513
54.537 16.528
54.547 16.56
54.56 16.616
54.562 16.624
54.566 16.663
54.568 16.713
54.566 16.733
54.567 16.754
54.581 16.826
54.588 16.843
54.589 16.867
54.59 16.878
54.593 16.893
54.605 16.926
54.629 16.988
54.662 17.04
54.667 17.049
54.673 17.061
54.688 17.12
54.701 17.15
54.706 17.168
54.716 17.186
54.727 17.222
54.731 17.238
54.741 17.279
54.752 17.363
54.754 17.388
54.752 17.419
54.754 17.432
54.757 17.475
54.77 17.562
54.774 17.617
54.779 17.644
54.802 17.774
54.814 17.85
54.815 17.853
54.822 17.887
54.833 17.981
54.836 18.048
54.835 18.066
54.834 18.084
54.837 18.131
54.834 18.216
54.836 18.245
54.837 18.25
54.839 18.267
54.839 18.283
54.838 18.314
54.836 18.332
54.832 18.342
54.814 18.369
54.808 18.383
54.807 18.394
54.802 18.419
54.793 18.44
54.792 18.443
54.787 18.462
54.769 18.505
54.739 18.592
54.73 18.627
54.73 18.629
54.699 18.695
54.684 18.731
54.652 18.784
54.648 18.789
54.639 18.797
54.617 18.826
54.612 18.829
54.604 18.826
54.597 18.817
54.594 18.808
54.645 18.752
54.647 18.75
54.66 18.73
54.676 18.714
54.682 18.704
54.691 18.676
54.702 18.648
54.714 18.63
54.718 18.605
54.725 18.594
54.726 18.593
54.739 18.547
54.749 18.523
54.754 18.498
54.768 18.464
54.776 18.437
54.778 18.423
54.776 18.418
54.767 18.417
54.763 18.416
54.752 18.398
54.744 18.395
54.728 18.404
54.725 18.408
54.718 18.426
54.704 18.444
54.693 18.47
54.679 18.472
54.664 18.469
54.656 18.468
54.65 18.475
54.635 18.476
54.632 18.482
54.634 18.499
54.644 18.514
54.643 18.517
54.64 18.519
54.616 18.515
54.602 18.521
54.597 18.525
54.569 18.548
54.553 18.558
54.546 18.56
54.542 18.556
54.54 18.528
54.538 18.526
54.536 18.529
54.533 18.552
54.528 18.561
54.519 18.555
54.509 18.561
54.506 18.559
54.504 18.558
54.5 18.562
54.495 18.561
54.482 18.569
54.466 18.564
54.459 18.565
54.443 18.574
54.433 18.584
54.424 18.598
54.422 18.604
54.42 18.614
54.411 18.632
54.408 18.646
54.409 18.652
54.412 18.662
54.41 18.671
54.4 18.684
54.395 18.693
54.386 18.706
54.378 18.724
54.374 18.741
54.372 18.759
54.374 18.773
54.372 18.779
54.366 18.773
54.364 18.776
54.358 18.777
54.354 18.781
54.354 18.785
54.359 18.792
54.359 18.797
54.36 18.798
54.366 18.79
54.371 18.789
54.371 18.794
54.357 18.818
54.35 18.846
54.348 18.869
54.347 18.92
54.356 18.939
54.354 18.941
54.344 18.938
54.342 18.94
54.343 18.946
54.352 18.953
54.348 18.963
54.349 18.975
54.347 18.982
54.346 18.996
54.344 19.013
54.344 19.031
54.347 19.048
54.35 19.101
54.35 19.133
54.351 19.157
54.354 19.184
54.354 19.209
54.355 19.229
54.358 19.243
54.366 19.312
54.376 19.364
54.379 19.386
54.386 19.416
54.41 19.515
54.422 19.552
54.441 19.598
54.444 19.606
54.457 19.632
54.46 19.638
54.469 19.654
54.491 19.687
54.495 19.697
54.507 19.716
54.526 19.736
54.535 19.753
54.564 19.795
54.579 19.813
54.608 19.854
54.637 19.877
54.629 19.893
54.623 19.887
54.615 19.888
54.609 19.888
54.604 19.884
54.603 19.861
54.589 19.852
54.584 19.838
54.573 19.831
54.548 19.796
54.544 19.784
54.537 19.776
54.526 19.769
54.518 19.762
54.494 19.732
54.49 19.72
54.47 19.689
54.468 19.677
54.46 19.665
54.455 19.662
54.45 19.659
54.424 19.61
54.423 19.601
54.424 19.589
54.412 19.569
54.407 19.546
54.394 19.519
54.377 19.459
54.371 19.417
54.356 19.381
54.354 19.347
54.352 19.333
54.351 19.318
54.351 19.309
54.352 19.293
54.35 19.278
54.347 19.258
54.345 19.251
54.345 19.242
54.339 19.232
54.336 19.232
54.335 19.234
54.33 19.25
54.322 19.254
54.313 19.263
54.31 19.265
54.306 19.264
54.295 19.258
54.287 19.261
54.278 19.26
54.275 19.263
54.276 19.27
54.285 19.292
54.285 19.302
54.279 19.314
54.277 19.338
54.271 19.359
54.269 19.373
54.27 19.379
54.272 19.388
54.279 19.397
54.281 19.404
54.278 19.404
54.276 19.403
54.266 19.393
54.255 19.385
54.24 19.373
54.227 19.366
54.224 19.369
54.223 19.373
54.226 19.382
54.236 19.39
54.25 19.394
54.262 19.402
54.272 19.411
54.283 19.427
54.292 19.451
54.296 19.46
54.307 19.473
54.316 19.49
54.326 19.507
54.326 19.517
54.328 19.525
54.337 19.544
54.343 19.565
54.345 19.579
54.346 19.592
54.343 19.617
54.344 19.626
54.346 19.634
54.349 19.64
54.351 19.654
54.353 19.659
54.355 19.662
54.368 19.682
54.379 19.699
54.387 19.714
54.402 19.723
54.406 19.726
54.408 19.736
54.411 19.741
54.417 19.747
54.424 19.748
54.431 19.751
54.435 19.756
54.437 19.786
