segment Estonia
59.378 24.104
59.375 24.125
59.368 24.146
59.356 24.162
59.341 24.212
59.343 24.239
59.347 24.245
59.36 24.248
59.365 24.241
59.372 24.239
59.382 24.227
59.384 24.219
59.388 24.215
59.384 24.209
59.391 24.2
59.392 24.187
59.395 24.185
59.404 24.196
59.404 24.206
59.404 24.208
59.399 24.203
59.395 24.223
59.396 24.234
59.4 24.245
59.402 24.261
59.405 24.267
59.404 24.282
59.405 24.286
59.41 24.292
59.411 24.303
59.419 24.315
59.426 24.341
59.432 24.35
59.438 24.354
59.447 24.349
59.46 24.352
59.466 24.362
59.473 24.361
59.475 24.363
59.472 24.374
59.475 24.379
59.474 24.393
59.475 24.418
59.472 24.456
59.472 24.458
59.469 24.47
59.453 24.495
59.448 24.507
59.44 24.549
59.439 24.557
59.445 24.573
59.451 24.582
59.457 24.577
59.46 24.582
59.458 24.593
59.44 24.636
59.437 24.643
59.432 24.661
59.433 24.674
59.436 24.682
59.446 24.688
59.45 24.686
59.453 24.678
59.453 24.665
59.455 24.663
59.46 24.666
59.464 24.661
59.463 24.652
59.465 24.648
59.467 24.645
59.473 24.646
59.47 24.66
59.465 24.674
59.465 24.688
59.468 24.695
59.473 24.698
59.481 24.688
59.482 24.689
59.487 24.69
59.484 24.698
59.483 24.708
59.487 24.708
59.487 24.71
59.476 24.723
59.473 24.724
59.464 24.717
59.46 24.723
59.456 24.732
59.459 24.742
59.454 24.748
59.446 24.786
59.448 24.801
59.47 24.833
59.484 24.838
59.5 24.823
59.505 24.807
59.51 24.813
59.515 24.815
59.519 24.808
59.52 24.804
59.532 24.794
59.569 24.799
59.57 24.801
59.565 24.808
59.565 24.814
59.565 24.817
59.557 24.835
59.555 24.851
59.551 24.859
59.552 24.872
59.55 24.876
59.552 24.883
59.551 24.89
59.546 24.89
59.541 24.899
59.534 24.895
59.53 24.898
59.522 24.914
59.508 24.918
59.501 24.926
59.49 24.954
59.488 24.966
59.488 24.967
59.489 24.98
59.496 25
59.498 25.006
59.507 25.011
59.508 25.018
59.506 25.029
59.507 25.041
59.501 25.055
59.508 25.093
59.504 25.093
59.49 25.112
59.49 25.121
59.484 25.131
59.479 25.145
59.478 25.157
59.486 25.16
59.495 25.177
59.505 25.181
59.511 25.174
59.513 25.165
59.519 25.158
59.526 25.149
59.532 25.152
59.539 25.15
59.543 25.146
59.545 25.148
59.543 25.157
59.53 25.174
59.529 25.186
59.524 25.196
59.518 25.202
59.51 25.204
59.507 25.209
59.505 25.221
59.505 25.228
59.51 25.244
59.52 25.267
59.528 25.275
59.531 25.278
59.524 25.285
59.516 25.281
59.512 25.283
59.498 25.332
59.495 25.347
59.496 25.374
59.489 25.398
59.488 25.411
59.491 25.413
59.492 25.418
59.491 25.424
59.492 25.437
59.496 25.453
59.501 25.46
59.502 25.462
59.504 25.465
59.513 25.462
59.519 25.466
59.521 25.473
59.521 25.53
59.522 25.541
59.54 25.557
59.548 25.555
59.553 25.549
59.559 25.537
59.568 25.528
59.578 25.527
59.584 25.518
59.589 25.512
59.602 25.504
59.61 25.495
59.638 25.498
59.639 25.502
59.647 25.504
59.648 25.522
59.646 25.527
59.64 25.52
59.633 25.527
59.624 25.522
59.616 25.535
59.613 25.549
59.613 25.556
59.612 25.563
59.617 25.572
59.615 25.577
59.608 25.576
59.604 25.58
59.6 25.594
59.602 25.607
59.601 25.612
59.597 25.612
59.592 25.616
59.588 25.613
59.581 25.621
59.582 25.629
59.571 25.653
59.568 25.668
59.568 25.68
59.572 25.695
59.577 25.705
59.587 25.712
59.594 25.711
59.602 25.716
59.609 25.71
59.613 25.703
59.614 25.693
59.617 25.688
59.636 25.684
59.638 25.684
59.642 25.69
59.646 25.69
59.656 25.673
59.661 25.676
59.663 25.685
59.666 25.691
59.676 25.694
59.676 25.698
59.67 25.706
59.672 25.716
59.667 25.713
59.664 25.711
59.659 25.717
59.654 25.726
59.66 25.733
59.66 25.737
59.658 25.744
59.642 25.768
59.634 25.766
59.631 25.768
59.623 25.786
59.619 25.786
59.616 25.782
59.607 25.778
59.593 25.787
59.579 25.782
59.574 25.786
59.573 25.789
59.571 25.794
59.571 25.799
59.57 25.81
59.566 25.815
59.566 25.829
59.568 25.839
59.572 25.85
59.572 25.862
59.575 25.868
59.582 25.873
59.591 25.868
59.598 25.872
59.626 25.869
59.627 25.872
59.619 25.883
59.618 25.91
59.62 25.914
59.616 25.92
59.611 25.928
59.606 25.929
59.596 25.918
59.59 25.916
59.585 25.922
59.583 25.93
59.583 25.951
59.584 25.963
59.587 25.967
59.594 25.976
59.611 25.977
59.634 25.964
59.639 25.966
59.638 25.973
59.635 25.976
59.636 25.981
59.626 25.984
59.621 25.989
59.621 25.993
59.618 25.998
59.618 26.011
59.619 26.014
59.628 26.027
59.628 26.032
59.626 26.036
59.626 26.043
59.63 26.056
59.627 26.061
59.623 26.052
59.62 26.049
59.616 26.054
59.614 26.062
59.608 26.074
59.606 26.097
59.604 26.103
59.598 26.098
59.595 26.099
59.59 26.107
59.589 26.112
59.587 26.143
59.588 26.176
59.589 26.213
59.587 26.236
59.586 26.269
59.583 26.274
59.579 26.274
59.582 26.284
59.581 26.288
59.576 26.288
59.558 26.336
59.556 26.349
59.558 26.37
59.554 26.381
59.551 26.406
59.55 26.43
59.548 26.436
59.548 26.444
59.536 26.456
59.534 26.465
59.536 26.477
59.517 26.501
59.512 26.511
59.515 26.516
59.518 26.507
59.521 26.509
59.521 26.528
59.523 26.547
59.52 26.556
59.52 26.562
59.525 26.579
59.539 26.59
59.543 26.589
59.548 26.583
59.553 26.567
59.555 26.571
59.553 26.587
59.557 26.592
59.553 26.599
59.553 26.612
59.554 26.618
59.551 26.625
59.547 26.658
59.541 26.67
59.541 26.677
59.538 26.685
59.537 26.697
59.53 26.72
59.526 26.719
59.521 26.724
59.523 26.749
59.522 26.751
59.516 26.748
59.51 26.75
59.505 26.761
59.503 26.776
59.495 26.792
59.487 26.807
59.475 26.857
59.45 26.91
59.444 26.929
59.44 26.951
59.437 26.972
59.438 27.002
59.439 27.034
59.437 27.051
59.438 27.108
59.439 27.149
59.443 27.185
59.449 27.271
59.45 27.353
59.45 27.387
59.439 27.469
59.429 27.52
59.429 27.532
59.424 27.55
59.418 27.589
59.418 27.629
59.418 27.666
59.416 27.697
59.416 27.72
59.417 27.735
59.416 27.745
59.408 27.754
59.402 27.773
59.398 27.801
59.397 27.818
59.4 27.843
59.403 27.855
59.403 27.859
59.402 27.885
59.404 27.909
59.413 27.951
59.424 27.982
59.449 28.025
59.47 28.048
59.469 28.065
59.452 28.104
59.442 28.121
59.428 28.138
59.416 28.157
59.408 28.175
59.404 28.19
59.399 28.205
59.393 28.21
59.383 28.212
59.375 28.213
59.367 28.215
59.36 28.212
59.354 28.205
59.346 28.195
59.338 28.183
59.33 28.172
59.327 28.17
59.322 28.176
59.316 28.183
59.312 28.188
59.309 28.187
59.305 28.18
59.307 28.173
59.305 28.166
59.302 28.16
59.296 28.142
59.291 28.12
59.292 28.099
59.289 28.072
59.287 28.03
59.279 28.01
59.277 27.989
59.275 27.971
59.269 27.953
59.258 27.931
59.25 27.916
59.247 27.91
59.238 27.904
59.224 27.902
59.209 27.9
59.19 27.892
59.184 27.89
59.176 27.881
59.165 27.869
59.157 27.857
59.149 27.843
59.142 27.829
59.135 27.817
59.128 27.81
59.12 27.806
59.112 27.807
59.1 27.799
59.092 27.791
59.069 27.784
59.059 27.776
59.052 27.776
59.047 27.777
59.039 27.772
59.034 27.762
59.034 27.749
59.029 27.747
59.018 27.744
59.009 27.74
59.003 27.741
58.998 27.742
58.984 27.709
58.969 27.684
58.946 27.636
58.934 27.617
58.862 27.548
58.744 27.506
58.648 27.477
58.509 27.45
58.444 27.444
58.416 27.44
58.38 27.437
58.37 27.443
58.347 27.47
58.325 27.488
58.292 27.507
58.265 27.509
58.24 27.499
58.219 27.491
58.198 27.508
58.159 27.541
58.123 27.574
58.097 27.599
58.079 27.615
58.067 27.617
58.049 27.616
58.035 27.609
58.018 27.615
58.006 27.625
58 27.638
58 27.655
58.006 27.672
58.007 27.682
58.002 27.695
57.984 27.698
57.974 27.694
57.964 27.683
57.955 27.681
57.952 27.683
57.941 27.696
57.936 27.695
57.93 27.699
57.929 27.719
57.925 27.723
57.915 27.727
57.914 27.732
57.916 27.753
57.916 27.786
57.915 27.797
57.91 27.806
57.901 27.817
57.883 27.826
57.858 27.827
57.852 27.816
57.845 27.802
57.836 27.795
57.829 27.779
57.832 27.747
57.828 27.736
57.832 27.727
57.839 27.711
57.839 27.672
57.839 27.659
57.839 27.642
57.836 27.619
57.834 27.592
57.831 27.559
57.82 27.543
57.804 27.524
57.801 27.511
57.793 27.501
57.779 27.506
57.765 27.515
57.758 27.517
57.745 27.535
57.734 27.54
57.717 27.535
57.709 27.531
57.706 27.524
57.707 27.507
57.712 27.494
57.714 27.482
57.712 27.475
57.711 27.456
57.713 27.445
57.699 27.422
57.681 27.394
57.665 27.387
57.656 27.381
57.649 27.387
57.64 27.392
57.634 27.399
57.622 27.401
57.616 27.389
57.612 27.379
57.603 27.377
57.596 27.373
57.592 27.367
57.588 27.347
57.582 27.334
57.576 27.327
57.548 27.322
57.551 27.302
57.551 27.286
57.546 27.259
57.544 27.228
57.544 27.206
57.548 27.189
57.553 27.156
57.563 27.118
57.57 27.092
57.583 27.072
57.595 27.048
57.607 27.025
57.618 27.003
57.619 26.971
57.621 26.953
57.629 26.935
57.635 26.921
57.641 26.909
57.64 26.894
57.628 26.873
57.614 26.856
57.605 26.846
57.596 26.829
57.591 26.811
57.588 26.784
57.577 26.767
57.568 26.752
57.562 26.677
57.545 26.631
57.525 26.62
57.52 26.605
57.524 26.591
57.529 26.571
57.525 26.557
57.516 26.522
57.52 26.505
57.528 26.484
57.545 26.48
57.567 26.476
57.573 26.458
57.575 26.422
57.575 26.387
57.585 26.354
57.592 26.318
57.599 26.305
57.603 26.277
57.624 26.254
57.633 26.247
57.639 26.241
57.641 26.243
57.647 26.244
57.651 26.24
57.656 26.242
57.664 26.224
57.67 26.217
57.682 26.206
57.692 26.189
57.7 26.18
57.708 26.189
57.719 26.195
57.73 26.185
57.732 26.165
57.742 26.132
57.746 26.097
57.756 26.077
57.767 26.049
57.77 26.038
57.78 26.021
57.79 26.022
57.825 26.037
57.835 26.05
57.849 26.05
57.851 26.031
57.851 26.018
57.861 26
57.852 25.972
57.852 25.94
57.853 25.91
57.857 25.884
57.862 25.859
57.87 25.835
57.878 25.819
57.892 25.793
57.91 25.775
57.921 25.75
57.923 25.735
57.921 25.726
57.916 25.723
57.907 25.713
57.905 25.698
57.903 25.679
57.907 25.666
57.931 25.63
57.942 25.608
57.941 25.593
57.941 25.583
57.948 25.58
57.962 25.585
57.971 25.569
57.971 25.55
57.966 25.535
57.966 25.525
57.97 25.523
57.981 25.522
57.98 25.514
57.976 25.506
57.973 25.499
57.974 25.49
57.977 25.475
57.981 25.463
57.988 25.456
57.998 25.453
58.005 25.456
58.014 25.448
58.024 25.416
58.029 25.395
58.031 25.374
58.034 25.36
58.058 25.324
58.068 25.309
58.078 25.294
58.075 25.286
58.07 25.281
58.059 25.265
58.053 25.275
58.041 25.296
58.021 25.299
58 25.302
57.993 25.297
57.991 25.288
57.994 25.27
58.004 25.257
58.014 25.25
58.023 25.237
58.026 25.222
58.034 25.216
58.046 25.219
58.057 25.219
58.066 25.205
58.071 25.21
58.077 25.203
58.078 25.198
58.072 25.193
58.072 25.181
58.072 25.162
58.077 25.146
58.082 25.13
58.082 25.117
58.074 25.11
58.064 25.093
58.063 25.077
58.057 25.068
58.04 25.049
58.029 25.032
58.014 25.015
58.008 25.003
58.008 25
58.008 24.987
58.007 24.957
58.003 24.933
57.987 24.887
57.98 24.858
57.98 24.845
57.983 24.827
57.987 24.798
57.985 24.773
57.978 24.756
57.969 24.747
57.963 24.743
57.961 24.724
57.96 24.715
57.953 24.707
57.95 24.701
57.951 24.697
57.956 24.685
57.962 24.673
57.958 24.655
57.954 24.65
57.948 24.642
57.945 24.638
57.942 24.631
57.946 24.619
57.956 24.606
57.959 24.591
57.956 24.575
57.951 24.557
57.947 24.542
57.939 24.524
57.933 24.513
57.923 24.486
57.916 24.465
57.907 24.46
57.886 24.458
57.88 24.457
57.873 24.426
57.867 24.413
57.874 24.389
57.877 24.373
57.878 24.356
57.881 24.359
57.897 24.36
57.92 24.379
57.934 24.386
57.952 24.389
57.953 24.39
57.967 24.402
57.979 24.401
57.989 24.414
58 24.42
58.006 24.435
58.015 24.445
58.031 24.451
58.041 24.46
58.06 24.47
58.066 24.474
58.076 24.482
58.087 24.478
58.098 24.468
58.118 24.483
58.128 24.483
58.148 24.48
58.161 24.474
58.168 24.477
58.173 24.469
58.18 24.468
58.173 24.46
58.175 24.456
58.185 24.459
58.188 24.464
58.193 24.466
58.194 24.466
58.197 24.471
58.201 24.472
58.21 24.466
58.214 24.467
58.219 24.475
58.231 24.48
58.236 24.48
58.243 24.466
58.246 24.469
58.246 24.484
58.253 24.488
58.257 24.486
58.257 24.5
58.26 24.512
58.266 24.52
58.284 24.555
58.292 24.569
58.301 24.574
58.304 24.58
58.316 24.582
58.333 24.576
58.345 24.567
58.361 24.541
58.37 24.516
58.373 24.494
58.376 24.483
58.379 24.481
58.377 24.472
58.385 24.457
58.39 24.415
58.385 24.371
58.385 24.362
58.388 24.353
58.378 24.305
58.376 24.303
58.365 24.291
58.351 24.285
58.333 24.287
58.328 24.291
58.322 24.29
58.314 24.281
58.302 24.277
58.299 24.273
58.297 24.277
58.293 24.276
58.282 24.262
58.279 24.267
58.276 24.264
58.275 24.254
58.273 24.25
58.272 24.244
58.274 24.238
58.274 24.237
58.271 24.224
58.27 24.213
58.274 24.209
58.273 24.206
58.264 24.198
58.269 24.189
58.265 24.176
58.272 24.171
58.272 24.167
58.265 24.166
58.262 24.163
58.261 24.159
58.256 24.154
58.254 24.146
58.25 24.138
58.251 24.133
58.233 24.122
58.233 24.119
58.234 24.115
58.241 24.11
58.244 24.095
58.252 24.074
58.26 24.063
58.279 24.053
58.283 24.048
58.286 24.05
58.286 24.038
58.302 24.034
58.304 24.029
58.304 24.023
58.318 24.014
58.322 24.007
58.324 23.995
58.321 23.995
58.315 24.003
58.305 24.002
58.301 24.001
58.303 23.994
58.315 23.984
58.319 23.978
58.315 23.976
58.31 23.982
58.309 23.979
58.31 23.975
58.32 23.965
58.322 23.956
58.326 23.951
58.327 23.946
58.327 23.94
58.321 23.936
58.331 23.911
58.33 23.909
58.318 23.908
58.316 23.905
58.315 23.9
58.325 23.873
58.326 23.871
58.331 23.866
58.335 23.866
58.354 23.842
58.36 23.83
58.349 23.818
58.346 23.817
58.341 23.826
58.339 23.816
58.347 23.805
58.35 23.797
58.348 23.795
58.346 23.797
58.346 23.791
58.351 23.787
58.355 23.773
58.362 23.77
58.363 23.767
58.355 23.767
58.354 23.767
58.35 23.763
58.353 23.754
58.352 23.752
58.349 23.753
58.346 23.761
58.34 23.764
58.337 23.759
58.34 23.75
58.349 23.741
58.351 23.736
58.354 23.738
58.356 23.747
58.361 23.748
58.367 23.734
58.372 23.732
58.377 23.733
58.386 23.72
58.393 23.714
58.41 23.714
58.416 23.709
58.418 23.708
58.426 23.696
58.436 23.693
58.438 23.688
58.436 23.683
58.438 23.682
58.443 23.688
58.448 23.684
58.461 23.69
58.467 23.687
58.477 23.689
58.487 23.696
58.494 23.694
58.495 23.691
58.498 23.688
58.509 23.694
58.515 23.685
58.521 23.685
58.521 23.69
58.524 23.692
58.526 23.684
58.53 23.682
58.532 23.674
58.529 23.669
58.517 23.669
58.519 23.662
58.519 23.658
58.523 23.66
58.526 23.656
58.527 23.65
58.523 23.644
58.531 23.63
58.534 23.628
58.538 23.619
58.541 23.606
58.547 23.609
58.549 23.607
58.552 23.6
58.552 23.592
58.55 23.584
58.552 23.58
58.556 23.587
58.559 23.588
58.565 23.582
58.564 23.573
58.568 23.572
58.572 23.579
58.576 23.576
58.579 23.579
58.581 23.587
58.583 23.587
58.585 23.585
58.585 23.578
58.588 23.572
58.598 23.564
58.597 23.556
58.595 23.553
58.594 23.553
58.586 23.563
58.58 23.563
58.573 23.558
58.569 23.558
58.559 23.565
58.556 23.56
58.559 23.554
58.566 23.552
58.565 23.544
58.567 23.541
58.561 23.527
58.555 23.527
58.559 23.521
58.564 23.522
58.566 23.518
58.565 23.512
58.567 23.506
58.573 23.502
58.578 23.506
58.581 23.515
58.582 23.523
58.59 23.526
58.595 23.533
58.597 23.541
58.602 23.54
58.601 23.531
58.602 23.529
58.613 23.533
58.621 23.525
58.633 23.522
58.64 23.517
58.648 23.519
58.654 23.512
58.658 23.514
58.66 23.506
58.663 23.505
58.669 23.511
58.677 23.512
58.683 23.501
58.687 23.504
58.69 23.501
58.693 23.503
58.694 23.508
58.696 23.514
58.7 23.521
58.703 23.52
58.706 23.512
58.708 23.516
58.71 23.522
58.704 23.532
58.704 23.536
58.709 23.556
58.71 23.573
58.715 23.576
58.717 23.574
58.719 23.562
58.725 23.552
58.728 23.535
58.732 23.535
58.74 23.529
58.743 23.555
58.734 23.569
58.733 23.57
58.731 23.578
58.729 23.602
58.731 23.608
58.736 23.627
58.737 23.647
58.733 23.652
58.731 23.66
58.735 23.666
58.739 23.659
58.744 23.659
58.747 23.664
58.747 23.67
58.751 23.676
58.748 23.688
58.75 23.695
58.75 23.702
58.745 23.714
58.749 23.732
58.75 23.756
58.753 23.754
58.758 23.762
58.762 23.763
58.769 23.755
58.773 23.756
58.778 23.75
58.782 23.75
58.784 23.743
58.782 23.727
58.785 23.725
58.787 23.73
58.79 23.72
58.782 23.71
58.779 23.699
58.778 23.684
58.78 23.673
58.78 23.666
58.78 23.661
58.787 23.642
58.786 23.607
58.784 23.59
58.772 23.574
58.77 23.555
58.777 23.519
58.774 23.463
58.783 23.467
58.787 23.466
58.788 23.456
58.793 23.46
58.794 23.463
58.79 23.471
58.79 23.479
58.8 23.48
58.802 23.49
58.805 23.494
58.811 23.487
58.823 23.489
58.818 23.504
58.814 23.502
58.81 23.503
58.805 23.514
58.806 23.521
58.812 23.538
58.815 23.538
58.824 23.531
58.833 23.532
58.835 23.532
58.846 23.518
58.848 23.511
58.847 23.506
58.858 23.49
58.862 23.492
58.868 23.488
58.881 23.473
58.888 23.46
58.888 23.452
58.89 23.448
58.892 23.45
58.892 23.464
58.904 23.461
58.906 23.458
58.903 23.442
58.906 23.436
58.906 23.428
58.908 23.425
58.911 23.426
58.919 23.437
58.929 23.438
58.938 23.434
58.942 23.438
58.942 23.453
58.946 23.46
58.945 23.465
58.938 23.471
58.935 23.479
58.936 23.494
58.946 23.517
58.941 23.531
58.946 23.533
58.955 23.526
58.962 23.513
58.963 23.527
58.964 23.529
58.963 23.533
58.957 23.54
58.955 23.55
58.948 23.559
58.948 23.567
58.952 23.571
58.954 23.582
58.951 23.591
58.957 23.595
58.961 23.605
58.965 23.607
58.974 23.596
58.975 23.6
58.973 23.61
58.976 23.614
58.971 23.624
58.972 23.629
58.972 23.634
58.965 23.641
58.962 23.65
58.965 23.659
58.972 23.661
58.976 23.666
segment Estonia
59.637 25.03
59.629 25.031
59.624 25.043
59.618 25.046
59.613 25.044
59.612 25.04
59.615 25.035
59.614 25.03
59.617 25.024
59.615 25.017
59.617 25.011
59.614 25.003
59.614 25
59.613 24.992
59.616 24.987
59.619 24.988
59.624 24.997
59.625 25
59.625 25.003
59.631 25.001
59.633 25.004
59.635 25
59.64 24.993
59.644 24.975
59.646 24.972
59.648 24.975
59.645 24.995
59.643 25
59.64 25.007
59.641 25.014
59.637 25.03
