segment Belarus
53.951 23.874
53.95 23.905
53.956 23.921
53.966 23.918
53.967 23.936
53.954 23.962
53.939 23.999
53.939 24.037
53.941 24.09
53.952 24.121
53.961 24.136
53.962 24.155
53.95 24.187
53.93 24.212
53.919 24.247
53.91 24.316
53.906 24.385
53.909 24.433
53.924 24.464
53.959 24.518
53.979 24.562
54.006 24.632
54.018 24.682
54.017 24.706
54.006 24.719
53.994 24.717
53.973 24.701
53.962 24.69
53.956 24.699
53.954 24.713
53.96 24.725
53.965 24.734
53.958 24.749
53.961 24.765
53.978 24.814
53.993 24.835
54.014 24.843
54.026 24.841
54.044 24.835
54.06 24.814
54.078 24.803
54.101 24.808
54.123 24.819
54.129 24.83
54.135 24.849
54.138 24.885
54.15 24.921
54.157 24.938
54.163 24.952
54.163 24.969
54.151 24.992
54.147 25
54.138 25.02
54.135 25.053
54.141 25.076
54.166 25.118
54.188 25.158
54.241 25.216
54.258 25.233
54.264 25.24
54.267 25.259
54.273 25.276
54.274 25.288
54.274 25.297
54.271 25.314
54.272 25.331
54.276 25.372
54.283 25.401
54.296 25.43
54.3 25.448
54.301 25.461
54.301 25.476
54.301 25.491
54.307 25.496
54.317 25.502
54.318 25.513
54.316 25.52
54.306 25.521
54.295 25.527
54.285 25.544
54.277 25.554
54.25 25.585
54.241 25.586
54.236 25.581
54.231 25.574
54.226 25.577
54.216 25.578
54.205 25.575
54.197 25.555
54.191 25.529
54.183 25.522
54.175 25.526
54.158 25.541
54.157 25.568
54.151 25.6
54.151 25.615
54.149 25.634
54.146 25.642
54.14 25.653
54.14 25.663
54.145 25.677
54.152 25.696
54.161 25.714
54.17 25.741
54.172 25.76
54.168 25.779
54.169 25.792
54.176 25.794
54.187 25.79
54.197 25.793
54.204 25.795
54.22 25.782
54.228 25.776
54.234 25.784
54.237 25.804
54.241 25.808
54.247 25.806
54.251 25.793
54.254 25.774
54.262 25.766
54.27 25.762
54.276 25.746
54.279 25.727
54.289 25.718
54.313 25.705
54.32 25.691
54.321 25.661
54.316 25.633
54.316 25.594
54.322 25.576
54.326 25.562
54.333 25.557
54.347 25.557
54.36 25.568
54.373 25.59
54.39 25.604
54.403 25.605
54.412 25.608
54.415 25.63
54.422 25.636
54.437 25.637
54.446 25.622
54.454 25.622
54.465 25.625
54.48 25.643
54.51 25.669
54.533 25.686
54.546 25.719
54.568 25.75
54.593 25.763
54.604 25.756
54.634 25.749
54.651 25.74
54.676 25.737
54.698 25.74
54.71 25.751
54.72 25.758
54.731 25.758
54.747 25.758
54.762 25.754
54.774 25.741
54.8 25.744
54.815 25.752
54.838 25.776
54.858 25.801
54.892 25.852
54.912 25.855
54.923 25.866
54.937 25.908
54.944 25.943
54.95 25.968
54.959 25.982
54.958 25.994
54.948 26.019
54.938 26.037
54.939 26.072
54.945 26.081
54.961 26.093
54.97 26.106
54.976 26.134
54.985 26.183
54.995 26.217
55 26.22
55.011 26.228
55.037 26.246
55.066 26.255
55.079 26.272
55.091 26.276
55.1 26.262
55.109 26.262
55.128 26.301
55.142 26.326
55.153 26.372
55.149 26.397
55.141 26.436
55.134 26.447
55.126 26.468
55.141 26.482
55.154 26.498
55.16 26.525
55.147 26.555
55.149 26.603
55.142 26.615
55.146 26.636
55.153 26.658
55.154 26.677
55.164 26.694
55.175 26.692
55.189 26.676
55.198 26.675
55.204 26.685
55.205 26.712
55.213 26.726
55.236 26.73
55.256 26.743
55.264 26.768
55.277 26.82
55.285 26.852
55.285 26.872
55.295 26.863
55.299 26.853
55.309 26.846
55.312 26.825
55.323 26.811
55.32 26.798
55.327 26.788
55.327 26.779
55.329 26.748
55.325 26.729
55.329 26.718
55.331 26.704
55.337 26.681
55.345 26.665
55.339 26.66
55.338 26.647
55.329 26.629
55.335 26.62
55.327 26.602
55.323 26.593
55.327 26.586
55.33 26.583
55.329 26.572
55.327 26.565
55.332 26.553
55.337 26.54
55.336 26.53
55.337 26.503
55.341 26.476
55.345 26.455
55.35 26.45
55.355 26.455
55.358 26.466
55.362 26.477
55.369 26.494
55.369 26.509
55.376 26.523
55.385 26.546
55.39 26.559
55.403 26.557
55.452 26.555
55.49 26.55
55.512 26.532
55.516 26.516
55.524 26.516
55.53 26.538
55.534 26.574
55.547 26.594
55.56 26.599
55.57 26.617
55.581 26.628
55.598 26.625
55.618 26.626
55.636 26.628
55.658 26.632
55.674 26.62
55.697 26.646
55.706 26.668
55.701 26.702
55.689 26.748
55.686 26.78
55.688 26.803
55.696 26.814
55.703 26.836
55.706 26.861
55.717 26.879
55.733 26.887
55.762 26.906
55.782 26.922
55.792 26.937
55.813 26.984
55.825 26.995
55.832 27.008
55.833 27.022
55.834 27.044
55.832 27.066
55.829 27.083
55.834 27.098
55.845 27.118
55.852 27.133
55.853 27.176
55.844 27.194
55.833 27.204
55.826 27.225
55.806 27.257
55.794 27.285
55.791 27.3
55.793 27.323
55.805 27.361
55.813 27.372
55.813 27.388
55.803 27.408
55.796 27.435
55.791 27.467
55.788 27.522
55.784 27.587
55.786 27.603
55.8 27.615
55.836 27.634
55.873 27.628
55.89 27.625
55.912 27.653
55.935 27.665
55.95 27.696
55.975 27.757
55.987 27.805
56 27.82
56.007 27.811
56.015 27.819
56.02 27.824
56.028 27.813
56.033 27.808
56.036 27.807
56.039 27.822
56.041 27.863
56.049 27.877
56.053 27.905
56.059 27.923
56.065 27.936
56.077 27.945
56.088 27.954
56.101 27.955
56.113 27.964
56.118 27.969
56.12 27.978
56.124 27.99
56.127 28.006
56.125 28.015
56.121 28.029
56.12 28.041
56.128 28.05
56.133 28.087
56.146 28.107
56.158 28.117
56.161 28.129
56.166 28.151
