segment Svalbard
80.408 20.339
80.398 20.384
80.397 20.387
80.383 20.433
80.379 20.433
80.375 20.408
80.372 20.406
80.354 20.488
80.348 20.532
80.339 20.527
80.319 20.534
80.316 20.523
80.313 20.493
80.31 20.494
80.307 20.521
80.305 20.52
80.3 20.5
80.297 20.502
80.295 20.521
80.296 20.534
80.297 20.551
80.29 20.548
80.286 20.557
80.281 20.583
80.28 20.623
80.281 20.646
80.306 20.773
80.307 20.787
80.306 20.81
80.282 20.815
80.273 20.799
80.252 20.806
80.25 20.807
80.244 20.804
80.235 20.779
80.229 20.823
80.226 20.832
80.214 20.828
80.207 20.841
80.198 20.895
80.198 20.908
80.204 20.971
80.204 20.994
80.208 21.037
80.206 21.173
80.212 21.197
80.217 21.195
80.225 21.192
80.234 21.236
80.233 21.25
80.228 21.275
80.23 21.288
80.242 21.295
80.248 21.337
80.246 21.345
80.224 21.344
80.22 21.33
80.206 21.324
80.205 21.336
80.212 21.381
80.225 21.39
80.228 21.395
80.255 21.441
80.262 21.472
80.263 21.49
80.251 21.548
80.238 21.581
80.235 21.598
80.225 21.682
80.227 21.69
80.231 21.681
80.244 21.68
80.257 21.663
80.258 21.662
80.265 21.667
80.268 21.686
80.274 21.724
80.273 21.75
80.252 21.86
80.248 21.862
80.199 21.822
80.188 21.803
80.182 21.786
80.18 21.781
80.164 21.71
80.135 21.63
80.132 21.633
80.128 21.658
80.13 21.692
80.136 21.732
80.138 21.775
80.144 21.816
80.145 21.83
80.143 21.841
80.132 21.866
80.128 21.888
80.121 21.899
80.118 21.904
80.113 21.941
80.115 22.008
80.118 22.051
80.103 22.053
80.089 22.079
80.078 22.113
80.065 22.129
80.052 22.132
80.041 22.116
80.039 22.125
80.04 22.159
80.043 22.189
80.044 22.198
80.04 22.213
80.036 22.216
80.027 22.197
80.019 22.201
80.007 22.225
80 22.232
80 22.249
80 22.3
80 22.321
80.002 22.319
80.025 22.304
80.032 22.323
80.032 22.335
80.03 22.353
80.018 22.392
80.005 22.443
80.005 22.458
80.007 22.476
80.029 22.471
80.034 22.463
80.038 22.402
80.042 22.388
80.047 22.386
80.05 22.405
80.054 22.431
80.058 22.44
80.063 22.426
80.083 22.459
80.087 22.448
80.103 22.355
80.106 22.361
80.106 22.391
80.107 22.407
80.115 22.416
80.151 22.381
80.156 22.386
80.179 22.409
80.185 22.425
80.193 22.462
80.198 22.464
80.211 22.447
80.225 22.471
80.27 22.467
80.277 22.476
80.283 22.503
80.29 22.556
80.296 22.578
80.301 22.58
80.307 22.555
80.311 22.468
80.314 22.446
80.332 22.399
80.342 22.363
80.353 22.341
80.372 22.328
80.377 22.331
80.387 22.338
80.405 22.365
80.411 22.401
80.418 22.465
80.422 22.534
80.421 22.598
80.42 22.623
80.414 22.643
80.391 22.644
80.379 22.642
80.373 22.633
80.362 22.617
80.352 22.625
80.334 22.653
80.329 22.681
80.322 22.702
80.319 22.745
80.323 22.759
80.336 22.737
80.339 22.719
80.338 22.689
80.339 22.683
80.372 22.735
80.376 22.743
80.389 22.794
80.406 22.825
80.412 22.828
80.416 22.798
80.42 22.795
80.425 22.82
80.432 22.83
80.443 22.824
80.454 22.795
80.476 22.786
80.487 22.765
80.49 22.76
80.501 22.764
80.509 22.778
80.511 22.794
80.491 22.851
80.475 22.942
80.468 22.95
80.455 22.932
80.439 22.949
80.438 22.965
80.443 22.989
80.453 23.004
80.454 23.005
80.457 23.027
80.456 23.045
80.452 23.085
80.454 23.132
80.445 23.265
80.428 23.319
80.419 23.327
80.417 23.325
80.414 23.292
80.41 23.275
80.398 23.274
80.395 23.266
80.393 23.252
80.393 23.178
80.391 23.154
80.389 23.122
80.385 23.098
80.38 23.098
80.376 23.117
80.376 23.206
80.373 23.228
80.368 23.237
80.363 23.231
80.357 23.207
80.354 23.176
80.355 23.15
80.353 23.138
80.349 23.158
80.341 23.175
80.34 23.183
80.345 23.213
80.346 23.254
80.346 23.281
80.344 23.3
80.338 23.31
80.328 23.307
80.321 23.254
80.317 23.255
80.311 23.313
80.309 23.315
80.302 23.249
80.297 23.252
80.294 23.29
80.291 23.299
80.278 23.29
80.252 23.221
80.251 23.211
80.256 23.182
80.256 23.167
80.253 23.136
80.247 23.103
80.238 23.051
80.217 23.049
80.203 23.025
80.19 23.029
80.182 23.023
80.176 22.999
80.163 22.997
80.143 23.032
80.131 23.031
80.13 23.042
80.128 23.069
80.123 23.087
80.121 23.123
80.112 23.16
80.116 23.182
80.121 23.179
80.149 23.115
80.159 23.084
80.162 23.088
80.164 23.108
80.16 23.134
80.154 23.15
80.158 23.176
80.157 23.195
80.154 23.208
80.152 23.228
80.154 23.243
80.156 23.245
80.158 23.237
80.161 23.222
80.173 23.229
80.175 23.24
80.172 23.268
80.172 23.286
80.171 23.298
80.164 23.311
80.162 23.327
80.138 23.348
80.129 23.363
80.127 23.381
80.131 23.401
80.146 23.404
80.171 23.372
80.184 23.356
80.189 23.37
80.197 23.411
80.198 23.44
80.196 23.471
80.19 23.493
80.182 23.498
80.158 23.47
80.154 23.486
80.152 23.513
80.141 23.543
80.136 23.534
80.132 23.511
80.122 23.504
80.12 23.514
80.116 23.542
80.116 23.567
80.126 23.639
80.152 23.625
80.157 23.637
80.161 23.663
80.174 23.677
80.177 23.698
80.177 23.722
80.173 23.734
80.175 23.763
80.183 23.802
80.188 23.779
80.219 23.707
80.232 23.712
80.235 23.743
80.235 23.76
80.23 23.792
80.23 23.814
80.233 23.841
80.242 23.796
80.245 23.781
80.249 23.74
80.255 23.731
80.271 23.737
80.279 23.753
80.284 23.777
80.283 23.807
80.28 23.822
80.273 23.849
80.268 23.845
80.258 23.878
80.259 23.887
80.264 23.888
80.267 23.902
80.264 23.942
80.258 23.983
80.251 24.008
80.253 24.02
80.256 24.024
80.256 24.023
80.261 24.016
80.265 23.999
80.272 23.943
80.276 23.961
80.28 23.943
80.287 23.936
80.3 23.952
80.305 23.982
80.302 24.016
80.29 24.041
80.26 24.151
80.249 24.169
80.249 24.172
80.247 24.182
80.249 24.22
80.25 24.234
80.264 24.231
80.281 24.178
80.29 24.162
80.295 24.163
80.298 24.177
80.296 24.212
80.298 24.246
80.298 24.265
80.277 24.327
80.278 24.351
80.282 24.349
80.284 24.357
80.286 24.383
80.288 24.38
80.289 24.365
80.292 24.358
80.297 24.343
80.304 24.282
80.306 24.276
80.31 24.291
80.314 24.277
80.317 24.298
80.315 24.315
80.309 24.325
80.311 24.356
80.305 24.361
80.305 24.383
80.309 24.42
80.312 24.409
80.313 24.39
80.322 24.319
80.323 24.269
80.336 24.124
80.336 24.12
80.34 24.117
80.345 24.132
80.352 24.133
80.354 24.145
80.355 24.169
80.361 24.197
80.364 24.232
80.358 24.305
80.362 24.356
80.36 24.386
80.353 24.437
80.354 24.452
80.361 24.471
80.359 24.482
80.348 24.488
80.344 24.515
80.338 24.521
80.335 24.549
80.332 24.557
80.33 24.556
80.321 24.552
80.32 24.575
80.317 24.582
80.312 24.556
80.308 24.555
80.306 24.534
80.309 24.525
80.309 24.514
80.288 24.432
80.284 24.401
80.281 24.437
80.278 24.438
80.274 24.419
80.269 24.415
80.25 24.435
80.249 24.448
80.249 24.463
80.254 24.49
80.26 24.505
80.266 24.518
80.266 24.528
80.261 24.546
80.264 24.559
80.282 24.597
80.288 24.634
80.287 24.647
80.279 24.653
80.273 24.668
80.271 24.69
80.276 24.714
80.284 24.732
80.327 24.77
80.336 24.778
80.35 24.819
80.348 24.839
80.341 24.844
80.336 24.877
80.333 24.884
80.319 24.877
80.297 24.844
80.292 24.843
80.278 24.863
80.271 24.853
80.261 24.823
80.257 24.823
80.254 24.849
80.255 24.88
80.253 24.889
80.254 24.907
80.251 24.952
80.253 24.992
80.252 25
80.246 25.05
segment Svalbard
80.048 31.652
80.053 31.613
80.059 31.566
80.066 31.544
80.083 31.531
80.087 31.517
80.097 31.463
80.1 31.468
80.112 31.453
80.119 31.467
80.138 31.475
80.158 31.505
80.166 31.529
80.171 31.544
80.18 31.593
80.19 31.611
80.194 31.635
80.203 31.728
80.218 31.815
80.224 31.891
80.233 31.972
80.243 32.037
80.24 32.054
80.242 32.061
80.244 32.065
80.248 32.06
80.264 32.079
80.274 32.159
80.274 32.181
80.297 32.398
80.3 32.438
80.299 32.467
80.301 32.492
80.309 32.589
80.311 32.606
80.316 32.636
80.319 32.769
80.324 32.838
80.325 32.873
80.323 32.931
80.321 32.968
80.303 33.151
80.285 33.254
80.282 33.267
80.279 33.274
80.273 33.263
80.269 33.272
80.26 33.276
80.257 33.306
80.252 33.341
80.251 33.385
80.243 33.451
80.238 33.475
80.23 33.491
80.219 33.474
80.213 33.489
80.202 33.475
80.192 33.497
80.187 33.489
80.184 33.476
80.18 33.453
80.164 33.398
80.156 33.379
80.145 33.393
80.145 33.369
80.149 33.315
80.145 33.258
80.145 33.195
80.141 33.135
80.133 33.051
80.133 33.021
80.127 32.953
80.125 32.935
80.126 32.907
80.123 32.881
80.122 32.853
80.125 32.814
80.123 32.785
80.125 32.76
80.109 32.555
80.107 32.407
80.103 32.315
80.104 32.267
80.104 32.252
80.102 32.22
80.073 32.064
80.062 31.947
80.061 31.899
80.056 31.844
80.055 31.82
80.049 31.73
80.048 31.652
segment Svalbard
80.043 28.037
80.044 28.028
80.052 28.006
80.062 27.909
80.069 27.872
80.087 27.811
80.092 27.806
80.134 27.769
80.151 27.728
80.168 27.703
80.179 27.701
80.192 27.725
80.198 27.743
80.203 27.784
80.208 27.808
80.214 27.837
80.213 27.852
80.206 27.894
80.2 27.986
80.194 28.029
80.163 28.154
80.143 28.29
80.135 28.321
80.127 28.351
80.093 28.378
80.087 28.372
80.083 28.349
80.072 28.22
80.062 28.181
80.05 28.118
80.049 28.062
80.043 28.037
segment Svalbard
80.049 22.302
80.055 22.29
80.062 22.29
80.063 22.322
80.054 22.366
80.051 22.368
80.048 22.361
80.047 22.34
80.049 22.302
segment Svalbard
80.011 14.454
80.013 14.444
80.037 14.439
80.042 14.496
80.041 14.542
80.037 14.569
80.029 14.561
80.023 14.515
80.012 14.473
80.011 14.454
segment Svalbard
80.024 18.482
80.026 18.473
80.03 18.475
80.034 18.49
80.034 18.51
80.026 18.519
80.024 18.505
80.024 18.482
segment Svalbard
80.005 18.641
80.007 18.63
80.015 18.62
80.017 18.627
80.012 18.656
80.007 18.654
80.005 18.641
segment Svalbard
80 18.156
80.01 18.136
80.012 18.153
80.009 18.164
80 18.186
79.996 18.183
79.993 18.168
79.993 18.156
79.996 18.155
80 18.156
segment Svalbard
80 18.331
80.007 18.33
80.011 18.349
80 18.362
79.997 18.382
79.979 18.422
79.978 18.457
79.976 18.45
79.97 18.395
79.98 18.392
79.984 18.36
80 18.331
segment Svalbard
79.987 18.058
79.984 18.021
79.988 18.011
79.99 18.036
79.996 18.039
79.996 18.057
79.987 18.058
segment Svalbard
79.942 18.147
79.944 18.12
79.951 18.112
79.957 18.128
79.963 18.143
79.97 18.187
79.971 18.248
79.974 18.277
79.98 18.314
79.973 18.313
79.968 18.347
79.953 18.375
79.951 18.372
79.95 18.334
79.957 18.297
79.958 18.273
79.956 18.235
79.947 18.198
79.946 18.16
79.942 18.147
segment Svalbard
79.955 18.022
79.961 18.009
79.97 18.023
79.971 18.037
79.968 18.058
79.963 18.06
79.956 18.053
79.955 18.022
segment Svalbard
79.372 19.658
79.391 19.649
79.398 19.621
79.402 19.627
79.402 19.669
79.406 19.668
79.408 19.648
79.412 19.647
79.413 19.681
79.411 19.715
79.403 19.771
79.402 19.778
79.4 19.812
79.391 19.863
79.39 19.887
79.384 19.937
79.373 20
79.368 20.029
79.35 20.096
79.349 20.117
79.342 20.132
79.341 20.15
79.336 20.158
79.325 20.143
79.323 20.125
79.328 20.089
79.329 20.087
79.34 20.067
79.345 20.041
79.349 20
79.351 19.984
79.352 19.89
79.347 19.818
79.339 19.748
79.338 19.715
79.34 19.681
79.345 19.663
79.354 19.653
79.36 19.636
79.372 19.658
segment Svalbard
79.283 20
79.283 19.998
79.286 19.949
79.292 19.942
79.295 19.981
79.297 19.984
79.301 19.993
79.302 20
79.304 20.015
79.304 20.041
79.296 20.07
79.297 20.099
79.29 20.113
79.285 20.079
79.278 20.091
79.276 20.121
79.267 20.13
79.26 20.125
79.258 20.112
79.245 20.111
79.247 20.075
79.247 20.044
79.236 20.021
79.231 20
79.229 19.994
79.234 19.939
79.242 19.923
79.252 19.939
79.272 20
79.277 20.016
79.283 20
segment Svalbard
77.605 14.921
77.604 14.936
77.602 14.94
77.595 14.937
77.591 14.922
77.599 14.909
77.605 14.921
segment Svalbard
76.497 25
76.507 25.039
76.519 25.042
76.527 25.068
76.549 25.104
76.552 25.117
76.561 25.161
76.584 25.217
76.597 25.252
76.608 25.288
76.625 25.322
76.627 25.335
76.655 25.381
76.655 25.386
76.676 25.44
76.677 25.435
76.692 25.458
76.692 25.459
76.707 25.506
76.715 25.55
76.716 25.586
76.711 25.59
76.697 25.544
76.689 25.529
76.674 25.491
76.64 25.434
76.63 25.416
76.626 25.395
76.603 25.309
76.569 25.234
76.56 25.237
76.551 25.225
76.534 25.176
76.515 25.121
76.504 25.079
76.488 25.058
76.481 25.034
76.455 25.017
76.449 25.042
76.446 25.04
76.444 25.023
76.437 25
76.436 24.998
76.437 24.976
76.439 24.959
76.441 24.947
76.445 24.945
76.463 24.964
76.478 24.993
76.496 24.997
76.497 25
